SURVEY: SDSS
SNID: 18804
IAUC: 2007me
PHOTOMETRY_VERSION: SMPv8+BOSS_2007
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 25.265629  deg
DECL: -0.448449  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 23
FAKE: 0   (=> data)
MWEBV: 0.0287    MW E(B-V)
MWEBV_ERR: 0.0048    error on MWEBV
NEPOCH_PRESN: 15   22   22   22   24   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.198426 +- 0.000060  (Helio, z_best)
REDSHIFT_FINAL: 0.197257 +- 0.000060  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54392.000  (SNANA-FIT)
HOSTGAL_OBJID: 1237666407379763650
HOSTGAL_PHOTOZ: 0.2547  +- 0.0433
HOSTGAL_SNSEP: 1.547   # arcSec
HOSTGAL_LOGMASS: 10.300 +-  0.074   # log10(Mgal/Msolar)
HOSTGAL_MAG: 20.71  19.84  19.07  18.80  18.69 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 23
TELESCOPE: sdss    SEARCH_RUN: 7202  QMASK: 0
IDCCD: 2   FIELD: 82N
AIRMASS: 0.0
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 471      471      471      471      471
PHOTOMETRYFLAG: 33       33       32       32        3
GAIN: 3.855    4.600    6.565    5.155    1.595  e/ADU
RDNOISE: 4.626    4.600   15.756    5.155    5.662  e-
SKY_AVG: 447.00   351.50   310.25   148.50   113.00  ADU/pix
SKY_SIG: 10.89     8.73     8.29     5.65     8.54  ADU/pix
PSF_SIG1: 1.871    1.680    1.662    1.705    2.161  pixels
PSF_SIG2: 3.630    3.869    3.918    3.754    3.943  pixels
PSF_RATIO: 0.163    0.108    0.115    0.115    0.288  (at origin)
FLUX: 2.53     6.32     4.54    14.26     9.03  uJy
FLUX_ERRTOT: 1.571    1.589    2.052    6.419    5.402  uJy
FLUXCAL_ERRTOT: 53.630   45.696   63.653  199.173  174.127
MAG_ERRPLUS: 0.7360   0.2780   0.5050   0.4940   0.7440
MAG_ERRMINUS: 0.7360   0.2780   0.5050   0.4940   0.7440
ZEROPT: 28.4070  28.1330  27.7830  26.1220  27.1490
ZEROPT_ERR: 0.0070   0.0040   0.0030   0.0090   0.0160
SKYSUB_ERR: 25.331   24.703   52.260  115.324   39.470  (fluxcal)
GALSUB_ERR: 26.647   23.187   38.649  134.276  154.104  (fluxcal)
END_OF_EPOCH: 23
XPIXEL: 1701.220 1699.430 1699.450   -9.000   -9.000  (pixels)
YPIXEL: 591.440  579.450  582.880   -9.000   -9.000  (pixels)
EDGEDIST: 346.780  348.570  348.550   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.4450  21.4370  21.2800  -9.0000  -9.0000
SEARCH_MAGERR: 0.1510   0.0920   0.1220  -9.0000  -9.0000
END_OF_SN: 18804
PHOTFLAG: [   1    1   32   32    5   32    0    0    0    4    0   32    0    0
   36   36 1028  164   36 1028    0    0   32    0   32    0    0    0
   32    0    0    0    0    0    4    0    0    0    0  132    0    0
    0   32    4    0    0    0   32    2    8    0  128    0    8    3
    3   35    0    5   29   29 1181  141    1 1053    9   56   37    1
    0    0   32    1    0    0    0    0   32    0    0    0   32   36
    0   12    4  160 1156   32    0    0   32   36   33    0    0    0
    1 1055 1053 1053   37   29   29   13 1181   33   33   32   32    3]
SPECTRA: {}

NOBS: 112
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 54346.390  g  NULL -40.2000000 44.2200000
OBS: 54346.390  r  NULL -33.6900000 44.0500000
OBS: 54346.390  i  NULL 17.8600000 43.2300000
OBS: 54346.390  z  NULL 100.2000000 114.7000000
OBS: 54346.390  u  NULL -5.6900000 80.5100000
OBS: 54348.394  g  NULL 21.8200000 22.4100000
OBS: 54348.394  r  NULL -2.7500000 24.6300000
OBS: 54348.394  i  NULL -9.3200000 34.9000000
OBS: 54348.394  z  NULL -5.0600000 105.1000000
OBS: 54348.394  u  NULL -25.5500000 72.0300000
OBS: 54358.350  g  NULL -10.0700000 21.5000000
OBS: 54358.350  r  NULL 15.0300000 29.5900000
OBS: 54358.350  i  NULL -37.7200000 42.3600000
OBS: 54358.350  z  NULL -30.3400000 137.2000000
OBS: 54358.350  u  NULL 2.8600000 53.7100000
OBS: 54359.344  g  NULL 13.3100000 31.1800000
OBS: 54359.344  r  NULL -83.7300000 223.1000000
OBS: 54359.344  i  NULL 92.1100000 194.3000000
OBS: 54359.344  z  NULL 91.5700000 276.0000000
OBS: 54359.344  u  NULL 201.3000000 135.8000000
OBS: 54365.384  g  NULL -4.8900000 14.9300000
OBS: 54365.384  r  NULL -15.8200000 20.9100000
OBS: 54365.384  i  NULL 1.9200000 31.2800000
OBS: 54365.384  z  NULL -125.4000000 109.2000000
OBS: 54365.384  u  NULL 18.2000000 48.3800000
OBS: 54381.403  g  NULL 378.9000000 21.6700000
OBS: 54381.403  r  NULL 382.6000000 29.6900000
OBS: 54381.403  i  NULL 360.9000000 40.1600000
OBS: 54381.403  z  NULL 179.7000000 126.4000000
OBS: 54381.403  u  NULL 195.1000000 57.4100000
OBS: 54384.410  g  NULL 575.8000000 18.5800000
OBS: 54384.410  r  NULL 536.8000000 24.2600000
OBS: 54384.410  i  NULL 530.0000000 32.8000000
OBS: 54384.410  z  NULL 274.8000000 111.5000000
OBS: 54384.410  u  NULL 291.8000000 48.2600000
OBS: 54386.396  g  NULL 687.3000000 20.9000000
OBS: 54386.396  r  NULL 670.9000000 25.3600000
OBS: 54386.396  i  NULL 682.5000000 37.1600000
OBS: 54386.396  z  NULL 351.5000000 127.7000000
OBS: 54386.396  u  NULL 312.4000000 59.5800000
OBS: 54388.400  g  NULL 713.7000000 20.3900000
OBS: 54388.400  r  NULL 710.4000000 26.1900000
OBS: 54388.400  i  NULL 599.8000000 33.2200000
OBS: 54388.400  z  NULL 269.7000000 107.5000000
OBS: 54388.400  u  NULL 321.8000000 53.1900000
OBS: 54392.398  g  NULL 723.7000000 24.0100000
OBS: 54392.398  r  NULL 683.4000000 32.1300000
OBS: 54392.398  i  NULL 683.8000000 42.9100000
OBS: 54392.398  z  NULL 351.5000000 182.7000000
OBS: 54392.398  u  NULL 179.1000000 71.1500000
OBS: 54393.404  g  NULL 680.3000000 20.6900000
OBS: 54393.404  r  NULL 759.1000000 28.6900000
OBS: 54393.404  i  NULL 699.7000000 42.6200000
OBS: 54393.404  z  NULL 315.2000000 136.0000000
OBS: 54393.404  u  NULL 214.1000000 49.1300000
OBS: 54396.267  g  NULL 701.3000000 64.0600000
OBS: 54396.267  r  NULL 728.9000000 69.9700000
OBS: 54396.267  i  NULL 579.1000000 71.2600000
OBS: 54396.267  z  NULL 671.1000000 193.6000000
OBS: 54403.314  g  NULL 548.9000000 62.3500000
OBS: 54403.314  r  NULL 434.2000000 138.0000000
OBS: 54403.314  i  NULL 428.6000000 116.2000000
OBS: 54403.314  z  NULL 535.5000000 338.4000000
OBS: 54403.314  u  NULL -104.6000000 577.7000000
OBS: 54404.371  g  NULL 459.4000000 27.9700000
OBS: 54404.371  r  NULL 648.4000000 62.8500000
OBS: 54404.371  i  NULL 607.0000000 46.5300000
OBS: 54404.371  z  NULL 121.5000000 143.2000000
OBS: 54404.371  u  NULL 38.6300000 154.4000000
OBS: 54405.369  g  NULL 386.0000000 24.5700000
OBS: 54405.369  r  NULL 566.8000000 31.8900000
OBS: 54405.369  i  NULL 469.6000000 34.3000000
OBS: 54405.369  z  NULL 101.3000000 114.1000000
OBS: 54405.369  u  NULL 136.5000000 69.7400000
OBS: 54406.308  g  NULL 367.9000000 17.9900000
OBS: 54406.308  r  NULL 518.3000000 23.4200000
OBS: 54406.308  i  NULL 501.0000000 31.0200000
OBS: 54406.308  z  NULL 253.9000000 93.2600000
OBS: 54406.308  u  NULL 45.5200000 50.0800000
OBS: 54412.333  g  NULL 217.2000000 20.1000000
OBS: 54412.333  r  NULL 327.0000000 30.5500000
OBS: 54412.333  i  NULL 315.5000000 39.8800000
OBS: 54412.333  z  NULL 306.7000000 149.6000000
OBS: 54412.333  u  NULL 22.1100000 68.7200000
OBS: 54416.306  g  NULL 157.4000000 15.2000000
OBS: 54416.306  r  NULL 319.0000000 28.0300000
OBS: 54416.306  i  NULL 438.2000000 59.3000000
OBS: 54416.306  z  NULL 224.4000000 111.1000000
OBS: 54416.306  u  NULL -5.8500000 75.7000000
OBS: 54421.312  g  NULL 100.5000000 17.1000000
OBS: 54421.312  r  NULL 257.9000000 27.2500000
OBS: 54421.312  i  NULL 305.7000000 42.0900000
OBS: 54421.312  z  NULL 29.7700000 134.1000000
OBS: 54421.312  u  NULL 30.9900000 66.8900000
