SURVEY: SDSS
SNID: 19341
IAUC: 2007nf
PHOTOMETRY_VERSION: SMPv8+BOSS_2007
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 15.860297  deg
DECL: 0.331394  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 22
FAKE: 0   (=> data)
MWEBV: 0.0346    MW E(B-V)
MWEBV_ERR: 0.0058    error on MWEBV
NEPOCH_PRESN: 10   19   19   19   19   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.236763 +- 0.000048  (Helio, z_best)
REDSHIFT_FINAL: 0.235420 +- 0.000048  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54393.355  (SNANA-FIT)
HOSTGAL_OBJID: 1237666339725508846
HOSTGAL_PHOTOZ: 0.2247  +- 0.0236
HOSTGAL_SNSEP: 2.162   # arcSec
HOSTGAL_LOGMASS: 11.015 +-  0.083   # log10(Mgal/Msolar)
HOSTGAL_MAG: 21.82  20.15  18.83  18.35  18.02 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 22
TELESCOPE: sdss    SEARCH_RUN: 7202  QMASK: 0
IDCCD: 4   FIELD: 82N
AIRMASS: 0.0
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 408      408      408      408      408
PHOTOMETRYFLAG: 35       35       32      160      135
GAIN: 3.995    4.760    4.885    4.775    1.600  e/ADU
RDNOISE: 5.593    5.474   12.212   14.803    5.680  e-
SKY_AVG: 492.25   386.00   392.25   143.25   103.75  ADU/pix
SKY_SIG: 11.41     9.16     9.74     6.55     8.77  ADU/pix
PSF_SIG1: 1.955    1.906    1.850    1.701    2.375  pixels
PSF_SIG2: 3.617    3.830    3.924    3.650    4.274  pixels
PSF_RATIO: 0.339    0.300    0.184    0.160    0.352  (at origin)
FLUX: 2.90     0.13     2.11     1.41    -5.01  uJy
FLUX_ERRTOT: 2.031    2.152    2.564    7.182    6.321  uJy
FLUXCAL_ERRTOT: 75.174   60.103  101.306  204.915  552.615
MAG_ERRPLUS: 0.8800   1.7790   1.2760   1.1970   2.2600
MAG_ERRMINUS: 0.8800   1.7790   1.2760   1.1970   2.2600
ZEROPT: 28.3840  28.0170  27.8230  25.9160  26.9370
ZEROPT_ERR: 0.0230   0.0060   0.0050   0.0130   0.0000
SKYSUB_ERR: 48.981   79.924  108.830  171.182   52.964  (fluxcal)
GALSUB_ERR: 41.098   41.363   51.251  145.498  182.022  (fluxcal)
END_OF_EPOCH: 22
XPIXEL: 1159.810 1158.660 1158.550   -9.000   -9.000  (pixels)
YPIXEL: 876.160  865.120  868.090   -9.000   -9.000  (pixels)
EDGEDIST: 612.840  623.880  620.910   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.5540  21.7900  21.4880  -9.0000  -9.0000
SEARCH_MAGERR: 0.1180   0.1010   0.1090  -9.0000  -9.0000
END_OF_SN: 19341
PHOTFLAG: [   1   33    0    0   32   32    0 1152  132   32  160   32  160 1156
    4    4   36    4  132    0    0   32    0  128    0   32   32   32
    0    8    0    0   32    4 1164    4  164   36    4    0    0    0
   32   12    0    0    0    0    8    3 1187  163    0    7   25   25
   24    8    5    1 1049   29    0   13   25    0    0    0  129    0
    0    0   32    8   40    4   36    4   44    8    0    0    0    4
  164  168 1192 1196 1156   33  161   32   32    9 1031 1061 1181 1029
 1181 1181  157 1181   35   35   32  160  135]
SPECTRA: {}

NOBS: 107
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 54346.338  g  NULL -6.0900000 38.8200000
OBS: 54346.338  r  NULL 26.3100000 47.4400000
OBS: 54346.338  i  NULL -2.0300000 46.0100000
OBS: 54346.338  z  NULL -0.8300000 181.9000000
OBS: 54348.368  g  NULL 4.4800000 19.1400000
OBS: 54348.368  r  NULL 7.6400000 24.1200000
OBS: 54348.368  i  NULL -79.8700000 39.6500000
OBS: 54348.368  z  NULL -214.0000000 138.6000000
OBS: 54348.368  u  NULL -15.2800000 65.0900000
OBS: 54358.325  g  NULL 17.2700000 18.8600000
OBS: 54358.325  r  NULL 11.3700000 29.1500000
OBS: 54358.325  i  NULL 58.7200000 54.4100000
OBS: 54358.325  z  NULL 200.6000000 235.2000000
OBS: 54358.325  u  NULL -51.9100000 87.7700000
OBS: 54359.319  g  NULL -15.4800000 27.9100000
OBS: 54359.319  r  NULL -80.8900000 67.7500000
OBS: 54359.319  i  NULL 60.0000000 101.6000000
OBS: 54359.319  z  NULL -188.0000000 343.6000000
OBS: 54359.319  u  NULL 266.9000000 96.3900000
OBS: 54365.358  g  NULL -11.1300000 13.6900000
OBS: 54365.358  r  NULL -4.0200000 20.0300000
OBS: 54365.358  i  NULL 21.5700000 33.8000000
OBS: 54365.358  z  NULL -44.5500000 106.5000000
OBS: 54365.358  u  NULL -24.0000000 42.4200000
OBS: 54381.378  g  NULL 73.1100000 15.2900000
OBS: 54381.378  r  NULL 77.2500000 23.9500000
OBS: 54381.378  i  NULL 98.2000000 36.1300000
OBS: 54381.378  z  NULL 160.2000000 125.8000000
OBS: 54381.378  u  NULL 86.7600000 57.2000000
OBS: 54384.384  g  NULL 184.6000000 15.3900000
OBS: 54384.384  r  NULL 150.6000000 23.9700000
OBS: 54384.384  i  NULL 212.5000000 35.6900000
OBS: 54384.384  z  NULL 62.5100000 115.6000000
OBS: 54384.384  u  NULL 40.0600000 58.6400000
OBS: 54386.370  g  NULL 269.6000000 28.6700000
OBS: 54386.370  r  NULL 216.1000000 48.0500000
OBS: 54386.370  i  NULL 152.2000000 72.6900000
OBS: 54386.370  z  NULL 215.4000000 182.7000000
OBS: 54386.370  u  NULL -25.7300000 93.7100000
OBS: 54388.374  g  NULL 231.9000000 15.6500000
OBS: 54388.374  r  NULL 296.5000000 24.4200000
OBS: 54388.374  i  NULL 274.2000000 33.9700000
OBS: 54388.374  z  NULL 3.8100000 100.7000000
OBS: 54388.374  u  NULL 105.8000000 48.2200000
OBS: 54393.378  g  NULL 235.8000000 15.2600000
OBS: 54393.378  r  NULL 328.6000000 26.1200000
OBS: 54393.378  i  NULL 366.2000000 39.7300000
OBS: 54393.378  z  NULL 319.8000000 139.0000000
OBS: 54393.378  u  NULL 50.5300000 66.6900000
OBS: 54396.241  g  NULL 189.2000000 71.4400000
OBS: 54396.241  r  NULL 254.8000000 98.9700000
OBS: 54396.241  i  NULL 328.3000000 88.6400000
OBS: 54396.241  z  NULL 834.5000000 208.9000000
OBS: 54396.241  u  NULL 55.9000000 440.6000000
OBS: 54403.288  g  NULL 116.5000000 33.3200000
OBS: 54403.288  r  NULL 214.7000000 40.8300000
OBS: 54403.288  i  NULL 249.2000000 40.9900000
OBS: 54403.288  z  NULL -26.4600000 117.7000000
OBS: 54403.288  u  NULL 4.0500000 72.4700000
OBS: 54404.345  g  NULL 140.6000000 22.0100000
OBS: 54404.345  r  NULL 217.3000000 31.5200000
OBS: 54404.345  i  NULL 262.0000000 53.4700000
OBS: 54404.345  z  NULL -20.9400000 110.1000000
OBS: 54404.345  u  NULL -35.4500000 97.6100000
OBS: 54405.343  g  NULL 101.6000000 21.5400000
OBS: 54405.343  r  NULL 218.3000000 25.9500000
OBS: 54405.343  i  NULL 214.9000000 35.0600000
OBS: 54405.343  z  NULL 184.9000000 116.4000000
OBS: 54405.343  u  NULL 50.9600000 79.7900000
OBS: 54406.281  g  NULL 98.8200000 13.8300000
OBS: 54406.281  r  NULL 204.6000000 22.8200000
OBS: 54406.281  i  NULL 227.9000000 33.2600000
OBS: 54406.281  z  NULL 47.8100000 95.4000000
OBS: 54406.281  u  NULL 9.8000000 38.4400000
OBS: 54412.284  g  NULL 43.8500000 18.7500000
OBS: 54412.284  r  NULL 154.8000000 30.6400000
OBS: 54412.284  i  NULL 138.4000000 48.0200000
OBS: 54412.284  z  NULL -47.8300000 154.9000000
OBS: 54412.284  u  NULL 2.8900000 60.0200000
OBS: 54416.280  g  NULL 44.3300000 13.7100000
OBS: 54416.280  r  NULL 100.3000000 21.3400000
OBS: 54416.280  i  NULL 155.1000000 32.9400000
OBS: 54416.280  z  NULL -44.8400000 101.6000000
OBS: 54416.280  u  NULL -22.0300000 44.1500000
OBS: 54421.285  g  NULL 21.8400000 38.4900000
OBS: 54421.285  r  NULL 69.5000000 29.0100000
OBS: 54421.285  i  NULL 121.8000000 51.6200000
OBS: 54421.285  z  NULL 21.1900000 164.7000000
OBS: 54421.285  u  NULL 44.4400000 73.9900000
OBS: 54423.261  g  NULL 18.7700000 40.6200000
OBS: 54423.261  r  NULL 10.4800000 37.6400000
OBS: 54423.261  i  NULL 85.9200000 44.7200000
OBS: 54423.261  z  NULL 12.6800000 129.8000000
OBS: 54423.261  u  NULL 136.0000000 85.1500000
OBS: 54431.288  g  NULL -9.0000000 -9.0000000
OBS: 54431.288  r  NULL 23.4400000 738.0000000
OBS: 54431.288  i  NULL 385.0000000 4532.0000000
OBS: 54431.288  z  NULL -1415.0000000 3119.0000000
OBS: 54432.276  g  NULL -9.0000000 -9.0000000
OBS: 54432.276  r  NULL -9.0000000 -9.0000000
OBS: 54432.276  i  NULL 727.3000000 136.3000000
OBS: 54432.276  z  NULL 7599.0000000 1287.0000000
OBS: 54433.284  g  NULL 81.3500000 75.1700000
OBS: 54433.284  r  NULL 3.6000000 60.1000000
OBS: 54433.284  i  NULL 59.0400000 101.3000000
OBS: 54433.284  z  NULL 38.5800000 204.9000000
OBS: 54433.284  u  NULL -137.2000000 552.6000000
END_PHOTOMETRY:

# =============================================
