SURVEY: SDSS
SNID: 12950
IAUC: 2006fy
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 351.66745  deg
DECL: -0.840276  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 41
FAKE: 0   (=> data)
MWEBV: 0.0439    MW E(B-V)
MWEBV_ERR: 0.0073    error on MWEBV
NEPOCH_PRESN: 20   31   31   33   32   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.082734 +- 0.000010  (Helio, z_best)
REDSHIFT_FINAL: 0.081411 +- 0.000010  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53999.000  (SNANA-FIT)
HOSTGAL_OBJID: 1237656906351444110
HOSTGAL_PHOTOZ: 0.0764  +- 0.0148
HOSTGAL_SNSEP: 1.398   # arcSec
HOSTGAL_LOGMASS: 9.787 +-  0.040   # log10(Mgal/Msolar)
HOSTGAL_MAG: 18.77  17.87  17.59  17.31  17.24 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 41
TELESCOPE: sdss    SEARCH_RUN: 6600  QMASK: 1
IDCCD: 1   FIELD: 82N
CLOUDCAM_AVG: 2688.00     CLOUDCAM_SIG:  6.82
MOONDIST: 999.00 deg     MOONPHASE:   0.11
AIRMASS: 1.504
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 381      381      381      381      381
PHOTOMETRYFLAG: 32       32       32       32        0
GAIN: 3.320    4.710    5.165    4.745    1.620  e/ADU
RDNOISE: 13.114    6.359   14.462    4.271    5.022  e-
SKY_AVG: 78.75   169.50   281.25   205.25    18.25  ADU/pix
SKY_SIG: 6.66     6.37     8.21     6.81     4.57  ADU/pix
PSF_SIG1: 1.473    1.237    1.090    1.413    1.624  pixels
PSF_SIG2: 3.139    2.943    2.658    3.603    3.264  pixels
PSF_RATIO: 0.087    0.073    0.089    0.059    0.095  (at origin)
FLUX: 3.58     9.74     8.61     4.78    -1.60  uJy
FLUX_ERRTOT: 0.748    1.036    1.509    5.889    1.939  uJy
FLUXCAL_ERRTOT: 21.674   28.724   42.897  184.739   73.767
MAG_ERRPLUS: 0.2290   0.1150   0.1900   0.9020   1.2420
MAG_ERRMINUS: 0.2290   0.1150   0.1900   0.9020   1.2420
ZEROPT: 28.6120  28.2070  27.8730  26.2300  27.3920
ZEROPT_ERR: 0.0040   0.0020   0.0020   0.0070   0.0310
SKYSUB_ERR: 5.392    9.513   14.301  108.856   20.115  (fluxcal)
GALSUB_ERR: 20.844   15.282   14.729   90.468  123.455  (fluxcal)
END_OF_EPOCH: 41
XPIXEL: 1957.400 1955.810 1953.310   -9.000   -9.000  (pixels)
YPIXEL: 425.880  413.330  416.590   -9.000   -9.000  (pixels)
EDGEDIST: 90.600   92.190   94.690   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.2130  21.3780  21.6810  -9.0000  -9.0000
SEARCH_MAGERR: 0.1890   0.0960   0.1880  -9.0000  -9.0000
END_OF_SN: 12950
PHOTFLAG: [   0   32   32   32  136   32   32    0    0   36    1    1    0    0
    1  152 1180 1176    0  128    0    0    0    0    0    0    0    0
 1176  136    8    0    0    0    8    0    0  128    0    2    0    0
    0    0    0    0    0    0    0  128    0    0    0    0  136    1
    0    0    0    8    1    0    0    0    9    1    1    0    0  129
    1    1    1    0    1   33 1049    8   40 1193    1    0    0    0
   33  152 1048 1176    0   44   32   32   32   32   32    0    0    0
   40   32    0    0    0   32    0    0    0    0   40   32    0    0
    0   40   32   32   32   32   34   32   32  160   32    0   36   12
    0   12   44   33    1    0   32    1   33    1    1   32   33   33
    1   32   32  161   33   33   32   32   33   34  162   34   42   42
   34   32   32   32   34   32   32   32   32   32   32   34   34   34
    2   32   32   32   32    0   32   34   32   32   34   32   32   32
   32   40  162   32   34  160   42   32   32   32   32   40  162   32
   32   32   38   32   32   32   32    0]
SPECTRA: {}

NOBS: 204
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53974.288  g  NULL -14.2300000 17.4100000
OBS: 53974.288  r  NULL 5.6200000 22.0300000
OBS: 53974.288  i  NULL 3.1100000 33.1400000
OBS: 53974.288  z  NULL 14.3200000 99.8300000
OBS: 53974.288  u  NULL -1.4000000 38.4300000
OBS: 53975.282  G  NULL 20.3900000 25.0800000
OBS: 53975.282  R  NULL 11.4200000 26.5100000
OBS: 53975.282  I  NULL -8.8800000 37.0800000
OBS: 53975.282  Z  NULL -229.7000000 157.3000000
OBS: 53975.282  U  NULL 77.4900000 68.8100000
OBS: 53989.292  g  NULL 1157.0000000 36.2300000
OBS: 53989.292  r  NULL 965.5000000 39.1500000
OBS: 53989.292  i  NULL 1115.0000000 49.3100000
OBS: 53989.292  z  NULL 885.9000000 127.8000000
OBS: 53989.292  u  NULL 347.8000000 83.0300000
OBS: 53993.350  G  NULL 2233.0000000 102.8000000
OBS: 53993.350  R  NULL 1572.0000000 158.1000000
OBS: 53993.350  I  NULL 2158.0000000 205.0000000
OBS: 53993.350  Z  NULL 1375.0000000 134.0000000
OBS: 53993.350  U  NULL 1072.0000000 79.1100000
OBS: 53996.289  G  NULL 2659.0000000 31.8400000
OBS: 53996.289  R  NULL 2327.0000000 34.2900000
OBS: 53996.289  I  NULL 2072.0000000 41.9900000
OBS: 53996.289  Z  NULL 1712.0000000 123.6000000
OBS: 53996.289  U  NULL 1114.0000000 65.7000000
OBS: 53997.387  g  NULL 2714.0000000 37.5000000
OBS: 53997.387  r  NULL 2370.0000000 41.4800000
OBS: 53997.387  i  NULL 2093.0000000 50.1300000
OBS: 53997.387  z  NULL 1971.0000000 193.2000000
OBS: 53997.387  u  NULL 1056.0000000 73.9800000
OBS: 53998.257  G  NULL 2818.0000000 31.1500000
OBS: 53998.257  R  NULL 2428.0000000 31.3100000
OBS: 53998.257  I  NULL 2083.0000000 36.4700000
OBS: 53998.257  Z  NULL 1730.0000000 116.8000000
OBS: 53998.257  U  NULL 1218.0000000 56.1100000
OBS: 54000.267  g  NULL 2734.0000000 42.8100000
OBS: 54000.267  r  NULL 2535.0000000 51.3700000
OBS: 54000.267  i  NULL 2002.0000000 92.2600000
OBS: 54000.267  z  NULL 1728.0000000 158.4000000
OBS: 54000.267  u  NULL 921.9000000 70.5800000
OBS: 54005.287  G  NULL 2434.0000000 29.1500000
OBS: 54005.287  R  NULL 2421.0000000 31.2200000
OBS: 54005.287  I  NULL 1971.0000000 38.1400000
OBS: 54005.287  Z  NULL 1394.0000000 108.6000000
OBS: 54005.287  U  NULL 543.6000000 52.2200000
OBS: 54007.317  g  NULL 2040.0000000 31.9400000
OBS: 54007.317  r  NULL 2340.0000000 40.9500000
OBS: 54007.317  i  NULL 1749.0000000 53.1700000
OBS: 54007.317  z  NULL 1290.0000000 136.6000000
OBS: 54007.317  u  NULL 263.0000000 55.4600000
