OBS: 57288.178  z  NULL 96.5360000 45.0840000
OBS: 57297.159  g  NULL 39.0960000 30.9660000
OBS: 57297.163  i  NULL 76.2020000 44.6090000
OBS: 57297.166  z  NULL 88.9870000 36.7170000
OBS: 57301.278  g  NULL 4.2310000 9.8495000
OBS: 57301.281  r  NULL 37.6080000 19.3610000
OBS: 57301.284  i  NULL 43.7130000 34.0050000
OBS: 57301.286  z  NULL 1.5192000 42.9410000
OBS: 57305.279  g  NULL 0.2813300 5.3923000
OBS: 57305.281  r  NULL 24.2740000 8.2049000
OBS: 57305.283  i  NULL 41.8980000 10.8060000
OBS: 57305.286  z  NULL 44.8070000 11.6920000
OBS: 57311.106  g  NULL 8.9865000 6.2608000
OBS: 57311.109  r  NULL 14.3550000 9.4564000
OBS: 57311.111  i  NULL 32.6980000 15.4570000
OBS: 57311.114  z  NULL 45.1700000 20.9400000
END_PHOTOMETRY:

# =============================================
