SURVEY: SDSS
SNID: 2308
IAUC: 2005ey
PHOTOMETRY_VERSION: SMPv8+BOSS_2005
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 34.272865  deg
DECL: 0.280298  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 25
FAKE: 0   (=> data)
MWEBV: 0.0334    MW E(B-V)
MWEBV_ERR: 0.0056    error on MWEBV
NEPOCH_PRESN: 13   15   23   21   22   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.148000 +- 0.005000  (Helio, z_best)
REDSHIFT_FINAL: 0.147025 +- 0.005000  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53630.586  (SNANA-FIT)
HOSTGAL_OBJID: -9
HOSTGAL_PHOTOZ: -9.0000  +- -9.0000
HOSTGAL_SNSEP: -9.000    # arcsec
HOSTGAL_MAG: -9.00  -9.00  -9.00  -9.00  -9.00 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 25
TELESCOPE: sdss    SEARCH_RUN: 5918  QMASK: 1
IDCCD: 4   FIELD: 82N
CLOUDCAM_AVG: 1768.00     CLOUDCAM_SIG:  4.97
MOONDIST: 999.00 deg     MOONPHASE:   0.02
AIRMASS: 1.535
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 650      650      650      650      650
PHOTOMETRYFLAG: 32        0       32       32        0
GAIN: 3.995    4.760    4.885    4.775    1.600  e/ADU
RDNOISE: 5.593    5.474   12.212   14.803    5.680  e-
XPIXEL: 726.860  726.710  726.350   -9.000   -9.000  (pixels)
YPIXEL: 932.280  919.300  923.160   -9.000   -9.000  (pixels)
EDGEDIST: 556.720  569.700  565.840   -9.000   -9.000  (pixels)
SKY_AVG: 60.75   122.75   209.00   119.00    14.25  ADU/pix
SKY_SIG: 4.24     5.22     7.17     6.25     4.42  ADU/pix
PSF_SIG1: 1.513    1.310    1.350    1.316    1.626  pixels
PSF_SIG2: 3.202    2.501    3.295    3.436    3.159  pixels
PSF_RATIO: 0.089    0.172    0.058    0.050    0.134  (at origin)
FLUX: 1.39     4.07     3.23     2.96     3.53  uJy
FLUX_ERRTOT: 0.541    0.856    1.336    4.682    1.871  uJy
FLUXCAL_ERRTOT: 16.082   24.139   40.101  137.435   57.092
MAG_ERRPLUS: 0.3980   0.2260   0.4350   0.8060   0.6160
MAG_ERRMINUS: 0.3980   0.2260   0.4350   0.8060   0.6160
ZEROPT: 28.5280  28.1930  27.9890  26.0980  27.3080
ZEROPT_ERR: 0.0020   0.0020   0.0020   0.0030   0.0030
SEARCH_MAG: 22.5310  22.0390  21.7410  -9.0000  -9.0000
SEARCH_MAGERR: 0.1450   0.1760   0.2110  -9.0000  -9.0000
SKYSUB_ERR: 10.803    2.059    6.674   95.669    8.740  (fluxcal)
GALSUB_ERR: 16.783   15.289   21.931   82.176   74.836  (fluxcal)
END_OF_EPOCH: 25
END_OF_SN: 2308
PHOTFLAG: [ 128    0    0    0    4 1162   12 1160    4  134    1    1 1152    0
    9    1    1    1    0    1    1    0    0    0    1    0    0 1152
  128    0    0    0    0    0    0    0    0    0    0    0    3    1
    0    0 1161    1    1    1    0    1    1    1    0    0    1    0
    0    0  128  128  129    0    0   32    1    0  128 1152    0    0
    0    0    0    0    8    0    0    0    0  128    0    0    0    0
    8    0    0    0    0    8    8    0    0    1    8   35  129   33
   32 1163   59 1083 1083   11   33    1   32   32    3   32    0    0
   32    0    0    0    0    0    8   32    0   32   32    0]
SPECTRA: {}

NOBS: 124
NVAR: 6
