SURVEY: SDSS
SNID: 17168
IAUC: 2007ik
PHOTOMETRY_VERSION: SMPv8+BOSS_2007
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 339.723804  deg
DECL: -1.167083  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 16
FAKE: 0   (=> data)
MWEBV: 0.0480    MW E(B-V)
MWEBV_ERR: 0.0080    error on MWEBV
NEPOCH_PRESN: 5   10   11   10   11   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.185192 +- 0.000014  (Helio, z_best)
REDSHIFT_FINAL: 0.183757 +- 0.000014  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54356.891  (SNANA-FIT)
HOSTGAL_OBJID: 1237660024494883496
HOSTGAL_PHOTOZ: 0.0877  +- 0.0603
HOSTGAL_SNSEP: 0.818   # arcSec
HOSTGAL_LOGMASS: 9.757 +-  0.080   # log10(Mgal/Msolar)
HOSTGAL_MAG: 21.22  20.22  19.70  19.49  19.43 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 16
TELESCOPE: sdss    SEARCH_RUN: 7182  QMASK: 0
IDCCD: 1   FIELD: 82S
AIRMASS: 0.0
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 307      307      307      307      307
PHOTOMETRYFLAG: 1153        1       33        0      161
GAIN: 3.320    4.710    5.165    4.745    1.620  e/ADU
RDNOISE: 13.114    6.359   14.462    4.271    5.022  e-
XPIXEL: 918.200  915.780  914.370   -9.000   -9.000  (pixels)
YPIXEL: 130.350  117.240  120.770   -9.000   -9.000  (pixels)
EDGEDIST: 130.350  117.240  120.770   -9.000   -9.000  (pixels)
SKY_AVG: 1165.00   749.00   573.50   197.75   246.75  ADU/pix
SKY_SIG: 19.75    13.31    11.88     6.59    12.81  ADU/pix
PSF_SIG1: 1.346    1.039    0.947    1.124    1.505  pixels
PSF_SIG2: 3.314    2.457    2.432    3.031    3.771  pixels
PSF_RATIO: 0.043    0.092    0.074    0.041    0.043  (at origin)
FLUX: -1.13     3.70     1.75    -6.11     1.27  uJy
FLUX_ERRTOT: 1.548    1.357    1.583    4.544    3.528  uJy
FLUXCAL_ERRTOT: 68.657   40.171   52.177  139.477  136.384
MAG_ERRPLUS: 1.5040   0.4050   0.8430   0.6310   2.0320
MAG_ERRMINUS: 1.5040   0.4050   0.8430   0.6310   2.0320
ZEROPT: 28.6280  28.2190  27.8800  26.2400  27.5170
ZEROPT_ERR: 0.0070   0.0030   0.0030   0.0040   0.0700
SEARCH_MAG: 22.0980  21.4640  21.2650  -9.0000  -9.0000
SEARCH_MAGERR: 0.1160   0.0700   0.0920  -9.0000  -9.0000
SKYSUB_ERR: 15.086   17.651   26.680   56.773   32.446  (fluxcal)
GALSUB_ERR: 16.582   13.580   17.616   79.792  146.687  (fluxcal)
END_OF_EPOCH: 16
END_OF_SN: 17168
PHOTFLAG: [   0    0    0    0  136    0    0    0    0    8    1    1    0    0
    1    1    0    0    0   32    0    0    0    0   40  160    0    0
   32  160   32   32    0   32  162   32  128    0    0 1154   33   33
   32   32  131   33   33   32    0  161   32    0    0    0  136    0
    0    0    0  128    0    0    0    0  160   32    0    0    0  168
   33   33   32    0    1 1153    1   33    0  161]
SPECTRA: {}

NOBS: 80
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 54348.258  g  NULL 427.2000000 18.9100000
OBS: 54348.258  r  NULL 414.6000000 24.5000000
OBS: 54348.258  i  NULL 427.4000000 38.3700000
OBS: 54348.258  z  NULL 221.7000000 153.5000000
OBS: 54348.258  u  NULL 230.6000000 50.8800000
OBS: 54357.227  g  NULL 580.6000000 19.8000000
OBS: 54357.227  r  NULL 582.1000000 24.6900000
OBS: 54357.227  i  NULL 569.1000000 36.2600000
OBS: 54357.227  z  NULL 199.4000000 123.3000000
OBS: 54357.227  u  NULL 179.7000000 45.1800000
OBS: 54365.225  g  NULL 441.6000000 39.9500000
OBS: 54365.225  r  NULL 481.4000000 34.2100000
OBS: 54365.225  i  NULL 477.5000000 46.8300000
OBS: 54365.225  z  NULL 46.3800000 153.7000000
OBS: 54365.225  u  NULL 71.1300000 98.0100000
OBS: 54376.285  g  NULL 143.6000000 22.8900000
OBS: 54376.285  r  NULL 292.2000000 28.1300000
OBS: 54376.285  i  NULL 327.1000000 40.4100000
OBS: 54376.285  z  NULL 47.1000000 136.1000000
OBS: 54376.285  u  NULL 18.9100000 59.9100000
OBS: 54379.267  g  NULL 131.9000000 15.9800000
OBS: 54379.267  r  NULL 288.4000000 22.1500000
