SURVEY: SDSS
SNID: 12898
IAUC: 2006fw
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 26.793083  deg
DECL: -0.146964  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 20
FAKE: 0   (=> data)
MWEBV: 0.0327    MW E(B-V)
MWEBV_ERR: 0.0054    error on MWEBV
NEPOCH_PRESN: 15   22   22   23   24   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.083581 +- 0.000008  (Helio, z_best)
REDSHIFT_FINAL: 0.082545 +- 0.000008  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54002.535  (SNANA-FIT)
HOSTGAL_OBJID: 1237666407917289559
HOSTGAL_PHOTOZ: 0.1144  +- 0.0264
HOSTGAL_SNSEP: 0.367   # arcSec
HOSTGAL_LOGMASS: 9.953 +-  0.045   # log10(Mgal/Msolar)
HOSTGAL_MAG: 20.01  18.98  18.39  17.94  17.75 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 20
TELESCOPE: sdss    SEARCH_RUN: 6600  QMASK: 0
IDCCD: 3   FIELD: 82N
CLOUDCAM_AVG: 2689.00     CLOUDCAM_SIG: 61.59
MOONDIST: 999.00 deg     MOONPHASE:   0.12
AIRMASS: 1.504
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 615      615      615      615      615
PHOTOMETRYFLAG: 32       32       32       40        0
GAIN: 3.845    4.720    4.860    4.885    1.590  e/ADU
RDNOISE: 4.422    5.428   10.449    4.885    4.691  e-
XPIXEL: 630.130  630.600  628.620   -9.000   -9.000  (pixels)
YPIXEL: 1264.280 1253.080 1255.970   -9.000   -9.000  (pixels)
EDGEDIST: 224.720  235.920  233.030   -9.000   -9.000  (pixels)
SKY_AVG: 59.75   151.50   257.50   153.50    16.00  ADU/pix
SKY_SIG: 4.06     5.83     7.82     5.85     4.37  ADU/pix
PSF_SIG1: 1.123    1.070    0.946    0.971    1.311  pixels
PSF_SIG2: 2.323    2.461    2.454    2.540    2.857  pixels
PSF_RATIO: 0.099    0.079    0.055    0.052    0.064  (at origin)
FLUX: 4.21    10.11    10.19     5.60    -0.50  uJy
FLUX_ERRTOT: 0.618    0.983    1.405    4.352    1.619  uJy
FLUXCAL_ERRTOT: 17.575   27.458   39.604  131.083   46.710
MAG_ERRPLUS: 0.1590   0.1060   0.1490   0.6280   1.2910
MAG_ERRMINUS: 0.1590   0.1060   0.1490   0.6280   1.2910
ZEROPT: 28.4940  28.2130  27.9070  26.0840  27.2810
ZEROPT_ERR: 0.0040   0.0020   0.0040   0.0060   0.0120
SEARCH_MAG: 22.3220  21.5000  21.3640  -9.0000  -9.0000
SEARCH_MAGERR: 0.1390   0.1010   0.1230  -9.0000  -9.0000
SKYSUB_ERR: 1.998    7.402   10.773   93.901    2.859  (fluxcal)
GALSUB_ERR: 11.113   12.364   12.498   44.122   37.536  (fluxcal)
END_OF_EPOCH: 20
END_OF_SN: 12898
PHOTFLAG: [   1   33   33   32  129    0    0    0   32    0    0    0   32   32
    0 1214   28 1212 1180 1164    0  128  160   32    0    0    0   32
   32    0    0    0    0   32  136  153    0 1208 1208 1193   32   32
   32   32  168   32   32   32  160 1184   32    0   32   32   32   32
  160   32   32  168   32   32   32   32   32   33   33   33   32  129
   33   33   32   32    1   34   34   32   34    2   32   32   32   32
  160   32   32   32   32   32  160   32   32 1184    0   32   32   32
   40    0]
SPECTRA: {}

NOBS: 100
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53989.388  g  NULL 676.0000000 43.6300000
OBS: 53989.388  r  NULL 513.5000000 45.5100000
OBS: 53989.388  i  NULL 642.8000000 54.0200000
OBS: 53989.388  z  NULL 742.9000000 136.1000000
OBS: 53989.388  u  NULL 299.4000000 109.5000000
OBS: 53995.427  g  NULL 1981.0000000 36.4900000
OBS: 53995.427  r  NULL 1977.0000000 29.1400000
OBS: 53995.427  i  NULL 1780.0000000 42.6300000
OBS: 53995.427  z  NULL 1252.0000000 109.3000000
OBS: 53995.427  u  NULL 875.6000000 49.2400000
OBS: 54000.364  g  NULL 2496.0000000 45.9800000
OBS: 54000.364  r  NULL 2551.0000000 35.2500000
OBS: 54000.364  i  NULL 2017.0000000 55.7600000
OBS: 54000.364  z  NULL 1355.0000000 148.4000000
OBS: 54000.364  u  NULL 948.7000000 58.6000000
OBS: 54006.311  g  NULL 318.9000000 9999.0000000
OBS: 54006.311  r  NULL 2811.0000000 72.4900000
OBS: 54006.311  i  NULL 169.4000000 2757.0000000
OBS: 54006.311  z  NULL 3553.0000000 420.2000000
OBS: 54006.311  u  NULL 2057.0000000 654.7000000
OBS: 54007.414  g  NULL 2272.0000000 46.0400000
OBS: 54007.414  r  NULL 2759.0000000 91.5100000
OBS: 54007.414  i  NULL 2025.0000000 76.4900000
OBS: 54007.414  z  NULL 1325.0000000 171.2000000
OBS: 54007.414  u  NULL 478.2000000 58.3800000
OBS: 54009.338  g  NULL 2053.0000000 35.9300000
OBS: 54009.338  r  NULL 2471.0000000 31.8600000
OBS: 54009.338  i  NULL 1692.0000000 40.5300000
OBS: 54009.338  z  NULL 1006.0000000 112.6000000
OBS: 54009.338  u  NULL 396.5000000 45.8700000
OBS: 54011.402  g  NULL 1695.0000000 23.4200000
OBS: 54011.402  r  NULL 2308.0000000 29.7600000
OBS: 54011.402  i  NULL 1444.0000000 37.2500000
OBS: 54011.402  z  NULL 983.5000000 101.9000000
OBS: 54011.402  u  NULL 331.1000000 41.7400000
OBS: 54021.407  g  NULL 877.3000000 46.0900000
OBS: 54021.407  r  NULL 1365.0000000 35.2100000
OBS: 54021.407  i  NULL 876.2000000 60.6300000
OBS: 54021.407  z  NULL 1683.0000000 155.8000000
OBS: 54021.407  u  NULL 156.7000000 69.4600000
OBS: 54025.402  g  NULL 482.0000000 21.7800000
OBS: 54025.402  r  NULL 1157.0000000 39.4300000
OBS: 54025.402  i  NULL 1200.0000000 50.8700000
OBS: 54025.402  z  NULL 979.8000000 145.6000000
OBS: 54025.402  u  NULL 91.5800000 61.3400000
OBS: 54029.332  g  NULL 378.9000000 19.5800000
OBS: 54029.332  r  NULL 1079.0000000 30.8300000
OBS: 54029.332  i  NULL 1149.0000000 42.3600000
OBS: 54029.332  z  NULL 611.8000000 164.1000000
OBS: 54029.332  u  NULL 59.5000000 56.9100000
OBS: 54031.319  g  NULL 320.1000000 16.8400000
OBS: 54031.319  r  NULL 983.4000000 27.1800000
OBS: 54031.319  i  NULL 1090.0000000 41.2000000
OBS: 54031.319  z  NULL 956.4000000 116.2000000
OBS: 54031.319  u  NULL 37.9800000 48.3000000
OBS: 54036.324  g  NULL 308.8000000 21.9500000
OBS: 54036.324  r  NULL 761.9000000 44.2600000
OBS: 54036.324  i  NULL 857.0000000 53.7600000
OBS: 54036.324  z  NULL 975.3000000 158.8000000
OBS: 54036.324  u  NULL 124.6000000 58.9500000
OBS: 54039.322  g  NULL 188.2000000 21.9900000
OBS: 54039.322  r  NULL 684.0000000 33.4200000
OBS: 54039.322  i  NULL 708.8000000 46.4400000
OBS: 54039.322  z  NULL 647.5000000 144.9000000
OBS: 54039.322  u  NULL 38.2800000 65.2400000
OBS: 54041.292  g  NULL 150.5000000 32.5000000
OBS: 54041.292  r  NULL 611.3000000 34.3900000
OBS: 54041.292  i  NULL 673.7000000 42.9100000
OBS: 54041.292  z  NULL 564.3000000 121.8000000
OBS: 54041.292  u  NULL -23.4300000 88.5500000
OBS: 54048.316  g  NULL 173.3000000 26.4200000
OBS: 54048.316  r  NULL 471.8000000 27.4200000
OBS: 54048.316  i  NULL 567.0000000 37.7000000
OBS: 54048.316  z  NULL 557.9000000 108.5000000
OBS: 54048.316  u  NULL -4.9100000 62.8100000
OBS: 54052.320  g  NULL 177.0000000 31.3000000
OBS: 54052.320  r  NULL 383.3000000 39.3300000
OBS: 54052.320  i  NULL 269.7000000 57.5600000
OBS: 54052.320  z  NULL 463.1000000 239.9000000
OBS: 54052.320  u  NULL -89.2800000 115.5000000
OBS: 54055.316  g  NULL 134.7000000 19.4600000
OBS: 54055.316  r  NULL 394.8000000 29.5400000
OBS: 54055.316  i  NULL 362.2000000 42.0000000
OBS: 54055.316  z  NULL 367.6000000 125.4000000
OBS: 54055.316  u  NULL 44.4400000 65.1600000
OBS: 54058.314  g  NULL 121.6000000 20.7000000
OBS: 54058.314  r  NULL 415.8000000 30.7100000
OBS: 54058.314  i  NULL 273.5000000 44.6500000
OBS: 54058.314  z  NULL 172.7000000 161.4000000
OBS: 54058.314  u  NULL 99.1700000 62.1000000
OBS: 54060.336  g  NULL 160.2000000 21.7400000
OBS: 54060.336  r  NULL 375.3000000 29.4700000
OBS: 54060.336  i  NULL 341.0000000 43.0700000
OBS: 54060.336  z  NULL 175.2000000 186.6000000
OBS: 54060.336  u  NULL -6.1700000 76.1000000
OBS: 54063.304  g  NULL 118.2000000 17.5800000
OBS: 54063.304  r  NULL 279.8000000 27.4600000
OBS: 54063.304  i  NULL 285.4000000 39.6000000
OBS: 54063.304  z  NULL 155.2000000 131.1000000
OBS: 54063.304  u  NULL -14.1100000 46.7100000
END_PHOTOMETRY:

# =============================================
