SURVEY: SDSS
SNID: 16032
IAUC: 2006nk
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 44.069218  deg
DECL: -0.410771  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 26
FAKE: 0   (=> data)
MWEBV: 0.0655    MW E(B-V)
MWEBV_ERR: 0.0109    error on MWEBV
NEPOCH_PRESN: 12   15   15   14   15   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.204000 +- 0.000500  (Helio, z_best)
REDSHIFT_FINAL: 0.203176 +- 0.000500  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54046.359  (SNANA-FIT)
HOSTGAL_OBJID: -9
HOSTGAL_PHOTOZ: -9.0000  +- -9.0000
HOSTGAL_SNSEP: -9.000    # arcsec
HOSTGAL_MAG: -9.00  -9.00  -9.00  -9.00  -9.00 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 26
TELESCOPE: sdss    SEARCH_RUN: 6618  QMASK: 0
IDCCD: 3   FIELD: 82S
CLOUDCAM_AVG: 2723.00     CLOUDCAM_SIG:  8.64
MOONDIST: 999.00 deg     MOONPHASE:   0.61
AIRMASS: 1.566
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 316      316      316      316      316
PHOTOMETRYFLAG: 0     1154        0        0      138
GAIN: 3.845    4.720    4.860    4.885    1.590  e/ADU
RDNOISE: 4.422    5.428   10.449    4.885    4.691  e-
SKY_AVG: 66.50   154.25   243.75   149.25    21.25  ADU/pix
SKY_SIG: 4.36     6.26     7.83     5.73     4.67  ADU/pix
PSF_SIG1: 1.814    2.137    1.889    1.692    2.002  pixels
PSF_SIG2: 3.516    4.160    3.799    3.449    3.663  pixels
PSF_RATIO: 0.141    0.396    0.209    0.143    0.204  (at origin)
FLUX: 2.01     9.35     9.46     3.58    -2.95  uJy
FLUX_ERRTOT: 0.641    1.542    1.968    6.225    2.688  uJy
FLUXCAL_ERRTOT: 18.691   43.258   56.266  190.357  109.370
MAG_ERRPLUS: 0.3370   0.1800   0.2270   1.0090   1.1570
MAG_ERRMINUS: 0.3370   0.1800   0.2270   1.0090   1.1570
ZEROPT: 28.4750  28.1970  27.9250  26.0600  27.4870
ZEROPT_ERR: 0.0040   0.0020   0.0020   0.0050   0.0090
SKYSUB_ERR: 34.349  134.249   98.075  133.176  108.247  (fluxcal)
GALSUB_ERR: 19.647   49.092   42.224  116.127  129.527  (fluxcal)
END_OF_EPOCH: 26
XPIXEL: 146.100  145.040  143.330   -9.000   -9.000  (pixels)
YPIXEL: 1301.040 1288.840 1291.230   -9.000   -9.000  (pixels)
EDGEDIST: 146.100  145.040  143.330   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.6100  21.3010  21.4990  -9.0000  -9.0000
SEARCH_MAGERR: 0.1450   0.0800   0.1380  -9.0000  -9.0000
END_OF_SN: 16032
PHOTFLAG: [   0    0    0    0    0    0    0    0  128    0    0    0   32    0
 1152    0    0   32   32    8   24   24    0   36    4    0    0    0
    0    8    0    0    0   32    0    1    1    0    0    1    1    0
    0    0    1    0    0    2    0   10    0    0    0    0    0    0
    0    0   32    0    0    0    0    0  136    0    0    0    0    0
    0    0    0    0    8    1    1    0    0    1    3    1  129  128
    1    1    0    0    1    1    0    0    0    3  152    0 1176 1176
  136    0    0    0    0  128    0    0    0    0    0  128    2    0
  128  138    0    0    0    0    0    0    0    0    0    0    0 1154
    0    0  138]
SPECTRA: {}

NOBS: 129
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53975.423  g  NULL -2.2200000 14.0300000
OBS: 53975.423  r  NULL 37.5700000 23.8000000
OBS: 53975.423  i  NULL -2.0300000 34.8000000
OBS: 53975.423  z  NULL -76.5400000 107.5000000
