SURVEY: SDSS
SNID: 15222
IAUC: 2006jz
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 2.853377  deg
DECL: 0.702744  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 22
FAKE: 0   (=> data)
MWEBV: 0.0273    MW E(B-V)
MWEBV_ERR: 0.0045    error on MWEBV
NEPOCH_PRESN: 16   16   19   19   20   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.199430 +- 0.000052  (Helio, z_best)
REDSHIFT_FINAL: 0.198005 +- 0.000052  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54031.176  (SNANA-FIT)
HOSTGAL_OBJID: 1237657191980204184
HOSTGAL_PHOTOZ: 0.1727  +- 0.0167
HOSTGAL_SNSEP: 4.370   # arcSec
HOSTGAL_LOGMASS: 11.571 +-  0.110   # log10(Mgal/Msolar)
HOSTGAL_MAG: 20.49  18.44  17.29  16.75  16.41 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 22
TELESCOPE: sdss    SEARCH_RUN: 6600  QMASK: 1
IDCCD: 5   FIELD: 82N
CLOUDCAM_AVG: 2687.00     CLOUDCAM_SIG:  7.42
MOONDIST: 999.00 deg     MOONPHASE:   0.11
AIRMASS: 1.504
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 456      456      456      456      456
PHOTOMETRYFLAG: 32       32       32       32       32
GAIN: 4.050    4.725    4.640    3.480    1.470  e/ADU
RDNOISE: 4.253    4.252   12.992    4.698    4.483  e-
SKY_AVG: 61.25   178.50   319.75   323.75    19.50  ADU/pix
SKY_SIG: 4.24     6.27     8.92     9.90     4.88  ADU/pix
PSF_SIG1: 1.149    1.308    1.370    1.044    1.546  pixels
PSF_SIG2: 2.370    3.309    3.447    2.650    3.213  pixels
PSF_RATIO: 0.141    0.037    0.048    0.070    0.097  (at origin)
FLUX: 0.70     4.32     4.73     4.41     0.43  uJy
FLUX_ERRTOT: 0.512    0.885    1.531    4.726    1.676  uJy
FLUXCAL_ERRTOT: 15.562   25.114   45.297  142.921   46.594
MAG_ERRPLUS: 0.6020   0.2220   0.3520   0.7480   1.3310
MAG_ERRMINUS: 0.6020   0.2220   0.3520   0.7480   1.3310
ZEROPT: 28.4080  28.2190  27.8910  26.6130  27.4350
ZEROPT_ERR: 0.0030   0.0020   0.0010   0.0120   0.0900
SKYSUB_ERR: 5.098    4.038   18.084   78.497   29.107  (fluxcal)
GALSUB_ERR: 12.780   15.635   24.181   70.046   46.838  (fluxcal)
END_OF_EPOCH: 22
XPIXEL: 740.190  739.720  741.110   -9.000   -9.000  (pixels)
YPIXEL: 1304.110 1292.970 1296.100   -9.000   -9.000  (pixels)
EDGEDIST: 184.890  196.030  192.900   -9.000   -9.000  (pixels)
SEARCH_MAG: 21.3720  20.9910  20.9960  -9.0000  -9.0000
SEARCH_MAGERR: 0.0880   0.0740   0.0910  -9.0000  -9.0000
END_OF_SN: 15222
PHOTFLAG: [   0   32   32    0   32    1    1    1   32    1  152  152   32 1208
  168    0   32   32    0    0 1178 1178 1184 1180 1188    0   32    0
    0   32    0    0   32    0   32    1  161   32   32   33    1   33
 1080   32    9  153  184   32  152    1    0    0    0   32    8    0
    0  128   32 1160    0    0    0   32    0    0    0   32   32   42
    1 1153    0   32   33   33    1   32   32   33   34   34   34    2
    2  162   34   34    2   42    0   32   32   32   40   32   32   32
   32    0   32   32   32   32   32   32   32   32   32   32]
SPECTRA: {}

NOBS: 110
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53974.319  g  NULL -12.8800000 13.8400000
OBS: 53974.319  r  NULL 27.3000000 21.6700000
OBS: 53974.319  i  NULL 10.2100000 33.5700000
OBS: 53974.319  z  NULL -63.5700000 101.4000000
OBS: 53974.319  u  NULL 24.2500000 41.9300000
OBS: 53989.323  g  NULL -32.3800000 56.2400000
OBS: 53989.323  r  NULL -9.0900000 41.1500000
OBS: 53989.323  i  NULL -35.9200000 54.3600000
OBS: 53989.323  z  NULL 32.5500000 114.6000000
OBS: 53989.323  u  NULL -174.4000000 98.7100000
OBS: 53997.418  g  NULL -25.0000000 16.1500000
OBS: 53997.418  r  NULL -61.1700000 24.8900000
OBS: 53997.418  i  NULL 9.2400000 36.8300000
OBS: 53997.418  z  NULL 296.8000000 113.9000000
OBS: 53997.418  u  NULL 33.6200000 53.7100000
OBS: 54000.298  g  NULL -13.9600000 16.9100000
OBS: 54000.298  r  NULL 4.9900000 24.8700000
OBS: 54000.298  i  NULL 18.7900000 41.7900000
OBS: 54000.298  z  NULL -149.4000000 155.6000000
OBS: 54000.298  u  NULL -27.4000000 50.4000000
OBS: 54006.245  g  NULL -91.4400000 25.6300000
OBS: 54006.245  r  NULL -208.8000000 39.5300000
OBS: 54006.245  i  NULL 112.5000000 56.6000000
OBS: 54006.245  z  NULL 1873.0000000 276.1000000
OBS: 54006.245  u  NULL 42.7200000 100.4000000
OBS: 54007.348  g  NULL -7.2000000 14.0400000
OBS: 54007.348  r  NULL 9.2800000 22.9600000
OBS: 54007.348  i  NULL -20.5800000 38.3500000
OBS: 54007.348  z  NULL -188.7000000 105.1000000
OBS: 54007.348  u  NULL 2.8600000 37.8800000
OBS: 54009.272  g  NULL -7.7600000 16.6800000
OBS: 54009.272  r  NULL -2.1700000 23.4100000
OBS: 54009.272  i  NULL 26.8900000 37.7400000
OBS: 54009.272  z  NULL -59.5800000 110.1000000
OBS: 54009.272  u  NULL 22.1100000 47.8000000
OBS: 54011.336  g  NULL -24.0800000 29.4000000
OBS: 54011.336  r  NULL 0.5300000 27.1100000
OBS: 54011.336  i  NULL 58.4600000 44.0600000
OBS: 54011.336  z  NULL 23.8100000 96.5100000
OBS: 54011.336  u  NULL 14.7000000 51.4200000
OBS: 54019.287  g  NULL 166.7000000 23.3900000
OBS: 54019.287  r  NULL 178.0000000 27.7400000
OBS: 54019.287  i  NULL 213.5000000 40.5100000
OBS: 54019.287  z  NULL 201.7000000 104.4000000
OBS: 54019.287  u  NULL -94.7700000 86.2400000
OBS: 54021.340  g  NULL 220.0000000 20.3600000
OBS: 54021.340  r  NULL 177.8000000 24.3700000
OBS: 54021.340  i  NULL 255.3000000 35.4900000
OBS: 54021.340  z  NULL 571.9000000 95.0700000
OBS: 54021.340  u  NULL 135.1000000 49.2800000
OBS: 54025.335  g  NULL 383.9000000 19.4700000
OBS: 54025.335  r  NULL 364.0000000 28.5900000
OBS: 54025.335  i  NULL 430.2000000 43.8100000
OBS: 54025.335  z  NULL 359.6000000 149.6000000
OBS: 54025.335  u  NULL 146.6000000 53.4500000
OBS: 54029.265  g  NULL 387.8000000 21.1000000
OBS: 54029.265  r  NULL 465.3000000 36.5100000
OBS: 54029.265  i  NULL 474.0000000 57.4900000
OBS: 54029.265  z  NULL 208.7000000 177.2000000
OBS: 54029.265  u  NULL 144.5000000 56.2000000
OBS: 54031.252  g  NULL 441.6000000 17.1000000
OBS: 54031.252  r  NULL 473.9000000 24.4900000
OBS: 54031.252  i  NULL 503.3000000 37.6800000
OBS: 54031.252  z  NULL 147.4000000 110.8000000
OBS: 54031.252  u  NULL 91.3100000 41.0200000
OBS: 54036.257  g  NULL 340.8000000 20.7600000
OBS: 54036.257  r  NULL 417.7000000 33.5600000
OBS: 54036.257  i  NULL 433.4000000 51.3800000
OBS: 54036.257  z  NULL 361.5000000 154.1000000
OBS: 54036.257  u  NULL 21.0000000 67.6300000
OBS: 54039.254  g  NULL 275.6000000 24.7100000
OBS: 54039.254  r  NULL 449.2000000 40.2500000
OBS: 54039.254  i  NULL 392.2000000 40.3300000
OBS: 54039.254  z  NULL 106.3000000 105.5000000
OBS: 54039.254  u  NULL 2.4200000 52.5200000
