OBS: 57331.145  r  NULL 0.7813200 2.1776000
OBS: 57339.046  i  NULL 7.7030000 3.8781000
OBS: 57339.073  z  NULL 4.1532000 4.2071000
OBS: 57339.177  g  NULL 1.1270000 2.9462000
OBS: 57339.185  r  NULL 6.3161000 1.8810000
OBS: 57345.134  i  NULL 24.1710000 2.9940000
OBS: 57345.162  z  NULL 19.2120000 2.9964000
OBS: 57346.038  g  NULL 6.4540000 5.2472000
OBS: 57355.170  r  NULL 35.9240000 3.1419000
OBS: 57355.186  i  NULL 44.5640000 2.8890000
OBS: 57356.033  z  NULL 41.4290000 2.7379000
OBS: 57356.109  g  NULL 8.2090000 1.9692000
OBS: 57365.065  r  NULL 28.2960000 1.3886000
OBS: 57365.081  i  NULL 47.0550000 1.8733000
OBS: 57366.067  g  NULL 5.8590000 2.2659000
OBS: 57366.076  z  NULL 39.8440000 3.0500000
OBS: 57372.059  r  NULL 25.8640000 2.4806000
OBS: 57372.076  i  NULL 43.3440000 2.7298000
OBS: 57373.065  g  NULL 0.0070000 2.9308000
OBS: 57373.073  z  NULL 41.7240000 2.9646000
OBS: 57385.040  i  NULL 33.6320000 2.4248000
OBS: 57386.056  g  NULL 0.3600000 2.4560000
OBS: 57387.046  z  NULL 25.5160000 2.9213000
OBS: 57387.091  r  NULL 9.8294000 1.3778000
OBS: 57389.087  i  NULL 32.2650000 3.6063000
OBS: 57394.071  g  NULL 1.4470000 2.7846000
OBS: 57394.080  r  NULL 6.7056000 1.9016000
OBS: 57395.038  z  NULL 22.1440000 5.0818000
OBS: 57396.073  i  NULL 16.0600000 2.8017000
OBS: 57400.115  g  NULL -0.5000000 3.7890000
OBS: 57401.045  r  NULL -0.8050000 1.7382000
OBS: 57402.072  z  NULL 9.8619000 3.6490000
OBS: 57403.074  i  NULL 9.2460000 4.2871000
OBS: 57406.101  r  NULL 1.8817000 8.7634000
OBS: 57408.041  g  NULL 10.8790000 10.6080000
END_PHOTOMETRY:

# =============================================
