SURVEY: DES
SNID: 1337655
IAUC: NULL
FILTERS: griz
FAKE: 0
TYPE: 1
MASK_FLUXCOR_SNANA: 3
RA: 35.940819               # deg
DECL: -5.053386               # deg
MWEBV: 0.022                    # MW E(B-V)
MWEBV_ERR: 0.001                    # MW E(B-V)
PIXSIZE: 0.2700                    # arcSec
PEAKMJD: 57360.523
REDSHIFT_FINAL: 0.8485 +-  0.0050    # (CMB)
REDSHIFT_HELIO: 0.8500 +-  0.0050    # (HELIO)
HOSTGAL_OBJID: -888
HOSTGAL_PHOTOZ: -9.0000 +- -9.0000   # (HELIO)
HOSTGAL_SPECZ: -9.0000 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP: -9.0000              # arcSec
HOSTGAL_LOGMASS: 2.0000 +-  2.0000 # log10(M/Msolar)
HOSTGAL_MAG: 888.00   888.00   888.00   888.00    # griz
HOSTGAL_SB_FLUXCAL: -0.14    -0.16     0.05    -0.65    # griz
PRIVATE(DES_mjd_latest_ml): 57402.062
PRIVATE(DES_mjd_trigger): 57355.17
BAND: ['i' 'z' 'g' 'r' 'i' 'z' 'g' 'r' 'i' 'z' 'g' 'r' 'i' 'z' 'g' 'r' 'i' 'z'
 'g' 'r' 'i' 'g' 'z' 'r' 'i' 'g' 'z' 'i' 'g' 'z' 'r' 'i' 'g' 'r' 'z' 'i'
 'g' 'r' 'z' 'i' 'r' 'g']
ZPFLUX: [31.64  31.108 29.861 31.833 30.895 31.268 30.86  31.855 31.632 31.331
 30.872 31.841 31.664 31.293 30.79  31.823 31.622 31.31  30.875 31.826
 31.62  30.886 31.267 31.784 31.63  30.904 31.287 31.672 30.899 31.226
 31.819 31.642 30.892 31.843 31.215 31.648 30.761 31.818 31.214 31.648
 31.799 30.82 ]
PSF: [2.332 1.823 2.606 1.777 2.369 2.283 2.842 2.478 2.881 2.645 2.764 2.195
 2.234 1.982 2.182 1.865 1.717 1.794 1.84  1.716 1.532 2.077 1.716 2.362
 2.163 2.127 1.716 2.203 2.27  1.813 1.661 2.773 2.53  2.29  2.282 1.99
 2.663 1.931 1.484 1.53  2.436 2.092]
SKYSIG: [33.34  8.73  2.23 15.95  5.15 12.47  4.73 11.44 13.96 12.55  4.73 11.03
 14.13 11.36 11.44 19.49 16.79 11.36  4.58  9.67 10.69  4.58 13.09 11.67
 11.67  6.77 13.04 11.5   4.66 11.14 10.38 13.69  4.74 10.62 15.73 14.26
  5.66 11.69 17.4  23.   29.31 20.29]
GAIN: [3.973 3.821 3.415 3.886 3.9   3.929 3.829 3.776 3.918 3.931 3.84  3.759
 3.941 3.945 4.046 3.883 3.992 3.936 3.85  3.77  3.893 3.856 3.935 3.764
 3.882 4.004 3.94  3.895 3.824 3.951 3.804 3.923 3.863 3.773 3.949 3.947
 3.92  3.819 3.956 3.991 3.94  4.084]
PHOTFLAG: [32768 98304 65536     0 65536     0     0     0     0     0     0     0
     0     0     0     0     0     0     0     0     0     0     0     0
     0     0     0     0     0     0     0     0     0     0 65536     0
     0     0 65536 32768     0     0]
PHOTPROB: [1.   0.92 0.98 0.96 0.94 0.96 0.99 0.91 0.98 0.97 1.   0.95 0.9  0.97
 0.97 0.98 0.99 0.99 0.93 0.94 0.93 0.95 0.97 0.94 0.87 0.94 0.98 0.97
 1.   0.98 0.93 0.94 0.93 0.96 0.93 0.97 0.96 0.93 0.99 0.98 0.93 1.02]
SPECTRA: {}

NOBS: 42
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 57325.078  i  NULL -48.9270000 12.2960000
OBS: 57325.141  z  NULL -4.2520000 5.2925000
OBS: 57327.077  g  NULL -1.6220000 2.9670000
OBS: 57327.183  r  NULL -0.3500000 2.3670000
OBS: 57329.071  i  NULL -0.9240000 3.1023000
OBS: 57329.116  z  NULL -3.0790000 3.7891000
OBS: 57331.067  g  NULL -0.2590000 3.2747000
