SURVEY: SDSS
SNID: 15369
IAUC: 2006ln
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 348.83295  deg
DECL: -0.562608  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 20
FAKE: 0   (=> data)
MWEBV: 0.0404    MW E(B-V)
MWEBV_ERR: 0.0067    error on MWEBV
NEPOCH_PRESN: 15   19   18   20   21   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.232000 +- 0.005000  (Helio, z_best)
REDSHIFT_FINAL: 0.230491 +- 0.005000  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54032.121  (SNANA-FIT)
HOSTGAL_OBJID: 1237666407363773122
HOSTGAL_PHOTOZ: -9.0000  +- -9.0000
HOSTGAL_SNSEP: 0.445   # arcSec
HOSTGAL_LOGMASS: 9.078 +-  0.267   # log10(Mgal/Msolar)
HOSTGAL_MAG: 23.16  23.80  22.74  22.78  22.10 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 20
TELESCOPE: sdss    SEARCH_RUN: 6600  QMASK: 1
IDCCD: 2   FIELD: 82N
CLOUDCAM_AVG: 2691.00     CLOUDCAM_SIG:  7.74
MOONDIST: 999.00 deg     MOONPHASE:   0.11
AIRMASS: 1.504
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 362      362      362      362      362
PHOTOMETRYFLAG: 128        0        0       32        0
GAIN: 3.855    4.600    6.565    5.155    1.595  e/ADU
RDNOISE: 4.626    4.600   15.756    5.155    5.662  e-
SKY_AVG: 66.50   168.50   291.00   220.75    15.00  ADU/pix
SKY_SIG: 4.33     6.18     8.31     7.02     4.25  ADU/pix
PSF_SIG1: 1.487    1.255    1.019    1.325    1.562  pixels
PSF_SIG2: 3.273    3.057    2.575    3.773    3.318  pixels
PSF_RATIO: 0.079    0.061    0.080    0.036    0.092  (at origin)
FLUX: 1.14     5.73    10.13     4.81     1.77  uJy
FLUX_ERRTOT: 0.567    0.892    1.289    4.963    1.858  uJy
FLUXCAL_ERRTOT: 17.151   25.220   36.729  153.279   65.798
MAG_ERRPLUS: 0.4900   0.1700   0.1390   0.7690   1.1240
MAG_ERRMINUS: 0.4900   0.1700   0.1390   0.7690   1.1240
