SURVEY: SDSS
SNID: 2916
IAUC: 2005fz
PHOTOMETRY_VERSION: SMPv8+BOSS_2005
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 315.921719  deg
DECL: 0.569566  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 19
FAKE: 0   (=> data)
MWEBV: 0.0771    MW E(B-V)
MWEBV_ERR: 0.0129    error on MWEBV
NEPOCH_PRESN: 7   10   11   11   10   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.124200 +- 0.000500  (Helio, z_best)
REDSHIFT_FINAL: 0.123030 +- 0.000500  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53643.750  (SNANA-FIT)
HOSTGAL_OBJID: 1237678617398542854
HOSTGAL_PHOTOZ: -9.0000  +- -9.0000
HOSTGAL_SNSEP: 1.993   # arcSec
HOSTGAL_LOGMASS: 10.041 +-  0.008   # log10(Mgal/Msolar)
HOSTGAL_MAG: 19.02  18.01  17.64  17.56  17.55 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 19
TELESCOPE: sdss    SEARCH_RUN: 5924  QMASK: 1
PASSBAND: g        r        i        z        u
PHOTOMETRYFLAG: 32       32       32       32       32
GAIN: 4.050    4.725    4.640    3.480    1.470  e/ADU
RDNOISE: 4.253    4.252   12.992    4.698    4.483  e-
FLUX: 1.81     5.01     1.28     1.03     0.31  uJy
FLUX_ERRTOT: 0.631    0.986    1.609    4.380    1.785  uJy
FLUXCAL_ERRTOT: 18.579   27.654   52.078  123.263   48.576
MAG_ERRPLUS: 0.3670   0.2120   0.9760   0.8110   1.4000
MAG_ERRMINUS: 0.3670   0.2120   0.9760   0.8110   1.4000
ZEROPT: 28.3960  28.2160  27.8990  26.6220  27.5140
ZEROPT_ERR: 0.0020   0.0010   0.0020   0.0030   0.0020
SKYSUB_ERR: 6.652   10.320   23.889   51.920   20.159  (fluxcal)
GALSUB_ERR: 18.329   20.518   34.566   84.264   72.314  (fluxcal)
END_OF_EPOCH: 19
IDCCD: 5   FIELD: 82S
CLOUDCAM_AVG: 1918.00     CLOUDCAM_SIG:  4.32
MOONDIST: 999.00 deg     MOONPHASE:   0.01
AIRMASS: 1.566
SEARCH_FIELD: 132      132      132      132      132
SKY_AVG: 72.50   166.50   246.00   224.00    17.00  ADU/pix
SKY_SIG: 4.49     6.21     8.16     8.36     4.45  ADU/pix
PSF_SIG1: 1.440    1.423    1.452    1.168    1.567  pixels
PSF_SIG2: 3.155    3.395    3.512    2.915    3.201  pixels
PSF_RATIO: 0.072    0.057    0.062    0.061    0.105  (at origin)
XPIXEL: 1439.520   -9.000 1439.970   -9.000   -9.000  (pixels)
YPIXEL: 460.220   -9.000  452.470   -9.000   -9.000  (pixels)
EDGEDIST: 460.220   -9.000  452.470   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.7080  -9.0000  21.2100  -9.0000  -9.0000
SEARCH_MAGERR: 0.1670  -9.0000   0.1080  -9.0000  -9.0000
END_OF_SN: 2916
PHOTFLAG: [  32    0    0    0    0   33   32   32   32    1    1   33   32    0
    1   35  162   34   32 1153    0    0    0    0    0 1156   12   12
 1156 1156  129    1    0    0  161  163   35  163   34    1    0    0
   32    1    0    0    0    0   32    0    0    0    0   40    0    0
    0   32   40    0    0    0    0   32   29 1061 1037  132 1156   57
   41  185   32   33   33   33    1   32  129 1060 1156 1028 1028 1028
   32   40   32   32    0   32   32   32   32   32]
SPECTRA: {}

NOBS: 94
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53622.206  g  NULL 71.6700000 26.1000000
OBS: 53622.206  r  NULL -42.0600000 33.2100000
OBS: 53622.206  i  NULL -114.1000000 53.3100000
OBS: 53622.206  z  NULL -223.4000000 194.1000000
OBS: 53622.206  u  NULL -34.9100000 77.0400000
OBS: 53625.202  g  NULL 21.2200000 20.6300000
OBS: 53625.202  r  NULL 58.3300000 24.1400000
OBS: 53625.202  i  NULL 46.4200000 36.9800000
OBS: 53625.202  z  NULL 12.2700000 95.9400000
OBS: 53625.202  u  NULL -1.1200000 38.6300000
OBS: 53627.163  g  NULL 100.6000000 31.4400000
