SURVEY: SDSS
SNID: 18241
IAUC: 2007ks
PHOTOMETRY_VERSION: SMPv8+BOSS_2007
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 312.387741  deg
DECL: -0.761723  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 16
FAKE: 0   (=> data)
MWEBV: 0.0787    MW E(B-V)
MWEBV_ERR: 0.0131    error on MWEBV
NEPOCH_PRESN: 7    8    8    8    8   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.095000 +- 0.005000  (Helio, z_best)
REDSHIFT_FINAL: 0.093910 +- 0.005000  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54372.902  (SNANA-FIT)
HOSTGAL_OBJID: 1237656567575150849
HOSTGAL_PHOTOZ: 0.4013  +- 0.1196
HOSTGAL_SNSEP: 1.128   # arcSec
HOSTGAL_LOGMASS: 9.988 +-  0.091   # log10(Mgal/Msolar)
HOSTGAL_MAG: 20.93  20.82  19.37  19.04  19.47 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 16
TELESCOPE: sdss    SEARCH_RUN: 7182  QMASK: 0
IDCCD: 2   FIELD: 82S
AIRMASS: 0.0
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 124      124      124      124      124
PHOTOMETRYFLAG: 33        1        0        0     1177
GAIN: 3.855    4.600    6.565    5.155    1.595  e/ADU
RDNOISE: 4.626    4.600   15.756    5.155    5.662  e-
SKY_AVG: 642.75   453.75   353.75   151.25   164.00  ADU/pix
SKY_SIG: 13.29    10.41    10.00     6.07    10.02  ADU/pix
PSF_SIG1: 1.427    1.095    0.998    1.121    1.483  pixels
PSF_SIG2: 3.383    2.561    2.487    2.840    3.540  pixels
PSF_RATIO: 0.054    0.090    0.084    0.062    0.056  (at origin)
FLUX: 1.03     7.83     7.06     6.32    -4.05  uJy
FLUX_ERRTOT: 1.244    1.225    1.371    4.299    3.558  uJy
FLUXCAL_ERRTOT: 48.296   34.075   38.925  130.230  157.170
MAG_ERRPLUS: 1.2450   0.1690   0.2090   0.5870   1.2180
MAG_ERRMINUS: 1.2450   0.1690   0.2090   0.5870   1.2180
ZEROPT: 28.4400  28.1840  27.8430  26.1990  27.2510
ZEROPT_ERR: 0.0020   0.0020   0.0020   0.0040   0.0220
SKYSUB_ERR: 17.604   24.278   38.451  102.442  334.788  (fluxcal)
GALSUB_ERR: 21.209   20.813   19.685  104.468  109.020  (fluxcal)
END_OF_EPOCH: 16
XPIXEL: 757.740  755.880  755.190   -9.000   -9.000  (pixels)
YPIXEL: 654.550  642.960  645.990   -9.000   -9.000  (pixels)
EDGEDIST: 654.550  642.960  645.990   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.5980  21.4580  21.1860  -9.0000  -9.0000
SEARCH_MAGERR: 0.1590   0.0830   0.0870  -9.0000  -9.0000
END_OF_SN: 18241
PHOTFLAG: [   0    0    0   32 1156   32   32   32   32   36    1    3    0    0
    3    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    3    2 1154    0  135    1  129    1   32   35    1    1
    0  128    1    0    0    0    0  160    0    0    0    0   32    0
    0    0    0    4    0    0    0   32   32    0    0    0    0   32
   33    1   32   32  129   33    1    0    0 1177]
SPECTRA: {}

NOBS: 80
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 54348.181  g  NULL -12.5600000 22.3800000
OBS: 54348.181  r  NULL -30.9500000 34.9000000
OBS: 54348.181  i  NULL -14.3500000 43.7100000
OBS: 54348.181  z  NULL 152.9000000 141.7000000
OBS: 54348.181  u  NULL -61.8800000 108.9000000
OBS: 54357.150  g  NULL 81.2000000 15.4900000
OBS: 54357.150  r  NULL 132.1000000 22.3600000
OBS: 54357.150  i  NULL 54.7600000 35.8700000
OBS: 54357.150  z  NULL 21.8800000 109.2000000
OBS: 54357.150  u  NULL 2.0300000 43.7100000
OBS: 54365.148  g  NULL 1201.0000000 54.2300000
OBS: 54365.148  r  NULL 1088.0000000 66.2100000
OBS: 54365.148  i  NULL 1084.0000000 58.9700000
OBS: 54365.148  z  NULL 930.0000000 164.8000000
OBS: 54365.148  u  NULL 555.3000000 113.4000000
OBS: 54379.189  g  NULL 1520.0000000 21.0100000
OBS: 54379.189  r  NULL 1712.0000000 29.9700000
OBS: 54379.189  i  NULL 1229.0000000 38.5100000
OBS: 54379.189  z  NULL 880.2000000 118.7000000
OBS: 54379.189  u  NULL 302.2000000 53.9500000
OBS: 54385.196  g  NULL 906.1000000 21.7000000
