SURVEY: SDSS
SNID: 12856
IAUC: 2006fl
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 332.865475  deg
DECL: 0.755978  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 21
FAKE: 0   (=> data)
MWEBV: 0.0498    MW E(B-V)
MWEBV_ERR: 0.0083    error on MWEBV
NEPOCH_PRESN: 7   12   15   16   15   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.171673 +- 0.000015  (Helio, z_best)
REDSHIFT_FINAL: 0.170283 +- 0.000015  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53996.820  (SNANA-FIT)
HOSTGAL_OBJID: 1237663544220975551
HOSTGAL_PHOTOZ: 0.0896  +- 0.0468
HOSTGAL_SNSEP: 1.464   # arcSec
HOSTGAL_LOGMASS: 10.352 +-  0.045   # log10(Mgal/Msolar)
HOSTGAL_MAG: 20.24  18.90  18.34  17.98  18.04 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 21
TELESCOPE: sdss    SEARCH_RUN: 6600  QMASK: 0
IDCCD: 5   FIELD: 82N
CLOUDCAM_AVG: 2673.00     CLOUDCAM_SIG:  8.58
MOONDIST: 999.00 deg     MOONPHASE:   0.10
AIRMASS: 1.504
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 255      255      255      255      255
PHOTOMETRYFLAG: 34      162       32        0     1154
GAIN: 4.050    4.725    4.640    3.480    1.470  e/ADU
RDNOISE: 4.253    4.252   12.992    4.698    4.483  e-
XPIXEL: 1238.360 1238.970   -9.000   -9.000   -9.000  (pixels)
YPIXEL: 552.900  540.500   -9.000   -9.000   -9.000  (pixels)
EDGEDIST: 552.900  540.500   -9.000   -9.000   -9.000  (pixels)
SKY_AVG: 63.75   172.25   275.25   261.25    18.75  ADU/pix
SKY_SIG: 4.28     6.10     8.24     8.85     4.70  ADU/pix
PSF_SIG1: 2.074    1.932    1.664    1.708    1.921  pixels
