SURVEY: SDSS
SNID: 3901
IAUC: 2005ho
PHOTOMETRY_VERSION: SMPv8+BOSS_2005
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 14.850435  deg
DECL: 0.002595  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 37
FAKE: 0   (=> data)
MWEBV: 0.0251    MW E(B-V)
MWEBV_ERR: 0.0042    error on MWEBV
NEPOCH_PRESN: 20   30   29   30   31   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.062861 +- 0.000008  (Helio, z_best)
REDSHIFT_FINAL: 0.061697 +- 0.000008  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53656.758  (SNANA-FIT)
HOSTGAL_OBJID: 1237663784203911302
HOSTGAL_PHOTOZ: 0.0500  +- 0.0188
HOSTGAL_SNSEP: 0.116   # arcSec
HOSTGAL_LOGMASS: 9.782 +-  0.015   # log10(Mgal/Msolar)
HOSTGAL_MAG: 18.79  17.33  17.09  16.83  16.68 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 37
TELESCOPE: sdss    SEARCH_RUN: 5924  QMASK: 1
IDCCD: 4   FIELD: 82S
CLOUDCAM_AVG: 1881.00     CLOUDCAM_SIG:  4.29
MOONDIST: 999.00 deg     MOONPHASE:   0.00
AIRMASS: 1.566
PASSBAND: G        R        I        Z        U
SEARCH_FIELD: 525      525      525      525      525
PHOTOMETRYFLAG: 32       32       32       32       40
GAIN: 3.995    4.760    4.885    4.775    1.600  e/ADU
RDNOISE: 5.593    5.474   12.212   14.803    5.680  e-
SKY_AVG: 73.00   125.25   160.00    82.00    14.50  ADU/pix
SKY_SIG: 4.64     5.28     6.64     5.46     4.49  ADU/pix
PSF_SIG1: 1.449    1.232    1.149    1.101    1.514  pixels
PSF_SIG2: 2.902    3.056    2.882    2.603    3.208  pixels
PSF_RATIO: 0.096    0.044    0.057    0.076    0.077  (at origin)
FLUX: 16.00    39.74    33.88    38.34     6.30  uJy
FLUX_ERRTOT: 0.860    1.409    1.485    4.393    2.040  uJy
FLUXCAL_ERRTOT: 24.430   39.508   41.977  122.118   57.490
MAG_ERRPLUS: 0.0590   0.0390   0.0480   0.1230   0.3700
MAG_ERRMINUS: 0.0590   0.0390   0.0480   0.1230   0.3700
ZEROPT: 28.5220  28.1900  27.9870  26.0970  27.2910
ZEROPT_ERR: 0.0020   0.0020   0.0020   0.0030   0.0030
SKYSUB_ERR: 4.810    9.079   10.437  101.901   46.724  (fluxcal)
GALSUB_ERR: 17.454   13.287   13.511   47.574   47.241  (fluxcal)
END_OF_EPOCH: 37
