SURVEY: SDSS
SNID: 18323
IAUC: 2007kx
PHOTOMETRY_VERSION: SMPv8+BOSS_2007
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 3.428632  deg
DECL: 0.652155  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 19
FAKE: 0   (=> data)
MWEBV: 0.0276    MW E(B-V)
MWEBV_ERR: 0.0046    error on MWEBV
NEPOCH_PRESN: 11   17   20   20   19   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.154081 +- 0.000015  (Helio, z_best)
REDSHIFT_FINAL: 0.152714 +- 0.000015  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54375.449  (SNANA-FIT)
HOSTGAL_OBJID: 1237657191980466833
HOSTGAL_PHOTOZ: 0.0901  +- 0.0245
HOSTGAL_SNSEP: 0.614   # arcSec
HOSTGAL_LOGMASS: 9.359 +-  0.082   # log10(Mgal/Msolar)
HOSTGAL_MAG: 22.80  21.05  20.62  20.19  20.20 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 19
TELESCOPE: sdss    SEARCH_RUN: 7202  QMASK: 0
IDCCD: 5   FIELD: 82N
AIRMASS: 0.0
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 325      325      325      325      325
PHOTOMETRYFLAG: 33       33       32        0      161
GAIN: 4.050    4.725    4.640    3.480    1.470  e/ADU
RDNOISE: 4.253    4.252   12.992    4.698    4.483  e-
SKY_AVG: 418.75   369.00   352.50   236.00   107.75  ADU/pix
SKY_SIG: 10.44     8.93     9.28     8.51     9.12  ADU/pix
PSF_SIG1: 1.743    1.699    1.575    1.472    1.761  pixels
PSF_SIG2: 3.824    3.645    3.715    3.551    3.509  pixels
PSF_RATIO: 0.112    0.110    0.070    0.072    0.119  (at origin)
FLUX: 0.24     3.74     0.62    -2.05     1.08  uJy
FLUX_ERRTOT: 1.576    1.563    1.981    5.499    3.424  uJy
FLUXCAL_ERRTOT: 46.940   46.814   59.538  159.275  122.312
MAG_ERRPLUS: 1.7640   0.4640   1.2900   0.9580   2.0100
MAG_ERRMINUS: 1.7640   0.4640   1.2900   0.9580   2.0100
ZEROPT: 28.3230  28.1510  27.7990  26.5190  27.3330
ZEROPT_ERR: 0.0080   0.0030   0.0030   0.0100   0.0340
SKYSUB_ERR: 26.500   19.176   46.668   75.652   62.484  (fluxcal)
GALSUB_ERR: 27.375   27.418   30.888   90.721   60.438  (fluxcal)
END_OF_EPOCH: 19
XPIXEL: 254.130   -9.000  254.800   -9.000   -9.000  (pixels)
YPIXEL: 986.010   -9.000  977.930   -9.000   -9.000  (pixels)
EDGEDIST: 254.130   -9.000  254.800   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.8300  -9.0000  21.9550  -9.0000  -9.0000
SEARCH_MAGERR: 0.1510  -9.0000   0.1680  -9.0000  -9.0000
END_OF_SN: 18323
PHOTFLAG: [ 161    0    0   32   33   32    0    0    0    0   32  160  172    0
 1156   36   36   36    4    4    1    0    8   32    0    0    0    0
   32   32    0    0    0   32   40    0    0    0   32   40    0    0
    0   32   32   33 1209   56   32  129   33    1    0   32   33   33
   32    0    0   33   32    0    0   32   32   32   32   36    0  164
   40   32   32   32   32   32   32   32  160  172  161   33   32   32
    1    1   41   45   33  133   33   33   32    0  161]
SPECTRA: {}

NOBS: 95
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 54346.304  g  NULL 20.1900000 41.1900000
OBS: 54346.304  r  NULL -30.9100000 40.1700000
OBS: 54346.304  i  NULL -43.3100000 65.8900000
