SURVEY: SDSS
SNID: 8213
IAUC: 2005ko
PHOTOMETRY_VERSION: SMPv8+BOSS_2005
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 357.520926  deg
DECL: -0.921379  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 20
FAKE: 0   (=> data)
MWEBV: 0.0282    MW E(B-V)
MWEBV_ERR: 0.0047    error on MWEBV
NEPOCH_PRESN: 11   11   17   18   17   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.186112 +- 0.000064  (Helio, z_best)
REDSHIFT_FINAL: 0.184680 +- 0.000064  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 53683.758  (SNANA-FIT)
HOSTGAL_OBJID: 1237656906354000314
HOSTGAL_PHOTOZ: 0.4020  +- 0.1107
HOSTGAL_SNSEP: 0.791   # arcSec
HOSTGAL_LOGMASS: 10.522 +-  0.147   # log10(Mgal/Msolar)
HOSTGAL_MAG: 22.38  21.58  20.33  19.69  19.28 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 20
TELESCOPE: sdss    SEARCH_RUN: 5918  QMASK: 1
IDCCD: 1   FIELD: 82N
CLOUDCAM_AVG: 1749.00     CLOUDCAM_SIG:  4.63
MOONDIST: 999.00 deg     MOONPHASE:   0.03
AIRMASS: 1.535
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 404      404      404      404      404
PHOTOMETRYFLAG: 0        0        0        0       32
GAIN: 3.320    4.710    5.165    4.745    1.620  e/ADU
RDNOISE: 13.114    6.359   14.462    4.271    5.022  e-
SKY_AVG: 78.25   142.25   213.75   140.00    16.25  ADU/pix
SKY_SIG: 6.49     5.93     7.67     5.67     4.28  ADU/pix
PSF_SIG1: 1.321    1.001    0.939    1.094    1.456  pixels
PSF_SIG2: 2.887    2.321    2.389    2.769    3.501  pixels
PSF_RATIO: 0.077    0.090    0.071    0.055    0.046  (at origin)
FLUX: 2.02     6.70     9.03     9.67     1.65  uJy
