SURVEY: SDSS
SNID: 15674
IAUC: 2006nu
PHOTOMETRY_VERSION: SMPv8+BOSS_2006
SNTYPE: 120
FILTERS: ugrizUGRIZ
RA: 340.829157  deg
DECL: 0.262909  deg
PIXSIZE: 0.4000  arcsec
NEPOCH: 19
FAKE: 0   (=> data)
MWEBV: 0.0670    MW E(B-V)
MWEBV_ERR: 0.0112    error on MWEBV
NEPOCH_PRESN: 12   13   14   15   15   -9   -9   -9   -9   -9  ugrizUGRIZ
REDSHIFT_HELIO: 0.198000 +- 0.005000  (Helio, z_best)
REDSHIFT_FINAL: 0.196541 +- 0.005000  (CMB)
REDSHIFT_STATUS: OK
PEAKMJD: 54040.297  (SNANA-FIT)
HOSTGAL_OBJID: -9
HOSTGAL_PHOTOZ: -9.0000  +- -9.0000
HOSTGAL_SNSEP: -9.000    # arcsec
HOSTGAL_MAG: -9.00  -9.00  -9.00  -9.00  -9.00 999.00 999.00 999.00 999.00 999.00
# ugrizUGRIZ: # ugrizUGRIZ
EPOCH: 19
TELESCOPE: sdss    SEARCH_RUN: 6600  QMASK: 1
IDCCD: 4   FIELD: 82N
CLOUDCAM_AVG: 2688.00     CLOUDCAM_SIG:  7.01
MOONDIST: 999.00 deg     MOONPHASE:   0.11
AIRMASS: 1.504
PASSBAND: g        r        i        z        u
SEARCH_FIELD: 308      308      308      308      308
PHOTOMETRYFLAG: 0        0        0        0        0
GAIN: 3.995    4.760    4.885    4.775    1.600  e/ADU
RDNOISE: 5.593    5.474   12.212   14.803    5.680  e-
SKY_AVG: 71.00   165.00   314.50   182.75    15.25  ADU/pix
SKY_SIG: 5.39     7.07    10.25     7.50     4.73  ADU/pix
PSF_SIG1: 1.550    1.357    1.300    1.427    1.605  pixels
PSF_SIG2: 3.301    3.417    3.543    3.526    3.205  pixels
PSF_RATIO: 0.102    0.047    0.039    0.064    0.121  (at origin)
FLUX: 2.40     5.82     7.95    12.99     3.56  uJy
FLUX_ERRTOT: 0.578    0.911    1.428    6.062    1.953  uJy
FLUXCAL_ERRTOT: 16.609   25.439   40.686  184.541   59.881
MAG_ERRPLUS: 0.2560   0.1690   0.1950   0.4960   0.6390
MAG_ERRMINUS: 0.2560   0.1690   0.1950   0.4960   0.6390
ZEROPT: 28.5060  28.1670  27.9690  26.0910  27.1730
ZEROPT_ERR: 0.0040   0.0010   0.0020   0.0080   0.0170
SKYSUB_ERR: 16.746   24.597   29.112  149.383   38.436  (fluxcal)
GALSUB_ERR: 16.532   14.733   18.394  103.768   80.953  (fluxcal)
END_OF_EPOCH: 19
XPIXEL: 569.460  572.120  570.870   -9.000   -9.000  (pixels)
YPIXEL: 813.450  802.040  804.380   -9.000   -9.000  (pixels)
EDGEDIST: 569.460  572.120  570.870   -9.000   -9.000  (pixels)
SEARCH_MAG: 22.7280  21.8460  21.5380  -9.0000  -9.0000
SEARCH_MAGERR: 0.1870   0.1170   0.1270  -9.0000  -9.0000
END_OF_SN: 15674
PHOTFLAG: [  1   1  32  32   1   0   0   0   0 160   0   0   0   0   0   0   0   0
   0 128   1  32   0   0   1   1   1 129  32   1   1   0   0   0  33   0
   0   0 128  32   0   0   0  32   0   0 256   0   0  32   0   0   0   0
   0   1   1   1   0   1   1   0   0  32   1   0   0   0   0   0   2   2
   2   0  10   0   0   0  32   0   0   0   0   0  32   0   0   0   0  32
   0   0   0   0   0]
SPECTRA: {}

NOBS: 95
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 53989.261  g  NULL 30.0200000 34.5900000
OBS: 53989.261  r  NULL -4.3300000 28.4300000
OBS: 53989.261  i  NULL 5.9200000 37.4000000
OBS: 53989.261  z  NULL 33.6700000 114.4000000
OBS: 53989.261  u  NULL 157.7000000 80.3300000
OBS: 53995.251  g  NULL 14.2100000 12.6200000
OBS: 53995.251  r  NULL -14.3100000 18.3900000
OBS: 53995.251  i  NULL -1.6000000 28.8900000
OBS: 53995.251  z  NULL -114.5000000 90.7900000
OBS: 53995.251  u  NULL 18.4500000 36.1600000
OBS: 54000.237  g  NULL -0.3700000 15.6500000
OBS: 54000.237  r  NULL 18.5700000 25.3800000
OBS: 54000.237  i  NULL -17.5100000 40.0900000
OBS: 54000.237  z  NULL 122.0000000 159.0000000
OBS: 54000.237  u  NULL 141.7000000 55.1400000
OBS: 54007.287  g  NULL 8.3200000 13.8200000
OBS: 54007.287  r  NULL -3.9700000 21.4400000
OBS: 54007.287  i  NULL -31.5100000 36.4600000
OBS: 54007.287  z  NULL -124.5000000 108.1000000
OBS: 54007.287  u  NULL -56.4000000 54.0300000
OBS: 54009.211  g  NULL -21.0700000 19.7600000
OBS: 54009.211  r  NULL 8.7400000 23.6500000
OBS: 54009.211  i  NULL 44.0200000 39.5100000
OBS: 54009.211  z  NULL -196.9000000 118.5000000
OBS: 54009.211  u  NULL -22.0000000 52.8700000
OBS: 54011.275  g  NULL -10.5300000 27.8800000
OBS: 54011.275  r  NULL -19.6400000 30.9700000
OBS: 54011.275  i  NULL -30.8500000 38.3500000
OBS: 54011.275  z  NULL 7.3500000 96.5400000
OBS: 54011.275  u  NULL -54.4600000 90.7100000
OBS: 54019.225  g  NULL 4.9200000 20.0800000
OBS: 54019.225  r  NULL -17.9800000 24.0100000
OBS: 54019.225  i  NULL -6.4400000 31.8300000
OBS: 54019.225  z  NULL -133.7000000 99.2300000
OBS: 54019.225  u  NULL 11.5100000 52.8900000
OBS: 54025.273  g  NULL 54.0500000 16.2700000
OBS: 54025.273  r  NULL 75.4800000 27.9000000
OBS: 54025.273  i  NULL 138.0000000 40.3300000
OBS: 54025.273  z  NULL 131.5000000 147.7000000
OBS: 54025.273  u  NULL 7.0500000 56.8400000
OBS: 54029.203  g  NULL 167.3000000 14.1200000
OBS: 54029.203  r  NULL 179.0000000 22.1800000
OBS: 54029.203  i  NULL 204.1000000 35.6800000
OBS: 54029.203  z  NULL 46.1000000 111.4000000
OBS: 54029.203  u  NULL -28.0900000 49.1400000
OBS: 54031.190  g  NULL 251.8000000 14.1900000
OBS: 54031.190  r  NULL 1032.0000000 33.2700000
OBS: 54031.190  i  NULL 297.6000000 38.2000000
OBS: 54031.190  z  NULL 149.7000000 116.1000000
OBS: 54031.190  u  NULL 27.1900000 48.0800000
OBS: 54036.194  g  NULL 350.7000000 19.0900000
OBS: 54036.194  r  NULL 365.7000000 24.6600000
OBS: 54036.194  i  NULL 374.5000000 38.1800000
OBS: 54036.194  z  NULL 466.3000000 124.8000000
OBS: 54036.194  u  NULL 155.6000000 48.8100000
OBS: 54039.192  g  NULL 359.5000000 36.5300000
OBS: 54039.192  r  NULL 383.0000000 33.9700000
OBS: 54039.192  i  NULL 466.2000000 42.2600000
OBS: 54039.192  z  NULL 109.7000000 136.6000000
OBS: 54039.192  u  NULL -82.3000000 116.5000000
OBS: 54048.186  g  NULL 265.4000000 22.3200000
