SURVEY: DES
SNID: 1338170
IAUC: NULL
FILTERS: griz
FAKE: 0
TYPE: 101
MASK_FLUXCOR_SNANA: 3
RA: 6.669886               # deg
DECL: -42.964066               # deg
MWEBV: 0.006                    # MW E(B-V)
MWEBV_ERR: 0.000                    # MW E(B-V)
PIXSIZE: 0.2700                    # arcSec
PEAKMJD: 57361.793
REDSHIFT_FINAL: 0.3890 +-  0.0050    # (CMB)
REDSHIFT_HELIO: 0.3900 +-  0.0050    # (HELIO)
HOSTGAL_OBJID: 42930
HOSTGAL_PHOTOZ: 0.3979 +-  0.0756   # (HELIO)
HOSTGAL_SPECZ: 0.3878 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP: 0.6200              # arcSec
HOSTGAL_LOGMASS: 9.8890 +-  0.0380 # log10(M/Msolar)
HOSTGAL_MAG: 22.86    21.36    20.94    20.77    # griz
HOSTGAL_SB_FLUXCAL: 12.39    49.30    77.14    98.76    # griz
PRIVATE(DES_mjd_latest_ml): 57407.049
PRIVATE(DES_mjd_trigger): 57365.036
BAND: ['g' 'r' 'i' 'z' 'r' 'i' 'z' 'g' 'r' 'i' 'z' 'g' 'r' 'i' 'z' 'r' 'i' 'z'
 'g' 'r' 'i' 'z' 'g' 'r' 'i' 'z' 'g' 'r' 'i' 'z' 'g' 'r' 'i' 'z' 'g' 'r'
 'i' 'z' 'g' 'r' 'i' 'z']
ZPFLUX: [30.704 30.754 30.985 30.736 30.443 30.933 30.623 30.691 30.746 30.967
 30.635 30.74  30.75  30.909 30.572 30.015 30.846 30.614 30.709 30.747
 30.96  30.685 30.713 30.791 30.988 30.664 30.715 30.792 30.973 30.616
 30.701 30.762 30.973 30.577 30.596 30.622 30.811 30.534 30.665 30.735
 30.948 30.532]
PSF: [3.26  3.05  2.88  2.795 1.48  1.52  1.433 2.22  2.03  1.67  1.53  2.42
 2.19  1.84  1.72  1.87  1.78  1.654 4.15  3.61  3.73  3.6   2.49  2.22
 2.02  1.876 2.26  2.02  1.91  1.888 2.79  2.54  2.43  2.045 3.63  3.13
 2.88  2.635 2.33  2.14  1.96  1.769]
SKYSIG: [ 8.92 12.03 21.92 21.52 18.48 24.76 23.35 20.17 19.64 27.47 23.96  9.37
 11.33 19.49 17.1  20.86 24.96 19.46 22.15 22.13 29.42 23.14 27.29 24.97
 32.59 26.11 12.61 14.58 27.39 24.91  8.1  11.63 21.89 20.39  9.3  13.13
 22.5  22.1  26.85 25.48 30.69 22.05]
GAIN: [3.9   3.75  3.89  4.065 3.84  3.87  4.051 4.04  3.86  3.94  4.065 3.87
 3.75  3.86  4.087 3.92  3.88  4.097 4.05  3.89  3.92  4.056 4.06  3.89
 3.94  4.074 3.97  3.84  3.9   4.061 3.82  3.78  3.91  4.105 3.88  3.81
 3.89  4.065 4.06  3.88  3.95  4.08 ]
PHOTFLAG: [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]
PHOTPROB: [0.83 1.01 0.94 0.99 0.95 0.99 0.96 0.93 1.   0.97 1.01 0.89 0.97 0.85
 0.98 0.97 0.87 1.03 0.83 0.96 0.88 0.86 0.98 1.1  1.03 0.98 0.97 1.03
 1.   0.96 1.01 0.97 1.   0.98 0.92 0.88 0.95 0.88 1.06 0.89 0.99 0.98]
SPECTRA: {}

NOBS: 42
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 57339.019  g  NULL 3.8710000 7.8763000
OBS: 57339.021  r  NULL 3.0389000 11.7060000
OBS: 57339.023  i  NULL 3.9578000 17.9520000
OBS: 57339.026  z  NULL 14.4690000 20.3270000
OBS: 57344.036  r  NULL 20.3610000 13.5030000
OBS: 57344.038  i  NULL 24.1410000 10.2660000
OBS: 57344.041  z  NULL 21.9890000 11.6790000
OBS: 57355.142  g  NULL 38.1840000 12.1040000
OBS: 57355.144  r  NULL 115.3700000 13.3790000
OBS: 57355.146  i  NULL 91.6600000 13.5630000
OBS: 57355.149  z  NULL 108.1200000 13.0960000
OBS: 57365.036  g  NULL 67.0430000 6.3517000
OBS: 57365.039  r  NULL 134.7200000 9.6512000
OBS: 57365.041  i  NULL 129.0700000 11.5280000
OBS: 57365.044  z  NULL 107.1900000 11.4560000
OBS: 57372.034  r  NULL 175.2100000 35.3610000
OBS: 57372.036  i  NULL 123.1900000 14.5090000
OBS: 57372.039  z  NULL 94.6000000 11.2590000
OBS: 57376.040  g  NULL -47.3650000 23.8650000
OBS: 57376.042  r  NULL 73.5060000 26.0410000
OBS: 57376.044  i  NULL 123.0700000 31.2700000
OBS: 57376.047  z  NULL 58.1770000 27.9700000
OBS: 57379.044  g  NULL 16.5780000 21.0640000
OBS: 57379.046  r  NULL 74.7000000 16.5320000
OBS: 57379.048  i  NULL 89.6540000 18.1760000
OBS: 57379.050  z  NULL 95.8690000 17.4470000
OBS: 57386.042  g  NULL 10.2480000 8.0991000
OBS: 57386.044  r  NULL 40.7080000 10.1580000
OBS: 57386.046  i  NULL 69.3900000 14.2880000
OBS: 57386.049  z  NULL 84.6240000 16.1610000
OBS: 57394.057  g  NULL 0.1883400 6.9578000
OBS: 57394.059  r  NULL 39.9880000 10.5310000
OBS: 57394.061  i  NULL 44.1710000 15.4890000
OBS: 57394.064  z  NULL 68.4050000 16.4210000
OBS: 57400.101  g  NULL 7.1690000 10.4680000
OBS: 57400.103  r  NULL 23.8310000 16.2540000
OBS: 57400.105  i  NULL 28.7530000 21.1820000
OBS: 57400.108  z  NULL 69.0580000 24.0240000
OBS: 57407.042  g  NULL 22.5370000 16.2320000
OBS: 57407.044  r  NULL 22.0140000 17.2330000
OBS: 57407.046  i  NULL 35.2070000 16.5810000
OBS: 57407.048  z  NULL 53.2530000 14.4400000
END_PHOTOMETRY:

# =============================================
