-20.0 2000.00 3.527720201990635e-03
-20.0 2010.00 3.159453597097878e-03
-20.0 2020.00 3.045982777917807e-03
-20.0 2030.00 3.118260024465087e-03
-20.0 2040.00 3.325277612950995e-03
-20.0 2050.00 3.631169226559597e-03
-20.0 2060.00 4.012525683646804e-03
-20.0 2070.00 4.455925137007171e-03
-20.0 2080.00 4.955678055895784e-03
-20.0 2090.00 5.511787179302020e-03
-20.0 2100.00 6.128122507648058e-03
-20.0 2110.00 6.810811336133152e-03
-20.0 2120.00 7.566843307378527e-03
-20.0 2130.00 8.402890455356377e-03
-20.0 2140.00 9.324342217300101e-03
-20.0 2150.00 1.033455540000983e-02
-20.0 2160.00 1.143431909749848e-02
-20.0 2170.00 1.262153456469492e-02
-20.0 2180.00 1.389111005428094e-02
-20.0 2190.00 1.523507061943761e-02
-20.0 2200.00 1.664288287506657e-02
-20.0 2210.00 1.810199469721462e-02
-20.0 2220.00 1.959858983028949e-02
-20.0 2230.00 2.111855736906218e-02
-20.0 2240.00 2.264867608820252e-02
-20.0 2250.00 2.417801360140683e-02
-20.0 2260.00 2.569954033751347e-02
-20.0 2270.00 2.721195831700375e-02
-20.0 2280.00 2.872172802403561e-02
-20.0 2290.00 3.021445248577006e-02
-20.0 2300.00 3.156616936939809e-02
-20.0 2310.00 3.258223920990831e-02
-20.0 2320.00 3.302759632738838e-02
-20.0 2330.00 3.266329844015759e-02
-20.0 2340.00 3.130279716879541e-02
-20.0 2350.00 2.888806277903393e-02
-20.0 2360.00 2.568044642893013e-02
-20.0 2370.00 2.236506456912641e-02
-20.0 2380.00 1.955400556788279e-02
-20.0 2390.00 1.760368292384224e-02
-20.0 2400.00 1.656051960144264e-02
-20.0 2410.00 1.617173345377121e-02
-20.0 2420.00 1.596136038462676e-02
-20.0 2430.00 1.545190849177467e-02
-20.0 2440.00 1.449888461066165e-02
-20.0 2450.00 1.316651369336383e-02
-20.0 2460.00 1.160994553460698e-02
-20.0 2470.00 1.000739687134530e-02
-20.0 2480.00 8.518820429685213e-03
-20.0 2490.00 7.271045832578264e-03
-20.0 2500.00 6.347667906044323e-03
-20.0 2510.00 5.760356956698434e-03
-20.0 2520.00 5.457740860373190e-03
-20.0 2530.00 5.316229783442088e-03
-20.0 2540.00 5.154024945386733e-03
-20.0 2550.00 4.775877050037058e-03
-20.0 2560.00 4.048811753083780e-03
-20.0 2570.00 3.048502720368256e-03
-20.0 2580.00 2.098742723862520e-03
-20.0 2590.00 1.503500540844166e-03
-20.0 2600.00 1.421386601777176e-03
-20.0 2610.00 1.820377915773197e-03
-20.0 2620.00 2.492965791029584e-03
-20.0 2630.00 3.132127016643856e-03
-20.0 2640.00 3.528342115152704e-03
-20.0 2650.00 3.708105987674000e-03
-20.0 2660.00 3.719796055888138e-03
-20.0 2670.00 3.557513368106360e-03
-20.0 2680.00 3.168418023561010e-03
-20.0 2690.00 2.523341775911108e-03
-20.0 2700.00 1.751443109282120e-03
-20.0 2710.00 1.385162837568411e-03
-20.0 2720.00 2.166711868230210e-03
-20.0 2730.00 4.343866845890363e-03
-20.0 2740.00 7.461966834178391e-03
-20.0 2750.00 1.046356272326239e-02
-20.0 2760.00 1.206089912008267e-02
-20.0 2770.00 1.138535543261751e-02
-20.0 2780.00 9.158777695955720e-03
-20.0 2790.00 7.507279120384056e-03
-20.0 2800.00 7.707274575431057e-03
-20.0 2810.00 9.403639541356512e-03
-20.0 2820.00 1.081017132421238e-02
-20.0 2830.00 9.783315887126255e-03
-20.0 2840.00 5.776812870799918e-03
-20.0 2850.00 2.655502202281890e-03
-20.0 2860.00 7.011004828829269e-03
-20.0 2870.00 2.242334709117431e-02
-20.0 2880.00 4.710886684495191e-02
-20.0 2890.00 7.392104584955771e-02
-20.0 2900.00 9.252462378403518e-02
-20.0 2910.00 9.379795438004401e-02
-20.0 2920.00 7.978933024173254e-02
-20.0 2930.00 6.469139010252649e-02
-20.0 2940.00 5.920849382611774e-02
-20.0 2950.00 6.511745033156099e-02
-20.0 2960.00 7.544592844030214e-02
-20.0 2970.00 7.948843006032419e-02
-20.0 2980.00 7.270751690862201e-02
-20.0 2990.00 7.045701998898957e-02
-20.0 3000.00 9.897659208455054e-02
-20.0 3010.00 1.693410793146340e-01
-20.0 3020.00 2.677703911595195e-01
-20.0 3030.00 3.591303060974614e-01
-20.0 3040.00 4.031337261699807e-01
-20.0 3050.00 3.836039078182910e-01
-20.0 3060.00 3.565952440382146e-01
-20.0 3070.00 4.285310495004890e-01
-20.0 3080.00 6.706146181262220e-01
-20.0 3090.00 1.080431514689691e+00
-20.0 3100.00 1.569805898797420e+00
-20.0 3110.00 1.980489025045744e+00
-20.0 3120.00 2.132451999704529e+00
-20.0 3130.00 1.963058541552559e+00
-20.0 3140.00 1.584181029894114e+00
-20.0 3150.00 1.141288375648460e+00
-20.0 3160.00 7.547867568035627e-01
-20.0 3170.00 4.926712778045789e-01
-20.0 3180.00 3.628604565596507e-01
-20.0 3190.00 3.219756811639675e-01
-20.0 3200.00 3.095153632294257e-01
-20.0 3210.00 2.928846480168668e-01
-20.0 3220.00 2.647354050811989e-01
-20.0 3230.00 2.301449685826071e-01
-20.0 3240.00 1.974744900707772e-01
-20.0 3250.00 1.727152890977063e-01
-20.0 3260.00 1.573524038877125e-01
-20.0 3270.00 1.496325650570799e-01
-20.0 3280.00 1.483514703354215e-01
-20.0 3290.00 1.532796836667517e-01
-20.0 3300.00 1.636762729127808e-01
-20.0 3310.00 1.774402910039011e-01
-20.0 3320.00 1.910030799585462e-01
-20.0 3330.00 2.000485485580907e-01
-20.0 3340.00 2.028679246770442e-01
-20.0 3350.00 2.015325983263823e-01
-20.0 3360.00 1.987124089510538e-01
-20.0 3370.00 1.964647858066637e-01
-20.0 3380.00 1.955949001960027e-01
-20.0 3390.00 1.954688099575749e-01
-20.0 3400.00 1.942925139878568e-01
-20.0 3410.00 1.905475947909447e-01
-20.0 3420.00 1.841712902150020e-01
-20.0 3430.00 1.758550217425421e-01
-20.0 3440.00 1.666036854496856e-01
-20.0 3450.00 1.574502615798360e-01
-20.0 3460.00 1.492972705239422e-01
-20.0 3470.00 1.428793300613171e-01
-20.0 3480.00 1.386527581973893e-01
-20.0 3490.00 1.367316765956250e-01
-20.0 3500.00 1.369057460695249e-01
-20.0 3510.00 1.385773991237177e-01
-20.0 3520.00 1.408036052855577e-01
-20.0 3530.00 1.424521825148193e-01
-20.0 3540.00 1.424968454505200e-01
-20.0 3550.00 1.408398385796517e-01
-20.0 3560.00 1.382138517600267e-01
-20.0 3570.00 1.353199833489905e-01
-20.0 3580.00 1.325542820882353e-01
-20.0 3590.00 1.298852367040470e-01
-20.0 3600.00 1.268569241034566e-01
-20.0 3610.00 1.227427503627070e-01
-20.0 3620.00 1.172287621128322e-01
-20.0 3630.00 1.105811906214954e-01
-20.0 3640.00 1.031558976314661e-01
-20.0 3650.00 9.524951622835284e-02
-20.0 3660.00 8.703057079073286e-02
-20.0 3670.00 7.853415694066480e-02
-20.0 3680.00 6.972932130609545e-02
-20.0 3690.00 6.079926915240433e-02
-20.0 3700.00 5.215525924211278e-02
-20.0 3710.00 4.419093972970277e-02
-20.0 3720.00 3.719011455669789e-02
-20.0 3730.00 3.128556842577931e-02
-20.0 3740.00 2.646627974243184e-02
-20.0 3750.00 2.263830527779462e-02
-20.0 3760.00 1.978203467289495e-02
-20.0 3770.00 1.795929539760038e-02
-20.0 3780.00 1.716128938161787e-02
-20.0 3790.00 1.723627156231081e-02
-20.0 3800.00 1.788594578784975e-02
-20.0 3810.00 1.873044030458047e-02
-20.0 3820.00 1.945140920556607e-02
-20.0 3830.00 2.008349359657101e-02
-20.0 3840.00 2.091380194009734e-02
-20.0 3850.00 2.218476136524907e-02
-20.0 3860.00 2.397054555889373e-02
-20.0 3870.00 2.612799711101731e-02
-20.0 3880.00 2.831750568674992e-02
-20.0 3890.00 3.010791653405531e-02
-20.0 3900.00 3.130903764662047e-02
-20.0 3910.00 3.199601477148949e-02
-20.0 3920.00 3.229620411500310e-02
-20.0 3930.00 3.230895243884179e-02
-20.0 3940.00 3.206707058019415e-02
-20.0 3950.00 3.153760709097608e-02
-20.0 3960.00 3.066621033659957e-02
-20.0 3970.00 2.949459030814788e-02
-20.0 3980.00 2.816091483681006e-02
-20.0 3990.00 2.680436283014819e-02
-20.0 4000.00 2.551271483233562e-02
-20.0 4010.00 2.429824407620514e-02
-20.0 4020.00 2.310120381819336e-02
-20.0 4030.00 2.182678256056998e-02
-20.0 4040.00 2.046193914944323e-02
-20.0 4050.00 1.907229966128166e-02
-20.0 4060.00 1.773085484170966e-02
-20.0 4070.00 1.649230490147498e-02
-20.0 4080.00 1.538134023229488e-02
-20.0 4090.00 1.439419571577105e-02
-20.0 4100.00 1.351286503565828e-02
-20.0 4110.00 1.272399184917119e-02
-20.0 4120.00 1.202823788709343e-02
-20.0 4130.00 1.142599840840086e-02
-20.0 4140.00 1.090296993757616e-02
-20.0 4150.00 1.042447440712139e-02
-20.0 4160.00 9.938594874836320e-03
-20.0 4170.00 9.393821965009420e-03
-20.0 4180.00 8.801936163721106e-03
-20.0 4190.00 8.206518375187417e-03
-20.0 4200.00 7.640607123290358e-03
-20.0 4210.00 7.121696338075804e-03
-20.0 4220.00 6.653837304264644e-03
-20.0 4230.00 6.236520453811325e-03
-20.0 4240.00 5.882261161628641e-03
-20.0 4250.00 5.643524004049342e-03
-20.0 4260.00 5.582995748978855e-03
-20.0 4270.00 5.738550627044094e-03
-20.0 4280.00 6.109000623288231e-03
-20.0 4290.00 6.650751848728415e-03
-20.0 4300.00 7.285407759141833e-03
-20.0 4310.00 7.924626265431209e-03
-20.0 4320.00 8.541047917622365e-03
-20.0 4330.00 9.147025983402805e-03
-20.0 4340.00 9.750779168301919e-03
-20.0 4350.00 1.034256377592060e-02
-20.0 4360.00 1.089080893314878e-02
-20.0 4370.00 1.134812922262516e-02
-20.0 4380.00 1.167186180057950e-02
-20.0 4390.00 1.187438356619203e-02
-20.0 4400.00 1.200149152293583e-02
-20.0 4410.00 1.209804197851880e-02
-20.0 4420.00 1.219494027961978e-02
-20.0 4430.00 1.230377664678266e-02
-20.0 4440.00 1.241898178407008e-02
-20.0 4450.00 1.252637228070187e-02
-20.0 4460.00 1.260806831494828e-02
-20.0 4470.00 1.264193897468651e-02
-20.0 4480.00 1.259562899701427e-02
-20.0 4490.00 1.242379417274164e-02
-20.0 4500.00 1.207190004510222e-02
-20.0 4510.00 1.148660143088249e-02
-20.0 4520.00 1.064634975725056e-02
-20.0 4530.00 9.647671232864946e-03
-20.0 4540.00 8.627241451355433e-03
-20.0 4550.00 7.699784583179651e-03
-20.0 4560.00 6.941968148895018e-03
-20.0 4570.00 6.384897315375476e-03
-20.0 4580.00 6.015174613750921e-03
-20.0 4590.00 5.783567159771233e-03
-20.0 4600.00 5.626332349497727e-03
-20.0 4610.00 5.498066656967624e-03
-20.0 4620.00 5.371781382910792e-03
-20.0 4630.00 5.232190477938353e-03
-20.0 4640.00 5.070834480055734e-03
-20.0 4650.00 4.883049631963637e-03
-20.0 4660.00 4.670049374044231e-03
-20.0 4670.00 4.453380886731735e-03
-20.0 4680.00 4.260010985637231e-03
-20.0 4690.00 4.114615567328853e-03
-20.0 4700.00 4.040529261417585e-03
-20.0 4710.00 4.062551680860092e-03
-20.0 4720.00 4.211603190832666e-03
-20.0 4730.00 4.519074057943414e-03
-20.0 4740.00 4.961975150519849e-03
-20.0 4750.00 5.483465118744721e-03
-20.0 4760.00 6.002840115179849e-03
-20.0 4770.00 6.415727870883681e-03
-20.0 4780.00 6.603546574176379e-03
-20.0 4790.00 6.452289737219266e-03
-20.0 4800.00 5.906746770859847e-03
-20.0 4810.00 5.086809620951686e-03
-20.0 4820.00 4.160325140092441e-03
-20.0 4830.00 3.270449576216447e-03
-20.0 4840.00 2.517495730514907e-03
-20.0 4850.00 1.952676625853725e-03
-20.0 4860.00 1.583503287340070e-03
-20.0 4870.00 1.385284602725425e-03
-20.0 4880.00 1.312197320573588e-03
-20.0 4890.00 1.332424911378160e-03
-20.0 4900.00 1.424806661015731e-03
-20.0 4910.00 1.568650946230877e-03
-20.0 4920.00 1.737874773766755e-03
-20.0 4930.00 1.899461142726653e-03
-20.0 4940.00 2.022817946109175e-03
-20.0 4950.00 2.108123469817003e-03
-20.0 4960.00 2.168112219815263e-03
-20.0 4970.00 2.216884985245650e-03
-20.0 4980.00 2.266835459518318e-03
-20.0 4990.00 2.326901694956187e-03
-20.0 5000.00 2.402141703496917e-03
-20.0 5010.00 2.494083693739438e-03
-20.0 5020.00 2.602228600212001e-03
-20.0 5030.00 2.728174541186101e-03
-20.0 5040.00 2.875260443100234e-03
-20.0 5050.00 3.047874883852207e-03
-20.0 5060.00 3.251492471171902e-03
-20.0 5070.00 3.493439591246561e-03
-20.0 5080.00 3.777895947647276e-03
-20.0 5090.00 4.085119335861785e-03
-20.0 5100.00 4.381883894261500e-03
-20.0 5110.00 4.626584097761478e-03
-20.0 5120.00 4.773438087310444e-03
-20.0 5130.00 4.780607568290587e-03
-20.0 5140.00 4.622220967395955e-03
-20.0 5150.00 4.318274249161313e-03
-20.0 5160.00 3.964103736520427e-03
-20.0 5170.00 3.652631049105441e-03
-20.0 5180.00 3.442525518214423e-03
-20.0 5190.00 3.349328953273828e-03
-20.0 5200.00 3.345944761321724e-03
-20.0 5210.00 3.372401091709367e-03
-20.0 5220.00 3.364794087377599e-03
-20.0 5230.00 3.306085793851046e-03
-20.0 5240.00 3.209499106288298e-03
-20.0 5250.00 3.098557331087342e-03
-20.0 5260.00 2.996015699637387e-03
-20.0 5270.00 2.917560059532829e-03
-20.0 5280.00 2.870272039150610e-03
-20.0 5290.00 2.850741418236811e-03
-20.0 5300.00 2.842095192611348e-03
-20.0 5310.00 2.829331779068465e-03
-20.0 5320.00 2.799922847343535e-03
-20.0 5330.00 2.742643022236371e-03
-20.0 5340.00 2.648092540212345e-03
-20.0 5350.00 2.510918924315905e-03
-20.0 5360.00 2.338618617190686e-03
-20.0 5370.00 2.158659620060096e-03
-20.0 5380.00 1.997065494975771e-03
-20.0 5390.00 1.870938574039165e-03
-20.0 5400.00 1.786149510486609e-03
-20.0 5410.00 1.737137589969017e-03
-20.0 5420.00 1.708826575849996e-03
-20.0 5430.00 1.683826753958012e-03
-20.0 5440.00 1.655044489127069e-03
-20.0 5450.00 1.622161879727440e-03
-20.0 5460.00 1.588028486771163e-03
-20.0 5470.00 1.556655385208281e-03
-20.0 5480.00 1.531957218958463e-03
-20.0 5490.00 1.517238414731681e-03
-20.0 5500.00 1.514139906213422e-03
-20.0 5510.00 1.521489147631681e-03
