SURVEY: CFA3
SNID: 2006qo
IAUC: UNKNOWN
RA: 120.0348800
DEC: 56.3688100
MWEBV: 0.034 # MW E(B-V)
REDSHIFT_HELIO: 0.03045 +- 0.00100
REDSHIFT_CMB: 0.03078 +- 0.00101
VPEC: -208.973
VPEC_ERR: 250.000
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54083.106
FILTERS: UBVRIfhjklabcdetuvwxyzA

#==============================
NOBS: 104
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 54071.465 CFA3K-B/h VOID 5571.8558 164.2137
OBS: 54080.388 CFA3K-B/h VOID 15617.0811 287.6666
OBS: 54086.302 CFA3K-B/h VOID 14832.0052 259.5453
OBS: 54089.430 CFA3K-B/h VOID 12965.8162 226.8888
OBS: 54092.300 CFA3K-B/h VOID 10804.3804 199.0167
OBS: 54094.444 CFA3K-B/h VOID 8717.6584 176.6372
OBS: 54095.401 CFA3K-B/h VOID 8165.8208 157.9351
OBS: 54101.230 CFA3K-B/h VOID 4475.0703 230.8062
OBS: 54108.392 CFA3K-B/h VOID 2394.4174 116.8787
OBS: 54110.420 CFA3K-B/h VOID 1855.2390 123.0246
OBS: 54114.353 CFA3K-B/h VOID 1216.7458 91.8911
OBS: 54117.348 CFA3K-B/h VOID 1307.3741 69.8373
OBS: 54126.365 CFA3K-B/h VOID 1023.2927 79.1660
OBS: 54138.168 CFA3K-B/h VOID 809.0956 102.0893
OBS: 54140.258 CFA3K-B/h VOID 696.3056 75.0318
OBS: 54148.160 CFA3K-B/h VOID 727.1096 79.6905
OBS: 54071.461 CFA3K-V/j VOID 6924.6824 153.0632
OBS: 54072.327 CFA3K-V/j VOID 8685.6006 231.9837
OBS: 54080.384 CFA3K-V/j VOID 18879.9070 278.2143
OBS: 54086.298 CFA3K-V/j VOID 18949.5920 279.2412
OBS: 54089.426 CFA3K-V/j VOID 17474.3028 257.5013
OBS: 54092.296 CFA3K-V/j VOID 15660.2922 230.7701
OBS: 54094.440 CFA3K-V/j VOID 14008.7657 232.2373
OBS: 54095.397 CFA3K-V/j VOID 13219.0385 206.9705
OBS: 54100.219 CFA3K-V/j VOID 9647.1683 328.7466
