SURVEY: DES
SNID: 1292332
IAUC:       NULL                
FILTERS: griz
FAKE:         0
TYPE:       101
MASK_FLUXCOR_SNANA:    3
RA:            41.143486               # deg
DEC:          -1.285123               # deg
MWEBV: 0.025 # MW E(B-V)
MWEBV_ERR:    0.001                    # MW E(B-V)
PIXSIZE:     0.2700                    # arcSec
PEAKMJD:     56899.383
REDSHIFT_HELIO: 0.27440 +- 0.00100
REDSHIFT_CMB: 0.27367 +- 0.00100
VPEC: 59.117
VPEC_ERR: 250.000
  
HOSTGAL_OBJID:        32815
HOSTGAL_PHOTOZ:    0.3945 +-  0.0798   # (HELIO)
HOSTGAL_SPECZ:     0.2744 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP:     0.3100              # arcSec
HOSTGAL_LOGMASS: 10.269 +- 0.189
HOSTGAL_MAG:            22.30    21.00    20.54    20.23    # griz
HOSTGAL_SB_FLUXCAL:     24.99    82.66   139.37   188.79    # griz
  
# Private variables
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
#==============================
NOBS:  49
NVAR:  11
VARLIST: MJD BAND FIELD  FLUXCAL FLUXCALERR  ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB 
OBS: 56890.328 DES-g S2 215.47 6.4672 30.729 2.200 7.91 4.000 0 0.810
OBS: 56890.331 DES-r S2 218.38 10.956 30.773 1.970 13.30 4.030 0 1.010
OBS: 56890.333 DES-i S2 198.32 18.812 31.016 2.150 24.30 4.090 0 1.140
OBS: 56890.335 DES-z S2 159.90 20.778 30.696 2.170 24.79 3.995 0 1.010
OBS: 56894.288 DES-i S2 265.64 33.148 31.010 4.540 23.33 4.020 0 1.090
OBS: 56903.383 DES-g S2 327.74 8.4820 30.442 2.700 7.70 4.060 0 1.050
OBS: 56903.386 DES-r S2 377.48 16.994 30.386 2.360 12.79 4.080 0 1.080
OBS: 56903.388 DES-i S2 347.77 28.978 30.388 2.110 25.52 4.090 0 0.950
OBS: 56903.391 DES-z S2 186.72 24.941 30.458 2.150 24.44 4.005 0 0.990
OBS: 56915.265 DES-g S2 158.75 20.495 30.682 2.470 17.89 4.140 0 1.020
OBS: 56915.267 DES-r S2 290.50 34.547 30.754 2.420 21.62 4.060 0 0.980
OBS: 56915.269 DES-i S2 227.80 29.823 31.027 2.440 30.00 4.080 0 1.030
OBS: 56915.272 DES-z S2 121.22 25.163 30.691 2.274 24.00 3.969 0 0.990
OBS: 56923.315 DES-g S2 73.736 6.4697 30.692 3.600 7.36 3.950 0 1.060
OBS: 56923.318 DES-r S2 172.12 14.376 30.772 3.390 11.45 4.000 0 1.140
OBS: 56923.320 DES-i S2 187.76 21.666 31.016 3.150 18.81 4.030 0 0.910
OBS: 56923.323 DES-z S2 77.567 23.000 30.676 3.193 18.30 3.950 0 1.010
OBS: 56927.280 DES-g S2 52.639 5.7829 30.753 2.940 8.24 4.000 0 1.040
OBS: 56927.283 DES-r S2 144.11 12.544 30.786 2.700 12.17 4.010 0 1.050
OBS: 56927.285 DES-i S2 163.21 17.579 31.021 2.280 20.54 4.120 0 0.950
OBS: 56927.287 DES-z S2 105.08 16.426 30.684 1.971 20.79 4.020 0 1.020
OBS: 56932.217 DES-g S2 38.194 7.5584 30.719 2.620 11.27 4.110 0 1.040
OBS: 56932.220 DES-r S2 132.07 11.645 30.790 2.380 13.23 4.000 0 1.030
OBS: 56932.222 DES-i S2 143.60 16.362 31.013 2.190 18.91 4.040 0 1.040
OBS: 56932.224 DES-z S2 105.01 14.648 30.694 2.064 16.95 3.960 0 0.960
OBS: 56943.202 DES-g S2 22.709 13.388 30.700 2.360 18.81 4.190 0 1.080
OBS: 56943.204 DES-r S2 53.717 16.980 30.777 2.130 19.00 4.060 0 0.880
OBS: 56943.206 DES-i S2 112.76 19.037 31.017 1.840 24.72 4.050 0 1.120
OBS: 56943.209 DES-z S2 107.32 14.594 30.699 1.740 19.36 4.025 0 0.980
OBS: 56952.118 DES-g S2 16.671 4.6695 30.672 2.170 8.27 4.030 0 1.080
OBS: 56952.120 DES-r S2 49.436 9.9205 30.732 1.960 12.79 4.050 0 1.070
OBS: 56952.122 DES-i S2 64.004 16.670 30.983 1.820 24.69 4.080 0 1.080
OBS: 56952.125 DES-z S2 75.810 18.303 30.647 1.900 24.85 3.985 0 1.000
OBS: 56957.104 DES-g S2 15.409 10.525 30.437 4.400 8.57 4.010 0 0.980
OBS: 56957.106 DES-r S2 38.125 18.165 30.731 3.900 13.10 4.010 0 1.010
OBS: 56957.108 DES-i S2 44.907 25.080 31.004 3.200 22.62 4.140 0 0.980
OBS: 56957.111 DES-z S2 34.289 27.108 30.671 3.011 22.68 3.980 0 0.980
OBS: 56959.100 DES-g S2 14.991 6.2095 30.688 2.180 10.73 4.100 0 1.090
OBS: 56959.102 DES-r S2 42.204 10.047 30.739 1.940 14.34 4.030 0 1.060
OBS: 56959.105 DES-i S2 63.681 16.738 30.987 1.940 24.46 4.080 0 0.970
OBS: 56959.107 DES-z S2 58.779 16.245 30.661 1.669 23.71 3.975 0 1.100
OBS: 56964.215 DES-g S2 -8.3070 14.187 30.667 2.040 25.57 4.230 0 1.100
OBS: 56964.218 DES-r S2 54.607 14.368 30.782 1.790 24.90 4.070 0 0.980
OBS: 56964.220 DES-i S2 52.495 19.007 31.002 1.960 31.80 4.120 0 1.120
OBS: 56964.222 DES-z S2 19.634 19.506 30.663 1.895 26.77 4.010 0 1.040
OBS: 56973.183 DES-g S2 3.1690 7.1404 30.712 1.810 14.54 4.130 0 0.980
OBS: 56973.185 DES-r S2 45.908 9.6205 30.758 1.670 15.62 4.040 0 1.150
