SURVEY: DES
SNID: 1338278
IAUC:       NULL                
FILTERS: griz
FAKE:         0
TYPE:         1
MASK_FLUXCOR_SNANA:    3
RA:            34.429966               # deg
DEC:          -4.976041               # deg
MWEBV: 0.017 # MW E(B-V)
MWEBV_ERR:    0.001                    # MW E(B-V)
PIXSIZE:     0.2700                    # arcSec
PEAKMJD:     57363.004
REDSHIFT_HELIO: 0.56520 +- 0.00100
REDSHIFT_CMB: 0.56437 +- 0.00100
VPEC: 139.374
VPEC_ERR: 250.000
  
HOSTGAL_OBJID:        43050
HOSTGAL_PHOTOZ:    0.4185 +-  0.0452   # (HELIO)
HOSTGAL_SPECZ:     0.5652 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP:     0.2900              # arcSec
HOSTGAL_LOGMASS: 9.919 +- 0.058
HOSTGAL_MAG:            23.28    22.38    22.03    21.77    # griz
HOSTGAL_SB_FLUXCAL:      8.95    21.80    32.93    39.04    # griz
  
# Private variables
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
#==============================
NOBS:  40
NVAR:  11
VARLIST: MJD BAND FIELD  FLUXCAL FLUXCALERR  ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB 
OBS: 57339.033 DES-g X1 -3.3590 7.0169 30.596 3.170 8.21 3.680 0 1.000
OBS: 57339.035 DES-r X1 -5.1010 9.4152 30.725 2.940 12.86 3.890 0 1.040
OBS: 57339.037 DES-i X1 -12.593 12.137 30.953 2.670 23.56 4.050 0 1.030
OBS: 57339.040 DES-z X1 -16.351 15.876 30.666 2.528 24.38 4.059 0 0.950
OBS: 57344.213 DES-g X1 -6.0010 4.4644 30.622 2.170 7.89 3.620 0 1.050
OBS: 57344.216 DES-r X1 6.2521 5.7429 30.686 1.810 11.93 3.840 0 0.990
OBS: 57344.218 DES-i X1 16.050 8.7088 30.916 1.840 22.98 4.070 0 0.910
OBS: 57344.220 DES-z X1 -9.3620 12.619 30.523 1.802 22.95 4.085 0 0.930
OBS: 57355.156 DES-g X1 0.66442 10.154 30.652 1.830 20.56 4.100 0 0.980
OBS: 57355.159 DES-r X1 57.998 8.5453 30.726 1.700 19.78 4.000 0 1.130
OBS: 57355.161 DES-i X1 58.887 8.3024 30.960 1.560 26.32 4.150 0 1.000
OBS: 57355.163 DES-z X1 45.051 10.837 30.642 1.724 23.43 4.075 0 1.030
OBS: 57365.051 DES-g X1 30.788 6.1401 30.374 2.230 7.82 3.630 0 0.990
OBS: 57365.054 DES-r X1 74.590 6.7324 30.501 1.920 10.66 3.780 0 1.070
OBS: 57365.056 DES-i X1 82.703 6.8080 30.909 1.720 17.64 4.000 0 0.990
OBS: 57365.059 DES-z X1 77.566 9.4873 30.515 1.766 15.93 4.103 0 0.980
OBS: 57372.046 DES-g X1 17.741 5.7160 30.670 2.250 9.72 3.830 0 1.020
OBS: 57372.048 DES-r X1 71.856 6.3499 30.711 2.120 11.40 3.820 0 1.040
OBS: 57372.051 DES-i X1 75.352 8.8724 30.948 2.220 18.74 4.010 0 0.970
OBS: 57372.053 DES-z X1 78.064 10.623 30.633 2.045 17.97 4.055 0 0.980
OBS: 57379.058 DES-g X1 -23.822 30.748 30.663 2.300 36.52 4.140 0 0.870
OBS: 57379.061 DES-r X1 50.201 19.662 30.761 2.140 35.31 4.040 0 1.010
OBS: 57379.063 DES-i X1 60.978 17.228 30.993 2.120 41.31 4.160 0 0.870
OBS: 57379.064 DES-z X1 58.408 22.194 30.647 1.900 43.24 4.070 32768 1.010
OBS: 57388.042 DES-g X1 3.5660 5.8226 30.567 2.010 10.99 3.900 0 0.960
OBS: 57388.045 DES-r X1 45.516 8.1017 30.468 1.920 13.42 3.890 0 0.950
OBS: 57388.047 DES-i X1 49.129 7.4775 30.921 2.000 20.05 4.110 0 1.020
OBS: 57388.048 DES-z X1 57.573 17.722 30.574 1.960 28.33 4.120 32768 1.050
OBS: 57395.094 DES-g X1 10.536 6.8163 30.628 3.350 7.98 3.640 0 0.990
OBS: 57395.096 DES-r X1 23.597 8.5001 30.750 2.910 11.35 3.820 0 1.000
OBS: 57395.098 DES-i X1 43.200 14.776 30.963 3.500 22.27 4.080 0 0.960
OBS: 57395.100 DES-z X1 13.531 24.027 30.582 3.719 22.78 4.076 0 1.020
OBS: 57402.048 DES-g X1 -8.2820 5.2690 30.636 1.690 12.67 3.970 0 1.100
OBS: 57402.051 DES-r X1 17.852 5.9275 30.714 1.580 14.23 3.910 0 0.910
OBS: 57402.053 DES-i X1 28.832 7.0535 30.954 1.480 22.03 4.090 0 1.070
OBS: 57402.056 DES-z X1 37.778 9.0069 30.597 1.409 21.00 4.100 0 1.010
OBS: 57427.050 DES-g X1 15.331 9.6909 30.463 3.700 9.31 3.780 0 0.950
OBS: 57427.052 DES-r X1 11.691 12.340 30.652 3.130 13.46 3.890 0 0.980
OBS: 57427.054 DES-i X1 -0.36800 15.618 30.913 3.160 24.84 4.040 0 0.860
OBS: 57427.057 DES-z X1 17.675 22.404 30.558 2.890 25.45 4.102 0 1.000
END: 
