SURVEY: FOUNDATION
SNTYPE: 1
SNID: ATLAS16cpu
RA: 227.9561466
DECL: 46.2510022
MWEBV: 0.0240 +- 0.0012
FILTERS: griz
REDSHIFT_HELIO: 0.0181950 +- 0.0000077
REDSHIFT_FINAL: 0.0185115 +- 0.0000077
SEARCH_PEAKMJD: 57631.27781
HOSTGAL_LOGMASS: 10.278 +- 0.012
VPEC: -27.323
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 20
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57631.27740      g    NULL    46454.370        695.338    15.832     0.016  2.40
OBS:  57638.23979      g    NULL    37424.756        576.756    16.067     0.017  1.77
OBS:  57653.23113      g    NULL    10411.644        266.116    17.456     0.028  4.83
OBS:  57657.21947      g    NULL     7015.938        208.682    17.885     0.032  2.14
OBS:  57676.21427      g    NULL     2867.684        408.498    18.856     0.154  3.07
OBS:  57631.27781      r    NULL    47483.777        698.148    15.809     0.016  2.18
OBS:  57638.24021      r    NULL    38398.564        576.671    16.039     0.016  1.83
OBS:  57653.23155      r    NULL    22868.761        403.310    16.602     0.019  4.87
OBS:  57657.21989      r    NULL    20531.203        348.760    16.719     0.018  1.89
OBS:  57676.21469      r    NULL     7414.762        328.981    17.825     0.048  3.13
OBS:  57631.27816      i    NULL    25746.346        411.854    16.473     0.017  2.39
OBS:  57638.24056      i    NULL    19185.944        312.967    16.793     0.018  1.52
OBS:  57653.23190      i    NULL    15865.523        337.384    16.999     0.023  4.60
OBS:  57657.22023      i    NULL    17485.217        312.408    16.893     0.019  1.98
OBS:  57676.21502      i    NULL     5800.418        250.184    18.091     0.047  2.61
OBS:  57631.27851      z    NULL    25456.749        436.522    16.485     0.019  2.09
OBS:  57638.24091      z    NULL    19450.760        347.214    16.778     0.019  1.67
OBS:  57653.23225      z    NULL    17052.385        399.825    16.921     0.025  3.46
OBS:  57657.22057      z    NULL    16745.029        344.888    16.940     0.022  1.92
OBS:  57676.21537      z    NULL     4256.743        273.670    18.427     0.069  2.35
END:
