SURVEY: CFA4p2
PHOTOMETRY_VERSION: CFA4
SNTYPE: 1
SNID:  2009kq
IAUC:  2009kq
IAUC:    UNKNOWN
RA:   129.06312  deg
DECL:    28.067131  deg
MWEBV: 0.041000000 MW E(B-V) (SFD98)
REDSHIFT_HELIO:  0.011638 +- 0.000500000  (Hel)
REDSHIFT_CMB:  0.0124097516078 +- 0.000500000  (CMB)
REDSHIFT_FINAL: 0.0124097516078 +- 0.000500000  (CMB)
HOSTGAL_LOGMASS: 10.1860 +- 0.104
PRIVATE(COSMO): 1
FILTERS: BVri
SEARCH_PEAKMJD: 55155.5
NOBS: 82
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      55150.5     B      md      121060.    5859.30    14.7925    0.0484000
OBS:      55151.5     B      md      127292.    7713.88    14.7380    0.0606000
OBS:      55153.5     B      md      136521.    14908.1    14.6620    0.109200
OBS:      55155.5     B      md      137658.    12760.9    14.6530    0.0927000
OBS:      55157.5     B      md      128825.    13681.2    14.7250    0.106200
OBS:      55158.5     B      md      124624.    11988.8    14.7610    0.0962000
OBS:      55160.3     B      md      115345.    15064.1    14.8450    0.130600
OBS:      55176.4     B      md      26865.8    7020.04    16.4270    0.261300
OBS:      55177.5     B      md      25398.0    5176.12    16.4880    0.203800
OBS:      55181.4     B      md      18230.6    262.520    16.8480    0.0144000
OBS:      55185.5     B      md      13304.5    202.229    17.1900    0.0152000
OBS:      55205.3     B      md      6444.66    137.916    17.9770    0.0214000
OBS:      55208.3     B      md      6931.06    100.500    17.8980    0.0145000
OBS:      55212.3     B      md      6376.76    102.028    17.9885    0.0160000
OBS:      55232.4     B      md      5435.00    101.635    18.1620    0.0187000
OBS:      55242.2     B      md      5016.49    85.7820    18.2490    0.0171000
OBS:      55244.2     B      md      4438.13    150.453    18.3820    0.0339000
OBS:      55247.2     B      md      4138.09    95.5899    18.4580    0.0231000
OBS:      55267.2     B      md      3144.85    52.8335    18.7560    0.0168000
OBS:      55150.5     V      md      120005.    2736.12    14.8020    0.0228000
OBS:      55151.5     V      md      128115.    3202.88    14.7310    0.0250000
OBS:      55153.5     V      md      137658.    3950.77    14.6530    0.0287000
OBS:      55155.5     V      md      143219.    5571.21    14.6100    0.0389000
OBS:      55157.5     V      md      141514.    5023.76    14.6230    0.0355000
OBS:      55158.5     V      md      139059.    4491.61    14.6420    0.0323000
OBS:      55160.3     V      md      133045.    6559.14    14.6900    0.0493000
OBS:      55171.5     V      md      74404.7    7663.68    15.3210    0.103000
OBS:      55176.5     V      md      59703.5    10000.3    15.5600    0.167500
OBS:      55177.5     V      md      56389.8    1296.96    15.6220    0.0230000
OBS:      55181.4     V      md      46859.8    932.510    15.8230    0.0199000
OBS:      55185.5     V      md      36576.4    991.219    16.0920    0.0271000
OBS:      55205.3     V      md      16888.9    501.599    16.9310    0.0297000
OBS:      55208.3     V      md      15631.5    251.667    17.0150    0.0161000
OBS:      55212.3     V      md      12953.9    243.533    17.2190    0.0188000
OBS:      55232.4     V      md      9086.57    159.015    17.6040    0.0175000
OBS:      55242.2     V      md      6723.57    229.946    17.9310    0.0342000
OBS:      55244.2     V      md      6391.46    124.633    17.9860    0.0195000
OBS:      55247.2     V      md      5899.29    90.2592    18.0730    0.0153000
OBS:      55267.2     V      md      3840.61    71.4353    18.5390    0.0186000
OBS:      55332.2     V      md      1122.02    32.0897    19.8750    0.0286000
OBS:      55150.5     r      md      115878.    2792.65    14.8400    0.0241000
OBS:      55151.5     r      md      122800.    3647.17    14.7770    0.0297000
OBS:      55153.5     r      md      130257.    3738.37    14.7130    0.0287000
OBS:      55155.5     r      md      135021.    3794.08    14.6740    0.0281000
OBS:      55157.5     r      md      134648.    7122.88    14.6770    0.0529000
OBS:      55158.5     r      md      132678.    13135.2    14.6930    0.0990000
OBS:      55160.3     r      md      125545.    16408.8    14.7530    0.130700
OBS:      55176.5     r      md      64744.1    1107.12    15.4720    0.0171000
OBS:      55177.5     r      md      64387.3    1120.34    15.4780    0.0174000
OBS:      55181.4     r      md      59265.2    1179.38    15.5680    0.0199000
OBS:      55185.5     r      md      48887.7    904.423    15.7770    0.0185000
OBS:      55205.3     r      md      19733.3    860.373    16.7620    0.0436000
OBS:      55208.3     r      md      17782.8    410.783    16.8750    0.0231000
OBS:      55212.3     r      md      15922.1    331.179    16.9950    0.0208000
OBS:      55232.4     r      md      9427.58    190.437    17.5640    0.0202000
