SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2017coa
RA: 132.4803320
DECL: 56.0990451
MWEBV: 0.0557 +- 0.0028
FILTERS: griz
REDSHIFT_HELIO: 0.0400000 +- 0.0030000
REDSHIFT_FINAL: 0.0404324 +- 0.0030000
SEARCH_PEAKMJD: 57846.35159
HOSTGAL_LOGMASS: 7.575 +- 0.030
VPEC: 139.851
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 19
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57846.35159      g    NULL    11506.951        244.995    17.348     0.023  2.73
OBS:  57863.24974      g    NULL     6044.886        147.420    18.047     0.026  1.80
OBS:  57870.24875      g    NULL     3677.122        120.910    18.586     0.036  2.22
OBS:  57879.25615      g    NULL     1777.748        133.510    19.375     0.081  1.75
OBS:  57846.35201      r    NULL    10899.576        218.564    17.406     0.022  2.77
OBS:  57863.25015      r    NULL     6662.871        143.145    17.941     0.023  1.50
OBS:  57870.24915      r    NULL     5950.452        142.877    18.064     0.026  1.97
OBS:  57879.25656      r    NULL     4541.889        132.795    18.357     0.032  1.62
OBS:  57893.25969      r    NULL     2199.765         94.502    19.144     0.046  1.79
OBS:  57846.35236      i    NULL     7103.342        178.880    17.871     0.027  2.48
OBS:  57863.25051      i    NULL     3563.737        113.641    18.620     0.034  1.64
OBS:  57870.24950      i    NULL     3494.124        114.150    18.642     0.035  1.71
OBS:  57879.25692      i    NULL     4440.338        136.785    18.381     0.033  1.81
OBS:  57893.26004      i    NULL     2177.251        103.307    19.155     0.051  1.52
OBS:  57846.35272      z    NULL     7006.003        226.700    17.886     0.035  2.26
OBS:  57863.25087      z    NULL     3701.196        164.280    18.579     0.048  1.32
OBS:  57870.24985      z    NULL     3447.603        155.799    18.656     0.049  1.58
OBS:  57879.25727      z    NULL     3616.986        168.951    18.604     0.050  1.53
OBS:  57893.26040      z    NULL     1393.328        152.117    19.640     0.118  1.52
END:
