SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16fs
RA: 221.7766685
DECL: 11.5949199
MWEBV: 0.0279 +- 0.0014
FILTERS: griz
REDSHIFT_HELIO: 0.0292052 +- 0.0000097
REDSHIFT_FINAL: 0.0298857 +- 0.0000097
SEARCH_PEAKMJD: 57544.30847
HOSTGAL_LOGMASS: 11.080 +- 0.002
VPEC: -217.637
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 27
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57544.30847      g    NULL    27030.588        439.115    16.420     0.018  1.70
OBS:  57550.26508      g    NULL    18293.392        315.017    16.844     0.019  1.53
OBS:  57558.27233      g    NULL    10041.428        258.060    17.496     0.028  1.80
OBS:  57566.34975      g    NULL     4302.219        136.182    18.416     0.034  1.89
OBS:  57577.26955      g    NULL     2313.504        107.618    19.089     0.050  1.83
OBS:  57587.32369      g    NULL     1792.975        222.699    19.366     0.134  1.81
OBS:  57598.27132      g    NULL     1720.649        175.192    19.411     0.110  3.55
OBS:  57544.30886      r    NULL    25303.765        409.109    16.492     0.018  1.56
OBS:  57550.26548      r    NULL    21267.532        340.981    16.681     0.017  1.45
OBS:  57558.27272      r    NULL    13491.344        275.821    17.175     0.022  1.86
OBS:  57566.35014      r    NULL    10876.246        204.048    17.409     0.020  1.71
OBS:  57577.26992      r    NULL     5334.471        151.724    18.182     0.031  2.11
OBS:  57587.32410      r    NULL     3618.171        197.698    18.604     0.059  1.61
OBS:  57598.27171      r    NULL     3240.497        226.572    18.723     0.076  3.68
OBS:  57544.30923      i    NULL    15006.443        274.841    17.059     0.020  1.60
OBS:  57550.26584      i    NULL    10509.280        208.700    17.446     0.022  1.38
OBS:  57558.27309      i    NULL     7686.695        237.664    17.786     0.033  1.67
OBS:  57566.35050      i    NULL     9297.365        210.226    17.579     0.024  1.48
OBS:  57577.27030      i    NULL     4165.981        162.416    18.451     0.042  2.02
OBS:  57587.32445      i    NULL     2992.329        199.737    18.810     0.072  1.37
OBS:  57598.27207      i    NULL     2624.607        237.557    18.952     0.098  3.44
OBS:  57558.27346      z    NULL     9292.644        296.867    17.580     0.035  1.61
OBS:  57566.35087      z    NULL     9921.649        256.367    17.509     0.028  1.41
OBS:  57577.27067      z    NULL     4385.462        194.271    18.395     0.048  1.87
OBS:  57587.32481      z    NULL     2356.087        266.015    19.070     0.122  1.42
OBS:  57598.27243      z    NULL     2006.113        278.411    19.244     0.150  2.93
OBS:  57598.25881      z    NULL     1625.271        238.509    19.473     0.158  3.66
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57547.00
SPEC: 3253.05 3254.75 2.54807e-15 7.35649e-16 0
SPEC: 3254.75 3256.45 3.31176e-15 7.33791e-16 0
SPEC: 3256.55 3258.25 4.66921e-15 7.31886e-16 0
SPEC: 3258.25 3259.95 3.76893e-15 7.29931e-16 0
SPEC: 3259.95 3261.65 2.55582e-15 7.27926e-16 0
SPEC: 3261.75 3263.45 3.22014e-15 7.25868e-16 0
SPEC: 3263.45 3265.15 3.30415e-15 7.23758e-16 0
SPEC: 3265.25 3266.95 3.75534e-15 7.21594e-16 0
SPEC: 3266.95 3268.65 3.94423e-15 7.19375e-16 0
SPEC: 3268.75 3270.45 3.90325e-15 7.17100e-16 0
SPEC: 3270.45 3272.15 2.99069e-15 7.14767e-16 0
SPEC: 3272.15 3273.85 2.86361e-15 7.12376e-16 0
SPEC: 3273.95 3275.65 2.37155e-15 7.09925e-16 0
SPEC: 3275.65 3277.35 3.04775e-15 7.07415e-16 0
SPEC: 3277.35 3279.05 2.83364e-15 7.04844e-16 0
SPEC: 3279.15 3280.85 2.05711e-15 7.02211e-16 0
SPEC: 3280.85 3282.55 1.65071e-15 6.99516e-16 0
SPEC: 3282.65 3284.35 1.21256e-15 6.96758e-16 0
SPEC: 3284.35 3286.05 2.05250e-15 6.93936e-16 0
SPEC: 3286.15 3287.85 2.54494e-15 6.91051e-16 0
SPEC: 3287.85 3289.55 1.75163e-15 6.88102e-16 0
SPEC: 3289.55 3291.25 1.64330e-15 6.85089e-16 0
SPEC: 3291.35 3293.05 3.33127e-15 6.82011e-16 0
SPEC: 3293.05 3294.75 3.47703e-15 6.78869e-16 0
SPEC: 3294.85 3296.55 2.63104e-15 6.75663e-16 0
SPEC: 3296.55 3298.25 2.87244e-15 6.72393e-16 0
SPEC: 3298.35 3300.05 2.77891e-15 6.69059e-16 0
SPEC: 3300.05 3301.75 2.46374e-15 6.65663e-16 0
SPEC: 3301.75 3303.45 2.37262e-15 6.62204e-16 0
SPEC: 3303.55 3305.25 1.26764e-15 6.58684e-16 0
SPEC: 3305.25 3306.95 1.61339e-15 6.55103e-16 0
SPEC: 3306.95 3308.65 2.92908e-15 6.51463e-16 0
SPEC: 3308.75 3310.45 1.97666e-15 6.47765e-16 0
SPEC: 3310.45 3312.15 1.78459e-15 6.44010e-16 0
SPEC: 3312.25 3313.95 1.97196e-15 6.40201e-16 0
SPEC: 3313.95 3315.65 2.51864e-15 6.36338e-16 0
SPEC: 3315.75 3317.45 2.15741e-15 6.32423e-16 0
SPEC: 3317.45 3319.15 1.78131e-15 6.28459e-16 0
SPEC: 3319.15 3320.85 1.59951e-15 6.24448e-16 0
SPEC: 3320.95 3322.65 1.70392e-15 6.20392e-16 0
