SURVEY: FOUNDATION
SNTYPE: 1
SNID: ATLAS16agv
RA: 250.2903124
DECL: 50.9724476
MWEBV: 0.0212 +- 0.0011
FILTERS: griz
REDSHIFT_HELIO: 0.0477900 +- 0.0001700
REDSHIFT_FINAL: 0.0477771 +- 0.0001700
SEARCH_PEAKMJD: 57467.53806
HOSTGAL_LOGMASS: 6.000 +- 0.100
VPEC: 134.743
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 32
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57467.53806      g    NULL    14947.575        304.277    17.064     0.022  2.18
OBS:  57472.58237      g    NULL    14262.887        295.435    17.114     0.022  2.08
OBS:  57477.60021      g    NULL    12381.675        234.999    17.268     0.021  1.92
OBS:  57482.46565      g    NULL     9191.337        234.792    17.592     0.028  4.02
OBS:  57490.58762      g    NULL     4901.442        145.614    18.274     0.032  2.91
OBS:  57497.59745      g    NULL     2621.592        134.093    18.954     0.055  2.07
OBS:  57507.52130      g    NULL     1865.789        124.677    19.323     0.072  2.37
OBS:  57467.53847      r    NULL    12727.235        253.030    17.238     0.022  2.15
OBS:  57472.58278      r    NULL    12611.633        245.572    17.248     0.021  2.16
OBS:  57477.60060      r    NULL    11652.545        209.716    17.334     0.020  1.74
OBS:  57482.46606      r    NULL     8958.755        185.773    17.619     0.022  2.68
OBS:  57490.58802      r    NULL     6830.192        152.148    17.914     0.024  2.57
OBS:  57497.59786      r    NULL     5761.212        139.473    18.099     0.026  1.98
OBS:  57507.52170      r    NULL     4338.738        129.896    18.407     0.032  2.10
OBS:  57467.53882      i    NULL     8293.625        193.161    17.703     0.025  2.06
OBS:  57472.58313      i    NULL     6839.106        168.709    17.913     0.027  1.91
OBS:  57477.60096      i    NULL     6308.433        141.787    18.000     0.024  1.52
OBS:  57482.46640      i    NULL     4508.437        139.742    18.365     0.034  2.39
OBS:  57490.58837      i    NULL     3746.488        121.706    18.566     0.035  2.26
OBS:  57497.59822      i    NULL     4482.574        131.722    18.371     0.032  1.84
OBS:  57507.52206      i    NULL     3914.006        121.243    18.518     0.033  1.61
OBS:  57531.44339      i    NULL     1339.855         70.264    19.682     0.057  2.29
OBS:  57531.45680      i    NULL     1364.968         61.868    19.662     0.049  1.92
OBS:  57531.47023      i    NULL     1243.689         59.252    19.763     0.051  1.92
OBS:  57531.48364      i    NULL     1469.882         75.341    19.582     0.055  2.49
OBS:  57467.53918      z    NULL     7368.102        216.312    17.832     0.032  1.94
OBS:  57472.58349      z    NULL     6688.790        195.183    17.937     0.032  1.73
OBS:  57477.60132      z    NULL     5668.773        175.238    18.116     0.033  1.60
OBS:  57482.46676      z    NULL     4496.689        205.027    18.368     0.049  2.18
OBS:  57490.58874      z    NULL     4114.762        163.288    18.464     0.043  1.97
OBS:  57497.59857      z    NULL     3473.458        148.757    18.648     0.046  1.66
OBS:  57507.52242      z    NULL     3350.426        164.481    18.687     0.053  1.56
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57466.00
SPEC: 3202.85 3204.55 6.03850e-16 5.51170e-16 0
SPEC: 3204.55 3206.25 6.22037e-16 5.50714e-16 0
SPEC: 3206.35 3208.05 5.66052e-16 5.50205e-16 0
SPEC: 3208.05 3209.75 1.28293e-15 5.49643e-16 0
SPEC: 3209.85 3211.55 1.67620e-15 5.49024e-16 0
SPEC: 3211.55 3213.25 1.19881e-15 5.48349e-16 0
SPEC: 3213.35 3215.05 8.39523e-16 5.47615e-16 0
SPEC: 3215.05 3216.75 4.41383e-16 5.46821e-16 0
SPEC: 3216.75 3218.45 1.33913e-15 5.45965e-16 0
SPEC: 3218.55 3220.25 1.46240e-15 5.45046e-16 0
SPEC: 3220.25 3221.95 9.89936e-16 5.44062e-16 0
SPEC: 3222.05 3223.75 5.97667e-16 5.43012e-16 0
SPEC: 3223.75 3225.45 1.01398e-15 5.41894e-16 0
SPEC: 3225.45 3227.15 2.20681e-15 5.40708e-16 0
SPEC: 3227.25 3228.95 2.21263e-15 5.39450e-16 0
SPEC: 3228.95 3230.65 1.48057e-15 5.38121e-16 0
SPEC: 3230.75 3232.45 1.33694e-15 5.36719e-16 0
SPEC: 3232.45 3234.15 1.90919e-15 5.35242e-16 0
SPEC: 3234.25 3235.95 2.37542e-15 5.33689e-16 0
SPEC: 3235.95 3237.65 2.45976e-15 5.32059e-16 0
SPEC: 3237.65 3239.35 1.66362e-15 5.30351e-16 0
SPEC: 3239.45 3241.15 2.18593e-15 5.28564e-16 0
SPEC: 3241.15 3242.85 2.70901e-15 5.26696e-16 0
SPEC: 3242.95 3244.65 2.13700e-15 5.24747e-16 0
SPEC: 3244.65 3246.35 1.41902e-15 5.22716e-16 0
SPEC: 3246.35 3248.05 1.22791e-15 5.20602e-16 0
SPEC: 3248.15 3249.85 2.07183e-15 5.18405e-16 0
SPEC: 3249.85 3251.55 1.85116e-15 5.16123e-16 0
SPEC: 3251.65 3253.35 1.74712e-15 5.13758e-16 0
SPEC: 3253.35 3255.05 2.27883e-15 5.11307e-16 0
SPEC: 3255.05 3256.75 2.96204e-15 5.08772e-16 0
SPEC: 3256.85 3258.55 2.28554e-15 5.06153e-16 0
SPEC: 3258.55 3260.25 1.95220e-15 5.03448e-16 0
SPEC: 3260.35 3262.05 1.16109e-15 5.00659e-16 0
SPEC: 3262.05 3263.75 1.79911e-15 4.97786e-16 0
SPEC: 3263.85 3265.55 2.66527e-15 4.94829e-16 0
SPEC: 3265.55 3267.25 1.85287e-15 4.91790e-16 0
SPEC: 3267.25 3268.95 1.70946e-15 4.88670e-16 0
SPEC: 3269.05 3270.75 1.60831e-15 4.85468e-16 0
SPEC: 3270.75 3272.45 1.80784e-15 4.82188e-16 0
SPEC: 3272.55 3274.25 1.94010e-15 4.78829e-16 0
SPEC: 3274.25 3275.95 1.85391e-15 4.75394e-16 0
SPEC: 3275.95 3277.65 2.34397e-15 4.71885e-16 0
SPEC: 3277.75 3279.45 2.36447e-15 4.68303e-16 0
SPEC: 3279.45 3281.15 1.43103e-15 4.64650e-16 0
SPEC: 3281.25 3282.95 2.20726e-15 4.60930e-16 0
