SURVEY: CFA4p1
PHOTOMETRY_VERSION: CFA4
SNTYPE: 1
SNID:  2009dc
IAUC:  2009dc
IAUC:    UNKNOWN
RA:   237.80035  deg
DECL:    25.707897  deg
MWEBV: 0.069600000 MW E(B-V) (SFD98)
REDSHIFT_HELIO:  0.021400000 +- 0.000500000  (Hel)
REDSHIFT_CMB:  0.021717004 +- 0.000500000  (CMB)
REDSHIFT_FINAL:  0.021717004 +- 0.000500000  (CMB)
HOSTGAL_LOGMASS: 10.6970 +- 3.261
PRIVATE(COSMO): 1
FILTERS: BVri
SEARCH_PEAKMJD: 54946.4
NOBS: 171
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      54940.4     B      md      67857.9    1472.52    15.4210    0.0217000
OBS:      54941.4     B      md      68045.6    1803.21    15.4180    0.0265000
OBS:      54942.2     B      md      69215.0    2394.84    15.3995    0.0346000
OBS:      54944.2     B      md      75578.9    1844.12    15.3040    0.0244000
OBS:      54945.3     B      md      73485.2    4504.64    15.3345    0.0613000
OBS:      54946.4     B      md      75231.5    1798.03    15.3090    0.0239000
OBS:      54948.4     B      md      76067.7    1643.06    15.2970    0.0216000
OBS:      54950.4     B      md      69342.6    1553.27    15.3975    0.0224000
OBS:      54951.2     B      md      68517.3    1795.15    15.4105    0.0262000
OBS:      54952.5     B      md      68045.6    1653.51    15.4180    0.0243000
OBS:      54955.2     B      md      58721.9    1550.26    15.5780    0.0264000
OBS:      54963.2     B      md      34930.1    1774.45    16.1420    0.0508000
OBS:      54965.2     B      md      29757.7    1276.61    16.3160    0.0429000
OBS:      54967.1     B      md      26497.2    1385.80    16.4420    0.0523000
OBS:      54968.3     B      md      23911.2    1135.78    16.5535    0.0475000
OBS:      54969.4     B      md      22161.5    534.093    16.6360    0.0241000
OBS:      54970.3     B      md      20701.4    616.903    16.7100    0.0298000
OBS:      54974.2     B      md      14934.8    631.742    17.0645    0.0423000
OBS:      54975.3     B      md      14696.0    423.245    17.0820    0.0288000
OBS:      54977.3     B      md      12870.6    4224.14    17.2260    0.328200
OBS:      54982.2     B      md      9785.88    394.371    17.5235    0.0403000
OBS:      54983.3     B      md      9268.29    398.537    17.5825    0.0430000
OBS:      54984.4     B      md      8892.01    417.924    17.6275    0.0470000
OBS:      54986.4     B      md      7819.88    350.330    17.7670    0.0448000
OBS:      54993.2     B      md      6698.85    313.506    17.9350    0.0468000
OBS:      54994.2     B      md      6963.06    275.737    17.8930    0.0396000
OBS:      54995.2     B      md      6540.33    343.368    17.9610    0.0525000
OBS:      54997.4     B      md      6306.67    442.728    18.0005    0.0702000
OBS:      55000.2     B      md      6289.27    514.462    18.0035    0.0818000
OBS:      55003.3     B      md      5328.44    443.326    18.1835    0.0832000
OBS:      55005.2     B      md      5407.55    196.835    18.1675    0.0364000
OBS:      55008.2     B      md      5467.64    244.403    18.1555    0.0447000
OBS:      55025.2     B      md      4047.62    135.191    18.4820    0.0334000
OBS:      54935.5     V      md      38725.8    1428.98    16.0300    0.0369000
OBS:      54940.4     V      md      68738.5    4990.42    15.4070    0.0726000
OBS:      54941.4     V      md      69791.1    10077.8    15.3905    0.144400
OBS:      54942.2     V      md      73586.8    12531.8    15.3330    0.170300
OBS:      54944.2     V      md      77589.0    14772.9    15.2755    0.190400
OBS:      54945.3     V      md      78559.8    19097.9    15.2620    0.243100
OBS:      54946.4     V      md      79031.5    19607.7    15.2555    0.248100
OBS:      54948.4     V      md      78704.6    17283.5    15.2600    0.219600
OBS:      54950.4     V      md      75822.9    28198.5    15.3005    0.371900
OBS:      54951.2     V      md      74370.4    27933.5    15.3215    0.375600
OBS:      54952.5     V      md      73080.3    1110.82    15.3405    0.0152000
OBS:      54955.2     V      md      67050.2    2078.56    15.4340    0.0310000
OBS:      54956.2     V      md      65947.8    2215.84    15.4520    0.0336000
OBS:      54958.2     V      md      63153.9    1686.21    15.4990    0.0267000
OBS:      54959.2     V      md      62459.8    3216.68    15.5110    0.0515000
OBS:      54960.3     V      md      58776.0    2492.10    15.5770    0.0424000
OBS:      54963.2     V      md      54300.0    1558.41    15.6630    0.0287000
OBS:      54965.2     V      md      50141.8    2512.11    15.7495    0.0501000
OBS:      54967.1     V      md      46131.8    908.796    15.8400    0.0197000
OBS:      54968.3     V      md      43491.1    1109.02    15.9040    0.0255000
OBS:      54969.3     V      md      43191.7    2513.76    15.9115    0.0582000
OBS:      54970.3     V      md      40513.5    1053.35    15.9810    0.0260000
OBS:      54974.2     V      md      34261.0    1952.88    16.1630    0.0570000
OBS:      54975.3     V      md      33281.3    835.360    16.1945    0.0251000
OBS:      54977.3     V      md      30157.8    1127.90    16.3015    0.0374000
OBS:      54982.2     V      md      24423.0    1331.06    16.5305    0.0545000
OBS:      54983.3     V      md      23377.6    561.063    16.5780    0.0240000
OBS:      54984.4     V      md      21917.9    813.156    16.6480    0.0371000
OBS:      54985.1     V      md      21399.3    733.997    16.6740    0.0343000
OBS:      54986.4     V      md      20408.0    591.832    16.7255    0.0290000
OBS:      54988.2     V      md      17242.5    679.354    16.9085    0.0394000
OBS:      54990.3     V      md      18146.8    638.767    16.8530    0.0352000
OBS:      54993.2     V      md      16203.2    596.277    16.9760    0.0368000
OBS:      54994.2     V      md      16390.8    880.187    16.9635    0.0537000
OBS:      54995.2     V      md      16143.6    468.164    16.9800    0.0290000
OBS:      54997.4     V      md      14976.1    1072.29    17.0615    0.0716000
OBS:      55000.2     V      md      14534.5    703.470    17.0940    0.0484000
OBS:      55003.3     V      md      13274.0    630.513    17.1925    0.0475000
OBS:      55005.2     V      md      12912.2    778.605    17.2225    0.0603000
OBS:      55007.2     V      md      11684.2    732.602    17.3310    0.0627000
OBS:      55008.2     V      md      12359.5    898.534    17.2700    0.0727000
OBS:      55021.3     V      md      9349.75    553.505    17.5730    0.0592000
OBS:      55022.3     V      md      8871.57    496.808    17.6300    0.0560000
OBS:      55025.2     V      md      9212.97    1303.64    17.5890    0.141500
OBS:      55035.3     V      md      8402.34    1457.81    17.6890    0.173500
OBS:      55039.2     V      md      7115.42    301.694    17.8695    0.0424000
OBS:      55044.2     V      md      6200.12    112.222    18.0190    0.0181000
OBS:      54940.4     r      md      61319.7    925.928    15.5310    0.0151000
OBS:      54941.4     r      md      62776.9    985.598    15.5055    0.0157000
OBS:      54942.2     r      md      65978.2    1009.47    15.4515    0.0153000
OBS:      54944.2     r      md      67795.4    1145.74    15.4220    0.0169000
OBS:      54945.3     r      md      70274.8    1110.34    15.3830    0.0158000
OBS:      54946.4     r      md      71351.0    1255.78    15.3665    0.0176000
OBS:      54948.4     r      md      71647.3    1189.35    15.3620    0.0166000
OBS:      54950.4     r      md      70631.8    1772.86    15.3775    0.0251000
OBS:      54951.2     r      md      69855.4    1187.54    15.3895    0.0170000
OBS:      54952.5     r      md      69502.4    1160.69    15.3950    0.0167000
OBS:      54955.2     r      md      67081.1    1187.34    15.4335    0.0177000
OBS:      54956.2     r      md      65162.9    1179.45    15.4650    0.0181000
OBS:      54958.2     r      md      61546.0    929.345    15.5270    0.0151000
OBS:      54959.2     r      md      58317.6    903.924    15.5855    0.0155000
OBS:      54960.3     r      md      59374.5    902.493    15.5660    0.0152000
OBS:      54963.2     r      md      55156.9    1891.88    15.6460    0.0343000
OBS:      54965.2     r      md      53039.6    1214.61    15.6885    0.0229000
OBS:      54967.1     r      md      51003.5    836.458    15.7310    0.0164000
OBS:      54968.3     r      md      49750.8    1233.82    15.7580    0.0248000
OBS:      54969.3     r      md      47951.3    829.557    15.7980    0.0173000
OBS:      54970.3     r      md      47907.2    804.840    15.7990    0.0168000
OBS:      54974.2     r      md      44035.2    713.371    15.8905    0.0162000
OBS:      54975.3     r      md      42364.3    686.302    15.9325    0.0162000
OBS:      54977.3     r      md      39755.8    655.971    16.0015    0.0165000
OBS:      54982.2     r      md      33067.4    545.612    16.2015    0.0165000
OBS:      54983.3     r      md      31492.0    1042.39    16.2545    0.0331000
OBS:      54984.4     r      md      29922.7    739.090    16.3100    0.0247000
OBS:      54985.1     r      md      29634.7    749.758    16.3205    0.0253000
OBS:      54986.4     r      md      27164.4    605.765    16.4150    0.0223000
OBS:      54988.2     r      md      25751.4    540.779    16.4730    0.0210000
OBS:      54990.3     r      md      24165.7    442.233    16.5420    0.0183000
OBS:      54993.2     r      md      21389.5    423.512    16.6745    0.0198000
OBS:      54994.2     r      md      21369.8    641.093    16.6755    0.0300000
OBS:      54995.2     r      md      20883.3    933.485    16.7005    0.0447000
OBS:      54997.4     r      md      19382.1    734.581    16.7815    0.0379000
OBS:      55000.2     r      md      17856.7    626.769    16.8705    0.0351000
OBS:      55003.3     r      md      16519.6    348.564    16.9550    0.0211000
OBS:      55005.2     r      md      15754.3    458.451    17.0065    0.0291000
OBS:      55007.2     r      md      15233.5    811.947    17.0430    0.0533000
OBS:      55008.2     r      md      14893.6    363.404    17.0675    0.0244000
OBS:      55021.3     r      md      10553.6    432.697    17.4415    0.0410000
OBS:      55022.3     r      md      10129.8    637.163    17.4860    0.0629000
OBS:      55025.2     r      md      10000.0    488.000    17.5000    0.0488000
OBS:      55035.3     r      md      7440.47    540.922    17.8210    0.0727000
OBS:      55038.3     r      md      7450.75    464.927    17.8195    0.0624000
OBS:      55039.1     r      md      6655.80    111.152    17.9420    0.0167000
OBS:      55044.2     r      md      6423.92    231.904    17.9805    0.0361000
OBS:      54935.5     i      md      32719.0    795.073    16.2130    0.0243000
