SURVEY: FOUNDATION
SNTYPE: 1
SNID: PTSS-16efw
RA: 263.9074994
DECL: 8.8090323
MWEBV: 0.1769 +- 0.0088
FILTERS: griz
REDSHIFT_HELIO: 0.0355730 +- 0.0000230
REDSHIFT_FINAL: 0.0354254 +- 0.0000230
SEARCH_PEAKMJD: 57514.56342
HOSTGAL_LOGMASS: 10.739 +- 0.006
VPEC: 100.417
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 45
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57514.56303      g    NULL     8398.665        180.862    17.689     0.023  2.22
OBS:  57520.52576      g    NULL     6141.114        136.713    18.029     0.024  2.31
OBS:  57525.49559      g    NULL     4131.040        149.140    18.460     0.039  1.92
OBS:  57537.43600      g    NULL     1366.671         78.729    19.661     0.062  1.43
OBS:  57542.46219      g    NULL     1075.338        100.654    19.921     0.101  2.33
OBS:  57549.47759      g    NULL      968.272         93.573    20.035     0.104  2.25
OBS:  57561.40250      g    NULL      617.409        185.729    20.524     0.325  2.06
OBS:  57964.34332      g    NULL     -112.935         65.100       nan     0.623  1.86
OBS:  57514.56342      r    NULL     9138.436        178.814    17.598     0.021  2.36
OBS:  57520.52615      r    NULL     6364.752        136.021    17.991     0.023  2.28
OBS:  57525.49597      r    NULL     5529.431        131.908    18.143     0.026  1.87
OBS:  57537.43639      r    NULL     3600.634        101.541    18.609     0.030  1.45
OBS:  57542.46258      r    NULL     3050.138        102.636    18.789     0.036  1.94
OBS:  57549.47798      r    NULL     2266.903         95.406    19.111     0.045  2.21
OBS:  57561.40289      r    NULL     1338.873        151.977    19.683     0.123  1.93
OBS:  57920.32596      r    NULL     -132.980         75.206       nan     0.611  2.07
OBS:  57964.34371      r    NULL       92.112         64.767    22.589     0.759  1.86
OBS:  57563.47242      r    NULL     1331.586         94.718    19.689     0.077  3.78
OBS:  57563.56208      r    NULL     1110.216         70.845    19.886     0.069  2.18
OBS:  57563.57489      r    NULL      860.833         70.509    20.163     0.088  2.27
OBS:  57563.58773      r    NULL     1190.321        114.361    19.811     0.104  3.09
OBS:  57514.56379      i    NULL     5704.615        232.492    18.109     0.044  2.23
OBS:  57514.56504      i    NULL     6070.788        143.938    18.042     0.026  1.73
OBS:  57520.52652      i    NULL     3432.348        109.901    18.661     0.035  1.73
OBS:  57525.49634      i    NULL     3288.439        121.512    18.708     0.040  1.66
OBS:  57537.43674      i    NULL     3350.753        105.144    18.687     0.034  1.38
OBS:  57542.46294      i    NULL     3052.145        111.073    18.788     0.039  1.75
OBS:  57549.47834      i    NULL     2140.217        118.199    19.174     0.060  2.24
OBS:  57561.40326      i    NULL     1335.193        128.254    19.686     0.104  1.71
OBS:  57920.32631      i    NULL       61.676         78.689    23.025     1.378  1.76
OBS:  57964.34407      i    NULL      -92.934         73.195       nan     0.851  1.58
OBS:  57499.51792      i    NULL     3959.985         86.221    18.506     0.024  1.42
OBS:  57499.53077      i    NULL     3728.046         83.455    18.571     0.024  1.41
OBS:  57499.55700      i    NULL     3846.434         81.285    18.537     0.023  1.46
OBS:  57499.54390      i    NULL     3932.447         82.319    18.513     0.023  1.36
OBS:  57514.56416      z    NULL     6374.009        205.175    17.989     0.035  2.11
OBS:  57520.52689      z    NULL     4268.324        179.208    18.424     0.045  1.90
OBS:  57525.49671      z    NULL     4133.959        159.300    18.459     0.042  1.52
OBS:  57537.43711      z    NULL     3541.990        140.670    18.627     0.043  1.28
OBS:  57542.46331      z    NULL     3508.365        162.360    18.637     0.050  1.74
OBS:  57549.47871      z    NULL     1551.804        165.433    19.523     0.115  1.85
OBS:  57561.40362      z    NULL      857.327        151.867    20.167     0.191  1.53
OBS:  57920.32666      z    NULL      -97.378        125.472       nan     1.392  1.68
OBS:  57964.34444      z    NULL       47.437        123.370    23.310     2.809  1.70
OBS:  57538.61192      z    NULL     4110.069        130.136    18.465     0.034  1.66
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57513.00
SPEC: 3502.20 3505.00 3.39730e-16 1.75345e-16 0
SPEC: 3505.00 3507.80 2.83383e-16 1.74267e-16 0
SPEC: 3507.90 3510.70 -3.50048e-17 1.73131e-16 0
SPEC: 3510.80 3513.60 1.16493e-16 1.71936e-16 0
SPEC: 3513.60 3516.40 1.90720e-16 1.70684e-16 0
SPEC: 3516.50 3519.30 4.54031e-16 1.69374e-16 0
SPEC: 3519.40 3522.20 5.52915e-16 1.68007e-16 0
SPEC: 3522.20 3525.00 5.41442e-16 1.66585e-16 0
SPEC: 3525.10 3527.90 5.89131e-16 1.65108e-16 0
SPEC: 3527.90 3530.70 3.25707e-16 1.63578e-16 0
SPEC: 3530.80 3533.60 5.41622e-16 1.61997e-16 0
SPEC: 3533.70 3536.50 5.56355e-16 1.60366e-16 0
SPEC: 3536.50 3539.30 1.73091e-16 1.58689e-16 0
SPEC: 3539.40 3542.20 2.55323e-16 1.56967e-16 0
SPEC: 3542.30 3545.10 4.06628e-16 1.55203e-16 0
SPEC: 3545.10 3547.90 5.83231e-16 1.53400e-16 0
SPEC: 3548.00 3550.80 2.80635e-16 1.51562e-16 0
SPEC: 3550.80 3553.60 5.76682e-16 1.49692e-16 0
SPEC: 3553.70 3556.50 2.93373e-16 1.47794e-16 0
SPEC: 3556.60 3559.40 5.55038e-16 1.45872e-16 0
SPEC: 3559.40 3562.20 5.44210e-16 1.43930e-16 0
SPEC: 3562.30 3565.10 5.20218e-16 1.41972e-16 0
SPEC: 3565.20 3568.00 4.33017e-16 1.40002e-16 0
SPEC: 3568.00 3570.80 5.76431e-16 1.38026e-16 0
SPEC: 3570.90 3573.70 3.89908e-16 1.36047e-16 0
SPEC: 3573.80 3576.60 6.59109e-16 1.34070e-16 0
SPEC: 3576.60 3579.40 3.60564e-16 1.32101e-16 0
SPEC: 3579.50 3582.30 4.23734e-16 1.30143e-16 0
SPEC: 3582.30 3585.10 4.04673e-16 1.28201e-16 0
SPEC: 3585.20 3588.00 6.10226e-16 1.26280e-16 0
SPEC: 3588.10 3590.90 4.43383e-16 1.24383e-16 0
SPEC: 3590.90 3593.70 5.39076e-16 1.22515e-16 0
SPEC: 3593.80 3596.60 5.15040e-16 1.20680e-16 0
SPEC: 3596.70 3599.50 5.59915e-16 1.18882e-16 0
SPEC: 3599.50 3602.30 4.49837e-16 1.17123e-16 0
SPEC: 3602.40 3605.20 4.99259e-16 1.15408e-16 1
SPEC: 3605.20 3608.00 4.87893e-16 1.13738e-16 1
SPEC: 3608.10 3610.90 4.70157e-16 1.12116e-16 1
SPEC: 3611.00 3613.80 3.14747e-16 1.10545e-16 1
SPEC: 3613.80 3616.60 6.12738e-16 1.09026e-16 1
SPEC: 3616.70 3619.50 4.23914e-16 1.07561e-16 1
SPEC: 3619.60 3622.40 5.89817e-16 1.06151e-16 1
SPEC: 3622.40 3625.20 5.23613e-16 1.04796e-16 1
SPEC: 3625.30 3628.10 4.38864e-16 1.03497e-16 1
SPEC: 3628.20 3631.00 5.65530e-16 1.02255e-16 1
SPEC: 3631.00 3633.80 3.97374e-16 1.01068e-16 1
SPEC: 3633.90 3636.70 5.48105e-16 9.99363e-17 1
SPEC: 3636.70 3639.50 5.11019e-16 9.88592e-17 1
SPEC: 3639.60 3642.40 6.50404e-16 9.78353e-17 1
SPEC: 3642.50 3645.30 5.41142e-16 9.68633e-17 1
SPEC: 3645.30 3648.10 5.59237e-16 9.59417e-17 1
SPEC: 3648.20 3651.00 4.48244e-16 9.50685e-17 1
SPEC: 3651.00 3653.80 7.15488e-16 9.42420e-17 1
SPEC: 3653.90 3656.70 5.31674e-16 9.34598e-17 1
SPEC: 3656.80 3659.60 5.29605e-16 9.27198e-17 1
SPEC: 3659.60 3662.40 6.31728e-16 9.20195e-17 1
SPEC: 3662.50 3665.30 6.13826e-16 9.13567e-17 1
SPEC: 3665.40 3668.20 6.09088e-16 9.07288e-17 1
SPEC: 3668.20 3671.00 6.23223e-16 9.01333e-17 1
SPEC: 3671.10 3673.90 6.91378e-16 8.95678e-17 1
