SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS17tn
RA: 145.8068086
DECL: 41.3173236
MWEBV: 0.0145 +- 0.0007
FILTERS: griz
REDSHIFT_HELIO: 0.0447040 +- 0.0000110
REDSHIFT_FINAL: 0.0454583 +- 0.0000110
SEARCH_PEAKMJD: 57787.45426
HOSTGAL_LOGMASS: 10.464 +- 0.001
VPEC: 207.980
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 50
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57781.42967      g    NULL     9280.052        193.985    17.581     0.023  2.40
OBS:  57787.45387      g    NULL     9927.375        192.182    17.508     0.021  2.72
OBS:  57798.42102      g    NULL     4681.337        148.910    18.324     0.034  1.69
OBS:  57808.43880      g    NULL     1874.323         85.178    19.318     0.049  1.59
OBS:  57817.38778      g    NULL      958.845        104.419    20.046     0.118  2.18
OBS:  57828.45945      g    NULL     1057.511        145.994    19.939     0.149  2.18
OBS:  57781.43006      r    NULL     8436.480        169.009    17.685     0.022  2.17
OBS:  57787.45426      r    NULL    10028.619        184.003    17.497     0.020  2.57
OBS:  57798.42142      r    NULL     6606.494        146.211    17.950     0.024  1.53
OBS:  57808.43919      r    NULL     5336.347        118.371    18.182     0.024  2.06
OBS:  57817.38817      r    NULL     3130.174        102.629    18.761     0.035  1.76
OBS:  57828.45986      r    NULL     1758.707        121.491    19.387     0.075  1.91
OBS:  57781.43042      i    NULL     6350.402        150.708    17.993     0.026  2.20
OBS:  57787.45462      i    NULL     5829.920        164.689    18.086     0.031  3.37
OBS:  57798.42177      i    NULL     3622.437        112.539    18.602     0.034  1.64
OBS:  57808.43955      i    NULL     4191.528        111.724    18.444     0.029  1.71
OBS:  57817.38854      i    NULL     3293.740        106.860    18.706     0.035  1.68
OBS:  57828.46022      i    NULL     1819.964        116.916    19.350     0.069  1.83
OBS:  57744.59819      i    NULL        1.854         41.255    26.830    24.032  2.27
OBS:  57744.62220      i    NULL      -53.388         30.963       nan     0.626  1.59
OBS:  57744.63415      i    NULL      109.667         32.264    22.400     0.318  1.55
OBS:  57744.61018      i    NULL       22.870         33.519    24.102     1.583  1.74
OBS:  57774.37482      i    NULL     2451.128         75.122    19.027     0.033  3.17
OBS:  57774.50811      i    NULL     2675.088         61.624    18.932     0.025  2.08
OBS:  57774.53819      i    NULL     2730.383         61.635    18.909     0.024  1.77
OBS:  57776.37610      i    NULL      516.790       1191.306    20.717     2.490  2.96
OBS:  57776.52672      i    NULL     4199.729         82.194    18.442     0.021  2.32
OBS:  57776.56405      i    NULL     4179.344         81.979    18.447     0.021  2.08
OBS:  57776.59677      i    NULL     4188.958         86.264    18.445     0.022  2.37
OBS:  57777.34103      i    NULL     4626.031         98.758    18.337     0.023  2.97
OBS:  57777.37833      i    NULL     4592.840         94.090    18.345     0.022  2.92
OBS:  57777.52937      i    NULL     4935.706         87.587    18.267     0.019  1.97
OBS:  57777.56729      i    NULL     4671.346         96.688    18.326     0.022  2.94
OBS:  57777.60031      i    NULL     4923.695         92.185    18.269     0.020  2.15
OBS:  57778.40334      i    NULL     5505.106        104.683    18.148     0.021  2.25
OBS:  57778.48789      i    NULL     5382.345         97.748    18.173     0.020  2.28
OBS:  57778.62815      i    NULL     5561.006        108.353    18.137     0.021  2.49
OBS:  57778.64321      i    NULL     5393.775        109.408    18.170     0.022  2.79
OBS:  57789.32768      i    NULL     5954.328        102.930    18.063     0.019  1.55
OBS:  57789.36177      i    NULL     5850.638        106.578    18.082     0.020  1.86
OBS:  57789.44477      i    NULL     5895.582        104.557    18.074     0.019  1.99
OBS:  57789.51723      i    NULL     6161.080        103.542    18.026     0.018  1.73
OBS:  57789.55357      i    NULL     6002.999        103.257    18.054     0.019  1.80
OBS:  57789.58919      i    NULL     5927.245        102.550    18.068     0.019  1.64
OBS:  57781.43079      z    NULL     5035.635        188.939    18.245     0.041  2.66
OBS:  57787.45499      z    NULL     5164.739        190.762    18.217     0.040  2.80
OBS:  57798.42214      z    NULL     3517.106        140.619    18.635     0.043  1.43
OBS:  57808.43991      z    NULL     4058.372        128.466    18.479     0.034  1.38
OBS:  57817.38890      z    NULL     3024.891        137.883    18.798     0.049  1.55
OBS:  57828.46057      z    NULL     1182.525        136.216    19.818     0.124  1.59
END:
