SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2016hpx
RA: 90.8193798
DECL: -26.8985825
MWEBV: 0.0245 +- 0.0012
FILTERS: griz
REDSHIFT_HELIO: 0.0333750 +- 0.0004650
REDSHIFT_FINAL: 0.0336857 +- 0.0004650
SEARCH_PEAKMJD: 57706.52287
HOSTGAL_LOGMASS: 9.895 +- 0.013
VPEC: -366.726
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 31
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57696.61383      g    NULL    19479.628        341.391    16.776     0.019  3.01
OBS:  57700.53834      g    NULL    24803.439        500.227    16.514     0.022  2.16
OBS:  57736.45500      g    NULL     3500.212        284.961    18.640     0.088  2.17
OBS:  57745.46444      g    NULL     2736.080        121.862    18.907     0.048  2.49
OBS:  57696.61425      r    NULL    17510.858        303.945    16.892     0.019  3.03
OBS:  57700.53875      r    NULL    23220.220        457.028    16.585     0.021  1.96
OBS:  57706.52329      r    NULL    23523.830        409.567    16.571     0.019  2.43
OBS:  57736.45541      r    NULL     9181.110        235.683    17.593     0.028  1.81
OBS:  57745.46485      r    NULL     5483.545        144.479    18.152     0.028  2.41
OBS:  57696.61459      i    NULL    12652.195        251.025    17.245     0.021  2.73
OBS:  57700.53909      i    NULL    14502.020        380.976    17.096     0.028  1.66
OBS:  57706.52364      i    NULL    13009.158        263.984    17.214     0.022  2.08
OBS:  57736.45576      i    NULL     7810.903        200.161    17.768     0.028  1.62
OBS:  57745.46520      i    NULL     4511.789        139.460    18.364     0.033  2.25
OBS:  57676.60596      i    NULL      -15.377        123.070       nan     8.644  2.52
OBS:  57676.61241      i    NULL       77.402        130.705    22.778     1.824  3.50
OBS:  57676.61886      i    NULL        2.587         86.837    26.468    36.252  2.29
OBS:  57676.62531      i    NULL       70.580        164.887    22.878     2.523  1.99
OBS:  57705.53633      i    NULL    13754.359        218.034    17.154     0.017  2.16
OBS:  57705.54578      i    NULL    13721.565        219.070    17.156     0.017  2.26
OBS:  57705.55523      i    NULL    13774.778        217.045    17.152     0.017  2.09
OBS:  57705.56467      i    NULL    13863.303        217.357    17.145     0.017  2.12
OBS:  57766.34941      i    NULL     2162.628         96.979    19.163     0.048  2.41
OBS:  57766.36042      i    NULL     2119.833         90.748    19.184     0.046  2.09
OBS:  57766.37143      i    NULL     2156.371         97.505    19.166     0.049  2.18
OBS:  57766.38242      i    NULL     1910.843         92.068    19.297     0.052  2.15
OBS:  57696.61494      z    NULL    11324.328        293.657    17.365     0.028  2.55
OBS:  57700.53944      z    NULL    13625.935        489.900    17.164     0.039  1.66
OBS:  57706.52399      z    NULL    12362.838        290.066    17.270     0.025  2.07
OBS:  57736.45612      z    NULL     7327.566        226.149    17.838     0.033  1.55
OBS:  57745.46556      z    NULL     4359.868        186.690    18.401     0.046  2.14
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57694.00
SPEC:   3643.35   3648.85 7.94212e-16 3.62766e-17 1
SPEC:   3648.85   3654.35 7.28080e-16 3.61583e-17 1
SPEC:   3654.35   3659.85 7.40908e-16 3.60455e-17 1
SPEC:   3659.85   3665.35 7.36506e-16 3.59361e-17 1
SPEC:   3665.45   3670.95 7.59710e-16 3.58277e-17 1
SPEC:   3670.95   3676.45 7.02575e-16 3.57178e-17 1
SPEC:   3676.45   3681.95 6.79973e-16 3.56034e-17 1
SPEC:   3681.95   3687.45 6.05766e-16 3.54815e-17 1
SPEC:   3687.45   3692.95 5.74172e-16 3.53489e-17 1
SPEC:   3693.05   3698.55 5.42821e-16 3.52024e-17 1
SPEC:   3698.55   3704.05 5.90645e-16 3.50388e-17 1
SPEC:   3704.05   3709.55 4.84380e-16 3.48550e-17 1
SPEC:   3709.55   3715.05 4.95967e-16 3.46478e-17 1
SPEC:   3715.05   3720.55 3.98372e-16 3.44146e-17 1
SPEC:   3720.55   3726.05 3.55222e-16 3.41528e-17 1
SPEC:   3726.05   3731.55 3.71456e-16 3.38602e-17 1
SPEC:   3731.65   3737.15 3.10424e-16 3.35352e-17 1
SPEC:   3737.15   3742.65 2.86359e-16 3.31766e-17 1
SPEC:   3742.65   3748.15 3.07562e-16 3.27839e-17 1
SPEC:   3748.15   3753.65 3.36833e-16 3.23572e-17 1
SPEC:   3753.65   3759.15 3.16974e-16 3.18971e-17 1
SPEC:   3759.25   3764.75 3.10460e-16 3.14052e-17 1
SPEC:   3764.75   3770.25 2.52023e-16 3.08835e-17 1
SPEC:   3770.25   3775.75 2.86567e-16 3.03350e-17 1
SPEC:   3775.75   3781.25 3.27099e-16 2.97631e-17 1
SPEC:   3781.25   3786.75 3.50162e-16 2.91721e-17 1
SPEC:   3786.85   3792.35 3.32940e-16 2.85666e-17 1
SPEC:   3792.35   3797.85 2.74020e-16 2.79518e-17 1
SPEC:   3797.85   3803.35 3.05467e-16 2.73333e-17 1
SPEC:   3803.35   3808.85 3.41215e-16 2.67169e-17 1
SPEC:   3808.85   3814.35 3.54177e-16 2.61085e-17 1
SPEC:   3814.35   3819.85 3.43918e-16 2.55140e-17 1
SPEC:   3819.95   3825.45 3.82840e-16 2.49393e-17 1
SPEC:   3825.45   3830.95 3.62810e-16 2.43900e-17 1
SPEC:   3830.95   3836.45 3.88311e-16 2.38711e-17 1
SPEC:   3836.45   3841.95 3.87899e-16 2.33877e-17 1
SPEC:   3841.95   3847.45 4.47596e-16 2.29438e-17 1
SPEC:   3847.45   3852.95 4.45323e-16 2.25432e-17 1
SPEC:   3853.05   3858.55 4.55669e-16 2.21888e-17 1
SPEC:   3858.55   3864.05 4.51739e-16 2.18832e-17 1
SPEC:   3864.05   3869.55 4.49435e-16 2.16279e-17 1
SPEC:   3869.55   3875.05 4.33482e-16 2.14242e-17 1
SPEC:   3875.05   3880.55 4.71060e-16 2.12724e-17 1
SPEC:   3880.55   3886.05 4.55296e-16 2.11724e-17 1
SPEC:   3886.15   3891.65 4.85463e-16 2.11232e-17 1
