SURVEY: Jha2006_LC
SNID: sn1999dq
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: Jha2006_LC
MWEBV: 0.11 MW E(B-V)
REDSHIFT_HELIO: 0.014327 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 51436.261
FILTERS: UBVRIfhjkl

NOBS: 249
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 51424.430 B  NULL    39084.0783 2159.9073
OBS: 51425.480 B  NULL    49659.2180 3658.9662
OBS: 51426.450 B  NULL    60255.9415 3329.8301
OBS: 51426.490 B  NULL    64446.5806 1306.0384
OBS: 51427.460 B  NULL    69823.2210 3858.5109
OBS: 51427.470 B  NULL    74336.1184 1027.2532
OBS: 51428.380 B  NULL    83252.9953 1610.3993
OBS: 51428.420 B  NULL    80167.7807 5906.8179
OBS: 51429.450 B  NULL    88715.5797 3268.3889
OBS: 51429.490 B  NULL    91875.5355 1523.3429
OBS: 51430.470 B  NULL    96382.8756 5326.1871
OBS: 51431.430 B  NULL    104423.8931 2212.1855
OBS: 51431.450 B  NULL    101859.1133 5628.8030
OBS: 51432.420 B  NULL    106659.5857 3929.4401
OBS: 51433.410 B  NULL    107646.4917 5948.6132
OBS: 51433.500 B  NULL    110153.8967 2029.2349
OBS: 51434.450 B  NULL    114498.5188 2214.7013
OBS: 51434.470 B  NULL    109647.7883 6059.2046
OBS: 51435.400 B  NULL    113344.3539 1461.7438
OBS: 51436.370 B  NULL    115345.2947 4143.1865
OBS: 51437.360 B  NULL    110458.6865 1729.6853
OBS: 51437.430 B  NULL    106659.5857 5894.0770
OBS: 51438.390 B  NULL    110764.3195 1224.4907
OBS: 51438.430 B  NULL    106659.5857 3929.4397
OBS: 51439.410 B  NULL    107844.9636 1788.0697
OBS: 51439.430 B  NULL    106659.5857 3929.4372
OBS: 51440.450 B  NULL    106659.5857 9823.3856
OBS: 51441.420 B  NULL    101391.1104 1400.9773
OBS: 51443.450 B  NULL    93756.1724 3454.0758
OBS: 51445.330 B  NULL    80909.5692 2980.8153
OBS: 51451.410 B  NULL    47424.1853 3494.2900
OBS: 51453.440 B  NULL    39482.0664 545.9153
OBS: 51453.440 B  NULL    38018.9291 2801.3264
OBS: 51455.400 B  NULL    30760.9594 2266.5781
OBS: 51458.380 B  NULL    22698.6420 1254.5223
OBS: 51458.390 B  NULL    22740.4930 314.9387
OBS: 51459.380 B  NULL    20701.4073 1525.4395
OBS: 51461.390 B  NULL    17202.8294 175.6653
OBS: 51461.450 B  NULL    17060.8195 1257.2337
OBS: 51463.390 B  NULL    14996.8438 829.0163
OBS: 51463.400 B  NULL    14845.6726 192.6749
OBS: 51465.360 B  NULL    11803.2034 869.9361
OBS: 51466.370 B  NULL    12033.7192 244.8089
OBS: 51467.390 B  NULL    11066.2349 1019.4352
OBS: 51468.350 B  NULL    10539.0114 205.0057
OBS: 51469.330 B  NULL    8709.6336 2727.4223
OBS: 51471.380 B  NULL    9036.4923 832.5478
OBS: 51473.370 B  NULL    7870.4556 580.3065
OBS: 51480.330 B  NULL    6309.5717 988.1308
OBS: 51483.340 B  NULL    6729.7647 2479.3414
OBS: 51487.330 B  NULL    6217.2721 94.1753
OBS: 51512.280 B  NULL    4660.1498 164.5462
OBS: 51521.280 B  NULL    3879.7155 95.4268
OBS: 51546.260 B  NULL    2839.2254 109.4056
OBS: 51589.150 B  NULL    1615.8456 135.6997
OBS: 51590.150 B  NULL    1879.3163 104.4208
OBS: 51424.430 I  NULL    56493.7204 2081.2287
OBS: 51425.480 I  NULL    70469.3356 3894.1355
OBS: 51426.490 I  NULL    87337.3832 1769.6301
OBS: 51427.460 I  NULL    94623.7544 2614.4543
OBS: 51427.470 I  NULL    97364.3953 1345.0891
OBS: 51428.380 I  NULL    103752.8836 1911.1280
OBS: 51428.420 I  NULL    102801.6713 3787.2135
OBS: 51429.450 I  NULL    109647.8629 3029.5705
OBS: 51429.490 I  NULL    113658.0420 1779.5440
OBS: 51430.470 I  NULL    116949.9859 3231.3282
OBS: 51431.430 I  NULL    119343.8861 2857.8087
OBS: 51431.450 I  NULL    120226.4909 4429.1440
OBS: 51432.420 I  NULL    121338.9340 4470.1263
OBS: 51433.410 I  NULL    122461.6688 3383.6159
OBS: 51433.500 I  NULL    124738.4007 2412.5655
OBS: 51434.450 I  NULL    121562.6544 2351.1432
OBS: 51434.470 I  NULL    122461.6688 4511.4879
OBS: 51435.400 I  NULL    126706.8731 1750.4555
OBS: 51436.370 I  NULL    126008.5954 2437.1322
OBS: 51437.360 I  NULL    122123.7623 1799.6158
OBS: 51437.430 I  NULL    121338.9340 3352.5947
OBS: 51438.390 I  NULL    118795.5506 1422.3391
OBS: 51438.430 I  NULL    114815.4073 6344.6995
OBS: 51439.410 I  NULL    114709.7075 2007.3052
OBS: 51439.430 I  NULL    114815.4073 3172.3497
OBS: 51441.420 I  NULL    108243.0874 1894.1458
OBS: 51445.330 I  NULL    92044.9936 5086.4064
OBS: 51451.410 I  NULL    73113.9382 2693.5175
OBS: 51453.440 I  NULL    77268.0892 1138.6226
OBS: 51453.440 I  NULL    75857.7878 4191.9013
OBS: 51454.400 I  NULL    72510.3787 1135.2950
OBS: 51455.400 I  NULL    78704.6109 2899.4778
OBS: 51458.390 I  NULL    84878.9834 1094.4296
OBS: 51459.380 I  NULL    86297.8894 2384.4107
OBS: 51461.390 I  NULL    91369.2742 925.6621
OBS: 51461.450 I  NULL    88715.6372 3268.2841
OBS: 51463.390 I  NULL    90364.9839 2496.7844
OBS: 51463.400 I  NULL    93929.1023 1124.6131
OBS: 51465.360 I  NULL    91201.1199 2519.8870
OBS: 51466.370 I  NULL    91706.5111 1351.3872
OBS: 51467.390 I  NULL    86297.8894 3179.2143
OBS: 51468.350 I  NULL    85349.3406 1414.9214
OBS: 51469.330 I  NULL    80909.6214 2980.7104
OBS: 51471.380 I  NULL    75162.3199 4153.4698
OBS: 51473.370 I  NULL    62517.2940 2303.1371
OBS: 51480.330 I  NULL    46558.6285 2572.8297
OBS: 51483.340 I  NULL    40179.0970 2220.2969
OBS: 51487.330 I  NULL    33915.6521 531.0174
OBS: 51512.280 I  NULL    14021.6840 477.8169
OBS: 51521.280 I  NULL    8448.9000 381.2904
OBS: 51527.220 I  NULL    7419.9363 444.1945
OBS: 51546.260 I  NULL    4184.0819 227.3588
OBS: 51589.150 I  NULL    2652.1628 361.5110
OBS: 51590.150 I  NULL    2852.3326 246.9378
OBS: 51424.430 R  NULL    54450.2789 1504.5231
OBS: 51425.480 R  NULL    69823.2581 1929.2700
OBS: 51426.450 R  NULL    81658.2578 2256.2682
OBS: 51426.490 R  NULL    83023.3217 1299.9843
OBS: 51427.460 R  NULL    92896.6614 3422.3503
OBS: 51427.470 R  NULL    97543.9000 1168.0025
OBS: 51428.380 R  NULL    105390.1688 1747.2393
OBS: 51428.420 R  NULL    105681.7802 2920.0362
OBS: 51429.450 R  NULL    114815.3934 3172.3990
OBS: 51429.490 R  NULL    115558.0263 1490.1115
OBS: 51430.470 R  NULL    122461.6480 4511.5253
OBS: 51431.430 R  NULL    133168.0712 2453.0301
OBS: 51431.450 R  NULL    128233.0924 4724.1456
OBS: 51432.420 R  NULL    133045.4788 3676.0982
OBS: 51432.470 R  NULL    145345.0045 5086.8219
OBS: 51433.410 R  NULL    138038.4621 3814.0541
OBS: 51433.500 R  NULL    138803.4044 2045.5029
OBS: 51434.450 R  NULL    146285.1019 2829.3713
OBS: 51434.470 R  NULL    141905.7849 5227.8477
OBS: 51435.400 R  NULL    143482.8855 1982.3196
OBS: 51436.370 R  NULL    149554.7128 2617.1374
OBS: 51437.360 R  NULL    149279.4744 2199.8773
OBS: 51437.430 R  NULL    144544.0152 3993.8033
OBS: 51438.390 R  NULL    149279.4744 1375.0152
OBS: 51438.430 R  NULL    149968.5170 4143.6804
OBS: 51439.410 R  NULL    150660.7467 2497.7360
OBS: 51439.430 R  NULL    148593.5998 4105.6911
OBS: 51441.420 R  NULL    144410.9482 1862.1390
OBS: 51443.450 R  NULL    135518.9713 3744.4360
OBS: 51445.330 R  NULL    118032.0896 4348.3378
OBS: 51451.410 R  NULL    87902.2739 2428.7864
OBS: 51453.440 R  NULL    85664.3471 789.1076
OBS: 51453.440 R  NULL    83176.3977 2298.2116
OBS: 51454.400 R  NULL    82413.8320 1138.6428
OBS: 51455.400 R  NULL    80909.6104 2980.7464
OBS: 51458.380 R  NULL    74473.2156 11660.2807
OBS: 51458.390 R  NULL    78487.4296 939.8429
OBS: 51459.380 R  NULL    77983.0301 2154.7201
OBS: 51461.390 R  NULL    75997.6403 630.1111
OBS: 51461.450 R  NULL    76559.6800 2820.4958
OBS: 51463.390 R  NULL    72443.6142 2001.6690
OBS: 51463.400 R  NULL    73316.2268 742.9066
OBS: 51465.360 R  NULL    67920.3799 1876.6939
OBS: 51466.370 R  NULL    65403.3674 963.8867
OBS: 51467.390 R  NULL    63095.7505 2324.4890
OBS: 51468.350 R  NULL    59923.9053 938.3294
OBS: 51469.330 R  NULL    57016.4417 1575.4230
OBS: 51471.380 R  NULL    49659.2440 1829.4952
OBS: 51473.370 R  NULL    44055.4970 1623.0575
OBS: 51480.330 R  NULL    34673.6935 1916.1098
OBS: 51483.340 R  NULL    30199.5248 1668.8726
OBS: 51487.330 R  NULL    25822.6080 285.6474
OBS: 51512.280 R  NULL    12496.8372 368.5052
OBS: 51521.280 R  NULL    10223.5121 179.3093
OBS: 51527.220 R  NULL    8363.7320 269.8758
OBS: 51546.260 R  NULL    4888.7756 144.5883
OBS: 51589.150 R  NULL    2023.0197 171.8403
OBS: 51590.150 R  NULL    1609.9045 136.9451
OBS: 51426.490 U  NULL    97543.8862 3902.6024
OBS: 51427.470 U  NULL    116842.2892 4021.7003
OBS: 51428.380 U  NULL    136395.5049 6808.1706
OBS: 51429.490 U  NULL    142823.6273 5033.7205
OBS: 51431.430 U  NULL    159808.5671 6798.0154
OBS: 51432.470 U  NULL    162629.7731 9605.7292
OBS: 51433.500 U  NULL    168888.4909 6252.0702
OBS: 51434.450 U  NULL    163530.9865 5905.6102
OBS: 51435.400 U  NULL    161287.2580 5381.9722
OBS: 51436.370 U  NULL    142036.5305 8393.7062
OBS: 51437.360 U  NULL    141775.1307 4997.1792
OBS: 51438.390 U  NULL    137784.4025 4857.6282
OBS: 51439.410 U  NULL    127291.6914 4492.3817
OBS: 51441.420 U  NULL    111378.1645 11400.3561
OBS: 51453.440 U  NULL    30033.0926 1176.9606
OBS: 51458.390 U  NULL    16935.5793 1033.7407
OBS: 51461.390 U  NULL    11814.0842 656.5739
OBS: 51463.400 U  NULL    9418.8972 626.0311
OBS: 51468.350 U  NULL    6674.2128 612.7933
OBS: 51487.330 U  NULL    4377.2371 559.4044
OBS: 51512.280 U  NULL    2066.3318 541.5622
OBS: 51546.260 U  NULL    1175.9803 533.7782
OBS: 51424.430 V  NULL    48752.8417 2037.8843
OBS: 51425.480 V  NULL    61376.1913 1957.8359
OBS: 51426.450 V  NULL    73113.8974 2252.1743
OBS: 51426.490 V  NULL    74131.0129 1380.7675
OBS: 51427.460 V  NULL    83945.9855 2532.5917
OBS: 51427.470 V  NULL    86139.0213 1290.0145
OBS: 51428.380 V  NULL    93411.4118 1590.5753
OBS: 51428.420 V  NULL    93756.1868 3607.1051
OBS: 51429.450 V  NULL    102801.6137 3033.2171
OBS: 51429.490 V  NULL    104231.7277 1433.8664
OBS: 51430.470 V  NULL    111686.3079 3271.4743
OBS: 51431.430 V  NULL    124050.9018 2135.4791
OBS: 51431.450 V  NULL    118032.0511 3443.1020
OBS: 51432.420 V  NULL    122461.6037 4648.0293
OBS: 51433.410 V  NULL    125892.5168 3657.2111
OBS: 51433.500 V  NULL    127057.3900 1895.3091
OBS: 51434.450 V  NULL    132190.4089 2152.4025
OBS: 51434.470 V  NULL    129419.5621 3752.9922
OBS: 51435.400 V  NULL    130617.0691 1661.2080
OBS: 51436.370 V  NULL    132312.2134 2159.2966
OBS: 51437.360 V  NULL    134896.2655 1786.6016
OBS: 51437.430 V  NULL    134276.4769 5078.8307
OBS: 51438.390 V  NULL    132190.4089 1506.5111
OBS: 51438.430 V  NULL    133045.4225 3851.4925
OBS: 51439.410 V  NULL    134152.8569 1972.7336
OBS: 51439.430 V  NULL    135518.9220 3915.6055
OBS: 51440.450 V  NULL    133045.4225 17192.6413
OBS: 51441.420 V  NULL    130376.6865 1649.6221
OBS: 51443.450 V  NULL    125892.5168 3651.2960
OBS: 51445.330 V  NULL    116949.9189 3409.3203
OBS: 51451.410 V  NULL    84722.7288 3281.5596
OBS: 51453.440 V  NULL    77767.8221 1118.2307
OBS: 51453.440 V  NULL    78704.5672 4462.5928
OBS: 51454.400 V  NULL    69438.4363 1256.2652
OBS: 51455.400 V  NULL    70469.2957 2778.3317
OBS: 51458.380 V  NULL    61376.1913 1956.9706
OBS: 51458.390 V  NULL    59813.5992 1121.2995
OBS: 51459.380 V  NULL    58076.4334 1876.6645
OBS: 51461.390 V  NULL    52577.5003 1024.8697
OBS: 51461.450 V  NULL    53951.0543 2210.3255
OBS: 51463.390 V  NULL    49203.9462 2052.2034
OBS: 51463.400 V  NULL    47511.6305 1039.6165
OBS: 51465.360 V  NULL    44874.5328 1910.2949
OBS: 51466.370 V  NULL    40438.9564 1054.1544
OBS: 51467.390 V  NULL    39445.7243 2378.7076
OBS: 51468.350 V  NULL    36576.3133 1046.2251
OBS: 51469.330 V  NULL    37325.0102 1670.3041
OBS: 51471.380 V  NULL    32508.7246 2029.7784
OBS: 51473.370 V  NULL    28840.3107 1851.4861
OBS: 51480.330 V  NULL    22698.6447 1917.2664
