SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16ct
RA: 228.4763123
DECL: 4.7572559
MWEBV: 0.0456 +- 0.0023
FILTERS: griz
REDSHIFT_HELIO: 0.0419104 +- 0.0000360
REDSHIFT_FINAL: 0.0425010 +- 0.0000360
SEARCH_PEAKMJD: 57462.55610
HOSTGAL_LOGMASS: 9.329 +- 0.053
VPEC: 331.116
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 37
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57457.53176      g    NULL    14123.525        261.912    17.125     0.020  2.08
OBS:  57462.55610      g    NULL    14089.554        258.519    17.128     0.020  2.14
OBS:  57479.51452      g    NULL     4409.263        124.851    18.389     0.031  1.83
OBS:  57487.52976      g    NULL     2914.859        113.379    18.838     0.042  2.20
OBS:  57494.45826      g    NULL     1958.291        115.378    19.270     0.064  1.74
OBS:  57505.48314      g    NULL     1355.458        124.988    19.670     0.100  1.97
OBS:  57879.41269      g    NULL        9.340        110.960    25.074    12.831  1.51
OBS:  57457.53215      r    NULL    13197.996        234.022    17.199     0.019  1.98
OBS:  57462.55649      r    NULL    13240.021        234.643    17.195     0.019  2.16
OBS:  57479.51491      r    NULL     6978.469        144.103    17.891     0.022  1.58
OBS:  57487.53015      r    NULL     6160.437        140.956    18.026     0.025  1.76
OBS:  57494.45865      r    NULL     5050.372        135.817    18.242     0.029  1.73
OBS:  57505.48353      r    NULL     3029.953        124.568    18.796     0.044  1.84
OBS:  57879.41308      r    NULL      -14.644         82.597       nan     6.092  1.42
OBS:  57478.50100      r    NULL     7887.818        128.547    17.758     0.018  1.79
OBS:  57478.51206      r    NULL     7599.153        122.210    17.798     0.017  1.60
OBS:  57478.52314      r    NULL     7946.068        129.388    17.750     0.018  1.73
OBS:  57478.53428      r    NULL     7817.194        124.564    17.767     0.017  1.57
OBS:  57495.50855      r    NULL     5102.633         93.815    18.231     0.020  1.50
OBS:  57495.52198      r    NULL     4942.319         92.758    18.265     0.020  1.55
OBS:  57495.53512      r    NULL     4790.032         94.434    18.299     0.021  1.84
OBS:  57495.54823      r    NULL     4690.952         89.229    18.322     0.021  1.66
OBS:  57457.53251      i    NULL     8481.866        180.436    17.679     0.023  1.78
OBS:  57462.55685      i    NULL     7889.990        179.482    17.757     0.025  2.02
OBS:  57479.51527      i    NULL     4632.538        117.494    18.335     0.027  1.61
OBS:  57487.53051      i    NULL     5314.939        136.964    18.186     0.028  1.81
OBS:  57494.45901      i    NULL     4580.889        150.126    18.348     0.035  2.06
OBS:  57505.48389      i    NULL     2789.968        116.105    18.886     0.045  1.58
OBS:  57879.41344      i    NULL      272.267         98.827    21.413     0.392  1.54
OBS:  57462.55722      z    NULL     7564.562        201.267    17.803     0.029  1.66
OBS:  57479.51564      z    NULL     4814.160        151.932    18.294     0.034  1.44
OBS:  57487.53088      z    NULL     4587.916        165.969    18.346     0.039  1.49
OBS:  57494.45937      z    NULL     4792.389        202.491    18.299     0.046  2.07
OBS:  57505.48425      z    NULL     2108.327        159.506    19.190     0.082  1.76
OBS:  57879.41380      z    NULL      455.596        127.625    20.854     0.303  1.23
OBS:  57438.65890      z    NULL      -22.865         90.295       nan     4.265  1.67
OBS:  57456.65486      z    NULL     7667.581        192.987    17.788     0.027  2.83
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57457.00
SPEC: 4033.80 4043.00 2.17958e-15 3.87492e-16 0
SPEC: 4043.00 4052.20 1.35677e-15 3.71409e-16 0
SPEC: 4052.20 4061.40 1.34005e-15 3.54212e-16 0
SPEC: 4061.40 4070.60 9.94447e-16 3.36668e-16 0
SPEC: 4070.60 4079.80 2.10090e-15 3.18304e-16 0
SPEC: 4079.80 4089.00 2.08052e-15 2.99747e-16 0
SPEC: 4089.00 4098.20 1.99697e-15 2.80900e-16 0
SPEC: 4098.20 4107.40 1.97567e-15 2.62464e-16 0
SPEC: 4107.40 4116.60 1.64931e-15 2.44686e-16 0
SPEC: 4116.60 4125.80 1.58143e-15 2.27929e-16 0
SPEC: 4125.80 4135.00 2.03200e-15 2.12067e-16 0
SPEC: 4135.00 4144.20 1.85388e-15 1.97657e-16 0
SPEC: 4144.20 4153.40 1.70413e-15 1.84496e-16 0
SPEC: 4153.40 4162.60 1.72572e-15 1.73619e-16 0
SPEC: 4162.60 4171.80 1.86078e-15 1.64637e-16 0
SPEC: 4171.80 4181.00 1.91834e-15 1.56797e-16 0
SPEC: 4181.00 4190.20 1.81047e-15 1.50923e-16 0
SPEC: 4190.20 4199.40 1.71747e-15 1.46667e-16 0
SPEC: 4199.40 4208.60 1.74348e-15 1.43740e-16 0
SPEC: 4208.60 4217.80 1.67306e-15 1.42095e-16 0
SPEC: 4217.80 4227.00 2.01159e-15 1.41135e-16 0
SPEC: 4227.00 4236.20 2.07813e-15 1.40962e-16 0
SPEC: 4236.20 4245.40 1.81360e-15 1.40863e-16 0
SPEC: 4245.40 4254.60 1.73622e-15 1.40872e-16 0
SPEC: 4254.60 4263.80 1.85339e-15 1.40597e-16 1
SPEC: 4263.80 4273.00 1.74897e-15 1.39912e-16 1
SPEC: 4273.00 4282.20 1.48353e-15 1.38560e-16 1
SPEC: 4282.20 4291.40 2.03429e-15 1.36036e-16 1
SPEC: 4291.40 4300.60 1.72593e-15 1.32995e-16 1
SPEC: 4300.60 4309.80 1.83198e-15 1.29192e-16 1
SPEC: 4309.80 4319.00 1.55845e-15 1.25101e-16 1
SPEC: 4319.00 4328.20 1.77720e-15 1.19857e-16 1
SPEC: 4328.20 4337.40 1.48647e-15 1.14875e-16 1
SPEC: 4337.40 4346.60 1.46844e-15 1.09077e-16 1
SPEC: 4346.60 4355.80 1.36624e-15 1.03259e-16 1
SPEC: 4355.80 4365.00 1.43406e-15 9.77226e-17 1
SPEC: 4365.00 4374.20 1.25042e-15 9.21696e-17 1
SPEC: 4374.20 4383.40 1.35884e-15 8.67269e-17 1
SPEC: 4383.40 4392.60 1.24164e-15 8.17169e-17 1
SPEC: 4392.60 4401.80 1.13636e-15 7.72920e-17 1
SPEC: 4401.80 4411.00 1.16886e-15 7.35396e-17 1
SPEC: 4411.00 4420.20 1.17710e-15 7.01371e-17 1
SPEC: 4420.20 4429.40 1.14669e-15 6.70315e-17 1
SPEC: 4429.40 4438.60 1.11408e-15 6.42457e-17 1
SPEC: 4438.60 4447.80 9.48493e-16 6.21297e-17 1
SPEC: 4447.80 4457.00 8.42167e-16 6.02957e-17 1
SPEC: 4457.00 4466.20 8.88532e-16 5.88379e-17 1
SPEC: 4466.20 4475.40 9.31200e-16 5.78099e-17 1
SPEC: 4475.40 4484.60 1.01932e-15 5.69373e-17 1
SPEC: 4484.60 4493.80 9.74219e-16 5.63014e-17 1
SPEC: 4493.80 4503.00 9.89910e-16 5.59789e-17 1
