SURVEY: CFA4p1
PHOTOMETRY_VERSION: CFA4
SNTYPE: 1
SNID:  2007bj
IAUC:  2007bj
IAUC:    UNKNOWN
RA:   245.54412  deg
DECL:    -0.48574167  deg
MWEBV: 0.11770000 MW E(B-V) (SFD98)
REDSHIFT_HELIO:  0.01683 +- 0.000500000  (Hel)
REDSHIFT_CMB:  0.0170942483874 +- 0.000500000  (CMB)
REDSHIFT_FINAL: 0.0170942483874 +- 0.000500000  (CMB)
HOSTGAL_LOGMASS: 10.6340 +- 3.454
PRIVATE(COSMO): 1
FILTERS: BVri
SEARCH_PEAKMJD: 54213.4
NOBS: 91
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      54213.4     B      md      45898.6    1147.47    15.8455    0.0250000
OBS:      54214.4     B      md      41783.0    1019.51    15.9475    0.0244000
OBS:      54216.5     B      md      34978.4    738.045    16.1405    0.0211000
OBS:      54218.4     B      md      29977.8    743.450    16.3080    0.0248000
OBS:      54219.5     B      md      26705.5    656.954    16.4335    0.0246000
OBS:      54220.4     B      md      23442.3    670.449    16.5750    0.0286000
OBS:      54226.4     B      md      15718.1    633.439    17.0090    0.0403000
OBS:      54227.5     B      md      13551.9    467.540    17.1700    0.0345000
OBS:      54232.4     B      md      9642.74    407.888    17.5395    0.0423000
OBS:      54234.4     B      md      9128.50    301.241    17.5990    0.0330000
OBS:      54236.4     B      md      8195.97    306.529    17.7160    0.0374000
OBS:      54237.3     B      md      7358.68    387.067    17.8330    0.0526000
OBS:      54239.4     B      md      7773.20    360.677    17.7735    0.0464000
OBS:      54240.4     B      md      7056.68    227.225    17.8785    0.0322000
OBS:      54244.4     B      md      6350.38    245.760    17.9930    0.0387000
OBS:      54247.3     B      md      5945.66    420.358    18.0645    0.0707000
OBS:      54254.4     B      md      5607.90    303.387    18.1280    0.0541000
OBS:      54256.4     B      md      4558.27    364.661    18.3530    0.0800000
OBS:      54259.4     B      md      4965.92    336.689    18.2600    0.0678000
OBS:      54267.3     B      md      3659.32    429.970    18.5915    0.117500
OBS:      54277.4     B      md      3443.50    331.954    18.6575    0.0964000
OBS:      54278.2     B      md      3107.42    514.900    18.7690    0.165700
OBS:      54284.2     B      md      2654.60    296.785    18.9400    0.111800
OBS:      54213.4     V      md      58130.0    1214.92    15.5890    0.0209000
OBS:      54214.4     V      md      54903.5    993.754    15.6510    0.0181000
OBS:      54216.5     V      md      49023.0    813.782    15.7740    0.0166000
OBS:      54218.4     V      md      45540.7    792.409    15.8540    0.0174000
OBS:      54219.5     V      md      43611.4    741.394    15.9010    0.0170000
OBS:      54220.4     V      md      42189.1    839.562    15.9370    0.0199000
OBS:      54226.4     V      md      33666.7    686.800    16.1820    0.0204000
OBS:      54227.5     V      md      32448.9    671.692    16.2220    0.0207000
OBS:      54232.4     V      md      24637.7    512.464    16.5210    0.0208000
OBS:      54234.4     V      md      21917.9    401.098    16.6480    0.0183000
OBS:      54236.4     V      md      19195.5    391.589    16.7920    0.0204000
OBS:      54237.3     V      md      18247.4    441.586    16.8470    0.0242000
OBS:      54239.4     V      md      16323.0    412.972    16.9680    0.0253000
OBS:      54240.4     V      md      15980.9    351.579    16.9910    0.0220000
OBS:      54244.4     V      md      13601.9    459.744    17.1660    0.0338000
OBS:      54247.3     V      md      12977.8    401.014    17.2170    0.0309000
OBS:      54254.4     V      md      9196.03    509.460    17.5910    0.0554000
OBS:      54256.4     V      md      9835.59    350.147    17.5180    0.0356000
OBS:      54259.3     V      md      8879.74    412.908    17.6290    0.0465000
OBS:      54267.3     V      md      7488.60    619.307    17.8140    0.0827000
OBS:      54277.4     V      md      5942.92    342.907    18.0650    0.0577000
OBS:      54278.2     V      md      4979.66    421.778    18.2570    0.0847000
OBS:      54284.2     V      md      4562.47    439.366    18.3520    0.0963000
OBS:      54213.4     r      md      50396.4    861.779    15.7440    0.0171000
OBS:      54214.4     r      md      47467.9    806.955    15.8090    0.0170000
OBS:      54216.5     r      md      43491.1    852.425    15.9040    0.0196000
OBS:      54218.4     r      md      41763.8    672.397    15.9480    0.0161000
OBS:      54219.5     r      md      40513.5    700.884    15.9810    0.0173000
OBS:      54220.4     r      md      41039.3    906.969    15.9670    0.0221000
OBS:      54226.4     r      md      40290.2    672.847    15.9870    0.0167000
OBS:      54227.5     r      md      38922.4    692.819    16.0245    0.0178000
OBS:      54232.4     r      md      32003.7    675.278    16.2370    0.0211000
OBS:      54234.4     r      md      28760.7    675.877    16.3530    0.0235000
OBS:      54236.4     r      md      24934.5    413.913    16.5080    0.0166000
OBS:      54237.3     r      md      23334.6    492.360    16.5800    0.0211000
OBS:      54239.4     r      md      20950.8    439.966    16.6970    0.0210000
OBS:      54240.4     r      md      20230.2    447.087    16.7350    0.0221000
OBS:      54244.4     r      md      16966.8    525.971    16.9260    0.0310000
OBS:      54247.3     r      md      15660.3    560.638    17.0130    0.0358000
OBS:      54254.4     r      md      11609.1    553.756    17.3380    0.0477000
OBS:      54256.4     r      md      11792.4    471.694    17.3210    0.0400000
OBS:      54259.3     r      md      10656.1    297.307    17.4310    0.0279000
OBS:      54267.3     r      md      7085.98    665.373    17.8740    0.0939000
OBS:      54277.4     r      md      5571.86    681.995    18.1350    0.122400
OBS:      54278.3     r      md      6570.53    704.361    17.9560    0.107200
OBS:      54284.2     r      md      5672.83    949.633    18.1155    0.167400
OBS:      54213.4     i      md      22009.0    510.609    16.6435    0.0232000
OBS:      54214.4     i      md      21125.2    574.604    16.6880    0.0272000
OBS:      54216.5     i      md      19824.4    503.540    16.7570    0.0254000
OBS:      54218.4     i      md      20644.3    452.110    16.7130    0.0219000
OBS:      54219.5     i      md      21707.0    507.944    16.6585    0.0234000
OBS:      54220.4     i      md      21105.7    474.879    16.6890    0.0225000
OBS:      54226.4     i      md      25049.5    641.268    16.5030    0.0256000
OBS:      54227.5     i      md      24946.0    1164.98    16.5075    0.0467000
