SURVEY:     DES                                     
SNID:       1299785             
IAUC:       NULL                
FILTERS:    griz
FAKE:         0
TYPE:         1
MASK_FLUXCOR_SNANA:    3
RA:            53.911511               # deg
DECL:         -28.319296               # deg
MWEBV:        0.009                    # MW E(B-V)
MWEBV_ERR:    0.000                    # MW E(B-V)
PIXSIZE:     0.2700                    # arcSec
PEAKMJD:     56942.051
REDSHIFT_FINAL:   0.3813 +-  0.0010    # (CMB)
REDSHIFT_HELIO:   0.3818 +-  0.0010    # (HELIO)
  
HOSTGAL_OBJID:        24040
HOSTGAL_PHOTOZ:    0.4452 +-  0.0944   # (HELIO)
HOSTGAL_SPECZ:     0.3818 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP:     2.1500              # arcSec
HOSTGAL_LOGMASS:    10.1850 +-  0.0105 # log10(M/Msolar)
HOSTGAL_MAG:            22.62    21.46    21.02    20.71    # griz
HOSTGAL_SB_FLUXCAL:      4.40    14.69    16.38    19.95    # griz
  
# Private variables
PRIVATE(DES_mjd_latest_ml):         56987.310
PRIVATE(DES_mjd_trigger):           56935.363
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  64
NVAR:  11
VARLIST: MJD BAND FIELD  FLUXCAL FLUXCALERR  ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB 
OBS: 56920.291  g  C2   -5.7480      4.5669    30.782 2.110   7.32 3.480      0 0.460 
OBS: 56920.294  r  C2    3.4671      7.3618    30.795 1.870  10.38 3.510      0 0.420 
OBS: 56920.296  i  C2   -4.7190      8.4902    31.037 1.770  16.86 3.610      0 0.400 
OBS: 56920.298  z  C2    8.7266      8.9782    30.729 1.724  15.76 3.935      0 0.520 
OBS: 56927.221  g  C2    14.522      5.5327    30.765 2.400   8.00 3.470      0 0.510 
OBS: 56927.224  r  C2    34.974      8.7054    30.782 2.050  11.78 3.520      0 0.450 
OBS: 56927.226  i  C2    37.844      10.779    31.012 1.900  21.51 3.730      0 0.450 
OBS: 56927.229  z  C2    38.557      12.833    30.691 1.969  21.00 3.926      0 0.560 
OBS: 56935.365  i  C2    113.89      26.321    31.017 4.440  22.45 3.660      0 0.540 
OBS: 56943.178  g  C2    61.402      11.811    30.756 2.400  17.18 3.710      0 0.710 
OBS: 56943.180  r  C2    147.52      11.660    30.792 2.070  17.66 3.600      0 0.590 
OBS: 56943.182  i  C2    144.66      10.815    31.034 1.900  24.16 3.680      0 0.580 
OBS: 56943.187  z  C2    111.72      15.664    30.716 1.800  29.08 3.940  65536 0.540 
OBS: 56949.337  g  C2    55.492      4.4310    30.793 1.880   8.05 3.540      0 0.600 
OBS: 56949.339  r  C2    130.66      8.4454    30.793 1.840  12.71 3.530      0 0.470 
OBS: 56949.341  i  C2    134.91      9.9789    31.034 1.870  20.36 3.650      0 0.470 
OBS: 56949.344  z  C2    110.91      9.3027    30.708 1.564  18.72 3.980      0 0.580 
OBS: 56956.351  g  C2    36.273      6.1664    30.647 2.420   9.02 3.540      0 0.650 
OBS: 56956.354  r  C2    92.123      10.871    30.687 2.260  13.52 3.540      0 0.580 
OBS: 56956.356  i  C2    120.09      14.064    30.949 2.180  24.76 3.680      0 0.540 
OBS: 56956.359  z  C2    82.363      16.676    30.596 2.135  24.20 3.915      0 0.530 
OBS: 56961.357  g  C2    21.427      7.0401    30.748 2.770   9.21 3.560      0 0.540 
OBS: 56961.359  r  C2    69.000      10.926    30.763 2.430  14.47 3.560      0 0.620 
OBS: 56961.361  i  C2    87.999      13.028    31.014 2.170  27.64 3.670      0 0.620 
OBS: 56961.364  z  C2    62.917      22.809    30.699 1.980  36.52 3.920      0 0.480 
OBS: 56963.242  g  C2    17.709      16.839    30.274 2.540  17.77 3.720      0 0.820 
OBS: 56963.244  r  C2    72.194      22.338    30.238 2.370  20.96 3.660      0 0.750 
OBS: 56963.246  i  C2    77.597      25.911    30.526 2.350  31.57 3.740      0 0.700 
OBS: 56963.249  z  C2    58.884      15.817    30.509 2.000  23.23 3.928      0 0.710 
OBS: 56973.168  g  C2    13.327      6.9326    30.770 2.070  12.81 3.660      0 0.620 
OBS: 56973.171  r  C2    30.136      8.5304    30.781 1.780  14.55 3.580      0 0.560 
OBS: 56973.173  i  C2    68.078      8.6517    31.016 1.660  21.84 3.720      0 0.560 
OBS: 56973.175  z  C2    63.694      9.8752    30.698 1.600  20.09 3.940      0 0.540 
OBS: 56980.303  g  C2    8.0516      4.0155    30.739 1.990   7.14 3.500      0 0.530 
OBS: 56980.306  r  C2    17.297      7.3955    30.765 1.850  11.44 3.510      0 0.560 
OBS: 56980.308  i  C2    46.700      9.7385    31.003 1.770  20.87 3.730      0 0.500 
OBS: 56980.310  z  C2    57.897      10.802    30.654 1.720  19.37 3.951      0 0.530 
OBS: 56987.303  g  C2    1.0281      5.8386    30.733 2.700   8.10 3.520      0 0.520 
OBS: 56987.306  r  C2    14.757      10.730    30.776 2.470  12.46 3.540      0 0.380 
OBS: 56987.308  i  C2    38.863      16.302    31.028 2.480  24.63 3.670      0 0.520 
OBS: 56987.311  z  C2    50.198      15.984    30.700 2.150  24.56 3.925      0 0.540 
OBS: 56991.140  r  C2    24.579      23.115    30.781 4.530  15.42 3.550      0 0.490 
OBS: 56991.142  i  C2    72.705      33.881    31.019 4.520  25.54 3.660      0 0.420 
OBS: 56991.143  z  C2    41.562      52.257    30.693 4.410  32.82 3.910  65536 0.490 
OBS: 56992.123  g  C2  -0.51400      12.500    30.757 2.850  18.36 3.700      0 0.670 
OBS: 56992.125  r  C2    14.617      14.235    30.792 2.590  17.93 3.610      0 0.500 
OBS: 56992.127  i  C2    28.326      15.368    31.039 2.470  25.07 3.680      0 0.410 
OBS: 57001.288  g  C2   -63.027      34.023    30.704 4.080  26.26 3.710      0 0.650 
OBS: 57001.290  r  C2    26.019      28.981    30.725 3.610  24.54 3.620      0 0.600 
OBS: 57001.292  i  C2    25.634      24.806    30.958 3.680  29.77 3.700      0 0.620 
OBS: 57001.295  z  C2    72.774      42.400    30.569 4.225  23.36 3.902      0 0.450 
OBS: 57004.037  g  C2    2.5231      8.7666    30.298 1.940  11.25 3.640      0 0.650 
OBS: 57004.040  r  C2   -4.6970      19.834    29.822 1.950  14.97 3.600      0 0.640 
OBS: 57011.085  g  C2    2.4548      3.7415    30.802 1.820   7.34 3.550      0 0.480 
OBS: 57011.087  r  C2    10.022      6.8093    30.806 1.620  10.47 3.500      0 0.430 
OBS: 57011.089  i  C2    16.832      8.4013    31.027 1.590  21.34 3.740      0 0.520 
OBS: 57011.092  z  C2    14.523      10.232    30.712 1.405  21.82 3.925      0 0.450 
OBS: 57017.238  g  C2   -2.2340      6.2738    30.705 2.960   8.02 3.530      0 0.600 
OBS: 57017.242  i  C2    16.237      11.998    31.006 2.160  25.36 3.670      0 0.600 
OBS: 57017.245  z  C2    36.908      17.022    30.658 2.170  25.40 3.915      0 0.580 
OBS: 57025.072  g  C2    7.2550      24.477    30.782 2.580  30.17 3.740      0 0.760 
OBS: 57025.074  r  C2    12.662      16.482    30.776 2.180  27.45 3.610      0 0.670 
OBS: 57025.076  i  C2    22.095      14.569    31.010 1.960  34.68 3.730      0 0.630 
OBS: 57025.079  z  C2    10.434      14.968    30.659 1.889  27.50 3.915      0 0.610 
END: 
