SURVEY: FOUNDATION
SNTYPE: 1
SNID: 2016afk
RA: 155.6245508
DECL: 15.0966103
MWEBV: 0.0498 +- 0.0025
FILTERS: griz
REDSHIFT_HELIO: 0.0456054 +- 0.0000067
REDSHIFT_FINAL: 0.0467238 +- 0.0000067
SEARCH_PEAKMJD: 57444.37975
HOSTGAL_LOGMASS: 9.982 +- 0.002
VPEC: 38.929
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 31
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57437.39513      g    NULL     7115.052        201.323    17.870     0.031  2.09
OBS:  57444.37936      g    NULL     7610.230        224.573    17.797     0.032  2.25
OBS:  57450.33671      g    NULL     5280.121        177.985    18.193     0.036  2.70
OBS:  57457.34810      g    NULL     2438.224        120.693    19.032     0.053  1.98
OBS:  57463.35642      g    NULL     1573.042        147.844    19.508     0.102  2.17
OBS:  57472.40544      g    NULL      787.922        181.240    20.259     0.248  1.97
OBS:  57481.29111      g    NULL      470.073         90.465    20.820     0.208  1.66
OBS:  57437.39552      r    NULL     7279.114        174.924    17.845     0.026  1.78
OBS:  57444.37975      r    NULL     7861.375        192.944    17.761     0.027  1.91
OBS:  57450.33711      r    NULL     6150.869        158.158    18.028     0.028  2.15
OBS:  57457.34849      r    NULL     5046.362        140.074    18.243     0.030  1.91
OBS:  57463.35680      r    NULL     4061.857        143.222    18.478     0.038  2.09
OBS:  57472.40584      r    NULL     2515.642        139.689    18.998     0.060  1.69
OBS:  57481.29149      r    NULL     1726.856         88.872    19.407     0.056  1.44
OBS:  57444.48821      r    NULL     7440.040        150.273    17.821     0.022  2.82
OBS:  57444.50046      r    NULL     7217.786        148.635    17.854     0.022  2.79
OBS:  57444.51218      r    NULL     7848.560        155.796    17.763     0.021  2.99
OBS:  57444.52383      r    NULL     7642.477        152.738    17.792     0.022  2.50
OBS:  57437.39588      i    NULL     5293.220        155.357    18.191     0.032  1.58
OBS:  57444.38011      i    NULL     4784.555        172.294    18.300     0.039  1.96
OBS:  57450.33747      i    NULL     3263.626        139.310    18.716     0.046  1.94
OBS:  57457.34885      i    NULL     2566.550        132.382    18.977     0.056  1.99
OBS:  57463.35717      i    NULL     3107.501        143.287    18.769     0.050  1.88
OBS:  57472.40621      i    NULL     3054.015        156.166    18.788     0.055  1.84
OBS:  57481.29185      i    NULL     1691.116        103.037    19.430     0.066  1.50
OBS:  57437.39624      z    NULL     4511.848        177.885    18.364     0.043  1.62
OBS:  57450.33783      z    NULL     2984.087        173.238    18.813     0.063  1.70
OBS:  57457.34922      z    NULL     3042.560        162.515    18.792     0.058  1.69
OBS:  57463.35754      z    NULL     2955.528        189.142    18.823     0.069  2.04
OBS:  57472.40658      z    NULL     2649.833        182.930    18.942     0.075  1.69
OBS:  57481.29221      z    NULL     1347.758        133.382    19.676     0.107  1.43
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57435.00
SPEC: 3648.35 3653.85 3.50064e-16 9.72081e-18 1
SPEC: 3653.85 3659.35 3.68259e-16 9.75542e-18 1
SPEC: 3659.35 3664.85 3.69620e-16 9.78930e-18 1
SPEC: 3664.85 3670.35 3.60964e-16 9.82172e-18 1
SPEC: 3670.45 3675.95 3.69938e-16 9.85188e-18 1
SPEC: 3675.95 3681.45 3.40700e-16 9.87898e-18 1
SPEC: 3681.45 3686.95 3.45826e-16 9.90216e-18 1
SPEC: 3686.95 3692.45 3.36804e-16 9.92062e-18 1
SPEC: 3692.45 3697.95 3.30637e-16 9.93356e-18 1
SPEC: 3698.05 3703.55 3.23194e-16 9.94028e-18 1
SPEC: 3703.55 3709.05 3.46655e-16 9.94017e-18 1
SPEC: 3709.05 3714.55 3.12963e-16 9.93279e-18 1
SPEC: 3714.55 3720.05 3.30339e-16 9.91788e-18 1
SPEC: 3720.05 3725.55 3.18062e-16 9.89544e-18 1
SPEC: 3725.55 3731.05 3.01923e-16 9.86574e-18 1
SPEC: 3731.05 3736.55 3.00402e-16 9.82936e-18 1
SPEC: 3736.65 3742.15 3.08911e-16 9.78724e-18 1
SPEC: 3742.15 3747.65 2.89644e-16 9.74068e-18 1
SPEC: 3747.65 3753.15 2.99133e-16 9.69132e-18 1
SPEC: 3753.15 3758.65 3.05883e-16 9.64115e-18 1
SPEC: 3758.65 3764.15 2.95951e-16 9.59249e-18 1
SPEC: 3764.25 3769.75 2.92301e-16 9.54786e-18 1
SPEC: 3769.75 3775.25 2.60374e-16 9.50997e-18 1
SPEC: 3775.25 3780.75 2.72591e-16 9.48160e-18 1
SPEC: 3780.75 3786.25 2.51242e-16 9.46545e-18 1
SPEC: 3786.25 3791.75 2.34993e-16 9.46407e-18 1
SPEC: 3791.85 3797.35 2.05438e-16 9.47968e-18 1
SPEC: 3797.35 3802.85 1.91433e-16 9.51404e-18 1
SPEC: 3802.85 3808.35 1.81885e-16 9.56836e-18 1
SPEC: 3808.35 3813.85 1.72638e-16 9.64317e-18 1
SPEC: 3813.85 3819.35 1.73780e-16 9.73824e-18 1
SPEC: 3819.35 3824.85 1.61483e-16 9.85252e-18 1
SPEC: 3824.95 3830.45 1.48165e-16 9.98416e-18 1
SPEC: 3830.45 3835.95 1.44191e-16 1.01305e-17 1
SPEC: 3835.95 3841.45 1.51509e-16 1.02882e-17 1
SPEC: 3841.45 3846.95 1.46881e-16 1.04532e-17 1
SPEC: 3846.95 3852.45 1.35154e-16 1.06210e-17 1
SPEC: 3852.45 3857.95 1.27115e-16 1.07870e-17 1
SPEC: 3858.05 3863.55 1.33401e-16 1.09462e-17 1
SPEC: 3863.55 3869.05 1.38472e-16 1.10937e-17 1
SPEC: 3869.05 3874.55 1.30186e-16 1.12252e-17 1
SPEC: 3874.55 3880.05 1.55349e-16 1.13364e-17 1
SPEC: 3880.05 3885.55 1.75050e-16 1.14241e-17 1
SPEC: 3885.65 3891.15 2.21397e-16 1.14855e-17 1
SPEC: 3891.15 3896.65 2.32083e-16 1.15189e-17 1
