SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16bc
RA: 181.3574951
DECL: -21.4004457
MWEBV: 0.0478 +- 0.0024
FILTERS: griz
REDSHIFT_HELIO: 0.0319390 +- 0.0001500
REDSHIFT_FINAL: 0.0331059 +- 0.0001500
SEARCH_PEAKMJD: 57428.47326
HOSTGAL_LOGMASS: 10.461 +- 0.002
VPEC: 23.835
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 33
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57422.53601      g    NULL    21633.669        368.366    16.662     0.018  2.46
OBS:  57428.47326      g    NULL    30636.082        482.237    16.284     0.017  2.04
OBS:  57436.54931      g    NULL    25934.493        438.348    16.465     0.018  3.03
OBS:  57449.46129      g    NULL    11395.913        223.423    17.358     0.021  2.17
OBS:  57459.43708      g    NULL     5330.665        160.129    18.183     0.032  2.30
OBS:  57476.39488      g    NULL     2608.477        124.107    18.959     0.051  2.65
OBS:  57422.53642      r    NULL    18551.591        307.674    16.829     0.018  2.34
OBS:  57428.47368      r    NULL    26956.592        418.012    16.423     0.017  1.86
OBS:  57436.54971      r    NULL    23697.624        387.021    16.563     0.018  2.82
OBS:  57449.46170      r    NULL    12356.888        223.616    17.270     0.020  2.19
OBS:  57459.43749      r    NULL    10767.042        209.640    17.420     0.021  2.53
OBS:  57476.39529      r    NULL     4941.769        134.532    18.265     0.029  2.31
OBS:  57491.35883      r    NULL     2963.287        125.986    18.821     0.046  4.36
OBS:  57491.36997      r    NULL     3118.004         98.645    18.765     0.034  4.34
OBS:  57491.38115      r    NULL     2726.959         94.411    18.911     0.037  4.31
OBS:  57491.39228      r    NULL     2857.523        101.436    18.860     0.038  4.63
OBS:  57422.53677      i    NULL    14297.809        259.704    17.112     0.020  2.20
OBS:  57428.47404      i    NULL    14846.813        258.328    17.071     0.019  1.64
OBS:  57436.55006      i    NULL    11657.686        245.603    17.333     0.023  2.74
OBS:  57449.46205      i    NULL     6433.750        147.489    17.979     0.025  2.01
OBS:  57459.43785      i    NULL     8042.971        182.405    17.736     0.025  2.19
OBS:  57476.39564      i    NULL     3586.785        124.979    18.613     0.038  1.92
OBS:  57438.48632      i    NULL    10854.004        176.417    17.411     0.018  2.01
OBS:  57438.49740      i    NULL    11062.024        175.379    17.390     0.017  1.65
OBS:  57438.50851      i    NULL    10762.698        172.283    17.420     0.017  1.81
OBS:  57438.51961      i    NULL    10802.712        176.762    17.416     0.018  2.00
OBS:  57428.47439      z    NULL    14509.566        284.548    17.096     0.021  1.52
OBS:  57436.55042      z    NULL    11249.832        283.986    17.372     0.027  2.41
OBS:  57449.46240      z    NULL     7934.856        191.147    17.751     0.026  1.69
OBS:  57459.43821      z    NULL     7447.841        232.486    17.820     0.034  2.20
OBS:  57476.39599      z    NULL     3413.655        177.414    18.667     0.056  2.08
OBS:  57412.66252      z    NULL      369.066        129.747    21.082     0.380  2.10
OBS:  57412.67035      z    NULL       93.868        133.816    22.569     1.540  1.99
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57422.00
SPEC:   4033.80   4043.00 1.37503e-15 2.42929e-16 1
SPEC:   4043.00   4052.20 2.10639e-15 2.37819e-16 1
SPEC:   4052.20   4061.40 1.91166e-15 2.31596e-16 1
SPEC:   4061.40   4070.60 2.46397e-15 2.24668e-16 1
SPEC:   4070.60   4079.80 2.05703e-15 2.16582e-16 1
SPEC:   4079.80   4089.00 2.33724e-15 2.07667e-16 1
SPEC:   4089.00   4098.20 2.04275e-15 1.97769e-16 1
SPEC:   4098.20   4107.40 2.68579e-15 1.87321e-16 1
SPEC:   4107.40   4116.60 2.31356e-15 1.76468e-16 1
SPEC:   4116.60   4125.80 2.49315e-15 1.65473e-16 1
SPEC:   4125.80   4135.00 2.63019e-15 1.54290e-16 1
SPEC:   4135.00   4144.20 2.40908e-15 1.43388e-16 1
SPEC:   4144.20   4153.40 2.35028e-15 1.32728e-16 1
SPEC:   4153.40   4162.60 2.50388e-15 1.23165e-16 1
SPEC:   4162.60   4171.80 2.39481e-15 1.14571e-16 1
SPEC:   4171.80   4181.00 2.23815e-15 1.06569e-16 1
SPEC:   4181.00   4190.20 2.30778e-15 9.98936e-17 1
SPEC:   4190.20   4199.40 2.33135e-15 9.44487e-17 1
SPEC:   4199.40   4208.60 2.25923e-15 9.01700e-17 1
SPEC:   4208.60   4217.80 2.10197e-15 8.71422e-17 1
SPEC:   4217.80   4227.00 2.01452e-15 8.50458e-17 1
SPEC:   4227.00   4236.20 2.16339e-15 8.40211e-17 1
SPEC:   4236.20   4245.40 2.14216e-15 8.36097e-17 1
SPEC:   4245.40   4254.60 2.02332e-15 8.38463e-17 1
SPEC:   4254.60   4263.80 1.91239e-15 8.44376e-17 1
SPEC:   4263.80   4273.00 1.80786e-15 8.52491e-17 1
SPEC:   4273.00   4282.20 1.97009e-15 8.60351e-17 1
SPEC:   4282.20   4291.40 1.99503e-15 8.63567e-17 1
SPEC:   4291.40   4300.60 1.76626e-15 8.65819e-17 1
SPEC:   4300.60   4309.80 1.83888e-15 8.64433e-17 1
SPEC:   4309.80   4319.00 1.44149e-15 8.61817e-17 1
SPEC:   4319.00   4328.20 1.61496e-15 8.51046e-17 1
SPEC:   4328.20   4337.40 1.50624e-15 8.41307e-17 1
SPEC:   4337.40   4346.60 1.73664e-15 8.24402e-17 1
SPEC:   4346.60   4355.80 1.62644e-15 8.05392e-17 1
SPEC:   4355.80   4365.00 1.54919e-15 7.85960e-17 1
SPEC:   4365.00   4374.20 1.54974e-15 7.63669e-17 1
SPEC:   4374.20   4383.40 1.53797e-15 7.39120e-17 1
SPEC:   4383.40   4392.60 1.60463e-15 7.14341e-17 1
SPEC:   4392.60   4401.80 1.42742e-15 6.90219e-17 1
SPEC:   4401.80   4411.00 1.33066e-15 6.67237e-17 1
SPEC:   4411.00   4420.20 1.38391e-15 6.43080e-17 1
SPEC:   4420.20   4429.40 1.56230e-15 6.17404e-17 1
SPEC:   4429.40   4438.60 1.51074e-15 5.90507e-17 1
SPEC:   4438.60   4447.80 1.52857e-15 5.65097e-17 1
SPEC:   4447.80   4457.00 1.74909e-15 5.38825e-17 1
SPEC:   4457.00   4466.20 1.64270e-15 5.12844e-17 1
