SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2017zd
RA: 203.1756177
DECL: -21.8010734
MWEBV: 0.0728 +- 0.0036
FILTERS: griz
REDSHIFT_HELIO: 0.0294700 +- 0.0001500
REDSHIFT_FINAL: 0.0304576 +- 0.0001500
SEARCH_PEAKMJD: 57793.61390
HOSTGAL_LOGMASS: 10.113 +- 0.001
VPEC: -308.617
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 28
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57785.65426      g    NULL    21031.838        358.412    16.693     0.018  2.17
OBS:  57793.61390      g    NULL    28777.290        490.567    16.352     0.018  2.14
OBS:  57805.57466      g    NULL    18470.085        329.571    16.834     0.019  2.58
OBS:  57819.55314      g    NULL     5203.136        166.142    18.209     0.035  2.59
OBS:  57819.55836      g    NULL     5490.840        187.406    18.151     0.037  1.94
OBS:  57831.51018      g    NULL     2570.464        165.564    18.975     0.070  2.51
OBS:  57838.53288      g    NULL     1941.650        157.039    19.280     0.087  2.85
OBS:  57785.65467      r    NULL    18431.136        317.735    16.836     0.019  2.06
OBS:  57793.61431      r    NULL    28690.360        460.847    16.356     0.017  2.03
OBS:  57805.57507      r    NULL    18006.957        316.932    16.861     0.019  2.29
OBS:  57819.55355      r    NULL    12304.558        237.959    17.275     0.021  1.83
OBS:  57831.51060      r    NULL     7028.911        194.443    17.883     0.030  2.23
OBS:  57838.53331      r    NULL     5359.261        206.471    18.177     0.042  3.52
OBS:  57785.65502      i    NULL    15484.811        292.146    17.025     0.020  1.84
OBS:  57793.61466      i    NULL    15508.910        299.994    17.024     0.021  1.81
OBS:  57805.57542      i    NULL     9404.455        233.018    17.567     0.027  2.19
OBS:  57819.55390      i    NULL    10671.352        231.421    17.429     0.023  1.75
OBS:  57831.51095      i    NULL     6641.154        209.821    17.944     0.034  2.18
OBS:  57838.53366      i    NULL     5205.319        210.615    18.209     0.044  2.80
OBS:  57831.47253      i    NULL     6783.273        144.493    17.921     0.023  2.28
OBS:  57831.48224      i    NULL     6539.540        146.102    17.961     0.024  2.51
OBS:  57831.49194      i    NULL     6361.955        138.774    17.991     0.024  2.15
OBS:  57831.50162      i    NULL     6250.337        130.891    18.010     0.023  1.86
OBS:  57793.61502      z    NULL    16184.267        349.923    16.977     0.023  1.84
OBS:  57805.57578      z    NULL    10671.806        317.604    17.429     0.032  2.44
OBS:  57819.55425      z    NULL    10779.024        276.905    17.419     0.028  1.65
OBS:  57831.51131      z    NULL     6356.848        239.728    17.992     0.041  1.71
OBS:  57838.53401      z    NULL     3334.935        301.690    18.692     0.098  3.19
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57789.00
SPEC:   3643.35   3648.85 2.15301e-15 1.09412e-17 1
SPEC:   3648.85   3654.35 2.21480e-15 1.10182e-17 1
SPEC:   3654.35   3659.85 2.24812e-15 1.11059e-17 1
SPEC:   3659.85   3665.35 2.31345e-15 1.12042e-17 1
SPEC:   3665.45   3670.95 2.30405e-15 1.13124e-17 1
SPEC:   3670.95   3676.45 2.33551e-15 1.14295e-17 1
SPEC:   3676.45   3681.95 2.30828e-15 1.15543e-17 1
SPEC:   3681.95   3687.45 2.26598e-15 1.16848e-17 1
SPEC:   3687.45   3692.95 2.25396e-15 1.18187e-17 1
SPEC:   3693.05   3698.55 2.25140e-15 1.19534e-17 1
SPEC:   3698.55   3704.05 2.23233e-15 1.20856e-17 1
SPEC:   3704.05   3709.55 2.25335e-15 1.22120e-17 1
SPEC:   3709.55   3715.05 2.23819e-15 1.23288e-17 1
SPEC:   3715.05   3720.55 2.23611e-15 1.24320e-17 1
SPEC:   3720.55   3726.05 2.13375e-15 1.25181e-17 1
SPEC:   3726.05   3731.55 2.07067e-15 1.25833e-17 1
SPEC:   3731.65   3737.15 1.96458e-15 1.26244e-17 1
SPEC:   3737.15   3742.65 1.89996e-15 1.26388e-17 1
SPEC:   3742.65   3748.15 1.81761e-15 1.26244e-17 1
SPEC:   3748.15   3753.65 1.73934e-15 1.25801e-17 1
SPEC:   3753.65   3759.15 1.56786e-15 1.25057e-17 1
SPEC:   3759.25   3764.75 1.53613e-15 1.24019e-17 1
SPEC:   3764.75   3770.25 1.39562e-15 1.22706e-17 1
SPEC:   3770.25   3775.75 1.35134e-15 1.21142e-17 1
SPEC:   3775.75   3781.25 1.27899e-15 1.19365e-17 1
SPEC:   3781.25   3786.75 1.25292e-15 1.17414e-17 1
SPEC:   3786.85   3792.35 1.17588e-15 1.15338e-17 1
SPEC:   3792.35   3797.85 1.13560e-15 1.13186e-17 1
SPEC:   3797.85   3803.35 1.07841e-15 1.11011e-17 1
SPEC:   3803.35   3808.85 1.02581e-15 1.08861e-17 1
SPEC:   3808.85   3814.35 9.75201e-16 1.06784e-17 1
SPEC:   3814.35   3819.85 9.73135e-16 1.04822e-17 1
SPEC:   3819.95   3825.45 9.81610e-16 1.03012e-17 1
SPEC:   3825.45   3830.95 9.92108e-16 1.01381e-17 1
SPEC:   3830.95   3836.45 1.04719e-15 9.99492e-18 1
SPEC:   3836.45   3841.95 1.12140e-15 9.87292e-18 1
SPEC:   3841.95   3847.45 1.18676e-15 9.77235e-18 1
SPEC:   3847.45   3852.95 1.22634e-15 9.69272e-18 1
SPEC:   3853.05   3858.55 1.28898e-15 9.63276e-18 1
SPEC:   3858.55   3864.05 1.32468e-15 9.59058e-18 1
SPEC:   3864.05   3869.55 1.31112e-15 9.56375e-18 1
