SURVEY:     DES                                     
SNID:       1263715             
IAUC:       NULL                
FILTERS:    griz
FAKE:         0
TYPE:         1
MASK_FLUXCOR_SNANA:    3
RA:            41.609894               # deg
DECL:          -1.579935               # deg
MWEBV:        0.032                    # MW E(B-V)
MWEBV_ERR:    0.002                    # MW E(B-V)
PIXSIZE:     0.2700                    # arcSec
PEAKMJD:     56663.000
REDSHIFT_FINAL:   0.2919 +-  0.0010    # (CMB)
REDSHIFT_HELIO:   0.2928 +-  0.0010    # (HELIO)
  
HOSTGAL_OBJID:        12847
HOSTGAL_PHOTOZ:    0.5679 +-  0.0602   # (HELIO)
HOSTGAL_SPECZ:     0.2928 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP:     0.4300              # arcSec
HOSTGAL_LOGMASS:     8.9770 +-  0.1060 # log10(M/Msolar)
HOSTGAL_MAG:            23.91    23.23    22.95    22.79    # griz
HOSTGAL_SB_FLUXCAL:      6.17    11.78    14.47    16.65    # griz
  
# Private variables
PRIVATE(DES_mjd_latest_ml):         56694.039
PRIVATE(DES_mjd_trigger):           56653.100
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  35
NVAR:  11
VARLIST: MJD BAND FIELD  FLUXCAL FLUXCALERR  ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB 
OBS: 56645.050  g  S2    6.0950      11.075    30.769 2.170  21.69 4.290      0 1.040 
OBS: 56645.052  r  S2    2.4390      9.0871    30.813 1.980  22.41 4.020      0 0.990 
OBS: 56645.054  i  S2   -1.3160      8.9811    31.049 1.670  28.42 4.040      0 1.040 
OBS: 56645.057  z  S2    5.8530      8.2781    30.666 1.618  21.37 4.090      0 1.030 
OBS: 56649.118  g  S2    21.370      6.3087    30.784 3.260   7.61 4.040      0 1.090 
OBS: 56649.121  r  S2    40.816      6.5926    30.827 2.810  11.15 3.880      0 0.940 
OBS: 56649.123  i  S2    43.030      11.559    31.049 3.010  21.58 3.990      0 1.140 
OBS: 56649.126  z  S2    33.883      11.815    30.681 2.435  21.16 4.070      0 1.000 
OBS: 56653.102  r  S2    108.58      8.4233    30.831 3.160  10.70 3.850      0 1.000 
OBS: 56653.104  i  S2    115.54      8.9405    31.044 2.600  19.38 3.960      0 0.960 
OBS: 56653.107  z  S2    108.83      10.716    30.657 2.350  18.63 4.100      0 1.000 
OBS: 56660.047  g  S2    223.16      6.9357    30.777 2.440   9.65 4.130      0 1.070 
OBS: 56660.050  r  S2    239.99      6.7435    30.797 2.120  12.25 3.890      0 1.060 
OBS: 56660.052  i  S2    216.84      7.7916    31.022 1.880  22.00 3.990      0 0.920 
OBS: 56660.049  z  S2    171.28      13.462    30.630 1.910  30.50 4.070  65536 1.120 
OBS: 56667.088  g  S2    199.27      28.339    30.703 2.280  31.97 4.300      0 0.980 
OBS: 56667.091  r  S2    221.42      33.979    30.756 2.100  37.47 4.050      0 0.910 
OBS: 56667.093  i  S2    284.19      16.675    31.024 1.880  49.20 4.080      0 0.980 
OBS: 56667.095  z  S2    160.91      16.579    30.656 1.845  36.51 4.045      0 1.030 
OBS: 56675.043  g  S2    172.08      12.234    30.626 2.310  19.75 4.290      0 1.090 
OBS: 56675.045  r  S2    264.89      9.7544    30.711 2.010  20.55 4.040      0 1.000 
OBS: 56675.047  i  S2    246.11      11.215    30.963 1.880  29.02 4.020      0 1.000 
OBS: 56675.050  z  S2    147.21      11.979    30.540 1.855  23.44 4.075      0 1.030 
OBS: 56682.039  g  S2    97.068      8.1988    30.712 2.460  12.75 4.200      0 0.980 
OBS: 56682.041  r  S2    199.93      9.1088    30.743 2.710  13.98 3.940      0 1.010 
OBS: 56682.043  i  S2    170.57      9.6466    30.992 2.150  23.76 3.980      0 1.020 
OBS: 56682.046  z  S2    97.060      11.424    30.606 1.994  22.31 4.090      0 1.090 
OBS: 56687.039  g  S2    67.721      8.3353    30.691 3.010  11.53 4.200      0 0.980 
OBS: 56687.041  r  S2    154.28      8.4149    30.753 2.690  13.41 3.940      0 1.090 
OBS: 56687.043  i  S2    131.72      10.564    30.982 2.630  20.91 4.040      0 1.030 
OBS: 56687.046  z  S2    73.335      11.882    30.580 2.380  18.54 4.075      0 0.930 
OBS: 56694.032  g  S2    41.387      13.329    30.678 2.170  22.70 4.270      0 1.020 
OBS: 56694.034  r  S2    108.06      14.052    30.739 1.850  26.58 4.010      0 1.100 
OBS: 56694.036  i  S2    134.45      11.572    30.996 1.710  37.75 4.080      0 1.040 
OBS: 56694.039  z  S2    88.602      11.667    30.673 1.679  31.53 4.085      0 1.040 
END: 
