SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2016gmb
RA: 8.6860783
DECL: -6.1588912
MWEBV: 0.0293 +- 0.0015
FILTERS: griz
REDSHIFT_HELIO: 0.0582686 +- 0.0000801
REDSHIFT_FINAL: 0.0571429 +- 0.0000801
SEARCH_PEAKMJD: 57661.46330
HOSTGAL_LOGMASS: 9.640 +- 0.003
VPEC: 433.371
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 26
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57661.46330      g    NULL     8616.081        203.105    17.662     0.026  2.80
OBS:  57668.43060      g    NULL     5762.120        146.763    18.099     0.028  1.92
OBS:  57678.41688      g    NULL     2294.222        231.495    19.098     0.109  2.14
OBS:  57686.39374      g    NULL     1552.531         98.095    19.522     0.068  2.36
OBS:  57698.31958      g    NULL      835.511        143.887    20.195     0.186  2.19
OBS:  57970.56317      g    NULL     -122.014        120.034       nan     1.062  2.79
OBS:  57661.46370      r    NULL     7872.781        175.070    17.760     0.024  2.46
OBS:  57668.43100      r    NULL     6161.428        138.264    18.026     0.024  1.82
OBS:  57678.41727      r    NULL     4254.577        214.937    18.428     0.055  1.96
OBS:  57686.39414      r    NULL     3603.470        105.532    18.608     0.032  1.97
OBS:  57698.31997      r    NULL     2032.988        114.985    19.230     0.061  2.03
OBS:  57713.20859      r    NULL     1105.850        143.123    19.891     0.140  2.06
OBS:  57970.56357      r    NULL       42.118         83.268    23.439     2.135  2.08
OBS:  57661.46406      i    NULL     4462.522        136.945    18.376     0.033  2.00
OBS:  57668.43135      i    NULL     3008.862        110.498    18.804     0.040  1.64
OBS:  57678.41763      i    NULL     2419.127        209.449    19.041     0.094  1.63
OBS:  57686.39449      i    NULL     2800.637        101.097    18.882     0.039  1.86
OBS:  57698.32033      i    NULL     1715.458        134.915    19.414     0.085  2.17
OBS:  57713.20894      i    NULL     1260.513        143.885    19.749     0.123  1.72
OBS:  57970.56393      i    NULL       15.684         90.583    24.511     6.238  2.10
OBS:  57661.46442      z    NULL     3423.568        195.476    18.664     0.062  2.14
OBS:  57668.43171      z    NULL     1876.264        140.502    19.317     0.081  1.48
OBS:  57678.41799      z    NULL     2156.211        289.641    19.166     0.145  1.76
OBS:  57686.39485      z    NULL     2111.713        126.987    19.188     0.065  1.66
OBS:  57698.32069      z    NULL     1552.391        171.499    19.522     0.119  1.86
OBS:  57713.20929      z    NULL      349.668        176.217    21.141     0.544  1.80
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57655.00
SPEC: 3643.35 3648.85 5.11926e-16 2.60590e-17 1
SPEC: 3648.85 3654.35 4.82308e-16 2.58966e-17 1
SPEC: 3654.35 3659.85 4.71995e-16 2.57294e-17 1
SPEC: 3659.85 3665.35 5.52348e-16 2.55578e-17 1
SPEC: 3665.45 3670.95 4.78696e-16 2.53823e-17 1
SPEC: 3670.95 3676.45 5.23598e-16 2.52034e-17 1
SPEC: 3676.45 3681.95 5.42608e-16 2.50219e-17 1
SPEC: 3681.95 3687.45 5.38249e-16 2.48384e-17 1
SPEC: 3687.45 3692.95 5.49813e-16 2.46541e-17 1
SPEC: 3693.05 3698.55 5.45842e-16 2.44700e-17 1
SPEC: 3698.55 3704.05 5.66674e-16 2.42876e-17 1
SPEC: 3704.05 3709.55 5.78726e-16 2.41083e-17 1
SPEC: 3709.55 3715.05 5.24906e-16 2.39339e-17 1
SPEC: 3715.05 3720.55 5.18745e-16 2.37662e-17 1
SPEC: 3720.55 3726.05 5.82005e-16 2.36071e-17 1
SPEC: 3726.05 3731.55 5.84458e-16 2.34583e-17 1
SPEC: 3731.65 3737.15 5.71893e-16 2.33216e-17 1
SPEC: 3737.15 3742.65 5.63880e-16 2.31983e-17 1
SPEC: 3742.65 3748.15 6.09831e-16 2.30893e-17 1
SPEC: 3748.15 3753.65 5.74136e-16 2.29952e-17 1
SPEC: 3753.65 3759.15 5.79768e-16 2.29158e-17 1
SPEC: 3759.25 3764.75 6.01086e-16 2.28501e-17 1
SPEC: 3764.75 3770.25 6.21469e-16 2.27966e-17 1
SPEC: 3770.25 3775.75 5.93827e-16 2.27530e-17 1
SPEC: 3775.75 3781.25 5.91891e-16 2.27163e-17 1
SPEC: 3781.25 3786.75 6.03799e-16 2.26827e-17 1
SPEC: 3786.85 3792.35 5.90058e-16 2.26484e-17 1
SPEC: 3792.35 3797.85 6.04173e-16 2.26089e-17 1
SPEC: 3797.85 3803.35 5.81519e-16 2.25597e-17 1
SPEC: 3803.35 3808.85 5.79318e-16 2.24966e-17 1
SPEC: 3808.85 3814.35 5.17099e-16 2.24153e-17 1
SPEC: 3814.35 3819.85 5.40053e-16 2.23122e-17 1
SPEC: 3819.95 3825.45 4.54344e-16 2.21843e-17 1
SPEC: 3825.45 3830.95 4.64160e-16 2.20292e-17 1
SPEC: 3830.95 3836.45 3.52101e-16 2.18454e-17 1
SPEC: 3836.45 3841.95 3.51805e-16 2.16322e-17 1
SPEC: 3841.95 3847.45 3.20056e-16 2.13897e-17 1
SPEC: 3847.45 3852.95 3.01742e-16 2.11188e-17 1
SPEC: 3853.05 3858.55 2.60847e-16 2.08210e-17 1
