SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2017cfd
RA: 130.2044415
DECL: 73.4875408
MWEBV: 0.0190 +- 0.0010
FILTERS: griz
REDSHIFT_HELIO: 0.0120850 +- 0.0001630
REDSHIFT_FINAL: 0.0122165 +- 0.0001630
SEARCH_PEAKMJD: 57844.29829
HOSTGAL_LOGMASS: 10.114 +- 0.001
VPEC: 147.187
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 31
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57831.24043      g    NULL    21195.799        365.007    16.684     0.019  2.07
OBS:  57837.31033      g    NULL    91030.379       1310.398    15.102     0.016  3.48
OBS:  57844.29788      g    NULL   118743.948       1697.542    14.813     0.016  2.20
OBS:  57863.24732      g    NULL    40910.708        629.948    15.970     0.017  1.90
OBS:  57878.25226      g    NULL    12440.534        326.469    17.263     0.028  3.16
OBS:  57831.24085      r    NULL    24721.981        399.323    16.517     0.018  1.80
OBS:  57837.31076      r    NULL    96279.929       1378.957    15.041     0.016  2.80
OBS:  57844.29829      r    NULL   122123.970       1731.857    14.783     0.015  2.07
OBS:  57863.24774      r    NULL    54079.006        790.961    15.667     0.016  1.67
OBS:  57878.25268      r    NULL    31287.204        537.586    16.262     0.019  3.55
OBS:  57894.25955      r    NULL    16466.702        277.863    16.958     0.018  1.49
OBS:  57831.24119      i    NULL    21419.890        358.595    16.673     0.018  1.67
OBS:  57837.31111      i    NULL    79453.096       1152.373    15.250     0.016  2.25
OBS:  57844.29864      i    NULL    69824.228       1017.930    15.390     0.016  2.00
OBS:  57863.24809      i    NULL    39394.867        600.101    16.011     0.017  1.41
OBS:  57878.25303      i    NULL    31875.107        557.234    16.241     0.019  3.45
OBS:  57894.25989      i    NULL    14672.851        269.003    17.084     0.020  1.53
OBS:  57797.50446      i    NULL      -31.892        108.838       nan     3.686  2.41
OBS:  57797.51606      i    NULL     -233.804        139.739       nan     0.645  3.26
OBS:  57797.52770      i    NULL       42.950         97.877    23.418     2.461  2.21
OBS:  57797.53930      i    NULL      -65.479         91.448       nan     1.508  2.03
OBS:  57851.35078      i    NULL    53394.876        755.031    15.681     0.015  1.70
OBS:  57851.36246      i    NULL    52433.359        743.145    15.701     0.015  2.01
OBS:  57851.37413      i    NULL    52422.674        743.613    15.701     0.015  2.00
OBS:  57851.38581      i    NULL    52795.801        749.045    15.694     0.015  1.84
OBS:  57831.24154      z    NULL    20610.692        385.339    16.715     0.020  1.60
OBS:  57837.31145      z    NULL    66974.786       1033.255    15.435     0.017  2.27
OBS:  57844.29899      z    NULL    72332.813       1083.002    15.352     0.016  1.91
OBS:  57863.24844      z    NULL    47292.508        735.703    15.813     0.017  1.27
OBS:  57878.25337      z    NULL    33176.285        612.029    16.198     0.020  2.78
OBS:  57894.26025      z    NULL    11929.314        299.765    17.308     0.027  1.67
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57830.00
SPEC:   3640.75   3641.25 8.75431e-16 8.18935e-17 1
SPEC:   3641.25   3641.75 9.53646e-16 8.18263e-17 1
SPEC:   3641.75   3642.25 8.09131e-16 8.17590e-17 1
SPEC:   3642.25   3642.75 7.47156e-16 8.16916e-17 1
SPEC:   3642.75   3643.25 6.79767e-16 8.16241e-17 1
SPEC:   3643.25   3643.75 6.35710e-16 8.15565e-17 1
SPEC:   3643.75   3644.25 7.23158e-16 8.14888e-17 1
SPEC:   3644.25   3644.75 8.93807e-16 8.14209e-17 1
SPEC:   3644.75   3645.25 9.79241e-16 8.13530e-17 1
SPEC:   3645.25   3645.75 8.55212e-16 8.12849e-17 1
SPEC:   3645.75   3646.25 7.27586e-16 8.12167e-17 1
SPEC:   3646.25   3646.75 7.45708e-16 8.11485e-17 1
SPEC:   3646.75   3647.25 8.30276e-16 8.10801e-17 1
SPEC:   3647.25   3647.75 8.70181e-16 8.10116e-17 1
SPEC:   3647.75   3648.25 8.26608e-16 8.09429e-17 1
SPEC:   3648.25   3648.75 9.20090e-16 8.08742e-17 1
SPEC:   3648.75   3649.25 9.23712e-16 8.08054e-17 1
SPEC:   3649.25   3649.75 8.01319e-16 8.07365e-17 1
SPEC:   3649.75   3650.25 7.56441e-16 8.06674e-17 1
SPEC:   3650.25   3650.75 9.27467e-16 8.05983e-17 1
SPEC:   3650.75   3651.25 9.07724e-16 8.05290e-17 1
SPEC:   3651.15   3651.65 7.56835e-16 8.04597e-17 1
SPEC:   3651.65   3652.15 7.41478e-16 8.03902e-17 1
SPEC:   3652.15   3652.65 7.84275e-16 8.03207e-17 1
SPEC:   3652.65   3653.15 8.28036e-16 8.02510e-17 1
SPEC:   3653.15   3653.65 8.47397e-16 8.01812e-17 1
SPEC:   3653.65   3654.15 7.37705e-16 8.01113e-17 1
SPEC:   3654.15   3654.65 6.93490e-16 8.00414e-17 1
SPEC:   3654.65   3655.15 7.44238e-16 7.99713e-17 1
SPEC:   3655.15   3655.65 8.44198e-16 7.99011e-17 1
SPEC:   3655.65   3656.15 8.98713e-16 7.98309e-17 1
SPEC:   3656.15   3656.65 8.41905e-16 7.97605e-17 1
SPEC:   3656.65   3657.15 8.04605e-16 7.96900e-17 1
SPEC:   3657.15   3657.65 7.55453e-16 7.96195e-17 1
SPEC:   3657.65   3658.15 7.75366e-16 7.95488e-17 1
SPEC:   3658.15   3658.65 8.07076e-16 7.94780e-17 1
SPEC:   3658.65   3659.15 7.04558e-16 7.94072e-17 1
SPEC:   3659.15   3659.65 6.99032e-16 7.93362e-17 1
SPEC:   3659.65   3660.15 8.57834e-16 7.92652e-17 1
SPEC:   3660.15   3660.65 9.57095e-16 7.91940e-17 1
SPEC:   3660.65   3661.15 8.62301e-16 7.91228e-17 1
SPEC:   3661.15   3661.65 7.39159e-16 7.90515e-17 1
SPEC:   3661.65   3662.15 7.85932e-16 7.89801e-17 1
SPEC:   3662.15   3662.65 7.92353e-16 7.89085e-17 1
SPEC:   3662.65   3663.15 8.06523e-16 7.88369e-17 1
