SURVEY:     DES                                     
SNID:       1303496             
IAUC:       NULL                
FILTERS:    griz
FAKE:         0
TYPE:         1
MASK_FLUXCOR_SNANA:    3
RA:            53.848209               # deg
DECL:         -29.591787               # deg
MWEBV:        0.011                    # MW E(B-V)
MWEBV_ERR:    0.001                    # MW E(B-V)
PIXSIZE:     0.2700                    # arcSec
PEAKMJD:     56963.898
REDSHIFT_FINAL:   0.1798 +-  0.0010    # (CMB)
REDSHIFT_HELIO:   0.1802 +-  0.0010    # (HELIO)
  
HOSTGAL_OBJID:        23612
HOSTGAL_PHOTOZ:    0.2189 +-  0.0637   # (HELIO)
HOSTGAL_SPECZ:     0.1803 +- -9.0000   # (HELIO)
HOSTGAL_SNSEP:     1.0100              # arcSec
HOSTGAL_LOGMASS:    10.6430 +-  0.1955 # log10(M/Msolar)
HOSTGAL_MAG:            21.35    20.38    19.81    19.50    # griz
HOSTGAL_SB_FLUXCAL:     60.61   161.55   263.78   373.47    # griz
  
# Private variables
PRIVATE(DES_mjd_latest_ml):         57044.171
PRIVATE(DES_mjd_trigger):           56956.351
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  41
NVAR:  11
VARLIST: MJD BAND FIELD  FLUXCAL FLUXCALERR  ZPFLUX PSF SKYSIG GAIN PHOTFLAG PHOTPROB 
OBS: 56943.178  g  C2    4.6927      14.564    30.798 2.400  15.79 4.320      0 0.980 
OBS: 56943.180  r  C2   -2.8470      14.357    30.791 2.040  16.62 4.000      0 1.090 
OBS: 56943.182  i  C2    12.018      18.755    31.038 1.870  22.70 4.070      0 1.110 
OBS: 56943.183  z  C2   -18.536      28.849    30.746 1.760  28.58 4.140  32768 1.000 
OBS: 56949.339  r  C2    51.561      10.379    30.796 1.750  12.04 3.950      0 1.090 
OBS: 56949.342  z  C2    44.199      23.435    30.731 1.500  26.11 4.110  65536 1.130 
OBS: 56956.358  z  C2    262.01      29.674    30.620 2.080  23.89 4.090      0 1.080 
OBS: 56961.359  r  C2    531.99      17.397    30.763 2.370  13.73 3.980      0 1.060 
OBS: 56961.361  i  C2    459.03      24.692    31.023 2.120  26.16 4.050      0 1.060 
OBS: 56961.364  z  C2    366.08      40.832    30.715 1.970  35.81 4.100      0 0.880 
OBS: 56963.242  g  C2    553.25      24.204    30.327 2.480  16.63 4.350      0 1.030 
OBS: 56963.247  z  C2    388.21      46.313    30.484 2.070  33.51 4.110  65536 0.810 
OBS: 56973.168  g  C2    399.21      10.218    30.803 1.900  11.78 4.280      0 1.130 
OBS: 56973.171  r  C2    549.91      15.132    30.797 1.690  13.78 3.970      0 1.120 
OBS: 56973.173  i  C2    438.92      17.687    31.026 1.590  20.66 4.100      0 1.170 
OBS: 56973.174  z  C2    254.26      27.819    30.725 1.550  27.75 4.120  65536 1.130 
OBS: 56980.306  r  C2    395.30      13.417    30.771 1.790  10.87 3.910      0 1.050 
OBS: 56980.308  i  C2    301.30      17.907    31.015 1.720  20.02 4.020      0 1.100 
OBS: 56980.308  z  C2    185.24      30.905    30.682 1.720  27.02 4.170  65536 0.890 
OBS: 56987.306  r  C2    285.51      14.424    30.776 2.370  11.78 3.940      0 1.150 
OBS: 56987.308  i  C2    236.32      24.008    31.024 2.350  23.23 4.050      0 1.200 
OBS: 56987.311  z  C2    183.12      28.113    30.724 2.077  24.02 4.084      0 0.900 
OBS: 56991.140  r  C2    307.76      32.816    30.796 4.550  14.67 3.940      0 1.060 
OBS: 56992.123  g  C2    87.632      14.281    30.800 2.710  17.09 4.260      0 1.020 
OBS: 56992.125  r  C2    238.05      18.962    30.795 2.510  17.04 4.000      0 1.050 
OBS: 56992.127  i  C2    234.64      24.029    31.054 2.390  23.94 4.030      0 0.930 
OBS: 56992.128  z  C2    192.71      42.061    30.772 2.370  30.47 4.110  65536 0.880 
OBS: 57001.288  g  C2    47.730      29.118    30.703 4.020  24.10 4.310      0 1.090 
OBS: 57001.290  r  C2    160.04      33.330    30.740 3.580  23.10 4.010      0 1.070 
OBS: 57001.292  i  C2    198.46      42.330    30.981 3.630  27.82 4.100      0 1.050 
OBS: 57001.293  z  C2    194.55      79.180    30.633 4.360  31.85 4.080  65536 0.980 
OBS: 57004.037  g  C2    39.301      10.324    30.346 1.870  10.35 4.280      0 1.010 
OBS: 57011.085  g  C2    26.331      5.9580    30.838 1.740   6.86 4.060      0 1.090 
OBS: 57017.243  z  C2    112.79      43.642    30.692 1.990  35.58 4.100  65536 0.890 
OBS: 57025.072  g  C2    1.5862      22.902    30.819 2.450  27.71 4.360      0 0.990 
OBS: 57025.076  i  C2    59.320      26.231    31.026 1.900  32.51 4.100      0 0.960 
OBS: 57025.079  z  C2    73.795      28.011    30.697 1.830  26.56 4.120      0 0.860 
OBS: 57032.145  g  C2    3.9870      11.163    30.771 2.260  15.41 4.280      0 1.020 
OBS: 57032.147  r  C2    64.995      14.293    30.760 2.030  15.60 3.960      0 0.960 
OBS: 57032.149  i  C2    56.036      18.375    31.007 1.820  23.38 4.030      0 1.000 
OBS: 57032.150  z  C2    71.823      32.633    30.666 1.780  29.47 4.130  65536 0.800 
END: 
