SURVEY: FOUNDATION
SNTYPE: 1
SNID: SN2017jl
RA: 14.3828796
DECL: 30.1852335
MWEBV: 0.0632 +- 0.0032
FILTERS: griz
REDSHIFT_HELIO: 0.0163310 +- 0.0004440
REDSHIFT_FINAL: 0.0153048 +- 0.0004440
SEARCH_PEAKMJD: 57783.22590
HOSTGAL_LOGMASS: 9.155 +- 0.008
VPEC: 181.752
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 22
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57773.24721      g    NULL    37084.211        563.073    16.077     0.016  1.68
OBS:  57777.23327      g    NULL    76576.147       1111.741    15.290     0.016  2.67
OBS:  57783.22590      g    NULL   106238.423       1520.961    14.934     0.016  2.72
OBS:  57789.22546      g    NULL   101115.400       1451.577    14.988     0.016  1.92
OBS:  57800.23297      g    NULL    55357.201        820.762    15.642     0.016  2.76
OBS:  57811.23506      g    NULL    23540.400        574.223    16.570     0.026  4.19
OBS:  57773.24762      r    NULL    38583.265        571.816    16.034     0.016  1.58
OBS:  57777.23367      r    NULL    73167.658       1051.263    15.339     0.016  2.34
OBS:  57783.22631      r    NULL   102456.392       1454.062    14.974     0.015  2.23
OBS:  57789.22587      r    NULL   104771.851       1486.082    14.949     0.015  1.76
OBS:  57800.23339      r    NULL    57260.754        832.695    15.605     0.016  2.30
OBS:  57811.23549      r    NULL    48436.636        969.655    15.787     0.022  3.52
OBS:  57773.24798      i    NULL    29479.183        448.347    16.326     0.017  1.44
OBS:  57777.23402      i    NULL    56873.868        832.182    15.613     0.016  1.91
OBS:  57783.22666      i    NULL    62858.224        913.673    15.504     0.016  2.06
OBS:  57789.22622      i    NULL    55479.855        809.178    15.640     0.016  1.58
OBS:  57800.23373      i    NULL    31379.160        487.505    16.258     0.017  2.28
OBS:  57811.23583      i    NULL    38484.202        927.311    16.037     0.026  3.83
OBS:  57777.23437      z    NULL    50680.031        779.280    15.738     0.017  2.08
OBS:  57783.22701      z    NULL    62725.806        942.403    15.506     0.016  2.38
OBS:  57789.22658      z    NULL    57094.815        855.271    15.609     0.016  1.56
OBS:  57800.23408      z    NULL    41034.979        655.623    15.967     0.017  2.46
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57775.00
SPEC:   3396.45   3399.75 1.41081e-15 7.79146e-17 1
SPEC:   3399.75   3403.05 1.38875e-15 7.91387e-17 1
SPEC:   3403.15   3406.45 1.34019e-15 8.03979e-17 1
SPEC:   3406.55   3409.85 1.20604e-15 8.16912e-17 1
SPEC:   3409.85   3413.15 1.39222e-15 8.30170e-17 1
SPEC:   3413.25   3416.55 1.55566e-15 8.43734e-17 1
SPEC:   3416.55   3419.85 1.51773e-15 8.57583e-17 1
SPEC:   3419.95   3423.25 1.49893e-15 8.71688e-17 1
SPEC:   3423.25   3426.55 1.60825e-15 8.86018e-17 1
SPEC:   3426.65   3429.95 1.93956e-15 9.00536e-17 1
SPEC:   3429.95   3433.25 1.99586e-15 9.15201e-17 1
SPEC:   3433.35   3436.65 1.95958e-15 9.29966e-17 1
SPEC:   3436.65   3439.95 1.96109e-15 9.44781e-17 1
SPEC:   3440.05   3443.35 1.98562e-15 9.59589e-17 1
SPEC:   3443.45   3446.75 2.24226e-15 9.74331e-17 1
SPEC:   3446.75   3450.05 2.28400e-15 9.88943e-17 1
SPEC:   3450.15   3453.45 2.55432e-15 1.00336e-16 1
SPEC:   3453.45   3456.75 2.47569e-15 1.01751e-16 1
SPEC:   3456.85   3460.15 2.32669e-15 1.03131e-16 1
SPEC:   3460.15   3463.45 2.53814e-15 1.04471e-16 1
SPEC:   3463.55   3466.85 2.76176e-15 1.05762e-16 1
SPEC:   3466.85   3470.15 2.95795e-15 1.06996e-16 1
SPEC:   3470.25   3473.55 2.90562e-15 1.08167e-16 1
SPEC:   3473.55   3476.85 3.06543e-15 1.09268e-16 1
SPEC:   3476.95   3480.25 3.46818e-15 1.10291e-16 1
SPEC:   3480.25   3483.55 3.61147e-15 1.11231e-16 1
SPEC:   3483.65   3486.95 3.90007e-15 1.12081e-16 1
SPEC:   3486.95   3490.25 3.50298e-15 1.12837e-16 1
SPEC:   3490.35   3493.65 3.63819e-15 1.13493e-16 1
SPEC:   3493.65   3496.95 3.96819e-15 1.14046e-16 1
SPEC:   3497.05   3500.35 3.64050e-15 1.14492e-16 1
SPEC:   3500.45   3503.75 3.64261e-15 1.14830e-16 1
SPEC:   3503.75   3507.05 3.82547e-15 1.15058e-16 1
SPEC:   3507.15   3510.45 3.98405e-15 1.15174e-16 1
SPEC:   3510.45   3513.75 4.37828e-15 1.15180e-16 1
