SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15fa
RA: 257.4417660
DECL: 62.9743041
MWEBV: 0.0236 +- 0.0012
FILTERS: griz
REDSHIFT_HELIO: 0.0273452 +- 0.0000072
REDSHIFT_FINAL: 0.0272168 +- 0.0000072
SEARCH_PEAKMJD: 57102.63428
HOSTGAL_LOGMASS: 11.268 +- 0.001
VPEC: 13.425
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 28
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57102.63307      g    NULL    24578.868        351.643    16.524     0.016  2.28
OBS:  57108.57631      g    NULL    20756.048        301.123    16.707     0.016  3.76
OBS:  57114.63048      g    NULL    14798.409        220.163    17.074     0.016  2.51
OBS:  57121.61850      g    NULL     8909.663        144.970    17.625     0.018  2.33
OBS:  57125.60892      g    NULL     6506.408        118.200    17.967     0.020  1.82
OBS:  57132.62034      g    NULL     2208.454         81.979    19.140     0.040  2.16
OBS:  57145.61141      g    NULL     2226.207        158.039    19.131     0.077  1.94
OBS:  57102.63428      r    NULL    25129.397        356.963    16.500     0.015  2.04
OBS:  57108.57749      r    NULL    22552.722        323.591    16.617     0.016  2.85
OBS:  57114.63164      r    NULL    15877.492        231.291    16.998     0.016  2.32
OBS:  57121.61968      r    NULL    13065.448        192.498    17.210     0.016  1.98
OBS:  57125.60964      r    NULL    12405.985        193.120    17.266     0.017  1.66
OBS:  57132.62086      r    NULL     7835.709        150.152    17.765     0.021  1.99
OBS:  57145.61188      r    NULL     5166.412        138.137    18.217     0.029  1.61
OBS:  57102.63541      i    NULL    15313.246        223.076    17.037     0.016  1.88
OBS:  57108.57861      i    NULL    12812.965        191.767    17.231     0.016  2.62
OBS:  57114.63279      i    NULL     8521.256        136.807    17.674     0.017  2.52
OBS:  57121.62079      i    NULL     8172.976        128.206    17.719     0.017  1.88
OBS:  57125.61029      i    NULL     9471.499        153.634    17.559     0.018  1.57
OBS:  57132.62129      i    NULL     8411.041        167.569    17.688     0.022  1.80
OBS:  57145.61231      i    NULL     4833.249        138.722    18.289     0.031  1.76
OBS:  57102.63656      z    NULL    15916.922        240.141    16.995     0.016  1.90
OBS:  57108.57973      z    NULL    13609.090        212.171    17.165     0.017  2.37
OBS:  57114.63392      z    NULL    10411.416        170.309    17.456     0.018  2.00
OBS:  57121.62191      z    NULL    10931.959        175.280    17.403     0.017  1.89
OBS:  57125.61095      z    NULL    11199.951        194.840    17.377     0.019  1.46
OBS:  57132.62171      z    NULL     1293.606       1374.439    19.720     1.147  1.55
OBS:  57145.61273      z    NULL     4861.327        161.454    18.283     0.036  1.72
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57100.00
SPEC: 3409.50 3414.30 3.83888e-16 1.39619e-16 0
SPEC: 3414.30 3419.10 5.59442e-16 1.39738e-16 0
SPEC: 3419.00 3423.80 6.09300e-16 1.39765e-16 0
SPEC: 3423.70 3428.50 6.67911e-16 1.39686e-16 0
SPEC: 3428.50 3433.30 5.25349e-16 1.39487e-16 0
SPEC: 3433.20 3438.00 7.13823e-16 1.39154e-16 0
SPEC: 3437.90 3442.70 5.53034e-16 1.38674e-16 0
SPEC: 3442.70 3447.50 5.19760e-16 1.38038e-16 0
SPEC: 3447.40 3452.20 5.09276e-16 1.37238e-16 0
SPEC: 3452.10 3456.90 7.77355e-16 1.36265e-16 0
SPEC: 3456.90 3461.70 5.19076e-16 1.35119e-16 0
SPEC: 3461.60 3466.40 2.34356e-16 1.33797e-16 0
SPEC: 3466.30 3471.10 7.23630e-16 1.32303e-16 0
SPEC: 3471.10 3475.90 3.87818e-16 1.30643e-16 0
SPEC: 3475.80 3480.60 4.97539e-16 1.28826e-16 0
SPEC: 3480.50 3485.30 3.19325e-16 1.26863e-16 0
SPEC: 3485.30 3490.10 7.19527e-16 1.24769e-16 0
SPEC: 3490.00 3494.80 5.84484e-16 1.22559e-16 0
SPEC: 3494.70 3499.50 4.39091e-16 1.20251e-16 0
SPEC: 3499.50 3504.30 6.16829e-16 1.17864e-16 0
SPEC: 3504.20 3509.00 5.70735e-16 1.15413e-16 0
SPEC: 3508.90 3513.70 6.06667e-16 1.12918e-16 0
SPEC: 3513.70 3518.50 5.54221e-16 1.10393e-16 0
SPEC: 3518.40 3523.20 4.87599e-16 1.07852e-16 0
SPEC: 3523.10 3527.90 5.11737e-16 1.05305e-16 0
SPEC: 3527.90 3532.70 5.44447e-16 1.02763e-16 0
SPEC: 3532.60 3537.40 6.86459e-16 1.00231e-16 0
SPEC: 3537.30 3542.10 7.14894e-16 9.77123e-17 0
SPEC: 3542.10 3546.90 4.57269e-16 9.52085e-17 0
SPEC: 3546.80 3551.60 6.32199e-16 9.27190e-17 0
SPEC: 3551.50 3556.30 5.96823e-16 9.02416e-17 0
SPEC: 3556.30 3561.10 7.14031e-16 8.77734e-17 0
SPEC: 3561.00 3565.80 7.45000e-16 8.53111e-17 0
SPEC: 3565.70 3570.50 6.46467e-16 8.28517e-17 0
SPEC: 3570.40 3575.20 5.75215e-16 8.03927e-17 0
SPEC: 3575.20 3580.00 4.79231e-16 7.79331e-17 0
SPEC: 3579.90 3584.70 7.24977e-16 7.54732e-17 0
SPEC: 3584.70 3589.50 7.17346e-16 7.30149e-17 0
SPEC: 3589.40 3594.20 7.28192e-16 7.05623e-17 0
SPEC: 3594.10 3598.90 6.50384e-16 6.81209e-17 0
SPEC: 3598.80 3603.60 5.01154e-16 6.56983e-17 0
