SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15mf
RA: 213.5947749
DECL: 2.9755197
MWEBV: 0.0318 +- 0.0016
FILTERS: griz
REDSHIFT_HELIO: 0.0260390 +- 0.0000080
REDSHIFT_FINAL: 0.0268891 +- 0.0000080
SEARCH_PEAKMJD: 57212.27150
HOSTGAL_LOGMASS: 10.547 +- 0.001
VPEC: -108.910
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 30
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57212.27150      g    NULL    31110.842        486.779    16.268     0.017  1.72
OBS:  57217.28849      g    NULL    27590.676        442.979    16.398     0.017  1.59
OBS:  57222.26723      g    NULL    20232.801        336.966    16.735     0.018  1.64
OBS:  57233.26566      g    NULL     8013.495        251.660    17.740     0.034  1.77
OBS:  57243.26007      g    NULL     2836.763        229.198    18.868     0.087  3.64
OBS:  57262.24627      g    NULL     2341.813        317.901    19.076     0.147  2.42
OBS:  57462.55431      g    NULL      179.365        105.860    21.866     0.637  2.36
OBS:  57212.27190      r    NULL    30522.913        470.843    16.288     0.017  1.60
OBS:  57217.28882      r    NULL    28277.424        438.403    16.371     0.017  1.49
OBS:  57222.26755      r    NULL    20487.261        329.887    16.721     0.017  1.63
OBS:  57233.26607      r    NULL    14956.986        295.062    17.063     0.021  1.96
OBS:  57243.26049      r    NULL     8339.737        262.577    17.697     0.034  4.11
OBS:  57262.24669      r    NULL     3680.698        244.832    18.585     0.072  2.17
OBS:  57462.55470      r    NULL       41.811         93.828    23.447     2.424  2.02
OBS:  57212.27227      i    NULL    16001.562        277.607    16.990     0.019  1.31
OBS:  57217.28912      i    NULL    15331.643        267.466    17.036     0.019  1.42
OBS:  57222.26799      i    NULL     9680.653        190.718    17.535     0.021  1.38
OBS:  57233.26636      i    NULL    10697.980        230.046    17.427     0.023  1.53
OBS:  57243.26084      i    NULL     7597.197        279.391    17.798     0.040  3.47
OBS:  57262.24704      i    NULL     2838.399        200.503    18.867     0.076  1.81
OBS:  57462.55506      i    NULL      310.047        111.161    21.271     0.387  1.96
OBS:  57195.33300      i    NULL      197.430         37.931    21.761     0.208  1.21
OBS:  57195.31977      i    NULL      258.603         38.407    21.468     0.160  1.19
OBS:  57195.34625      i    NULL      176.630         63.963    21.882     0.391  2.11
OBS:  57195.35956      i    NULL      173.036         87.047    21.905     0.543  3.15
OBS:  57233.26671      z    NULL    11983.744        267.372    17.304     0.024  1.34
OBS:  57243.26111      z    NULL     8322.209        352.520    17.699     0.046  3.00
OBS:  57262.24738      z    NULL     2217.733        311.785    19.135     0.152  2.14
OBS:  57462.55543      z    NULL      -68.013        167.069       nan     2.653  1.94
OBS:  57268.24009      z    NULL     1958.675        179.690    19.270     0.099  2.23
END:
