SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS15cfn
RA: 329.8415169
DECL: -21.1196269
MWEBV: 0.0244 +- 0.0012
FILTERS: griz
REDSHIFT_HELIO: 0.1105695 +- 0.0001500
REDSHIFT_FINAL: 0.1095357 +- 0.0001500
SEARCH_PEAKMJD: 57305.28430
HOSTGAL_LOGMASS: 8.366 +- 0.013
VPEC: -12.452
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 45
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57305.28430      g    NULL     2438.400        114.999    19.032     0.051  2.17
OBS:  57307.29963      g    NULL     2322.647        117.978    19.085     0.055  2.33
OBS:  57313.31968      g    NULL     2298.593        131.186    19.096     0.062  2.91
OBS:  57320.25307      g    NULL     2487.373        227.282    19.011     0.099  2.34
OBS:  57325.27877      g    NULL     1343.164        212.050    19.680     0.171  2.25
OBS:  57327.23005      g    NULL     1067.795         97.533    19.929     0.099  2.03
OBS:  57334.20498      g    NULL     1033.005        208.893    19.965     0.218  3.41
OBS:  57353.20381      g    NULL      248.671        234.940    21.511     1.020  3.81
OBS:  57305.28471      r    NULL     2079.118         98.425    19.205     0.051  1.93
OBS:  57307.30004      r    NULL     2366.431         93.002    19.065     0.042  1.69
OBS:  57313.32010      r    NULL     2277.283        121.595    19.106     0.058  2.44
OBS:  57320.25348      r    NULL     1959.499        138.598    19.270     0.076  1.71
OBS:  57325.27918      r    NULL     1922.107        319.744    19.291     0.180  1.94
OBS:  57327.23046      r    NULL     1079.939         86.262    19.917     0.086  1.58
OBS:  57334.20540      r    NULL      833.983        180.326    20.197     0.234  3.23
OBS:  57353.20422      r    NULL      519.981        227.377    20.710     0.472  3.23
OBS:  57297.33914      r    NULL      886.858         52.903    20.130     0.064  2.16
OBS:  57297.35112      r    NULL      858.226         55.633    20.166     0.070  2.05
OBS:  57297.36285      r    NULL      882.319         54.782    20.136     0.067  2.00
OBS:  57297.37469      r    NULL      985.164         52.192    20.016     0.057  1.75
OBS:  57305.28506      i    NULL     1497.802         99.102    19.561     0.071  1.72
OBS:  57307.30039      i    NULL     1618.747        113.491    19.477     0.076  2.33
OBS:  57313.32045      i    NULL     1550.913        129.345    19.524     0.090  2.14
OBS:  57320.25382      i    NULL     1079.379        126.742    19.917     0.127  1.55
OBS:  57325.27953      i    NULL      954.969        615.272    20.050     0.696  1.77
OBS:  57327.23081      i    NULL      955.265        100.971    20.050     0.114  1.69
OBS:  57334.20575      i    NULL      823.317        230.925    20.211     0.303  3.70
OBS:  57353.20457      i    NULL      739.136        223.320    20.328     0.326  2.97
OBS:  57297.29006      i    NULL      642.894         51.153    20.480     0.086  2.18
OBS:  57297.30144      i    NULL      746.378         44.271    20.318     0.064  1.79
OBS:  57297.31286      i    NULL      745.514         50.392    20.319     0.073  1.96
OBS:  57297.32426      i    NULL      704.344         57.107    20.381     0.088  2.17
OBS:  57298.30919      i    NULL      964.102         48.510    20.040     0.054  1.75
OBS:  57298.32158      i    NULL      898.250         58.069    20.117     0.070  2.20
OBS:  57298.33394      i    NULL     1011.445         62.386    19.988     0.067  2.35
OBS:  57298.34633      i    NULL      865.101         61.446    20.157     0.077  2.45
OBS:  57307.30074      z    NULL     1190.242        141.383    19.811     0.128  1.51
OBS:  57313.32080      z    NULL      932.025        199.289    20.076     0.231  2.05
OBS:  57320.25418      z    NULL      453.754        181.434    20.858     0.432  1.74
OBS:  57325.27988      z    NULL     1176.965       1132.841    19.823     1.040  1.80
OBS:  57327.23116      z    NULL      397.762        138.982    21.001     0.377  1.42
OBS:  57334.20610      z    NULL      407.427        277.732    20.975     0.736  2.59
OBS:  57353.20493      z    NULL      227.031        322.628    21.610     1.535  2.80
OBS:  57353.19385      z    NULL      725.041        311.633    20.349     0.464  2.77
OBS:  57353.20150      z    NULL      974.127        241.237    20.028     0.267  3.42
END:
