SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS15cms
RA: 149.6462048
DECL: 0.7430340
MWEBV: 0.0224 +- 0.0011
FILTERS: griz
REDSHIFT_HELIO: 0.0647900 +- 0.0000270
REDSHIFT_FINAL: 0.0659529 +- 0.0000270
SEARCH_PEAKMJD: 57323.63260
HOSTGAL_LOGMASS: 10.694 +- 0.001
VPEC: 119.535
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 45
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57323.63260      g    NULL     6038.667        243.449    18.048     0.044  2.18
OBS:  57334.63892      g    NULL     4727.170        174.324    18.313     0.040  3.06
OBS:  57342.62436      g    NULL     2671.142        135.757    18.933     0.055  3.54
OBS:  57349.63647      g    NULL     1503.627         92.040    19.557     0.066  1.95
OBS:  57362.59916      g    NULL      725.697         79.976    20.348     0.119  1.86
OBS:  57379.64192      g    NULL      362.903         99.028    21.101     0.295  2.56
OBS:  57323.63302      r    NULL     5697.630        170.541    18.111     0.032  1.80
OBS:  57334.63934      r    NULL     4998.934        161.725    18.253     0.035  2.75
OBS:  57342.62476      r    NULL     3341.052        150.668    18.690     0.049  3.66
OBS:  57349.63687      r    NULL     2920.448        102.148    18.836     0.038  1.75
OBS:  57362.59956      r    NULL     1842.221         78.838    19.337     0.046  1.57
OBS:  57379.64232      r    NULL      924.497         88.155    20.085     0.103  1.98
OBS:  57362.56281      r    NULL     1876.813         53.406    19.316     0.031  1.72
OBS:  57362.57453      r    NULL     1808.039         50.680    19.357     0.030  1.63
OBS:  57362.58617      r    NULL     1725.864         47.719    19.407     0.030  1.43
OBS:  57362.59818      r    NULL     1675.114         48.596    19.440     0.031  1.52
OBS:  57323.63337      i    NULL     3918.529        146.679    18.517     0.040  1.63
OBS:  57334.63969      i    NULL     3088.791        170.777    18.776     0.060  2.82
OBS:  57342.62512      i    NULL     2112.326        152.507    19.188     0.078  3.14
OBS:  57349.63723      i    NULL     2163.452         96.297    19.162     0.048  1.67
OBS:  57362.59992      i    NULL     2036.991         87.219    19.228     0.046  1.46
OBS:  57379.64268      i    NULL      790.635         84.488    20.255     0.115  1.83
OBS:  57298.62960      i    NULL       96.846        125.534    22.535     1.400  2.96
OBS:  57308.61166      i    NULL      389.818         92.987    21.023     0.258  2.43
OBS:  57312.62160      i    NULL     1150.406         67.825    19.848     0.064  2.52
OBS:  57313.61664      i    NULL     1527.509         66.109    19.540     0.047  2.58
OBS:  57316.60363      i    NULL     2806.248         79.264    18.880     0.031  1.87
OBS:  57317.62520      i    NULL     3247.674         86.442    18.721     0.029  2.13
OBS:  57320.60425      i    NULL     3891.670         78.230    18.525     0.022  1.42
OBS:  57353.56128      i    NULL     2039.448        154.651    19.226     0.082  2.74
OBS:  57353.57447      i    NULL     2281.005        141.555    19.105     0.067  2.40
OBS:  57353.58760      i    NULL     2238.805        100.021    19.125     0.048  2.03
OBS:  57353.60072      i    NULL     2290.975        104.988    19.100     0.050  2.36
OBS:  57323.63372      z    NULL     3471.560        198.042    18.649     0.062  1.77
OBS:  57334.64005      z    NULL     1637.678        263.796    19.464     0.174  3.05
OBS:  57342.62548      z    NULL     1491.012        193.361    19.566     0.140  2.63
OBS:  57349.63758      z    NULL     1603.296        135.732    19.487     0.091  1.62
OBS:  57362.60028      z    NULL     1737.968        127.861    19.400     0.079  1.37
OBS:  57379.64305      z    NULL      677.560        119.806    20.423     0.191  1.68
OBS:  57297.63905      z    NULL      474.389        237.241    20.810     0.540  3.52
OBS:  57310.63665      z    NULL      535.544        102.286    20.678     0.206  1.64
OBS:  57316.63689      z    NULL     2167.714        115.188    19.160     0.057  1.73
OBS:  57319.63969      z    NULL     3274.644        112.174    18.712     0.037  1.26
OBS:  57394.66826      z    NULL      257.866         92.089    21.472     0.386  1.99
OBS:  57394.66968      z    NULL      718.355         82.871    20.359     0.125  1.71
END:
