SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS16em
RA: 163.8916431
DECL: -3.3662723
MWEBV: 0.0367 +- 0.0018
FILTERS: griz
REDSHIFT_HELIO: 0.0698150 +- 0.0001730
REDSHIFT_FINAL: 0.0710460 +- 0.0001730
SEARCH_PEAKMJD: 57390.57390
HOSTGAL_LOGMASS: 10.399 +- 0.002
VPEC: -20.864
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 53
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57394.58340      g    NULL     1685.673        125.429    19.433     0.080  3.49
OBS:  57400.52849      g    NULL     1147.132        116.798    19.851     0.110  2.75
OBS:  57405.50304      g    NULL      565.133        105.262    20.620     0.201  1.60
OBS:  57410.54972      g    NULL     -118.611        232.572       nan     2.118  2.48
OBS:  57417.48286      g    NULL      147.014        153.860    22.082     1.130  2.15
OBS:  57427.48851      g    NULL      182.464         72.570    21.847     0.430  1.86
OBS:  57437.45152      g    NULL      179.544        142.086    21.865     0.855  2.22
OBS:  57394.58380      r    NULL     2516.578        127.564    18.998     0.055  3.27
OBS:  57400.52889      r    NULL     1996.475        103.226    19.249     0.056  2.38
OBS:  57405.50344      r    NULL     1408.638         88.228    19.628     0.068  1.47
OBS:  57410.55011      r    NULL      980.711        154.354    20.021     0.170  2.16
OBS:  57417.48326      r    NULL      750.041        111.862    20.312     0.161  1.93
OBS:  57427.48890      r    NULL      545.809         65.129    20.657     0.129  1.66
OBS:  57437.45192      r    NULL      414.528        118.534    20.956     0.309  2.26
OBS:  57390.57390      r    NULL     2979.495         63.863    18.815     0.023  1.62
OBS:  57390.58644      r    NULL     2971.918         66.205    18.817     0.024  1.76
OBS:  57390.59908      r    NULL     2919.511         62.257    18.837     0.023  1.47
OBS:  57390.61170      r    NULL     2923.739         62.294    18.835     0.023  1.47
OBS:  57419.44788      r    NULL      668.284         62.467    20.438     0.101  2.95
OBS:  57419.47009      r    NULL      711.402         69.066    20.370     0.105  3.17
OBS:  57419.45888      r    NULL      732.800         85.205    20.338     0.126  4.22
OBS:  57419.48151      r    NULL      608.115         66.252    20.540     0.118  3.04
OBS:  57420.51157      r    NULL      696.583         47.005    20.393     0.073  2.34
OBS:  57420.52394      r    NULL      636.192         57.237    20.491     0.097  3.24
OBS:  57420.53637      r    NULL      741.067         48.175    20.325     0.070  2.51
OBS:  57420.54880      r    NULL      705.676         43.275    20.378     0.066  2.15
OBS:  57434.47676      r    NULL      432.467        128.423    20.910     0.321  5.40
OBS:  57445.41525      r    NULL      404.968         56.785    20.981     0.151  2.15
OBS:  57445.42758      r    NULL      375.205         47.337    21.064     0.136  1.68
OBS:  57445.44005      r    NULL      357.238         50.280    21.118     0.152  1.79
OBS:  57445.45271      r    NULL      446.741         50.314    20.875     0.122  1.81
OBS:  57461.36413      r    NULL      195.197         33.344    21.774     0.184  1.72
OBS:  57461.37655      r    NULL      219.748         35.481    21.645     0.174  1.89
OBS:  57461.38898      r    NULL      174.047         43.774    21.898     0.272  2.08
OBS:  57461.40147      r    NULL      322.135         35.713    21.230     0.120  1.95
OBS:  57394.58416      i    NULL     1765.656        117.756    19.383     0.072  2.86
OBS:  57400.52925      i    NULL     1246.930        111.213    19.760     0.096  2.29
OBS:  57405.50380      i    NULL     1089.791         96.323    19.907     0.095  1.50
OBS:  57410.55076      i    NULL     1303.533        152.534    19.712     0.126  2.18
OBS:  57417.48362      i    NULL      882.269        101.517    20.136     0.124  1.47
OBS:  57427.48925      i    NULL      585.845         77.927    20.581     0.144  1.60
OBS:  57437.45228      i    NULL      462.944        104.194    20.836     0.243  2.05
OBS:  57458.45915      i    NULL      138.023        159.821    22.150     1.251  3.72
OBS:  57408.53453      i    NULL     1452.363         72.759    19.595     0.054  2.28
OBS:  57408.54706      i    NULL     1259.250         70.523    19.750     0.061  2.18
OBS:  57408.55951      i    NULL     1252.006         63.333    19.756     0.055  1.83
OBS:  57408.57195      i    NULL     1280.813         69.873    19.731     0.059  2.10
OBS:  57400.52961      z    NULL      819.917        148.306    20.216     0.195  1.97
OBS:  57405.50416      z    NULL      714.167        129.194    20.366     0.195  1.32
OBS:  57410.55112      z    NULL      443.377        190.388    20.883     0.464  2.12
OBS:  57417.48398      z    NULL      973.351        158.971    20.029     0.176  1.50
OBS:  57427.48961      z    NULL      397.770        112.726    21.001     0.306  1.49
OBS:  57437.45263      z    NULL      576.554        142.323    20.598     0.267  2.00
END:
