SURVEY: Riess1999_LC
SNID: sn1994ae
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: Riess1999_LC
MWEBV: 0.031 MW E(B-V)
REDSHIFT_HELIO: 0.004266 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 49685.413
FILTERS: UBVRIfhjkl

NOBS: 160
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 49672.470 B  NULL    113240.0009 4276.0809
OBS: 49674.460 B  NULL    227195.5821 9206.8918
OBS: 49676.460 B  NULL    322106.7857 49542.2844
OBS: 49677.500 B  NULL    392283.3536 10838.8203
OBS: 49685.500 B  NULL    597585.2635 13209.0758
OBS: 49686.490 B  NULL    585059.2849 15087.5523
OBS: 49687.540 B  NULL    573323.6743 18481.1225
OBS: 49688.560 B  NULL    529663.2939 22927.5607
OBS: 49689.530 B  NULL    510034.8796 18789.7143
OBS: 49693.530 B  NULL    422668.4943 14792.5779
OBS: 49694.530 B  NULL    392644.8221 11210.4323
OBS: 49695.470 B  NULL    371193.0838 11965.4346
OBS: 49696.460 B  NULL    339156.2950 8746.1933
OBS: 49699.480 B  NULL    267670.1079 11340.1280
OBS: 49700.470 B  NULL    240325.5165 15272.4565
OBS: 49702.460 B  NULL    197696.9086 6190.7030
OBS: 49704.560 B  NULL    166571.1861 7210.3832
OBS: 49706.560 B  NULL    135643.7809 4997.1377
OBS: 49709.350 B  NULL    98174.7699 4520.9689
OBS: 49715.430 B  NULL    63620.9105 2461.0188
OBS: 49720.530 B  NULL    48305.8665 1779.6344
OBS: 49724.510 B  NULL    41725.3391 1383.5044
OBS: 49726.460 B  NULL    39957.6448 2208.0963
OBS: 49729.830 B  NULL    34994.5070 322.5505
OBS: 49740.360 B  NULL    31275.1840 1209.8517
OBS: 49744.440 B  NULL    29107.1632 1099.1872
OBS: 49745.270 B  NULL    29107.1632 1072.3813
OBS: 49745.420 B  NULL    28893.4815 1330.6040
OBS: 49749.490 B  NULL    28028.5015 1084.2711
OBS: 49753.200 B  NULL    24434.2985 450.2546
OBS: 49768.290 B  NULL    21086.2759 971.1040
OBS: 49769.240 B  NULL    21978.5928 1417.0154
OBS: 49774.960 B  NULL    17378.0033 1120.4301
OBS: 49775.960 B  NULL    17378.0033 1120.4301
OBS: 49783.360 B  NULL    18013.5737 1045.2768
OBS: 49805.380 B  NULL    12764.3847 964.0735
OBS: 49831.170 B  NULL    7585.7736 419.3775
OBS: 49866.170 B  NULL    4130.4738 266.5870
OBS: 50101.270 B  NULL    263.0267 50.0474
OBS: 50135.170 B  NULL    175.3880 50.0572
OBS: 49672.470 I  NULL    144677.2256 3730.9363
OBS: 49674.460 I  NULL    263511.8582 4611.1941
OBS: 49676.460 I  NULL    366437.7192 11137.1416
OBS: 49685.500 I  NULL    484395.5755 17399.0042
OBS: 49686.490 I  NULL    469029.5112 13391.2617
OBS: 49687.540 I  NULL    451648.0832 17470.6510
OBS: 49688.560 I  NULL    443404.5805 28586.2936
OBS: 49689.530 I  NULL    417253.6797 31896.1236
OBS: 49693.530 I  NULL    336356.7708 8054.3992
OBS: 49694.530 I  NULL    306478.6145 27944.4138
OBS: 49695.470 I  NULL    298675.8982 6051.7710
OBS: 49696.460 I  NULL    281319.7168 5959.1956
OBS: 49699.480 I  NULL    261336.5647 7461.4202
OBS: 49700.470 I  NULL    250957.5025 7165.0875
OBS: 49702.460 I  NULL    264728.1724 7314.4396
OBS: 49704.560 I  NULL    277971.4394 6144.2807
OBS: 49706.560 I  NULL    278997.4167 15417.3968
OBS: 49709.350 I  NULL    260615.4627 7200.8052
OBS: 49715.430 I  NULL    309599.4379 19959.8760
OBS: 49720.530 I  NULL    251651.8814 8343.7696
OBS: 49724.510 I  NULL    198426.7265 4386.0245
OBS: 49726.460 I  NULL    175388.1263 4361.3764
OBS: 49729.830 I  NULL    135518.9948 1248.1299
OBS: 49740.360 I  NULL    95675.3746 2643.5107
OBS: 49744.440 I  NULL    83023.3346 2446.8637
OBS: 49745.270 I  NULL    73790.4528 2038.8302
OBS: 49745.420 I  NULL    78487.4411 2385.4688
OBS: 49753.200 I  NULL    51999.6206 957.8330
OBS: 49768.290 I  NULL    33728.7448 1242.5669
OBS: 49769.240 I  NULL    32688.8899 2107.4528
OBS: 49774.960 I  NULL    23768.4121 875.6283
OBS: 49775.960 I  NULL    22284.3603 1026.1948
OBS: 49805.380 I  NULL    11355.3408 836.6615
OBS: 49807.040 I  NULL    11481.5407 422.9800
OBS: 49827.180 I  NULL    6309.5760 348.6672
OBS: 49672.470 R  NULL    130496.8763 2644.2056
OBS: 49674.460 R  NULL    249574.4456 5976.3884
OBS: 49676.460 R  NULL    369828.2689 6471.7639
OBS: 49677.500 R  NULL    427759.9375 7091.5741
OBS: 49685.500 R  NULL    604783.7407 15596.3299
OBS: 49686.490 R  NULL    594839.9194 9861.5230
OBS: 49687.540 R  NULL    577032.2767 7972.0283
OBS: 49688.560 R  NULL    577032.2767 53144.7211
OBS: 49689.530 R  NULL    558213.2034 17480.0291
OBS: 49693.530 R  NULL    473369.3238 10027.5541
OBS: 49694.530 R  NULL    453732.7265 8357.9381
OBS: 49695.470 R  NULL    421502.4519 5046.9164
OBS: 49696.460 R  NULL    389045.2396 5374.8840
OBS: 49699.480 R  NULL    326587.9155 4512.0100
OBS: 49700.470 R  NULL    312464.0874 6619.0522
OBS: 49702.460 R  NULL    303948.5738 5039.0103
OBS: 49704.560 R  NULL    299502.2618 5516.9629
OBS: 49706.560 R  NULL    292146.1059 8072.0824
OBS: 49709.350 R  NULL    265460.6235 7334.7647
OBS: 49715.430 R  NULL    234855.1603 8652.1193
OBS: 49720.530 R  NULL    176685.1756 3254.6339
OBS: 49724.510 R  NULL    139829.9235 2446.9742
OBS: 49726.460 R  NULL    133659.5827 2462.0883
OBS: 49729.830 R  NULL    110662.4053 1019.3591
OBS: 49740.360 R  NULL    79506.0372 2562.9012
OBS: 49744.440 R  NULL    72979.3696 1478.7499
OBS: 49745.270 R  NULL    69183.1145 1911.5618
OBS: 49745.420 R  NULL    70599.2533 1495.5453
OBS: 49753.200 R  NULL    50582.4786 931.7957
OBS: 49768.290 R  NULL    35645.1222 1641.4955
OBS: 49769.240 R  NULL    35123.6875 2038.0121
OBS: 49774.960 R  NULL    31332.8647 1442.9213
OBS: 49775.960 R  NULL    28313.9271 1564.6672
OBS: 49783.360 R  NULL    23702.8251 1571.8211
OBS: 49805.380 R  NULL    13353.6534 873.2797
OBS: 49827.180 R  NULL    8871.5623 572.0578
OBS: 49831.170 R  NULL    6982.3258 321.7286
OBS: 49866.170 R  NULL    2964.8321 136.9832
OBS: 49685.500 U  NULL    956753.4838 74018.2768
OBS: 49686.490 U  NULL    905315.7036 36687.0148
OBS: 49688.560 U  NULL    810587.7789 38820.6713
OBS: 49689.530 U  NULL    792136.5651 37937.0051
OBS: 49726.460 U  NULL    35875.6726 6476.1329
OBS: 49672.470 V  NULL    116627.2231 2900.3929
OBS: 49674.460 V  NULL    222228.5904 8187.0661
OBS: 49676.460 V  NULL    334194.9908 15697.6321
OBS: 49677.500 V  NULL    393368.8198 14129.6518
OBS: 49685.500 V  NULL    605340.7855 16726.0504
OBS: 49686.490 V  NULL    587759.8754 11368.5832
OBS: 49687.540 V  NULL    565978.4972 15638.5060
OBS: 49688.560 V  NULL    564936.8856 12488.0048
OBS: 49689.530 V  NULL    554115.0317 18372.6602
OBS: 49693.530 V  NULL    475992.3078 11837.0143
OBS: 49694.530 V  NULL    466015.0368 14593.1770
OBS: 49695.470 V  NULL    437320.6035 10472.5670
OBS: 49696.460 V  NULL    421502.2909 10870.1272
OBS: 49699.480 V  NULL    348337.2630 7379.2750
OBS: 49700.470 V  NULL    339468.8486 7504.0147
OBS: 49702.460 V  NULL    306196.2990 6204.5481
OBS: 49704.560 V  NULL    278483.7951 7181.8323
OBS: 49706.560 V  NULL    260615.3210 9601.2555
OBS: 49709.350 V  NULL    208929.5827 5772.9780
OBS: 49715.430 V  NULL    170922.7784 4565.3823
OBS: 49720.530 V  NULL    134648.0078 7316.7262
OBS: 49724.510 V  NULL    105487.2413 2137.6269
OBS: 49726.460 V  NULL    103086.0589 1709.2435
OBS: 49729.830 V  NULL    85506.6580 788.0732
OBS: 49740.360 V  NULL    66252.1441 1830.6894
OBS: 49744.440 V  NULL    60757.5059 1790.7910
OBS: 49745.270 V  NULL    57543.9848 1590.1046
OBS: 49745.420 V  NULL    58129.9485 1392.1674
OBS: 49749.490 V  NULL    54954.0789 2631.9600
OBS: 49753.200 V  NULL    46558.6021 857.9140
OBS: 49768.290 V  NULL    33113.1075 1525.0299
OBS: 49769.240 V  NULL    33388.7328 1783.7057
OBS: 49774.960 V  NULL    30760.9638 1416.7267
OBS: 49775.770 V  NULL    28054.3324 517.2660
OBS: 49775.960 V  NULL    30199.5125 1390.8754
OBS: 49783.360 V  NULL    24187.9980 1537.2930
OBS: 49805.380 V  NULL    16113.8732 1232.0049
OBS: 49827.180 V  NULL    11066.2362 713.8063
OBS: 49831.170 V  NULL    7798.3000 359.8384
OBS: 49866.170 V  NULL    4405.5480 284.9439
OBS: 50101.270 V  NULL    218.7761 37.8934
OBS: 50135.170 V  NULL    145.8814 32.3129
END_PHOTOMETRY:

# =============================================

NSPECTRA: 18 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  49684.50
SPECTRUM_NLAM:     2687
SPEC:   3590.55   3592.03 9.07120e-14 3.53065e-15 1
SPEC:   3592.03   3593.50 8.98779e-14 3.53065e-15 1
SPEC:   3593.49   3594.97 8.90437e-14 3.53065e-15 1
SPEC:   3594.96   3596.43 8.82095e-14 3.53065e-15 1
SPEC:   3596.43   3597.91 8.73753e-14 3.53065e-15 1
SPEC:   3597.90   3599.38 9.25675e-14 3.53065e-15 1
SPEC:   3599.36   3600.84 8.75378e-14 3.53065e-15 1
SPEC:   3600.84   3602.31 9.92247e-14 3.53065e-15 1
SPEC:   3602.30   3603.78 8.58281e-14 3.53065e-15 1
SPEC:   3603.78   3605.25 8.14140e-14 3.53065e-15 1
SPEC:   3605.24   3606.72 8.29720e-14 3.53065e-15 1
SPEC:   3606.71   3608.18 8.07598e-14 3.53065e-15 1
SPEC:   3608.17   3609.64 8.20709e-14 3.53065e-15 1
SPEC:   3609.64   3611.12 8.19225e-14 3.53065e-15 1
SPEC:   3611.11   3612.59 8.83719e-14 3.53065e-15 1
SPEC:   3612.59   3614.06 8.59748e-14 3.53065e-15 1
SPEC:   3614.05   3615.53 7.59390e-14 3.53065e-15 1
SPEC:   3615.51   3616.99 7.67468e-14 3.53065e-15 1
SPEC:   3616.98   3618.45 8.07079e-14 3.53065e-15 1
SPEC:   3618.45   3619.93 8.10429e-14 3.53065e-15 1
SPEC:   3619.92   3621.39 8.25367e-14 3.53065e-15 1
SPEC:   3621.39   3622.87 8.60284e-14 3.53065e-15 1
SPEC:   3622.86   3624.34 8.12959e-14 3.53065e-15 1
SPEC:   3624.32   3625.80 7.74524e-14 3.53065e-15 1
SPEC:   3625.80   3627.27 7.59543e-14 3.53065e-15 1
SPEC:   3627.26   3628.74 8.03524e-14 3.53065e-15 1
SPEC:   3628.73   3630.20 8.08464e-14 3.53065e-15 1
SPEC:   3630.20   3631.68 7.57838e-14 3.53065e-15 1
SPEC:   3631.67   3633.14 7.56978e-14 3.53065e-15 1
SPEC:   3633.13   3634.61 8.38366e-14 3.53065e-15 1
SPEC:   3634.61   3636.08 8.36681e-14 3.53065e-15 1
SPEC:   3636.07   3637.55 7.86471e-14 3.53065e-15 1
SPEC:   3637.55   3639.02 8.11485e-14 3.53065e-15 1
SPEC:   3639.01   3640.49 8.33307e-14 3.53065e-15 1
SPEC:   3640.48   3641.95 8.27083e-14 3.53065e-15 1
SPEC:   3641.94   3643.41 8.27470e-14 3.53065e-15 1
SPEC:   3643.41   3644.89 8.24464e-14 3.53065e-15 1
SPEC:   3644.88   3646.36 8.18296e-14 3.53065e-15 1
SPEC:   3646.36   3647.83 7.57855e-14 3.53065e-15 1
SPEC:   3647.82   3649.30 8.20120e-14 3.53065e-15 1
SPEC:   3649.28   3650.76 8.26118e-14 3.53065e-15 1
SPEC:   3650.75   3652.22 8.37932e-14 3.53065e-15 1
SPEC:   3652.22   3653.70 8.21726e-14 3.53065e-15 1
SPEC:   3653.69   3655.16 8.46913e-14 3.53065e-15 1
