SURVEY: CFA4p1
PHOTOMETRY_VERSION: CFA4
SNTYPE: 1
SNID:  2007hg
IAUC:  2007hg
IAUC:    UNKNOWN
RA:   62.136150  deg
DECL:    2.3786667  deg
MWEBV: 0.37990000 MW E(B-V) (SFD98)
REDSHIFT_HELIO:  0.03 +- 0.000500000  (Hel)
REDSHIFT_CMB:  0.0296592521495 +- 0.000500000  (CMB)
REDSHIFT_FINAL: 0.0296592521495 +- 0.000500000  (CMB)
HOSTGAL_LOGMASS: -1.00000 +- 0.0
PRIVATE(COSMO): 1
FILTERS: BVri
SEARCH_PEAKMJD: 54348.4
NOBS: 84
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      54348.4     B      md      1312.20    282.123    19.7050    0.215000
OBS:      54351.5     B      md      1092.95    209.737    19.9035    0.191900
OBS:      54352.5     B      md      1158.78    153.074    19.8400    0.132100
OBS:      54353.5     B      md      1080.44    148.668    19.9160    0.137600
OBS:      54354.5     B      md      914.114    182.640    20.0975    0.199800
OBS:      54357.5     B      md      974.990    134.354    20.0275    0.137800
OBS:      54363.4     B      md      748.169    145.669    20.3150    0.194700
OBS:      54379.5     B      md      634.162    170.780    20.4945    0.269300
OBS:      54380.5     B      md      643.576    149.374    20.4785    0.232100
OBS:      54381.5     B      md      580.497    195.686    20.5905    0.337100
OBS:      54383.4     B      md      562.083    161.824    20.6255    0.287900
OBS:      54384.5     B      md      505.592    184.592    20.7405    0.365100
OBS:      54389.4     B      md      461.956    140.250    20.8385    0.303600
OBS:      54408.5     B      md      544.503    156.436    20.6600    0.287300
OBS:      54409.4     B      md      460.893    127.022    20.8410    0.275600
OBS:      54348.4     V      md      4012.36    145.649    18.4915    0.0363000
OBS:      54351.5     V      md      3548.13    135.894    18.6250    0.0383000
OBS:      54352.5     V      md      3203.32    128.453    18.7360    0.0401000
OBS:      54353.5     V      md      3212.18    110.499    18.7330    0.0344000
OBS:      54354.5     V      md      2962.10    116.114    18.8210    0.0392000
OBS:      54357.5     V      md      2652.16    120.939    18.9410    0.0456000
OBS:      54363.4     V      md      2060.63    116.838    19.2150    0.0567000
OBS:      54379.5     V      md      1394.44    105.420    19.6390    0.0756000
OBS:      54380.5     V      md      1397.01    113.158    19.6370    0.0810000
OBS:      54381.5     V      md      1012.98    100.386    19.9860    0.0991000
OBS:      54383.4     V      md      1110.71    108.627    19.8860    0.0978000
OBS:      54384.5     V      md      1150.27    100.304    19.8480    0.0872000
OBS:      54389.4     V      md      1072.51    100.494    19.9240    0.0937000
OBS:      54398.5     V      md      1089.93    155.316    19.9065    0.142500
