SURVEY: CFA4p1
PHOTOMETRY_VERSION: CFA4
SNTYPE: 1
SNID:  2007hg
IAUC:  2007hg
IAUC:    UNKNOWN
RA:   62.136150  deg
DECL:    2.3786667  deg
MWEBV: 0.37990000 MW E(B-V) (SFD98)
REDSHIFT_HELIO:  0.03 +- 0.000500000  (Hel)
REDSHIFT_CMB:  0.0296592521495 +- 0.000500000  (CMB)
REDSHIFT_FINAL: 0.0296592521495 +- 0.000500000  (CMB)
HOSTGAL_LOGMASS: -1.00000 +- 0.0
PRIVATE(COSMO): 1
FILTERS: BVri
SEARCH_PEAKMJD: 54348.4
NOBS: 84
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      54402.4     V      md      1137.10    216.618    19.8605    0.190500
OBS:      54405.5     V      md      614.894    96.1079    20.5280    0.156300
OBS:      54406.4     V      md      904.483    125.814    20.1090    0.139100
OBS:      54407.5     V      md      655.843    162.715    20.4580    0.248100
OBS:      54408.5     V      md      556.673    98.1415    20.6360    0.176300
OBS:      54409.4     V      md      609.256    105.523    20.5380    0.173200
OBS:      54348.4     r      md      5915.62    207.047    18.0700    0.0350000
OBS:      54351.5     r      md      5219.16    150.312    18.2060    0.0288000
OBS:      54352.5     r      md      5009.57    171.327    18.2505    0.0342000
OBS:      54353.5     r      md      4906.82    162.416    18.2730    0.0331000
OBS:      54354.5     r      md      4591.98    123.984    18.3450    0.0270000
OBS:      54355.4     r      md      4442.22    148.814    18.3810    0.0335000
OBS:      54357.5     r      md      3906.61    155.092    18.5205    0.0397000
OBS:      54363.4     r      md      2926.85    127.611    18.8340    0.0436000
OBS:      54368.5     r      md      2292.98    189.171    19.0990    0.0825000
OBS:      54369.4     r      md      2539.80    159.499    18.9880    0.0628000
OBS:      54370.5     r      md      1760.35    135.547    19.3860    0.0770000
OBS:      54379.5     r      md      1781.56    124.531    19.3730    0.0699000
OBS:      54380.5     r      md      1843.32    112.995    19.3360    0.0613000
OBS:      54381.5     r      md      1517.75    117.170    19.5470    0.0772000
OBS:      54383.4     r      md      1550.24    106.347    19.5240    0.0686000
OBS:      54384.5     r      md      1638.32    119.598    19.4640    0.0730000
OBS:      54389.4     r      md      1375.31    138.631    19.6540    0.100800
OBS:      54398.5     r      md      1204.48    145.863    19.7980    0.121100
OBS:      54404.5     r      md      1132.40    147.439    19.8650    0.130200
OBS:      54405.5     r      md      911.172    142.872    20.1010    0.156800
OBS:      54406.4     r      md      1045.20    131.904    19.9520    0.126200
OBS:      54407.5     r      md      1034.67    137.611    19.9630    0.133000
OBS:      54408.5     r      md      906.149    145.528    20.1070    0.160600
OBS:      54409.4     r      md      879.023    140.116    20.1400    0.159400
OBS:      54348.4     i      md      4781.89    203.709    18.3010    0.0426000
OBS:      54351.5     i      md      4904.56    208.444    18.2735    0.0425000
OBS:      54352.5     i      md      4861.83    193.987    18.2830    0.0399000
OBS:      54353.5     i      md      4720.63    177.968    18.3150    0.0377000
OBS:      54354.5     i      md      4897.79    217.462    18.2750    0.0444000
OBS:      54355.4     i      md      4289.43    178.011    18.4190    0.0415000
OBS:      54357.5     i      md      3528.58    158.080    18.6310    0.0448000
OBS:      54363.4     i      md      2625.43    164.352    18.9520    0.0626000
OBS:      54368.5     i      md      2318.46    164.611    19.0870    0.0710000
OBS:      54369.4     i      md      2122.27    157.260    19.1830    0.0741000
OBS:      54370.5     i      md      2097.01    196.700    19.1960    0.0938000
OBS:      54379.4     i      md      1446.77    138.456    19.5990    0.0957000
OBS:      54380.5     i      md      1430.87    147.523    19.6110    0.103100
OBS:      54381.5     i      md      1379.12    170.183    19.6510    0.123400
OBS:      54383.4     i      md      1059.74    142.217    19.9370    0.134200
OBS:      54384.5     i      md      1146.04    150.934    19.8520    0.131700
OBS:      54389.4     i      md      901.155    130.307    20.1130    0.144600
OBS:      54398.5     i      md      1016.72    170.605    19.9820    0.167800
OBS:      54400.5     i      md      907.821    192.640    20.1050    0.212200
OBS:      54404.5     i      md      686.120    153.005    20.4090    0.223000
OBS:      54405.5     i      md      792.136    141.317    20.2530    0.178400
OBS:      54406.4     i      md      545.004    114.451    20.6590    0.210000
OBS:      54407.5     i      md      715.813    118.252    20.3630    0.165200
OBS:      54408.5     i      md      767.008    121.571    20.2880    0.158500
OBS:      54409.4     i      md      457.931    130.602    20.8480    0.285200
END: 
