SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16cs
RA: 102.6530494
DECL: 31.1123919
MWEBV: 0.1145 +- 0.0057
FILTERS: griz
REDSHIFT_HELIO: 0.0180194 +- 0.0000147
REDSHIFT_FINAL: 0.0183799 +- 0.0000147
SEARCH_PEAKMJD: 57467.24006
HOSTGAL_LOGMASS: 9.517 +- 0.002
VPEC: 162.203
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 28
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57459.23554      g    NULL    37214.832        567.712    16.073     0.017  2.25
OBS:  57467.23967      g    NULL    41744.556        650.066    15.949     0.017  1.60
OBS:  57475.26347      g    NULL    28919.307        447.921    16.347     0.017  1.85
OBS:  57483.24414      g    NULL    16594.694        286.561    16.950     0.019  1.95
OBS:  57495.24593      g    NULL     5925.251        190.618    18.068     0.035  2.29
OBS:  57502.24693      g    NULL     4677.938        147.538    18.325     0.034  2.54
OBS:  57459.23593      r    NULL    37692.556        564.637    16.059     0.016  2.14
OBS:  57467.24006      r    NULL    49035.799        717.903    15.774     0.016  1.69
OBS:  57475.26387      r    NULL    32039.758        479.020    16.236     0.016  1.82
OBS:  57483.24454      r    NULL    23530.797        367.555    16.571     0.017  1.77
OBS:  57495.24634      r    NULL    17534.831        302.743    16.890     0.019  2.11
OBS:  57502.24734      r    NULL    12236.595        232.473    17.281     0.021  2.66
OBS:  57459.23631      i    NULL    26961.986        422.195    16.423     0.017  2.06
OBS:  57467.24043      i    NULL    26856.407        417.710    16.427     0.017  1.63
OBS:  57475.26423      i    NULL    16242.429        264.507    16.973     0.018  1.53
OBS:  57483.24491      i    NULL    14363.332        246.242    17.107     0.019  1.74
OBS:  57495.24670      i    NULL    17213.704        293.118    16.910     0.018  1.78
OBS:  57502.24770      i    NULL    11524.010        242.503    17.346     0.023  2.56
OBS:  57440.32875      i    NULL      -63.625         99.047       nan     1.681  2.66
OBS:  57440.34052      i    NULL       -5.870         94.286       nan    17.347  2.55
OBS:  57440.35224      i    NULL     -106.549         81.979       nan     0.831  2.28
OBS:  57440.36390      i    NULL      210.006        102.543    21.694     0.527  2.56
OBS:  57459.23668      z    NULL    27262.168        460.222    16.411     0.018  2.05
OBS:  57467.24079      z    NULL    26132.518        462.984    16.457     0.019  1.70
OBS:  57475.26460      z    NULL    19475.883        332.687    16.776     0.019  1.39
OBS:  57483.24527      z    NULL    18520.202        327.448    16.831     0.019  1.57
OBS:  57495.24705      z    NULL    17852.010        326.012    16.871     0.020  1.64
OBS:  57502.24805      z    NULL    12386.060        298.120    17.268     0.026  2.05
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57455.00
SPEC:   3905.30   3908.70 1.91947e-15 6.65030e-16 1
SPEC:   3908.70   3912.10 1.00369e-15 6.63654e-16 1
SPEC:   3912.20   3915.60 1.20106e-15 6.62061e-16 1
SPEC:   3915.60   3919.00 1.63380e-15 6.60243e-16 1
SPEC:   3919.10   3922.50 1.78107e-15 6.58193e-16 1
SPEC:   3922.50   3925.90 5.05169e-16 6.55905e-16 1
SPEC:   3926.00   3929.40 6.25713e-16 6.53374e-16 1
SPEC:   3929.50   3932.90 1.56009e-15 6.50597e-16 1
SPEC:   3932.90   3936.30 1.57726e-15 6.47571e-16 1
SPEC:   3936.40   3939.80 9.40384e-16 6.44295e-16 1
SPEC:   3939.80   3943.20 6.58683e-16 6.40770e-16 1
SPEC:   3943.20   3946.60 1.01765e-15 6.36998e-16 1
SPEC:   3946.70   3950.10 2.04831e-15 6.32984e-16 1
SPEC:   3950.10   3953.50 1.20019e-15 6.28733e-16 1
SPEC:   3953.60   3957.00 1.53110e-15 6.24254e-16 1
SPEC:   3957.10   3960.50 2.21807e-15 6.19557e-16 1
SPEC:   3960.50   3963.90 3.26080e-15 6.14654e-16 1
SPEC:   3964.00   3967.40 2.92028e-15 6.09558e-16 1
SPEC:   3967.40   3970.80 2.41242e-15 6.04287e-16 1
SPEC:   3970.90   3974.30 1.63815e-15 5.98856e-16 1
SPEC:   3974.30   3977.70 1.40141e-15 5.93287e-16 1
SPEC:   3977.80   3981.20 1.43410e-15 5.87600e-16 1
SPEC:   3981.20   3984.60 7.15148e-16 5.81818e-16 1
SPEC:   3984.70   3988.10 9.67026e-16 5.75963e-16 1
SPEC:   3988.10   3991.50 1.11661e-15 5.70060e-16 1
SPEC:   3991.60   3995.00 1.50342e-15 5.64135e-16 1
SPEC:   3995.00   3998.40 1.71861e-15 5.58212e-16 1
SPEC:   3998.50   4001.90 1.57960e-15 5.54551e-16 1
SPEC:   4001.90   4005.30 1.85440e-15 5.47589e-16 1
SPEC:   4005.40   4008.80 2.24388e-15 5.41898e-16 1
SPEC:   4008.80   4012.20 2.37223e-15 5.35772e-16 1
SPEC:   4012.30   4015.70 2.43725e-15 5.29880e-16 1
SPEC:   4015.70   4019.10 1.20977e-15 5.24333e-16 1
SPEC:   4019.20   4022.60 1.88843e-15 5.18867e-16 1
SPEC:   4022.60   4026.00 2.35670e-15 5.14083e-16 1
SPEC:   4026.10   4029.50 2.06603e-15 5.09526e-16 1
SPEC:   4029.50   4032.90 2.29975e-15 5.05042e-16 1
SPEC:   4033.00   4036.40 1.94036e-15 4.99812e-16 1
SPEC:   4036.40   4039.80 2.13301e-15 4.96129e-16 1
SPEC:   4039.90   4043.30 2.49025e-15 4.92201e-16 1
SPEC:   4043.30   4046.70 2.46303e-15 4.88362e-16 1
