SURVEY:   PS1_LOWZ_COMBINED(CSP)
PHOTOMETRY_VERSION:  PS1_LOWZ_COMBINED(CSP)DR2
SNTYPE: 1
SNID:  2006et
IAUC:  2006et
IAUC:    UNKNOWN
RA:   10.6909  deg
DECL:    -23.5584  deg
FILTERS:     abcdefghijklmnopqrstuvwxyzABCDEFGHIJK  # uBomngri -> tuvwxyzA
REDSHIFT_HELIO: 0.0225830532684 +- 0.000 (Hel)
REDSHIFT_CMB: 0.021604731679 +- 0.000 (CMB)
REDSHIFT_FINAL: 0.021604731679 +- 0.000 (CMB)
HOSTGAL_LOGMASS: 10.9450 +- 3.211
MWEBV:    0.0190000  MW E(B-V)
SEARCH_PEAKMJD: 53994.441
NOBS: 140
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      53986.2     t      md      16443.7    345.319    16.9600    0.0210000
OBS:      53991.2     t      md      22366.6    424.966    16.6260    0.0190000
OBS:      53994.2     t      md      21597.3    302.363    16.6640    0.0140000
OBS:      53998.2     t      md      15703.6    235.554    17.0100    0.0150000
OBS:      54001.1     t      md      12508.3    200.134    17.2570    0.0160000
OBS:      54003.1     t      md      10646.3    191.634    17.4320    0.0180000
OBS:      54007.2     t      md      6373.82    133.850    17.9890    0.0210000
OBS:      54008.1     t      md      5921.07    118.421    18.0690    0.0200000
OBS:      54012.0     t      md      3268.89    173.251    18.7140    0.0530000
OBS:      54013.1     t      md      3081.77    206.479    18.7780    0.0670000
OBS:      54017.3     t      md      2333.46    256.680    19.0800    0.110000
OBS:      54023.2     t      md      1241.65    40.9746    19.7650    0.0330000
OBS:      54024.1     t      md      1115.83    31.2434    19.8810    0.0280000
OBS:      54025.2     t      md      1049.06    78.6795    19.9480    0.0750000
OBS:      54029.2     t      md      862.185    61.2151    20.1610    0.0710000
OBS:      54039.2     t      md      769.131    86.9118    20.2850    0.113000
OBS:      54046.1     t      md      715.813    107.372    20.3630    0.150000
OBS:      54052.1     t      md      445.041    64.9760    20.8790    0.146000
OBS:      54060.0     t      md      426.973    47.8210    20.9240    0.112000
OBS:      54066.1     t      md      373.938    52.7253    21.0680    0.141000
OBS:      54076.1     t      md      249.115    78.9694    21.5090    0.317000
OBS:      53986.2     u      md      27014.7    243.132    16.4210    0.00900000
OBS:      53988.1     u      md      32033.2    256.265    16.2360    0.00800000
OBS:      53991.2     u      md      37914.1    189.570    16.0530    0.00500000
OBS:      53994.2     u      md      38547.8    269.835    16.0350    0.00700000
OBS:      53998.2     u      md      33946.9    203.681    16.1730    0.00600000
OBS:      54001.1     u      md      29160.9    233.287    16.3380    0.00800000
OBS:      54003.1     u      md      25941.8    207.534    16.4650    0.00800000
OBS:      54007.2     u      md      18967.1    170.703    16.8050    0.00900000
OBS:      54008.1     u      md      17410.0    139.280    16.8980    0.00800000
OBS:      54012.0     u      md      12122.7    157.595    17.2910    0.0130000
OBS:      54013.1     u      md      10824.3    129.892    17.4140    0.0120000
OBS:      54017.3     u      md      7502.40    157.550    17.8120    0.0210000
OBS:      54023.2     u      md      4664.45    51.3089    18.3280    0.0110000
OBS:      54024.1     u      md      4483.32    40.3499    18.3710    0.00900000
OBS:      54025.2     u      md      4176.38    58.4693    18.4480    0.0140000
OBS:      54029.2     u      md      3274.92    45.8488    18.7120    0.0140000
OBS:      54039.2     u      md      2365.92    56.7821    19.0650    0.0240000
OBS:      54044.1     u      md      2348.55    178.490    19.0730    0.0760000
OBS:      54046.1     u      md      2085.45    52.1363    19.2020    0.0250000
OBS:      54052.1     u      md      1894.96    41.6891    19.3060    0.0220000
OBS:      54060.0     u      md      1745.82    41.8997    19.3950    0.0240000
OBS:      54066.1     u      md      1615.85    42.0120    19.4790    0.0260000
OBS:      54091.1     u      md      1277.62    39.6061    19.7340    0.0310000
OBS:      54099.0     u      md      947.109    122.177    20.0590    0.129000
OBS:     53986.2     x     md     29950.2     239.602     16.3090     0.00800000
OBS:     53988.1     x     md     35514.0     248.598     16.1240     0.00700000
OBS:     53991.2     x     md     42854.8     257.129     15.9200     0.00600000
OBS:     53994.2     x     md     44545.1     267.271     15.8780     0.00600000
OBS:     53998.2     x     md     43331.2     216.656     15.9080     0.00500000
OBS:     54001.1     x     md     39445.7     394.457     16.0100     0.0100000
OBS:     54003.1     x     md     37187.8     260.314     16.0740     0.00700000
OBS:     54007.2     x     md     30535.1     244.281     16.2880     0.00800000
OBS:     54012.0     x     md     23184.6     185.477     16.5870     0.00800000
OBS:     54013.1     x     md     22059.7     176.478     16.6410     0.00800000
OBS:     54017.3     x     md     18827.8     282.417     16.8130     0.0150000
OBS:     54023.2     x     md     12554.5     175.763     17.2530     0.0140000
OBS:     54024.1     x     md     13025.7     52.1027     17.2130     0.00400000
OBS:     54025.2     x     md     12280.0     110.520     17.2770     0.00900000
OBS:     54029.2     x     md     9709.58     87.3862     17.5320     0.00900000
OBS:     54039.2     x     md     6303.77     88.2528     18.0010     0.0140000
OBS:     54044.1     x     md     5618.24     185.402     18.1260     0.0330000
OBS:     54046.1     x     md     5455.06     81.8259     18.1580     0.0150000
OBS:     54052.1     x     md     4738.05     66.3327     18.3110     0.0140000
OBS:     54060.0     x     md     4029.03     60.4354     18.4870     0.0150000
OBS:     54066.1     x     md     3502.68     63.0482     18.6390     0.0180000
OBS:     54076.1     x     md     2878.73     57.5745     18.8520     0.0200000
OBS:     54091.1     x     md     2108.63     48.4984     19.1900     0.0230000
OBS:      53983.1     y      md      17997.0    197.967    16.8620    0.0110000
OBS:      53986.2     y      md      29703.0    207.921    16.3180    0.00700000
OBS:      53991.2     y      md      42266.9    211.334    15.9350    0.00500000
OBS:      53994.2     y      md      43411.0    260.466    15.9060    0.00600000
OBS:      53998.2     y      md      39228.3    196.142    16.0160    0.00500000
OBS:      54001.1     y      md      35546.8    213.281    16.1230    0.00600000
OBS:      54003.1     y      md      32151.4    192.908    16.2320    0.00600000
OBS:      54007.2     y      md      24934.5    199.476    16.5080    0.00800000
OBS:      54008.1     y      md      22845.5    182.764    16.6030    0.00800000
OBS:      54012.0     y      md      17092.3    136.738    16.9180    0.00800000
OBS:      54013.1     y      md      15473.9    123.791    17.0260    0.00800000
OBS:      54017.3     y      md      11344.9    260.932    17.3630    0.0230000
OBS:      54023.2     y      md      6835.97    82.0316    17.9130    0.0120000
OBS:      54024.1     y      md      6842.26    41.0536    17.9120    0.00600000
OBS:      54029.2     y      md      5058.25    50.5825    18.2400    0.0100000
OBS:      54033.2     y      md      4195.65    83.9131    18.4430    0.0200000
OBS:      54039.2     y      md      3493.01    52.3952    18.6420    0.0150000
OBS:      54044.1     y      md      3366.67    158.233    18.6820    0.0470000
OBS:      54046.1     y      md      3033.89    48.5423    18.7950    0.0160000
OBS:      54052.1     y      md      2818.38    39.4574    18.8750    0.0140000
OBS:      54060.0     y      md      2568.03    38.5204    18.9760    0.0150000
OBS:      54066.1     y      md      2333.46    37.3353    19.0800    0.0160000
OBS:      54076.1     y      md      2097.01    33.5522    19.1960    0.0160000
OBS:      54091.1     y      md      1702.94    30.6529    19.4220    0.0180000
OBS:      54099.0     y      md      1503.84    61.6573    19.5570    0.0410000
OBS:      53983.1     z      md      18399.3    257.590    16.8380    0.0140000
OBS:      53986.2     z      md      30060.8    240.486    16.3050    0.00800000
