SURVEY: Hicken2009_LC
SNID: sn2006s
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: Hicken2009_LC
MWEBV: 0.017 MW E(B-V)
REDSHIFT_HELIO: 0.032102 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53770.116
FILTERS: UBVRIfhjklabcde

NOBS: 143
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53764.469 h  NULL    15121.6735 292.4683
SPEC:   3425.55   3427.61 4.98264e-01 5.49134e-02 1
SPEC:   3427.61   3429.67 5.43929e-01 5.49107e-02 1
SPEC:   3429.67   3431.74 4.98157e-01 5.49770e-02 1
SPEC:   3431.74   3433.80 5.21963e-01 5.54977e-02 1
SPEC:   3433.80   3435.87 4.78092e-01 5.53767e-02 1
SPEC:   3435.87   3437.93 4.34019e-01 5.49469e-02 1
SPEC:   3437.93   3440.00 4.11032e-01 5.50271e-02 1
SPEC:   3440.00   3442.06 4.21902e-01 5.50088e-02 1
SPEC:   3442.06   3444.12 4.95903e-01 5.50607e-02 1
SPEC:   3444.12   3446.19 5.93954e-01 5.51337e-02 1
SPEC:   3446.19   3448.25 5.54895e-01 5.51758e-02 1
SPEC:   3448.25   3450.32 4.78627e-01 5.52490e-02 1
SPEC:   3450.32   3452.38 5.83367e-01 5.53144e-02 1
SPEC:   3452.38   3454.45 7.17160e-01 5.53678e-02 1
SPEC:   3454.45   3456.51 6.95638e-01 5.53544e-02 1
SPEC:   3456.51   3458.57 5.44315e-01 5.53406e-02 1
SPEC:   3458.57   3460.64 5.77946e-01 5.53460e-02 1
SPEC:   3460.64   3462.70 6.78016e-01 5.52944e-02 1
SPEC:   3462.70   3464.77 6.56519e-01 5.53782e-02 1
SPEC:   3464.77   3466.83 4.88119e-01 5.53176e-02 1
SPEC:   3466.83   3468.89 5.11332e-01 5.52585e-02 1
SPEC:   3468.89   3470.96 6.41397e-01 5.52889e-02 1
SPEC:   3470.96   3473.02 5.84862e-01 5.52506e-02 1
SPEC:   3473.02   3475.09 5.46751e-01 5.52506e-02 1
SPEC:   3475.09   3477.15 5.09218e-01 5.53640e-02 1
SPEC:   3477.15   3479.22 4.49504e-01 5.54196e-02 1
SPEC:   3479.22   3481.28 4.32300e-01 5.53921e-02 1
SPEC:   3481.28   3483.34 4.19248e-01 5.53376e-02 1
SPEC:   3483.34   3485.41 4.04988e-01 5.52291e-02 1
SPEC:   3485.41   3487.47 3.92928e-01 5.51003e-02 1
SPEC:   3487.47   3489.54 3.75320e-01 5.50293e-02 1
SPEC:   3489.54   3491.60 4.37468e-01 5.49407e-02 1
SPEC:   3491.60   3493.67 5.27777e-01 5.47943e-02 1
SPEC:   3493.67   3495.73 4.99711e-01 5.46773e-02 1
SPEC:   3495.73   3497.79 5.47861e-01 5.46659e-02 1
SPEC:   3497.79   3499.86 5.95923e-01 5.45386e-02 1
SPEC:   3499.86   3501.92 6.24370e-01 5.41977e-02 1
SPEC:   3501.92   3503.99 5.71510e-01 5.40356e-02 1
SPEC:   3503.99   3506.05 5.18819e-01 5.38791e-02 1
SPEC:   3506.05   3508.11 5.25094e-01 5.37434e-02 1
SPEC:   3508.11   3510.18 5.97741e-01 5.36135e-02 1
SPEC:   3510.18   3512.24 6.15869e-01 5.34054e-02 1
SPEC:   3512.24   3514.31 5.66752e-01 5.32136e-02 1
SPEC:   3514.31   3516.37 6.18071e-01 5.30464e-02 1
SPEC:   3516.37   3518.44 5.81331e-01 5.28462e-02 1
SPEC:   3518.44   3520.50 5.43273e-01 5.25496e-02 1
SPEC:   3520.50   3522.56 6.54639e-01 5.23241e-02 1
SPEC:   3522.56   3524.63 7.17666e-01 5.20809e-02 1
SPEC:   3524.63   3526.69 7.39507e-01 5.18794e-02 1
SPEC:   3526.69   3528.76 5.56134e-01 5.16591e-02 1
SPEC:   3528.76   3530.82 5.64861e-01 5.13494e-02 1
SPEC:   3530.82   3532.89 5.69520e-01 5.10936e-02 1
SPEC:   3532.89   3534.95 5.50744e-01 5.07998e-02 1
SPEC:   3534.95   3537.01 7.27067e-01 5.05386e-02 1
SPEC:   3537.01   3539.08 7.40423e-01 5.02812e-02 1
SPEC:   3539.08   3541.14 7.38316e-01 5.01588e-02 1
SPEC:   3541.14   3543.21 6.97317e-01 4.99803e-02 1
SPEC:   3543.21   3545.27 6.82417e-01 4.96855e-02 1
SPEC:   3545.27   3547.33 6.25499e-01 4.93409e-02 1
SPEC:   3547.33   3549.40 6.18954e-01 4.89659e-02 1
SPEC:   3549.40   3551.46 7.96353e-01 4.86564e-02 1
SPEC:   3551.46   3553.53 8.29071e-01 4.84184e-02 1
SPEC:   3553.53   3555.59 7.73235e-01 4.80254e-02 1
SPEC:   3555.59   3557.66 7.30965e-01 4.77300e-02 1
SPEC:   3557.66   3559.72 7.64671e-01 4.73607e-02 1
SPEC:   3559.72   3561.78 8.19190e-01 4.69984e-02 1
SPEC:   3561.78   3563.85 8.28055e-01 4.66894e-02 1
SPEC:   3563.85   3565.91 8.34682e-01 4.63187e-02 1
SPEC:   3565.91   3567.98 8.09946e-01 4.59296e-02 1
SPEC:   3567.98   3570.04 7.98332e-01 4.56324e-02 1
SPEC:   3570.04   3572.11 7.56653e-01 4.53636e-02 1
SPEC:   3572.11   3574.17 7.00957e-01 4.50292e-02 1
SPEC:   3574.17   3576.23 7.41138e-01 4.46743e-02 1
SPEC:   3576.23   3578.30 8.27755e-01 4.43388e-02 1
SPEC:   3578.30   3580.36 8.63617e-01 4.39929e-02 1
SPEC:   3580.36   3582.43 8.43337e-01 4.37131e-02 1
SPEC:   3582.43   3584.49 7.95496e-01 4.33750e-02 1
SPEC:   3584.49   3586.55 7.74658e-01 4.30186e-02 1
SPEC:   3586.55   3588.62 7.57201e-01 4.27853e-02 1
SPEC:   3588.62   3590.68 7.31337e-01 4.25251e-02 1
SPEC:   3590.68   3592.75 8.47383e-01 4.21928e-02 1
SPEC:   3592.75   3594.81 8.35152e-01 4.19255e-02 1
SPEC:   3594.81   3596.88 7.70139e-01 4.16497e-02 1
SPEC:   3596.88   3598.94 8.13351e-01 4.13921e-02 1
SPEC:   3598.94   3601.00 6.92784e-01 4.11311e-02 1
SPEC:   3601.00   3603.07 6.80134e-01 4.08575e-02 1
SPEC:   3603.07   3605.13 8.06817e-01 4.05920e-02 1
SPEC:   3605.13   3607.20 8.03107e-01 4.03387e-02 1
SPEC:   3607.20   3609.26 7.59537e-01 4.01321e-02 1
SPEC:   3609.26   3611.32 7.90315e-01 3.99521e-02 1
SPEC:   3611.32   3613.39 7.91013e-01 3.97954e-02 1
SPEC:   3613.39   3615.45 7.19656e-01 3.96127e-02 1
SPEC:   3615.45   3617.52 7.32635e-01 3.94030e-02 1
SPEC:   3617.52   3619.58 7.74475e-01 3.91851e-02 1
SPEC:   3619.58   3621.65 7.51663e-01 3.89438e-02 1
SPEC:   3621.65   3623.71 7.52582e-01 3.87659e-02 1
SPEC:   3623.71   3625.77 7.42989e-01 3.85361e-02 1
SPEC:   3625.77   3627.84 7.17844e-01 3.83461e-02 1
SPEC:   3627.84   3629.90 7.16885e-01 3.82425e-02 1
SPEC:   3629.90   3631.97 7.25405e-01 3.81891e-02 1
SPEC:   3631.97   3634.03 7.33706e-01 3.79449e-02 1
SPEC:   3634.03   3636.10 8.16091e-01 3.76630e-02 1
SPEC:   3636.10   3638.16 8.16280e-01 3.75661e-02 1
SPEC:   3638.16   3640.22 7.42094e-01 3.74642e-02 1
SPEC:   3640.22   3642.29 7.01971e-01 3.73498e-02 1
SPEC:   3642.29   3644.35 6.65697e-01 3.71883e-02 1
SPEC:   3644.35   3646.42 7.08734e-01 3.72588e-02 1
SPEC:   3646.42   3648.48 7.91935e-01 3.79632e-02 1
SPEC:   3648.48   3650.54 8.41698e-01 3.83938e-02 1
SPEC:   3650.54   3652.61 8.06362e-01 3.79642e-02 1
SPEC:   3652.61   3654.67 6.99881e-01 3.73935e-02 1
SPEC:   3654.67   3656.74 7.10127e-01 3.68251e-02 1
SPEC:   3656.74   3658.80 7.51451e-01 3.63470e-02 1
SPEC:   3658.80   3660.87 7.48954e-01 3.63206e-02 1
SPEC:   3660.87   3662.93 7.02398e-01 3.64408e-02 1
SPEC:   3662.93   3664.99 8.07413e-01 3.61012e-02 1
SPEC:   3664.99   3667.06 7.84619e-01 3.55751e-02 1
SPEC:   3667.06   3669.12 7.18051e-01 3.53407e-02 1
SPEC:   3669.12   3671.19 7.48839e-01 3.52143e-02 1
SPEC:   3671.19   3673.25 7.04291e-01 3.50692e-02 1
SPEC:   3673.25   3675.32 7.84296e-01 3.48811e-02 1
SPEC:   3675.32   3677.38 8.92172e-01 3.47305e-02 1
SPEC:   3677.38   3679.44 8.43691e-01 3.46090e-02 1
SPEC:   3679.44   3681.51 8.36056e-01 3.44745e-02 1
SPEC:   3681.51   3683.57 8.16817e-01 3.43447e-02 1
SPEC:   3683.57   3685.64 7.98920e-01 3.42123e-02 1
SPEC:   3685.64   3687.70 8.11471e-01 3.40561e-02 1
SPEC:   3687.70   3689.76 8.20635e-01 3.39293e-02 1
SPEC:   3689.76   3691.83 7.59994e-01 3.38097e-02 1
SPEC:   3691.83   3693.89 8.06476e-01 3.36583e-02 1
SPEC:   3693.89   3695.96 8.72301e-01 3.35490e-02 1
SPEC:   3695.96   3698.02 8.89461e-01 3.34547e-02 1
SPEC:   3698.02   3700.09 8.72691e-01 3.33714e-02 1
SPEC:   3700.09   3702.15 8.34425e-01 3.32445e-02 1
SPEC:   3702.15   3704.21 7.89873e-01 3.31051e-02 1
SPEC:   3704.21   3706.28 7.87161e-01 3.29385e-02 1
SPEC:   3706.28   3708.34 8.30735e-01 3.27820e-02 1
SPEC:   3708.34   3710.41 8.19803e-01 3.26751e-02 1
SPEC:   3710.41   3712.47 8.04801e-01 3.25602e-02 1
SPEC:   3712.47   3714.54 7.74176e-01 3.23955e-02 1
SPEC:   3714.54   3716.60 7.78760e-01 3.22080e-02 1
SPEC:   3716.60   3718.66 8.56359e-01 3.20076e-02 1
SPEC:   3718.66   3720.73 8.64784e-01 3.18684e-02 1
SPEC:   3720.73   3722.79 8.18270e-01 3.17845e-02 1
SPEC:   3722.79   3724.86 7.95948e-01 3.16708e-02 1
SPEC:   3724.86   3726.92 7.46438e-01 3.15486e-02 1
SPEC:   3726.92   3728.98 7.80681e-01 3.13930e-02 1
SPEC:   3728.98   3731.05 7.67841e-01 3.12555e-02 1
SPEC:   3731.05   3733.11 7.42063e-01 3.11676e-02 1
SPEC:   3733.11   3735.18 6.98130e-01 3.10201e-02 1
SPEC:   3735.18   3737.24 6.83155e-01 3.08922e-02 1
SPEC:   3737.24   3739.31 7.19777e-01 3.08195e-02 1
SPEC:   3739.31   3741.37 7.22478e-01 3.06790e-02 1
SPEC:   3741.37   3743.43 6.69362e-01 3.05215e-02 1
SPEC:   3743.43   3745.50 6.32306e-01 3.03555e-02 1
SPEC:   3745.50   3747.56 6.20897e-01 3.02143e-02 1
SPEC:   3747.56   3749.63 6.65107e-01 3.00693e-02 1
SPEC:   3749.63   3751.69 6.83273e-01 2.99498e-02 1
SPEC:   3751.69   3753.75 6.60004e-01 2.98470e-02 1
SPEC:   3753.75   3755.82 5.60620e-01 2.97363e-02 1
SPEC:   3755.82   3757.88 4.92188e-01 2.96094e-02 1
SPEC:   3757.88   3759.95 5.25955e-01 2.94763e-02 1
SPEC:   3759.95   3762.01 5.20233e-01 2.93311e-02 1
SPEC:   3762.01   3764.08 4.48663e-01 2.92184e-02 1
SPEC:   3764.08   3766.14 4.20482e-01 2.91238e-02 1
SPEC:   3766.14   3768.20 4.29265e-01 2.90184e-02 1
SPEC:   3768.20   3770.27 4.66941e-01 2.89187e-02 1
SPEC:   3770.27   3772.33 4.51880e-01 2.88581e-02 1
SPEC:   3772.33   3774.40 3.79592e-01 2.87614e-02 1
SPEC:   3774.40   3776.46 3.68237e-01 2.86535e-02 1
SPEC:   3776.46   3778.53 4.01583e-01 2.85777e-02 1
SPEC:   3778.53   3780.59 4.07308e-01 2.84998e-02 1
SPEC:   3780.59   3782.65 3.98927e-01 2.83890e-02 1
SPEC:   3782.65   3784.72 3.68640e-01 2.82867e-02 1
SPEC:   3784.72   3786.78 3.53675e-01 2.82118e-02 1
SPEC:   3786.78   3788.85 3.46781e-01 2.81546e-02 1
SPEC:   3788.85   3790.91 3.91169e-01 2.81135e-02 1
SPEC:   3790.91   3792.97 3.94013e-01 2.80512e-02 1
SPEC:   3792.97   3795.04 3.32674e-01 2.79421e-02 1
SPEC:   3795.04   3797.10 3.61905e-01 2.78628e-02 1
SPEC:   3797.10   3799.17 3.80470e-01 2.78039e-02 1
SPEC:   3799.17   3801.23 3.64086e-01 2.77425e-02 1
SPEC:   3801.23   3803.30 3.17925e-01 2.76835e-02 1
SPEC:   3803.30   3805.36 3.07136e-01 2.76591e-02 1
SPEC:   3805.36   3807.42 3.32325e-01 2.75916e-02 1
SPEC:   3807.42   3809.49 3.28123e-01 2.75403e-02 1
SPEC:   3809.49   3811.55 3.12430e-01 2.75180e-02 1
SPEC:   3811.55   3813.62 3.12926e-01 2.74725e-02 1
SPEC:   3813.62   3815.68 3.02001e-01 2.74352e-02 1
SPEC:   3815.68   3817.75 2.93553e-01 2.73816e-02 1
SPEC:   3817.75   3819.81 3.05659e-01 2.73435e-02 1
SPEC:   3819.81   3821.87 3.16062e-01 2.73028e-02 1
SPEC:   3821.87   3823.94 3.13512e-01 2.72447e-02 1
SPEC:   3823.94   3826.00 3.11517e-01 2.72095e-02 1
SPEC:   3826.00   3828.07 3.38567e-01 2.72317e-02 1
SPEC:   3828.07   3830.13 3.46295e-01 2.72153e-02 1
SPEC:   3830.13   3832.19 2.95383e-01 2.71796e-02 1
SPEC:   3832.19   3834.26 2.78295e-01 2.71301e-02 1
SPEC:   3834.26   3836.32 2.86356e-01 2.70682e-02 1
SPEC:   3836.32   3838.39 3.11609e-01 2.70029e-02 1
SPEC:   3838.39   3840.45 3.34485e-01 2.69711e-02 1
SPEC:   3840.45   3842.52 3.35899e-01 2.69515e-02 1
SPEC:   3842.52   3844.58 3.85776e-01 2.68787e-02 1
SPEC:   3844.58   3846.64 4.76617e-01 2.68178e-02 1
SPEC:   3846.64   3848.71 5.23001e-01 2.67733e-02 1
SPEC:   3848.71   3850.77 4.56930e-01 2.66980e-02 1
SPEC:   3850.77   3852.84 3.51571e-01 2.66371e-02 1
SPEC:   3852.84   3854.90 3.37168e-01 2.66025e-02 1
SPEC:   3854.90   3856.97 3.87323e-01 2.65185e-02 1
SPEC:   3856.97   3859.03 3.88460e-01 2.64553e-02 1
SPEC:   3859.03   3861.09 3.99096e-01 2.64139e-02 1
SPEC:   3861.09   3863.16 3.94181e-01 2.63820e-02 1
SPEC:   3863.16   3865.22 3.97729e-01 2.63089e-02 1
SPEC:   3865.22   3867.29 4.64985e-01 2.62466e-02 1
SPEC:   3867.29   3869.35 4.77009e-01 2.61875e-02 1
SPEC:   3869.35   3871.41 4.54194e-01 2.61275e-02 1
SPEC:   3871.41   3873.48 4.75902e-01 2.60929e-02 1
SPEC:   3873.48   3875.54 4.74062e-01 2.60449e-02 1
SPEC:   3875.54   3877.61 4.55474e-01 2.59364e-02 1
SPEC:   3877.61   3879.67 4.93690e-01 2.58279e-02 1
SPEC:   3879.67   3881.74 4.98673e-01 2.57574e-02 1
SPEC:   3881.74   3883.80 5.12371e-01 2.56787e-02 1
SPEC:   3883.80   3885.86 5.17492e-01 2.55919e-02 1
SPEC:   3885.86   3887.93 5.12048e-01 2.55270e-02 1
SPEC:   3887.93   3889.99 5.08525e-01 2.54605e-02 1
SPEC:   3889.99   3892.06 5.40436e-01 2.54141e-02 1
SPEC:   3892.06   3894.12 5.42707e-01 2.53274e-02 1
SPEC:   3894.12   3896.19 4.92798e-01 2.52431e-02 1
SPEC:   3896.19   3898.25 4.95175e-01 2.51809e-02 1
SPEC:   3898.25   3900.31 4.95135e-01 2.51068e-02 1
SPEC:   3900.31   3902.38 5.10097e-01 2.50680e-02 1
SPEC:   3902.38   3904.44 4.88997e-01 2.50478e-02 1
SPEC:   3904.44   3906.51 4.69433e-01 2.50441e-02 1
SPEC:   3906.51   3908.57 5.19607e-01 2.50363e-02 1
SPEC:   3908.57   3910.63 4.87979e-01 2.49687e-02 1
SPEC:   3910.63   3912.70 5.30132e-01 2.48763e-02 1
SPEC:   3912.70   3914.76 5.62184e-01 2.47307e-02 1
SPEC:   3914.76   3916.83 5.36606e-01 2.45706e-02 1
SPEC:   3916.83   3918.89 5.42168e-01 2.44188e-02 1
SPEC:   3918.89   3920.96 5.07220e-01 2.42991e-02 1
SPEC:   3920.96   3923.02 4.70618e-01 2.41952e-02 1
SPEC:   3923.02   3925.08 5.07043e-01 2.41139e-02 1
SPEC:   3925.08   3927.15 5.46537e-01 2.40216e-02 1
SPEC:   3927.15   3929.21 5.29138e-01 2.39142e-02 1
SPEC:   3929.21   3931.28 4.93217e-01 2.38232e-02 1
SPEC:   3931.28   3933.34 4.76495e-01 2.37394e-02 1
SPEC:   3933.34   3935.40 4.67397e-01 2.36740e-02 1
SPEC:   3935.40   3937.47 4.87615e-01 2.35863e-02 1
SPEC:   3937.47   3939.53 4.83764e-01 2.35438e-02 1
SPEC:   3939.53   3941.60 5.28288e-01 2.34907e-02 1
SPEC:   3941.60   3943.66 5.35875e-01 2.34407e-02 1
SPEC:   3943.66   3945.73 5.38470e-01 2.33700e-02 1
SPEC:   3945.73   3947.79 5.83586e-01 2.32965e-02 1
SPEC:   3947.79   3949.85 6.03743e-01 2.31999e-02 1
SPEC:   3949.85   3951.92 6.05363e-01 2.31082e-02 1
SPEC:   3951.92   3953.98 6.15410e-01 2.30271e-02 1
SPEC:   3953.98   3956.05 6.03585e-01 2.29314e-02 1
SPEC:   3956.05   3958.11 5.98525e-01 2.28668e-02 1
SPEC:   3958.11   3960.18 6.23408e-01 2.28349e-02 1
