SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16oz
RA: 135.0556320
DECL: -13.6339592
MWEBV: 0.0468 +- 0.0023
FILTERS: griz
REDSHIFT_HELIO: 0.0310000 +- 0.0020000
REDSHIFT_FINAL: 0.0320364 +- 0.0020000
SEARCH_PEAKMJD: 57744.49169
HOSTGAL_LOGMASS: 7.507 +- 0.008
VPEC: -57.120
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 27
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57744.49169      g    NULL    28733.109        470.876    16.354     0.018  2.73
OBS:  57756.51358      g    NULL    28330.037        443.781    16.369     0.017  1.69
OBS:  57756.56309      g    NULL    26542.657        419.886    16.440     0.017  2.36
OBS:  57765.54584      g    NULL    15516.941        377.921    17.023     0.026  2.19
OBS:  57773.51011      g    NULL     8656.258        179.798    17.657     0.022  1.63
OBS:  57784.46461      g    NULL     4275.836        150.123    18.422     0.038  3.37
OBS:  57756.51398      r    NULL    27512.965        419.298    16.401     0.017  1.67
OBS:  57756.56350      r    NULL    26384.841        409.481    16.447     0.017  2.00
OBS:  57765.54624      r    NULL    16894.114        325.139    16.931     0.021  1.92
OBS:  57773.51052      r    NULL    14760.373        246.114    17.077     0.018  1.63
OBS:  57784.46501      r    NULL    11104.976        213.606    17.386     0.021  3.01
OBS:  57744.49245      i    NULL    16654.969        297.043    16.946     0.019  2.29
OBS:  57756.51434      i    NULL    13046.468        222.373    17.211     0.018  1.24
OBS:  57756.56385      i    NULL    13170.047        225.460    17.201     0.019  1.65
OBS:  57765.54660      i    NULL     8637.961        221.894    17.659     0.028  1.75
OBS:  57773.51087      i    NULL     9173.477        173.867    17.594     0.021  1.35
OBS:  57784.46537      i    NULL     9313.978        199.250    17.577     0.023  2.86
OBS:  57816.38401      i    NULL     2279.628         55.709    19.105     0.026  1.55
OBS:  57816.39572      i    NULL     2360.387         55.656    19.068     0.026  1.67
OBS:  57816.40744      i    NULL     2217.850         55.516    19.135     0.027  1.86
OBS:  57816.41917      i    NULL     2248.867         52.393    19.120     0.025  1.67
OBS:  57744.49281      z    NULL    14881.167        326.383    17.068     0.024  2.37
OBS:  57756.51470      z    NULL    13144.185        250.963    17.203     0.021  1.27
OBS:  57756.56420      z    NULL    11812.031        235.058    17.319     0.022  1.64
OBS:  57765.54695      z    NULL     9265.582        270.034    17.583     0.032  1.84
OBS:  57773.51122      z    NULL     9363.608        201.000    17.571     0.023  1.29
OBS:  57784.46573      z    NULL     9398.430        243.845    17.567     0.028  2.75
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57743.00
SPEC:   3643.35   3648.85 3.31694e-15 4.56486e-17 1
SPEC:   3648.85   3654.35 3.39600e-15 4.54410e-17 1
SPEC:   3654.35   3659.85 3.49063e-15 4.51996e-17 1
SPEC:   3659.85   3665.35 3.70575e-15 4.49232e-17 1
SPEC:   3665.45   3670.95 3.56855e-15 4.46107e-17 1
SPEC:   3670.95   3676.45 3.60650e-15 4.42614e-17 1
SPEC:   3676.45   3681.95 3.61176e-15 4.38752e-17 1
SPEC:   3681.95   3687.45 3.53505e-15 4.34524e-17 1
SPEC:   3687.45   3692.95 3.64296e-15 4.29943e-17 1
SPEC:   3693.05   3698.55 3.67239e-15 4.25025e-17 1
SPEC:   3698.55   3704.05 3.51348e-15 4.19797e-17 1
SPEC:   3704.05   3709.55 3.50431e-15 4.14293e-17 1
SPEC:   3709.55   3715.05 3.37847e-15 4.08553e-17 1
SPEC:   3715.05   3720.55 3.34458e-15 4.02627e-17 1
SPEC:   3720.55   3726.05 3.12565e-15 3.96570e-17 1
SPEC:   3726.05   3731.55 3.04904e-15 3.90440e-17 1
SPEC:   3731.65   3737.15 2.91748e-15 3.84303e-17 1
SPEC:   3737.15   3742.65 2.73326e-15 3.78222e-17 1
SPEC:   3742.65   3748.15 2.66175e-15 3.72263e-17 1
SPEC:   3748.15   3753.65 2.42847e-15 3.66485e-17 1
SPEC:   3753.65   3759.15 2.30163e-15 3.60945e-17 1
SPEC:   3759.25   3764.75 2.18225e-15 3.55690e-17 1
SPEC:   3764.75   3770.25 2.18613e-15 3.50760e-17 1
SPEC:   3770.25   3775.75 2.01985e-15 3.46183e-17 1
SPEC:   3775.75   3781.25 1.98619e-15 3.41974e-17 1
SPEC:   3781.25   3786.75 1.92236e-15 3.38139e-17 1
SPEC:   3786.85   3792.35 1.88102e-15 3.34670e-17 1
SPEC:   3792.35   3797.85 1.86390e-15 3.31549e-17 1
SPEC:   3797.85   3803.35 1.83712e-15 3.28747e-17 1
SPEC:   3803.35   3808.85 1.85041e-15 3.26230e-17 1
SPEC:   3808.85   3814.35 1.73905e-15 3.23957e-17 1
SPEC:   3814.35   3819.85 1.82062e-15 3.21881e-17 1
SPEC:   3819.95   3825.45 1.82014e-15 3.19957e-17 1
SPEC:   3825.45   3830.95 1.84286e-15 3.18138e-17 1
SPEC:   3830.95   3836.45 1.99722e-15 3.16382e-17 1
SPEC:   3836.45   3841.95 2.02139e-15 3.14647e-17 1
SPEC:   3841.95   3847.45 2.23706e-15 3.12898e-17 1
SPEC:   3847.45   3852.95 2.30623e-15 3.11106e-17 1
SPEC:   3853.05   3858.55 2.41823e-15 3.09246e-17 1
SPEC:   3858.55   3864.05 2.54131e-15 3.07298e-17 1
