SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS16el
RA: 162.8022412
DECL: 19.3625429
MWEBV: 0.0334 +- 0.0017
FILTERS: griz
REDSHIFT_HELIO: 0.0478056 +- 0.0000096
REDSHIFT_FINAL: 0.0489090 +- 0.0000096
SEARCH_PEAKMJD: 57397.52847
HOSTGAL_LOGMASS: 10.480 +- 0.001
VPEC: 161.128
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 41
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57397.52847      g    NULL     8754.292        179.003    17.644     0.022  1.74
OBS:  57403.50641      g    NULL     6543.287        182.987    17.961     0.030  3.34
OBS:  57408.48725      g    NULL     4346.194        240.043    18.405     0.060  3.06
OBS:  57417.47700      g    NULL     1469.444        119.531    19.582     0.088  2.12
OBS:  57424.55375      g    NULL      813.538         66.943    20.224     0.089  1.80
OBS:  57432.53424      g    NULL      785.170         86.480    20.263     0.119  1.91
OBS:  57444.38114      g    NULL      293.979        166.660    21.329     0.612  2.28
OBS:  57397.52886      r    NULL     8613.600        163.490    17.662     0.021  1.58
OBS:  57403.50680      r    NULL     6890.016        154.109    17.904     0.024  2.26
OBS:  57408.48765      r    NULL     5106.662        168.875    18.230     0.036  2.25
OBS:  57417.47739      r    NULL     3763.947        118.739    18.561     0.034  1.75
OBS:  57424.55415      r    NULL     2516.040         79.020    18.998     0.034  1.58
OBS:  57432.53462      r    NULL     1699.084         94.348    19.424     0.060  1.92
OBS:  57444.38153      r    NULL     1088.010        126.545    19.908     0.126  2.01
OBS:  57390.47995      r    NULL     7345.878        123.226    17.835     0.018  1.84
OBS:  57390.49288      r    NULL     7138.239        120.954    17.866     0.018  1.87
OBS:  57390.46704      r    NULL     7317.939        124.105    17.839     0.018  2.28
OBS:  57390.50580      r    NULL     7278.485        119.517    17.845     0.018  1.68
OBS:  57444.54568      r    NULL     1179.139         75.350    19.821     0.069  2.30
OBS:  57444.55997      r    NULL     1299.062         63.446    19.716     0.053  1.83
OBS:  57444.57377      r    NULL     1116.125         67.244    19.881     0.065  2.01
OBS:  57444.58754      r    NULL     1146.115         77.165    19.852     0.073  2.27
OBS:  57397.52922      i    NULL     5100.068        129.119    18.231     0.027  1.54
OBS:  57403.50716      i    NULL     3875.430        117.458    18.529     0.033  1.73
OBS:  57408.48801      i    NULL     2824.219        157.449    18.873     0.060  2.28
OBS:  57417.47775      i    NULL     2955.887        116.702    18.823     0.043  1.53
OBS:  57424.55451      i    NULL     3076.449         92.521    18.780     0.033  1.49
OBS:  57432.53499      i    NULL     1625.976        100.881    19.472     0.067  1.76
OBS:  57444.38189      i    NULL      986.183        118.528    20.015     0.130  1.73
OBS:  57408.44055      i    NULL     2144.498         81.121    19.172     0.041  2.22
OBS:  57408.44248      i    NULL     2756.572        113.357    18.899     0.044  2.20
OBS:  57408.45477      i    NULL     2244.161         87.701    19.122     0.042  2.45
OBS:  57408.46899      i    NULL     2230.281         86.532    19.129     0.042  2.54
OBS:  57408.48307      i    NULL     2213.941         73.996    19.137     0.036  2.01
OBS:  57397.52959      z    NULL     4955.668        166.116    18.262     0.036  1.53
OBS:  57403.50753      z    NULL     3557.394        164.136    18.622     0.050  1.89
OBS:  57408.48838      z    NULL     2861.942        210.228    18.858     0.079  2.20
OBS:  57417.47812      z    NULL     3032.566        162.147    18.795     0.058  1.53
OBS:  57424.55488      z    NULL     2643.846        122.693    18.944     0.050  1.42
OBS:  57432.53535      z    NULL     1857.910        136.441    19.327     0.079  1.46
OBS:  57444.38225      z    NULL      755.498        162.023    20.304     0.232  1.65
END:
