SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15uu
RA: 25.9858546
DECL: 17.0625952
MWEBV: 0.0588 +- 0.0029
FILTERS: griz
REDSHIFT_HELIO: 0.0267790 +- 0.0000070
REDSHIFT_FINAL: 0.0258099 +- 0.0000070
SEARCH_PEAKMJD: 57388.27648
HOSTGAL_LOGMASS: 9.740 +- 0.007
VPEC: 174.252
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 36
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57388.27610      g    NULL    23051.820        380.112    16.593     0.018  1.53
OBS:  57394.28348      g    NULL    22031.699        424.447    16.642     0.021  2.71
OBS:  57400.26462      g    NULL    15560.145        322.468    17.020     0.022  3.16
OBS:  57408.22207      g    NULL     8476.453        261.744    17.679     0.033  2.09
OBS:  57416.24961      g    NULL     4704.499        163.843    18.319     0.038  1.84
OBS:  57429.23013      g    NULL     3122.511        171.499    18.764     0.059  1.88
OBS:  57439.23000      g    NULL     3125.195        245.295    18.763     0.085  2.23
OBS:  57700.43132      g    NULL      108.730        160.764    22.409     1.597  2.02
OBS:  57388.27648      r    NULL    24087.390        381.289    16.546     0.017  1.57
OBS:  57394.28388      r    NULL    22672.990        397.658    16.611     0.019  2.36
OBS:  57400.26501      r    NULL    18557.061        348.026    16.829     0.020  3.13
OBS:  57408.22246      r    NULL    14430.562        279.522    17.102     0.021  1.98
OBS:  57416.25002      r    NULL    11127.963        223.706    17.384     0.022  1.85
OBS:  57429.23053      r    NULL     7639.697        194.872    17.792     0.028  1.81
OBS:  57439.23041      r    NULL     5148.685        206.986    18.221     0.043  2.09
OBS:  57700.43171      r    NULL      194.088        148.643    21.780     0.827  2.06
OBS:  57388.27685      i    NULL    17236.470        301.120    16.909     0.019  1.50
OBS:  57394.28424      i    NULL    16181.856        331.372    16.977     0.022  2.28
OBS:  57400.26537      i    NULL    12984.565        276.713    17.216     0.023  2.42
OBS:  57408.22283      i    NULL    12955.061        258.727    17.219     0.022  1.68
OBS:  57416.25038      i    NULL    12208.544        240.642    17.283     0.021  1.57
OBS:  57429.23089      i    NULL     7729.240        198.022    17.780     0.028  1.55
OBS:  57439.23076      i    NULL     5610.343        218.402    18.128     0.042  2.16
OBS:  57700.43207      i    NULL      237.417        154.706    21.561     0.704  1.70
OBS:  57409.23275      i    NULL    13302.138        210.684    17.190     0.017  1.61
OBS:  57409.24548      i    NULL    13340.329        212.324    17.187     0.017  1.70
OBS:  57409.25822      i    NULL    13054.293        208.965    17.211     0.017  1.71
OBS:  57409.27100      i    NULL    13016.437        209.246    17.214     0.017  1.72
OBS:  57394.28460      z    NULL    14656.395        354.777    17.085     0.026  1.88
OBS:  57400.26573      z    NULL    14409.566        341.969    17.103     0.026  2.16
OBS:  57408.22320      z    NULL    13521.765        301.672    17.172     0.024  1.73
OBS:  57416.25074      z    NULL    12508.471        283.490    17.257     0.025  1.55
OBS:  57429.23124      z    NULL     8475.663        247.120    17.680     0.032  1.45
OBS:  57439.23111      z    NULL     5884.913        279.209    18.076     0.051  1.98
OBS:  57700.43244      z    NULL       50.059        235.074    23.251     5.072  1.73
OBS:  57387.20718      z    NULL    15517.532        269.533    17.023     0.019  1.66
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57387.00
SPEC: 3648.35 3653.85 1.84290e-15 6.41819e-17 1
SPEC: 3653.85 3659.35 1.78563e-15 6.38644e-17 1
SPEC: 3659.35 3664.85 1.71368e-15 6.35640e-17 1
SPEC: 3664.85 3670.35 1.79320e-15 6.32870e-17 1
SPEC: 3670.45 3675.95 1.73794e-15 6.30407e-17 1
SPEC: 3675.95 3681.45 1.82733e-15 6.28329e-17 1
SPEC: 3681.45 3686.95 1.74511e-15 6.26716e-17 1
SPEC: 3686.95 3692.45 1.84072e-15 6.25654e-17 1
SPEC: 3692.45 3697.95 1.73659e-15 6.25228e-17 1
SPEC: 3698.05 3703.55 1.79707e-15 6.25522e-17 1
SPEC: 3703.55 3709.05 1.71329e-15 6.26613e-17 1
SPEC: 3709.05 3714.55 1.62446e-15 6.28567e-17 1
SPEC: 3714.55 3720.05 1.76834e-15 6.31436e-17 1
SPEC: 3720.05 3725.55 1.72385e-15 6.35254e-17 1
SPEC: 3725.55 3731.05 1.78092e-15 6.40027e-17 1
SPEC: 3731.05 3736.55 1.78506e-15 6.45736e-17 1
SPEC: 3736.65 3742.15 1.75822e-15 6.52327e-17 1
SPEC: 3742.15 3747.65 1.86181e-15 6.59713e-17 1
SPEC: 3747.65 3753.15 1.93978e-15 6.67768e-17 1
SPEC: 3753.15 3758.65 1.96855e-15 6.76332e-17 1
SPEC: 3758.65 3764.15 1.94772e-15 6.85211e-17 1
SPEC: 3764.25 3769.75 1.93552e-15 6.94183e-17 1
SPEC: 3769.75 3775.25 1.75967e-15 7.03001e-17 1
SPEC: 3775.25 3780.75 1.68819e-15 7.11405e-17 1
SPEC: 3780.75 3786.25 1.47836e-15 7.19127e-17 1
SPEC: 3786.25 3791.75 1.47501e-15 7.25906e-17 1
SPEC: 3791.85 3797.35 1.38215e-15 7.31496e-17 1
SPEC: 3797.35 3802.85 1.35026e-15 7.35679e-17 1
SPEC: 3802.85 3808.35 1.26508e-15 7.38269e-17 1
SPEC: 3808.35 3813.85 1.22649e-15 7.39128e-17 1
SPEC: 3813.85 3819.35 1.35651e-15 7.38169e-17 1
SPEC: 3819.35 3824.85 1.39803e-15 7.35358e-17 1
SPEC: 3824.95 3830.45 1.71913e-15 7.30719e-17 1
SPEC: 3830.45 3835.95 1.72525e-15 7.24332e-17 1
SPEC: 3835.95 3841.45 1.54474e-15 7.16328e-17 1
SPEC: 3841.45 3846.95 1.44795e-15 7.06882e-17 1
SPEC: 3846.95 3852.45 1.49235e-15 6.96210e-17 1
SPEC: 3852.45 3857.95 1.51555e-15 6.84552e-17 1
SPEC: 3858.05 3863.55 1.48006e-15 6.72166e-17 1
SPEC: 3863.55 3869.05 1.55466e-15 6.59317e-17 1
SPEC: 3869.05 3874.55 1.47344e-15 6.46262e-17 1
SPEC: 3874.55 3880.05 1.45465e-15 6.33247e-17 1
SPEC: 3880.05 3885.55 1.44185e-15 6.20491e-17 1
SPEC: 3885.55 3891.05 1.50601e-15 6.08184e-17 1
SPEC: 3891.15 3896.65 1.53451e-15 5.96480e-17 1
SPEC: 3896.65 3902.15 1.47074e-15 5.85494e-17 1
SPEC: 3902.15 3907.65 1.49151e-15 5.75305e-17 1
SPEC: 3907.65 3913.15 1.41212e-15 5.65949e-17 1
SPEC: 3913.15 3918.65 1.47715e-15 5.57430e-17 1
SPEC: 3918.75 3924.25 1.47635e-15 5.49720e-17 1
