SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2016eoa
RA: 5.3460800
DECL: 22.4354402
MWEBV: 0.0609 +- 0.0030
FILTERS: griz
REDSHIFT_HELIO: 0.0210874 +- 0.0000667
REDSHIFT_FINAL: 0.0199470 +- 0.0000667
SEARCH_PEAKMJD: 57614.51355
HOSTGAL_LOGMASS: 11.542 +- 0.013
VPEC: 346.700
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 28
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57608.60552      g    NULL    22010.906        354.663    16.643     0.017  1.71
OBS:  57614.51316      g    NULL    37198.226        564.916    16.074     0.016  1.44
OBS:  57626.56033      g    NULL    20382.163        345.327    16.727     0.018  2.90
OBS:  57652.51560      g    NULL     3204.858        167.169    18.735     0.056  2.51
OBS:  57661.47335      g    NULL     2604.887        129.715    18.961     0.054  2.39
OBS:  57608.60591      r    NULL    24176.267        374.116    16.542     0.017  1.63
OBS:  57614.51355      r    NULL    37867.706        560.885    16.054     0.016  1.44
OBS:  57626.56073      r    NULL    24433.949        385.393    16.530     0.017  2.41
OBS:  57652.51600      r    NULL     7051.696        178.382    17.879     0.027  2.29
OBS:  57661.47374      r    NULL     4934.696        165.221    18.267     0.036  2.54
OBS:  57608.60628      i    NULL    19592.141        317.233    16.770     0.018  1.56
OBS:  57614.51391      i    NULL    25194.706        392.084    16.497     0.017  1.22
OBS:  57626.56109      i    NULL    14427.299        270.620    17.102     0.020  2.87
OBS:  57652.51637      i    NULL     6226.788        163.956    18.014     0.028  1.94
OBS:  57661.47410      i    NULL     4587.330        157.560    18.346     0.037  1.89
OBS:  57670.30122      i    NULL     3098.714         84.198    18.772     0.029  1.97
OBS:  57670.30251      i    NULL     3071.179         79.654    18.782     0.028  1.71
OBS:  57670.31348      i    NULL     3284.061         82.079    18.709     0.027  1.78
OBS:  57670.31478      i    NULL     3073.375         76.175    18.781     0.027  1.52
OBS:  57670.32578      i    NULL     3248.316         79.140    18.721     0.026  1.84
OBS:  57670.32707      i    NULL     3125.901         76.938    18.763     0.027  1.56
OBS:  57670.33811      i    NULL     3314.612         74.453    18.699     0.024  1.43
OBS:  57670.33940      i    NULL     3104.451         69.518    18.770     0.024  1.32
OBS:  57608.60665      z    NULL    17148.046        314.384    16.914     0.020  1.55
OBS:  57614.51428      z    NULL    23008.335        392.146    16.595     0.018  1.30
OBS:  57626.56145      z    NULL    18270.515        342.604    16.846     0.020  2.25
OBS:  57652.51673      z    NULL     5642.879        223.961    18.121     0.043  2.29
OBS:  57661.47448      z    NULL     3392.164        206.808    18.674     0.066  1.87
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57607.00
SPEC:   4181.50   4182.50 2.42354e+00 4.99181e-02 1
SPEC:   4182.50   4183.50 2.41485e+00 4.98584e-02 1
SPEC:   4183.50   4184.50 2.36105e+00 4.97913e-02 1
SPEC:   4184.50   4185.50 2.28611e+00 4.96863e-02 1
SPEC:   4185.50   4186.50 2.35527e+00 4.96764e-02 1
SPEC:   4186.50   4187.50 2.42622e+00 4.96380e-02 1
SPEC:   4187.50   4188.50 2.55585e+00 4.95214e-02 1
SPEC:   4188.50   4189.50 2.38034e+00 4.94142e-02 1
SPEC:   4189.50   4190.50 2.30179e+00 4.93010e-02 1
SPEC:   4190.50   4191.50 2.35380e+00 4.92321e-02 1
SPEC:   4191.50   4192.50 2.39614e+00 4.91842e-02 1
SPEC:   4192.50   4193.50 2.29000e+00 4.91369e-02 1
SPEC:   4193.50   4194.50 2.28926e+00 4.90665e-02 1
SPEC:   4194.50   4195.50 2.29566e+00 4.89171e-02 1
SPEC:   4195.50   4196.50 2.23353e+00 4.87831e-02 1
SPEC:   4196.50   4197.50 2.24543e+00 4.87281e-02 1
SPEC:   4197.50   4198.50 2.29205e+00 4.87021e-02 1
SPEC:   4198.50   4199.50 2.29539e+00 4.85930e-02 1
SPEC:   4199.50   4200.50 2.27881e+00 4.84100e-02 1
SPEC:   4200.50   4201.50 2.29884e+00 4.83640e-02 1
SPEC:   4201.50   4202.50 2.22703e+00 4.82973e-02 1
SPEC:   4202.50   4203.50 2.34034e+00 4.82184e-02 1
SPEC:   4203.50   4204.50 2.29798e+00 4.81594e-02 1
SPEC:   4204.50   4205.50 2.24522e+00 4.80458e-02 1
SPEC:   4205.50   4206.50 2.34265e+00 4.80310e-02 1
SPEC:   4206.50   4207.50 2.26721e+00 4.79899e-02 1
SPEC:   4207.50   4208.50 2.21003e+00 4.78990e-02 1
SPEC:   4208.50   4209.50 2.21255e+00 4.77734e-02 1
SPEC:   4209.50   4210.50 2.25078e+00 4.76372e-02 1
SPEC:   4210.50   4211.50 2.20769e+00 4.75753e-02 1
SPEC:   4211.50   4212.50 2.19166e+00 4.75164e-02 1
SPEC:   4212.50   4213.50 2.15982e+00 4.74526e-02 1
SPEC:   4213.50   4214.50 2.21526e+00 4.73758e-02 1
SPEC:   4214.50   4215.50 2.25337e+00 4.72718e-02 1
SPEC:   4215.50   4216.50 2.19941e+00 4.71819e-02 1
SPEC:   4216.50   4217.50 2.23038e+00 4.70894e-02 1
SPEC:   4217.50   4218.50 2.24967e+00 4.69982e-02 1
SPEC:   4218.50   4219.50 2.23201e+00 4.69158e-02 1
SPEC:   4219.50   4220.50 2.15849e+00 4.68383e-02 1
SPEC:   4220.50   4221.50 2.14079e+00 4.67329e-02 1
SPEC:   4221.50   4222.50 2.23040e+00 4.66196e-02 1
