SURVEY: FOUNDATION
SNTYPE: 1
SNID: CSS160129
RA: 115.1233592
DECL: 10.9333017
MWEBV: 0.0325 +- 0.0016
FILTERS: griz
REDSHIFT_HELIO: 0.0676600 +- 0.0010000
REDSHIFT_FINAL: 0.0683587 +- 0.0010000
SEARCH_PEAKMJD: 57418.42107
HOSTGAL_LOGMASS: 6.000 +- 0.100
VPEC: -6.906
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 28
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57418.42107      g    NULL     7365.906        172.724    17.832     0.025  2.28
OBS:  57422.36118      g    NULL     6738.036        147.437    17.929     0.024  2.05
OBS:  57428.32671      g    NULL     4443.912        133.094    18.381     0.032  2.22
OBS:  57443.30437      g    NULL     1342.043        100.243    19.681     0.081  1.61
OBS:  57451.28872      g    NULL      903.432         63.803    20.110     0.076  1.69
OBS:  57459.33436      g    NULL      720.456        110.085    20.356     0.165  2.83
OBS:  57418.42145      r    NULL     6488.240        157.224    17.970     0.026  2.62
OBS:  57422.36157      r    NULL     6298.790        135.509    18.002     0.023  1.83
OBS:  57428.32711      r    NULL     4438.387        120.692    18.382     0.029  2.08
OBS:  57443.30476      r    NULL     2728.378         98.808    18.910     0.039  1.61
OBS:  57451.28911      r    NULL     1955.397         69.617    19.272     0.038  1.41
OBS:  57459.33476      r    NULL     1455.658         94.236    19.592     0.070  2.37
OBS:  57444.39074      r    NULL     2575.312         67.024    18.973     0.028  1.74
OBS:  57444.41431      r    NULL     2610.190         65.487    18.958     0.027  1.72
OBS:  57444.40260      r    NULL     2658.182         67.739    18.939     0.028  1.94
OBS:  57444.42593      r    NULL     2602.412         72.926    18.962     0.030  2.10
OBS:  57418.42183      i    NULL     3635.607        116.790    18.599     0.035  1.74
OBS:  57422.36194      i    NULL     3663.577        107.470    18.590     0.032  1.68
OBS:  57428.32748      i    NULL     2259.734         96.801    19.115     0.046  1.84
OBS:  57443.30513      i    NULL     1569.523         90.359    19.511     0.062  1.55
OBS:  57451.28948      i    NULL     1957.655         83.664    19.271     0.046  1.53
OBS:  57459.33513      i    NULL      997.047        128.479    20.003     0.139  2.77
OBS:  57418.42220      z    NULL     3184.574        158.645    18.742     0.054  1.72
OBS:  57422.36232      z    NULL     2671.315        134.710    18.933     0.054  1.61
OBS:  57428.32785      z    NULL     1892.029        132.343    19.308     0.076  1.83
OBS:  57443.30551      z    NULL     1656.669        113.452    19.452     0.074  1.48
OBS:  57451.28985      z    NULL     1277.552        104.486    19.734     0.088  1.44
OBS:  57459.33549      z    NULL     1017.650        187.084    19.981     0.199  2.38
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57417.00
SPEC: 3651.35 3656.85 4.80092e-16 8.89973e-18 1
SPEC: 3656.85 3662.35 4.99778e-16 8.84778e-18 1
SPEC: 3662.35 3667.85 4.97747e-16 8.79276e-18 1
SPEC: 3667.85 3673.35 4.83864e-16 8.73454e-18 1
SPEC: 3673.45 3678.95 5.03931e-16 8.67306e-18 1
SPEC: 3678.95 3684.45 4.77184e-16 8.60832e-18 1
SPEC: 3684.45 3689.95 4.74402e-16 8.54039e-18 1
SPEC: 3689.95 3695.45 4.60253e-16 8.46942e-18 1
SPEC: 3695.45 3700.95 4.37477e-16 8.39569e-18 1
SPEC: 3701.05 3706.55 4.47429e-16 8.31949e-18 1
SPEC: 3706.55 3712.05 4.39198e-16 8.24128e-18 1
SPEC: 3712.05 3717.55 4.43016e-16 8.16153e-18 1
SPEC: 3717.55 3723.05 4.20876e-16 8.08080e-18 1
SPEC: 3723.05 3728.55 4.37947e-16 7.99966e-18 1
SPEC: 3728.65 3734.15 4.51023e-16 7.91871e-18 1
SPEC: 3734.15 3739.65 4.29128e-16 7.83852e-18 1
SPEC: 3739.65 3745.15 4.22767e-16 7.75961e-18 1
SPEC: 3745.15 3750.65 4.32668e-16 7.68239e-18 1
SPEC: 3750.65 3756.15 4.41358e-16 7.60718e-18 1
SPEC: 3756.25 3761.75 4.50581e-16 7.53416e-18 1
SPEC: 3761.75 3767.25 4.46799e-16 7.46335e-18 1
SPEC: 3767.25 3772.75 4.61108e-16 7.39460e-18 1
SPEC: 3772.75 3778.25 4.68588e-16 7.32764e-18 1
SPEC: 3778.25 3783.75 4.58577e-16 7.26202e-18 1
SPEC: 3783.85 3789.35 4.74698e-16 7.19724e-18 1
SPEC: 3789.35 3794.85 4.83834e-16 7.13266e-18 1
SPEC: 3794.85 3800.35 4.81331e-16 7.06767e-18 1
SPEC: 3800.35 3805.85 4.71524e-16 7.00162e-18 1
SPEC: 3805.85 3811.35 4.80318e-16 6.93399e-18 1
SPEC: 3811.45 3816.95 4.72718e-16 6.86429e-18 1
SPEC: 3816.95 3822.45 4.98047e-16 6.79223e-18 1
SPEC: 3822.45 3827.95 4.89046e-16 6.71767e-18 1
SPEC: 3827.95 3833.45 4.93864e-16 6.64064e-18 1
SPEC: 3833.45 3838.95 5.00444e-16 6.56140e-18 1
SPEC: 3839.05 3844.55 5.17604e-16 6.48036e-18 1
SPEC: 3844.55 3850.05 5.21384e-16 6.39814e-18 1
SPEC: 3850.05 3855.55 5.13984e-16 6.31546e-18 1
SPEC: 3855.55 3861.05 4.89456e-16 6.23318e-18 1
SPEC: 3861.05 3866.55 4.85368e-16 6.15219e-18 1
SPEC: 3866.55 3872.05 4.86850e-16 6.07342e-18 1
SPEC: 3872.15 3877.65 4.88385e-16 5.99777e-18 1
