SURVEY: FOUNDATION
SNTYPE: 1
SNID: AT2016fbk
RA: 26.0272395
DECL: 34.3826922
MWEBV: 0.0419 +- 0.0021
FILTERS: griz
REDSHIFT_HELIO: 0.0358650 +- 0.0000120
REDSHIFT_FINAL: 0.0349820 +- 0.0000120
SEARCH_PEAKMJD: 57621.49924
HOSTGAL_LOGMASS: 11.277 +- 0.201
VPEC: 321.056
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 18
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57617.52356      g    NULL     7005.537        214.482    17.886     0.033  1.66
OBS:  57621.49883      g    NULL    10414.859        233.794    17.456     0.024  1.99
OBS:  57627.55108      g    NULL    10853.670        206.737    17.411     0.021  1.85
OBS:  57656.56502      g    NULL     1275.019         85.936    19.736     0.073  2.00
OBS:  57617.52397      r    NULL     7727.714        163.537    17.780     0.023  1.44
OBS:  57621.49924      r    NULL    11280.231        219.039    17.369     0.021  1.97
OBS:  57627.55147      r    NULL    10978.525        197.977    17.399     0.020  1.72
OBS:  57656.56542      r    NULL     4233.708        105.608    18.433     0.027  1.77
OBS:  57668.43875      r    NULL     2243.627         76.415    19.123     0.037  1.44
OBS:  57617.52434      i    NULL     7191.447        162.639    17.858     0.024  1.38
OBS:  57621.49960      i    NULL     9924.493        197.987    17.508     0.022  1.73
OBS:  57627.55183      i    NULL     7239.591        151.454    17.851     0.023  1.65
OBS:  57656.56578      i    NULL     4868.004        125.234    18.282     0.028  1.70
OBS:  57668.43911      i    NULL     1885.588         80.349    19.311     0.046  1.29
OBS:  57621.49997      z    NULL     9429.630        225.288    17.564     0.026  1.58
OBS:  57627.55219      z    NULL     7988.223        192.734    17.744     0.026  1.58
OBS:  57656.56614      z    NULL     5331.519        161.992    18.183     0.033  1.58
OBS:  57668.43948      z    NULL     2098.769        119.896    19.195     0.062  1.26
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57617.00
SPEC:   3483.05   3485.95 4.81243e-16 8.40801e-17 1
SPEC:   3485.95   3488.85 4.73617e-16 8.39466e-17 1
SPEC:   3488.75   3491.65 4.66083e-16 8.37962e-17 1
SPEC:   3491.65   3494.55 4.58655e-16 8.36293e-17 1
SPEC:   3494.55   3497.45 4.51304e-16 8.34463e-17 1
SPEC:   3497.45   3500.35 4.43987e-16 8.32477e-17 1
SPEC:   3500.25   3503.15 3.59498e-16 8.30341e-17 1
SPEC:   3503.15   3506.05 2.66609e-16 8.28062e-17 1
SPEC:   3506.05   3508.95 2.68373e-16 8.25647e-17 1
SPEC:   3508.85   3511.75 1.81772e-16 8.23103e-17 1
SPEC:   3511.75   3514.65 3.65311e-16 8.20439e-17 1
SPEC:   3514.65   3517.55 4.51002e-16 8.17665e-17 1
SPEC:   3517.55   3520.45 2.42948e-16 8.14788e-17 1
SPEC:   3520.35   3523.25 2.32258e-16 8.11819e-17 1
SPEC:   3523.25   3526.15 3.88707e-16 8.08767e-17 1
SPEC:   3526.15   3529.05 1.98551e-16 8.05642e-17 1
SPEC:   3529.05   3531.95 3.21051e-16 8.02453e-17 1
SPEC:   3531.85   3534.75 1.99531e-16 7.99209e-17 1
SPEC:   3534.75   3537.65 3.52495e-16 7.95919e-17 1
SPEC:   3537.65   3540.55 3.02013e-16 7.92591e-17 1
SPEC:   3540.55   3543.45 2.67156e-16 7.89233e-17 1
SPEC:   3543.35   3546.25 2.47843e-16 7.85851e-17 1
SPEC:   3546.25   3549.15 3.03841e-16 7.82450e-17 1
SPEC:   3549.15   3552.05 3.77878e-16 7.79036e-17 1
SPEC:   3552.05   3554.95 2.84318e-16 7.75611e-17 1
SPEC:   3554.85   3557.75 3.23311e-16 7.72177e-17 1
SPEC:   3557.75   3560.65 4.28244e-16 7.68735e-17 1
SPEC:   3560.65   3563.55 3.33970e-16 7.65284e-17 1
SPEC:   3563.45   3566.35 3.19534e-16 7.61822e-17 1
SPEC:   3566.35   3569.25 2.86465e-16 7.58345e-17 1
