SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-16jf
RA: 339.2466605
DECL: -25.2319663
MWEBV: 0.0204 +- 0.0010
FILTERS: griz
REDSHIFT_HELIO: 0.0114410 +- 0.0000130
REDSHIFT_FINAL: 0.0104077 +- 0.0000130
SEARCH_PEAKMJD: 57626.45304
HOSTGAL_LOGMASS: 9.117 +- 0.013
VPEC: 208.527
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 24
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57626.45304      g    NULL    99927.283       1432.413    15.001     0.016  2.51
OBS:  57638.42224      g    NULL    76468.714       1101.603    15.291     0.016  2.14
OBS:  57650.42502      g    NULL    21564.109        386.236    16.666     0.019  2.28
OBS:  57667.31231      g    NULL     8704.713        188.433    17.651     0.023  2.22
OBS:  57678.32245      g    NULL     7212.061        259.539    17.855     0.039  2.41
OBS:  57693.25122      g    NULL     5412.856        138.508    18.166     0.028  2.29
OBS:  57626.45345      r    NULL    96844.585       1379.778    15.035     0.015  2.94
OBS:  57638.42266      r    NULL    83832.187       1192.565    15.191     0.015  1.91
OBS:  57650.42543      r    NULL    46070.622        680.275    15.841     0.016  1.78
OBS:  57667.31273      r    NULL    17329.951        289.713    16.903     0.018  2.23
OBS:  57678.32286      r    NULL    11399.453        244.755    17.358     0.023  2.21
OBS:  57693.25163      r    NULL     6999.698        150.775    17.887     0.023  2.16
OBS:  57626.45380      i    NULL    73811.188       1063.915    15.330     0.016  2.14
OBS:  57638.42301      i    NULL    46937.100        687.723    15.821     0.016  1.73
OBS:  57650.42578      i    NULL    42209.470        631.908    15.936     0.016  1.69
OBS:  57667.31308      i    NULL    15915.286        275.531    16.995     0.019  1.83
OBS:  57678.32321      i    NULL    10242.790        250.301    17.474     0.026  2.31
OBS:  57693.25213      i    NULL     6163.210        155.003    18.025     0.027  2.10
OBS:  57626.45415      z    NULL    61111.431        922.444    15.535     0.016  2.31
OBS:  57638.42337      z    NULL    54793.757        815.280    15.653     0.016  1.68
OBS:  57650.42614      z    NULL    45726.727        707.583    15.850     0.017  1.81
OBS:  57667.31344      z    NULL    15330.962        310.866    17.036     0.022  1.91
OBS:  57678.32355      z    NULL     8511.241        271.008    17.675     0.034  2.03
OBS:  57693.25248      z    NULL     3864.689        189.857    18.532     0.053  2.07
END_PHOTOMETRY:

# =============================================
NSPECTRA: 1 


NVAR_SPEC: 5
VARNAMES_SPEC: LAMMIN LAMMAX  FLAM  FLAMERR DQ

SPECTRUM_ID: 1
SPECTRUM_MJD:  57624.00
SPEC:   3967.95   3968.65 2.33233e+02 1.35046e+01 1
SPEC:   3968.65   3969.35 2.17567e+02 1.34378e+01 1
SPEC:   3969.35   3970.05 2.01902e+02 1.33713e+01 1
SPEC:   3970.05   3970.75 1.86237e+02 1.33051e+01 1
SPEC:   3970.85   3971.55 1.70572e+02 1.32391e+01 1
SPEC:   3971.55   3972.25 1.54906e+02 1.31734e+01 1
SPEC:   3972.25   3972.95 1.39241e+02 1.31080e+01 1
SPEC:   3972.95   3973.65 1.23576e+02 1.30429e+01 1
SPEC:   3973.65   3974.35 1.07911e+02 1.29781e+01 1
SPEC:   3974.35   3975.05 9.22454e+01 1.29136e+01 1
SPEC:   3975.05   3975.75 8.76120e+01 1.28493e+01 1
SPEC:   3975.85   3976.55 9.41557e+01 1.27854e+01 1
SPEC:   3976.55   3977.25 9.69930e+01 1.27217e+01 1
SPEC:   3977.25   3977.95 9.00028e+01 1.26583e+01 1
SPEC:   3977.95   3978.65 8.53183e+01 1.25953e+01 1
SPEC:   3978.65   3979.35 9.25187e+01 1.25325e+01 1
SPEC:   3979.45   3980.15 8.99269e+01 1.24701e+01 1
SPEC:   3980.15   3980.85 8.92524e+01 1.24080e+01 1
SPEC:   3980.85   3981.55 7.92144e+01 1.23461e+01 1
SPEC:   3981.55   3982.25 9.25362e+01 1.22846e+01 1
SPEC:   3982.25   3982.95 8.76588e+01 1.22234e+01 1
SPEC:   3982.95   3983.65 8.53957e+01 1.21625e+01 1
SPEC:   3983.65   3984.35 8.75341e+01 1.21020e+01 1
SPEC:   3984.45   3985.15 8.42113e+01 1.20417e+01 1
SPEC:   3985.15   3985.85 8.02565e+01 1.19818e+01 1
SPEC:   3985.85   3986.55 8.34474e+01 1.19222e+01 1
SPEC:   3986.55   3987.25 9.12924e+01 1.18629e+01 1
SPEC:   3987.25   3987.95 8.11960e+01 1.18040e+01 1
SPEC:   3987.95   3988.65 8.29108e+01 1.17454e+01 1
SPEC:   3988.75   3989.45 8.32034e+01 1.16871e+01 1
SPEC:   3989.45   3990.15 8.35280e+01 1.16292e+01 1
SPEC:   3990.15   3990.85 8.86345e+01 1.15716e+01 1
SPEC:   3990.85   3991.55 8.71429e+01 1.15143e+01 1
SPEC:   3991.55   3992.25 8.03100e+01 1.14574e+01 1
SPEC:   3992.25   3992.95 8.24312e+01 1.14008e+01 1
SPEC:   3993.05   3993.75 7.97613e+01 1.13446e+01 1
SPEC:   3993.75   3994.45 8.14888e+01 1.12887e+01 1
