SURVEY: FOUNDATION
SNTYPE: 1
SNID: PS15brr
RA: 358.3563852
DECL: -15.6545072
MWEBV: 0.0276 +- 0.0014
FILTERS: griz
REDSHIFT_HELIO: 0.0518042 +- 0.0000892
REDSHIFT_FINAL: 0.0506820 +- 0.0000892
SEARCH_PEAKMJD: 57262.41923
HOSTGAL_LOGMASS: 10.156 +- 0.013
VPEC: -44.290
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 26
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57262.41923      g    NULL    12337.883        363.808    17.272     0.032  2.57
OBS:  57271.48000      g    NULL     7698.090        167.902    17.784     0.024  1.72
OBS:  57276.45223      g    NULL     4782.971        132.788    18.301     0.030  2.04
OBS:  57284.49988      g    NULL     2639.280        137.489    18.946     0.056  2.19
OBS:  57298.36087      g    NULL     1227.760        115.732    19.777     0.102  2.37
OBS:  57308.30308      g    NULL      651.135         93.791    20.466     0.156  2.34
OBS:  57262.41964      r    NULL    10984.109        285.539    17.398     0.028  2.18
OBS:  57271.48041      r    NULL     8323.004        162.271    17.699     0.021  1.78
OBS:  57276.45264      r    NULL     5884.161        131.272    18.076     0.024  1.58
OBS:  57284.50029      r    NULL     5518.520        150.369    18.145     0.029  2.08
OBS:  57298.36129      r    NULL     2979.898        106.989    18.814     0.039  2.20
OBS:  57308.30350      r    NULL     1890.199        102.041    19.309     0.058  2.31
OBS:  57262.41998      i    NULL     5785.288        221.992    18.094     0.041  2.00
OBS:  57271.48076      i    NULL     4157.006        110.944    18.453     0.029  1.40
OBS:  57276.45299      i    NULL     3816.819        114.180    18.546     0.032  1.51
OBS:  57284.50065      i    NULL     3749.224        132.802    18.565     0.038  1.86
OBS:  57298.36165      i    NULL     2684.627        120.748    18.928     0.049  2.06
OBS:  57308.30385      i    NULL     1976.982        119.685    19.260     0.065  2.11
OBS:  57262.42033      z    NULL     5500.784        262.965    18.149     0.052  1.76
OBS:  57271.48111      z    NULL     3129.470        136.280    18.761     0.047  1.29
OBS:  57276.45335      z    NULL     3018.875        147.258    18.800     0.053  1.51
OBS:  57284.50100      z    NULL     3293.023        166.185    18.706     0.055  1.64
OBS:  57298.36200      z    NULL     2364.140        165.004    19.066     0.075  2.01
OBS:  57308.30420      z    NULL     1358.355        168.100    19.667     0.134  2.12
OBS:  57244.60652      z    NULL     1499.485         87.948    19.560     0.063  1.36
OBS:  57244.61476      z    NULL     1592.418         82.840    19.495     0.056  1.30
END:
